time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
18:22:51,AUTO,2.0,7.6,-930.0,64.4,-111.4,137.8,633590.0,-35.36326376000001,149.16523511999998,49585.4,-27.0,-27.6,-79.2,-0.01695997193455696,-0.0015944480895996095,0.1567809283733368,0.06323081417940557,-0.11306628547608852,0.13778949417173864
18:22:52,AUTO,0.0,12.0,-961.0,344.0,12.0,-31.0,634060.0,-35.3632652,149.165233,50050.0,-4.0,-11.0,-36.0,0.04199434444308281,-0.05385025590658188,0.18221424520015717,0.34391069412231445,0.011564220301806927,-0.03195218741893768
18:22:53,AUTO,-2.0,2.0,-965.4,180.0,55.0,-26.4,634226.0,-35.36326364,149.16523432,50221.2,21.0,24.8,0.8,0.021667432505637407,-0.0016805731691420078,0.13926116675138472,0.1788631021976471,0.054175954312086105,-0.027176320925354956
18:22:54,LOITER,1.0,-48.0,-1018.0,-758.0,10.0,-22.0,634150.0,-35.3632622,149.1652364,50145.0,10.0,22.0,18.0,-0.009485369548201561,0.0438540019094944,0.11912571638822556,-0.7577072978019714,0.0086470115929842,-0.02284073457121849
18:22:55,LOITER,2.25,60.25,-876.0,1505.75,-19.5,-4.75,633672.5,-35.363262825,149.165238225,49666.0,-9.75,3.0,90.0,0.00782433245331049,-0.004368774418253452,0.09391350671648979,1.5047700107097626,-0.021315748570486903,-0.0057802718511084095
18:22:56,LOITER,0.5,55.0,-946.0,10.5,9.5,-19.5,632660.0,-35.363263450000005,149.1652386,48654.0,-3.0,4.5,168.0,-0.014847269034362398,-0.010991008020937443,0.0795207992196083,0.00480496883392334,0.008893935941159725,-0.020492766983807087
18:22:57,LOITER,-1.4,49.8,-1009.6,1321.4,1.6,-16.6,630322.0,-35.36326374,149.16523916,46316.8,5.2,0.0,176.8,0.01518779997713864,-0.007809854857623577,0.06025900095701218,1.3206049799919128,0.0007785998051986099,-0.01774915661662817
18:22:58,LOITER,-1.0,32.0,-1003.0,-766.0,-10.0,-8.0,628950.0,-35.3632637,149.165239,44944.0,7.0,0.0,174.0,-0.025636566802859306,-0.006646794266998768,0.05051329731941223,-0.7727481722831726,-0.011337658390402794,-0.00916352029889822
18:22:59,AUTO,-1.6,29.0,-1031.4,965.6,9.6,-2.2,626738.0,-35.363263419999996,149.16523832000001,42733.8,7.8,1.4,164.2,0.022888094186782837,-0.0035928783705458044,0.03547084182500839,0.9652943849563599,0.008825632813386618,-0.0030187105759978293
18:23:00,AUTO,-1.0,71.0,-1130.0,788.0,24.0,-10.0,625560.0,-35.3632633,149.165238,41558.0,4.0,4.0,107.0,0.005956795532256365,0.009629557840526104,0.026099540293216705,0.7844791412353516,0.02348797582089901,-0.011531298980116844
18:23:01,AUTO,1.75,2.75,-1065.25,-107.75,13.5,-8.25,625027.5,-35.3632646,149.165236625,41022.0,-22.5,3.5,-5.25,0.003656098051578738,0.026824341621249914,0.017188273835927248,-0.10918587446212769,0.013183765346184373,-0.009789277450181544
18:23:02,AUTO,7.5,-2.5,-1048.0,-233.5,12.5,-172.5,625210.0,-35.363266949999996,149.16523555,41206.0,-44.0,4.0,-46.0,0.0013035981683060527,0.036759672686457634,-0.004958658013492823,-0.23531973361968994,0.011902449186891317,-0.17368290247395635
18:23:03,AUTO,0.0,16.75,-1038.75,-23.75,0.75,-778.5,626175.0,-35.363274175,149.16523395000002,42171.0,-76.75,1.5,-98.5,-0.034498127177357674,0.017804458853788674,-0.8947509676218033,-0.025517348665744066,0.00014779048797208816,-0.7797145992517471
18:23:04,AUTO,-10.5,20.0,-1031.0,28.5,12.0,-663.0,627045.0,-35.36328,149.16523304999998,43038.5,-96.0,-3.0,-126.5,-0.041137635707855225,-0.005166105693206191,-1.4374992847442627,0.02684431103989482,0.011562727362615988,-0.663971334695816
18:23:05,AUTO,-14.25,9.75,-992.75,-21.25,-71.0,-328.0,628852.5,-35.36329045,149.1652321,44844.75,-76.75,-5.75,-142.25,0.02012703358195722,-0.01724350155564025,-2.0015969276428223,-0.023013111669570208,-0.07234293082728982,-0.3292473368346691
18:23:06,AUTO,-17.0,0.5,-995.0,-78.0,-35.0,-449.0,629940.0,-35.36329535,149.16523095,45935.0,-80.5,-27.5,-133.0,-0.019268829841166735,-0.07801065221428871,-2.294360041618347,-0.08080368489027023,-0.036057484336197376,-0.4505736231803894
18:23:07,AUTO,-30.5,-7.5,-1000.0,-30.25,64.75,-114.75,631725.0,-35.363308025,149.165226125,47718.75,-139.75,-36.75,-140.25,-0.021264487877488136,-0.03858389938250184,-2.5781086683273315,-0.03197871567681432,0.06430774088948965,-0.11609232984483242
18:23:08,AUTO,-28.0,-9.0,-958.5,1.5,30.0,-469.0,632810.0,-35.3633175,149.1652241,48804.5,-147.5,-8.0,-131.0,-0.05327322520315647,-0.01805152278393507,-2.755500316619873,-0.0005171466618776321,0.028649475425481796,-0.47046060860157013
18:23:09,AUTO,-14.75,-4.75,-939.0,50.75,-1.75,28.5,634047.5,-35.363330525,149.165225625,50042.75,-67.5,9.25,-54.75,0.05235821660608053,0.08019228652119637,-2.9524000883102417,0.04920964752091095,-0.0029106566216796637,0.0280522380489856
18:23:10,AUTO,-0.5,-7.0,-948.5,-284.0,-27.0,-1.5,634340.0,-35.363333049999994,149.16522555,50336.5,-5.5,-14.5,-12.0,0.03716271184384823,0.06388844922184944,-2.9424209594726562,-0.2867475897073746,-0.028268524445593357,-0.0024934489629231393
18:23:11,AUTO,7.75,-20.0,-992.25,-73.25,-33.75,0.5,634232.5,-35.363330925,149.16522260000002,50228.75,28.5,-19.25,18.5,-0.005711108649848029,0.009432677004951984,-2.9459781646728516,-0.0735633447766304,-0.03497165022417903,-0.000568898773053661
18:23:12,AUTO,4.0,3.0,-1010.0,-255.0,-8.0,2.5,634100.0,-35.363329300000004,149.16522115,50092.0,19.5,-11.0,14.0,-0.0228237546980381,-0.008469132473692298,-2.945779323577881,-0.2590263970196247,-0.009538274491205812,0.0019281267595943063
18:23:13,AUTO,0.0,-18.0,-1000.5,-309.25,13.75,2.0,633997.5,-35.3633286,149.16522035,49993.25,5.0,-3.75,2.25,0.004521380862570368,0.0040782534633763134,-2.945908784866333,-0.3111094757914543,0.013435252709314227,0.0013354075199458748
18:23:14,LOITER,2.0,27.5,-1011.0,566.5,12.5,2.5,633975.0,-35.3633286,149.1652194,49965.0,7.0,-13.0,1.0,0.011261228937655687,0.011365863960236311,-2.9458824396133423,0.563658744096756,0.01193651370704174,0.002109677530825138
18:23:15,LOITER,0.25,-76.25,-841.25,-1008.5,1.75,-8.5,633590.0,-35.363328550000006,149.165217375,49585.5,6.75,4.0,91.75,-0.02442726190201938,0.014179643243551254,-2.9458624124526978,-1.007388174533844,0.0007680583512410522,-0.009897366166114807
18:23:16,LOITER,1.0,37.0,-959.5,1564.0,0.0,10.5,632560.0,-35.3633285,149.16521684999998,48551.5,8.0,7.5,173.0,0.014661086723208427,0.012210848741233349,-2.944896936416626,1.565455675125122,-0.0011962205171585083,0.010375452489824966
18:23:17,LOITER,0.75,-56.75,-1000.5,-1389.5,6.25,-1.0,630207.5,-35.3633284,149.16521605,46201.5,8.0,11.75,180.25,-0.03156736074015498,0.011356310918927193,-2.9456109404563904,-1.3918198347091675,0.004828528966754675,-0.001960792171303183
18:23:18,LOITER,1.0,-28.0,-983.0,747.0,5.5,7.0,628830.0,-35.3633284,149.16521534999998,44823.5,7.0,16.0,173.0,0.0029978525126352906,0.012685691937804222,-2.9447450637817383,0.7502024807035923,0.0043796050595119596,0.006641998188570142
