time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
18:21:59,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,584030.0,-35.3632621,149.1652376,47.0,-1.0,3.0,1.0,-7.391699182335287e-05,0.0009689321741461754,0.025928812101483345,0.0001496592303737998,0.00016907911049202085,0.001966559560969472
18:22:03,STABILIZE,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.6666666666666666,0.0,584010.0,-35.3632621,149.1652375,28.0,-1.0,2.0,1.0,-0.0008159286226145923,0.0009405412711203098,0.024208538234233856,0.0003215988399460912,0.00026562646962702274,0.0018019147682935
18:22:04,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,584010.0,-35.3632622,149.1652375,25.0,-1.0,1.0,1.0,-0.0011199582368135452,0.0009606612729839981,0.02367488667368889,0.00016381818568333983,0.00024944881442934275,0.0018253963207826018
18:22:05,STABILIZE,0.0,2.0,-1000.0,1.0,0.0,0.0,584010.0,-35.3632622,149.1652375,26.0,-1.0,1.0,0.0,-0.0011830906538913648,0.0009587967457870642,0.023484909906983376,0.00027401623083278537,0.00017816990536327162,0.001680270885117352
18:22:07,STABILIZE,0.0,1.5,-1000.0,0.5,0.5,0.0,584010.0,-35.3632622,149.1652375,20.5,-1.0,1.0,0.5,-0.0012684151297435164,0.0009777998784556985,0.022977566346526146,0.00024645403027534485,0.000282965658698231,0.0016032923012971878
18:22:09,STABILIZE,0.0,1.6666666666666667,-1000.0,0.0,0.3333333333333333,0.3333333333333333,584010.0,-35.3632622,149.1652375,22.5,-1.0,1.0,1.5,-0.0011787795810960233,0.0009842394501902163,0.02268787007778883,0.00023000536020845175,0.00023694740957580507,0.0015212249709293246
18:22:11,STABILIZE,0.0,1.0,-1000.0,0.5,0.5,0.5,584000.0,-35.3632622,149.1652375,14.5,-1.0,1.0,1.0,-0.0013284776359796524,0.0009938511066138744,0.022363929077982903,0.00030329375294968486,0.0002001821412704885,0.001551227644085884
18:22:12,STABILIZE,0.0,1.5,-1000.0,0.5,0.5,0.0,584000.0,-35.3632622,149.1652375,18.0,-1.0,0.0,0.0,-0.001475149067118764,0.0009742818656377494,0.022144224494695663,0.00023808714468032122,0.00025860266759991646,0.0013884566724300385
18:22:13,STABILIZE,0.0,1.0,-1000.0,1.0,0.0,1.0,584010.0,-35.3632622,149.1652375,24.0,-1.0,0.0,0.0,-0.0014851146843284369,0.0009833546355366707,0.02205105870962143,0.00014931510668247938,0.00024259003112092614,0.0014330821577459574
18:22:14,AUTO,0.0,1.5,-1000.0,0.0,0.0,1.0,584015.0,-35.3632622,149.1652375,9.5,-1.0,0.0,0.0,-0.0013829563395120203,0.0009830898488871753,0.021917054429650307,0.00022835400886833668,0.0002748538972809911,0.0014425625558942556
18:22:15,AUTO,0.0,1.25,-1000.0,0.5,0.5,0.5,584020.0,-35.3632621,149.1652375,11.5,-0.25,0.0,0.0,-0.0012976746074855328,0.0010599180241115391,0.02181547274813056,0.00022131745936349034,0.00024669471895322204,0.001434789621271193
18:22:16,AUTO,0.0,1.5,-1000.0,0.5,1.0,0.0,584020.0,-35.3632621,149.1652375,15.5,0.0,0.0,-1.0,-0.001076586137060076,0.0013735253596678376,0.021635991521179676,0.00024942541494965553,0.0003107733791694045,0.0013755325926467776
18:22:17,AUTO,0.0,1.0,-1000.0,1.0,0.5,0.5,584020.0,-35.3632621,149.1652375,17.5,0.0,0.0,-1.0,-0.0008957294194260612,0.0015848997863940895,0.021504218690097332,0.0003173500153934583,0.00027442292775958776,0.0013624232669826597
18:22:18,AUTO,0.0,0.0,-1123.0,-5.0,4.5,1.0,584290.0,-35.3632621,149.1652375,282.0,0.0,0.5,-81.0,0.0021513468818739057,0.000464349941466935,0.0212927358224988,-0.006404620362445712,0.003811237751506269,0.0016746424371376634
18:22:19,AUTO,0.0,-0.25,-1043.0,35.25,-3.5,0.75,585182.5,-35.363262075,149.16523755,1177.25,0.25,4.0,-137.5,0.01464719299110584,-1.3809025404043496e-05,0.02093251794576645,0.035032958490774035,-0.0045546822366304696,0.0015859027043916285
18:22:20,AUTO,1.5,-8.5,-994.5,-35.5,51.0,-60.0,587075.0,-35.363261550000004,149.1652401,3069.5,8.5,45.5,-148.0,0.05495448596775532,-0.0017358344048261642,-0.014326540054753423,-0.03640815615653992,0.050505812745541334,-0.06030657608062029
18:22:21,AUTO,3.5,-9.75,-1004.0,-55.25,-45.25,0.75,588212.5,-35.363260875,149.1652441,4208.25,9.0,44.5,-148.5,-0.013625373132526875,-0.0029519005911424756,-0.03884901385754347,-0.0563879469409585,-0.04618355492129922,0.0009989337995648384
18:22:22,AUTO,-3.5,0.0,-1007.0,15.0,52.0,-108.0,590130.0,-35.3632589,149.1652466,6126.5,9.0,-25.5,-149.0,-0.09038107469677925,0.03990311361849308,-0.12379075214266777,0.014284539967775345,0.051514345686882734,-0.10831314697861671
18:22:23,AUTO,-4.5,12.75,-1001.0,69.0,7.75,-41.25,591272.5,-35.363259725,149.16524245,7269.25,-31.25,-65.75,-148.25,-0.05002559255808592,0.04627481568604708,-0.17192532494664192,0.06863316427916288,0.007585206534713507,-0.04175481805577874
18:22:24,AUTO,6.0,20.0,-1001.5,-15.0,-116.5,96.0,593185.0,-35.3632662,149.16523345000002,9178.0,-79.5,-45.0,-150.0,0.021961831487715244,0.017851757467724383,-0.16490477323532104,-0.016249232925474644,-0.11808791384100914,0.09708768129348755
18:22:25,AUTO,7.75,12.25,-1006.5,36.5,-68.0,95.25,594352.5,-35.36327075,149.165230675,10348.25,-48.25,-19.5,-154.0,0.03143638977780938,-0.05734164407476783,-0.08472204487770796,0.03638170659542084,-0.06973467860370874,0.09624147042632103
18:22:26,AUTO,-5.0,-10.5,-993.5,31.5,6.5,27.0,596305.0,-35.36327075,149.1652311,12300.0,59.0,40.5,-147.5,0.07891659438610077,-0.09311305359005928,-0.01636001095175743,0.030831390991806984,0.0066344497026875615,0.02786268573254347
18:22:27,AUTO,-10.0,-26.0,-1003.25,-98.5,81.75,-73.5,597405.0,-35.36326475,149.165235875,13401.5,106.75,68.5,-142.75,0.038282227382296696,-0.045513142831623554,-0.0470645185559988,-0.09971688035875559,0.08140759542584419,-0.07387237623333931
18:22:28,AUTO,-16.0,-16.5,-1008.5,-28.0,59.0,-64.5,599305.0,-35.363252450000005,149.1652429,15300.5,89.0,17.5,-155.5,-0.056704405695199966,0.03756305668503046,-0.14194343239068985,-0.02919263392686844,0.058658184483647346,-0.06456274539232254
18:22:29,AUTO,-10.0,-3.25,-1001.5,27.5,41.5,-47.0,600497.5,-35.363248325,149.165242325,16493.0,31.0,-25.0,-155.25,-0.0557999424636364,0.07281399238854647,-0.18501773849129677,0.027243810473009944,0.041117583867162466,-0.04738371726125479
18:22:30,AUTO,2.5,17.0,-1000.5,73.0,-15.5,-6.5,602440.0,-35.36325035,149.1652371,18437.5,-77.0,-32.0,-149.5,0.009545187029289082,0.08692800998687744,-0.21211382001638412,0.07265685126185417,-0.01671123504638672,-0.006522071082144976
18:22:31,AUTO,20.25,15.0,-1004.5,0.5,-123.5,82.75,603580.0,-35.36325672500001,149.165236125,19577.0,-105.5,10.5,-148.5,0.042665340937674046,0.03551130183041096,-0.18794265389442444,-0.00034870579838752747,-0.1250365674495697,0.0833332379697822
18:22:32,AUTO,7.5,-2.5,-1001.0,-103.5,88.5,-44.5,605515.0,-35.3632648,149.16523985,21511.5,-3.5,28.0,-153.0,-0.036582883447408676,-0.12041877210140228,-0.04711265116930008,-0.1049431562423706,0.08821680583059788,-0.044129530782811344
18:22:33,AUTO,-10.0,-3.0,-1002.0,-3.0,77.5,-106.0,606670.0,-35.36326285,149.1652398,22661.75,47.75,-24.5,-149.5,-0.06615150719881058,-0.05162141006439924,-0.1309380643069744,-0.004274668637663126,0.07714817952364683,-0.1063523218035698
18:22:34,AUTO,-18.5,10.0,-1006.5,56.5,56.5,-26.5,608585.0,-35.363256899999996,149.16523130000002,24576.0,42.0,-82.0,-152.5,-0.01634042477235198,0.014394057681784034,-0.21592001616954803,0.05608392879366875,0.056098153814673424,-0.026909193955361843
18:22:35,AUTO,-14.25,9.0,-1005.25,64.75,41.25,-7.0,609762.5,-35.3632551,149.165224875,25755.25,7.5,-62.75,-156.25,0.029170431313104928,0.05146355740725994,-0.22664152458310127,0.06426133029162884,0.04082792857661843,-0.007379018410574645
18:22:36,AUTO,10.5,2.0,-995.5,51.5,-29.5,3.5,611730.0,-35.363257000000004,149.16522175,27726.0,-46.5,39.0,-151.0,0.10254807397723198,0.06007518246769905,-0.2297937273979187,0.051305631175637245,-0.03109715413302183,0.004076233948580921
18:22:37,AUTO,21.0,-9.75,-1002.25,-151.5,-71.5,17.25,612847.5,-35.3632599,149.16522817499998,28840.25,-37.75,104.0,-143.75,0.05919350916519761,0.0022721157874912024,-0.21689318120479584,-0.1525660753250122,-0.07312285248190165,0.017192261526361108
18:22:38,AUTO,8.5,-6.0,-1003.5,17.0,15.0,-64.0,614750.0,-35.3632615,149.1652398,30744.5,1.5,29.5,-156.5,-0.08875114470720291,-0.03465455025434494,-0.2758380174636841,0.01574149215593934,0.014467307599261403,-0.06462101452052593
18:22:39,AUTO,-2.75,1.75,-999.75,77.0,36.5,24.75,615930.0,-35.363261375,149.165239675,31924.5,3.25,-20.0,-153.5,-0.038555623730644584,-0.008161964069586247,-0.2805786207318306,0.07637504488229752,0.03614671481773257,0.0250156382098794
18:22:40,AUTO,-2.5,4.5,-1000.5,50.0,6.0,6.5,617880.0,-35.3632615,149.16523605,33873.5,-5.5,-13.5,-155.0,0.036718184128403664,0.010857466608285904,-0.25680071115493774,0.04977162927389145,0.00560921966098249,0.006208247214090079
18:22:41,AUTO,1.75,-0.25,-997.75,-47.25,-14.25,7.25,619052.5,-35.363261925,149.165235975,35045.5,-5.25,12.0,-152.5,0.023413405113387853,0.006419153534807265,-0.25296958163380623,-0.048736611381173134,-0.015685812250012532,0.0078110870672389865
18:22:43,AUTO,0.0,-0.4,-1000.2,10.8,6.4,-4.2,621578.0,-35.3632622,149.16523736,37571.6,0.6,1.4,-153.0,-0.008109696116298437,-0.0030371730332262813,-0.26113412380218504,0.010144365741871298,0.006108926422894001,-0.004413944110274315
18:22:44,AUTO,-1.0,0.0,-1000.0,10.0,4.0,14.0,622740.0,-35.3632622,149.1652372,38739.0,1.0,-3.0,-153.0,0.0017045317217707634,0.0021371457260102034,-0.25768640637397766,0.009350686334073544,0.003369866404682398,0.01459403894841671
18:22:45,AUTO,0.0,0.0,-999.8,0.4,1.2,13.0,624690.0,-35.3632621,149.16523676000003,40686.6,0.0,1.0,-153.0,0.004486105404794216,0.002440073620527983,-0.2394868791103363,-0.0005642128409817815,0.0005721435067243874,0.013397778756916523
18:22:46,AUTO,0.0,0.0,-1000.0,0.0,3.0,11.0,625860.0,-35.3632621,149.1652368,41853.0,0.0,3.0,-153.0,0.003126000752672553,0.0024540117010474205,-0.23061127960681915,-0.0018990254029631615,0.0019383530598133802,0.011501040309667587
18:22:47,AUTO,0.0,0.0,-999.4,-0.2,1.2,10.2,627798.0,-35.363262039999995,149.16523686,43792.0,-0.8,3.0,-153.0,0.0010712216550018638,0.0023197897244244814,-0.2175680637359619,-0.001023638469632715,0.0005951435538008809,0.010407108068466186
18:22:48,AUTO,0.0,0.0,-1001.0,3.0,0.0,7.0,628970.0,-35.363262,149.165237,44961.0,-1.0,2.0,-153.0,0.0004475541354622692,0.0024418621324002743,-0.21110904216766357,0.0023182593286037445,-0.00021732895402237773,0.006888218689709902
18:22:49,AUTO,0.0,0.0,-999.8,0.4,0.6,7.2,630908.0,-35.363262,149.1652371,46901.6,-1.0,1.4,-153.0,0.000694040791131556,0.0016108829295262694,-0.2014885812997818,-0.0006502108182758093,-0.0001737066893838346,0.007437822408974171
18:22:50,AUTO,0.0,0.0,-1000.0,0.0,1.0,8.0,632070.0,-35.363262,149.1652371,48068.0,-1.0,1.0,-153.0,0.0011652152752503753,0.0016286433674395084,-0.1961841583251953,-0.0007239027181640267,-0.000575064797885716,0.007812309544533491
