time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,VFR_HUD_alt,EK2_ALT_SOURCE
16:58:52,1500.0,-0.0161065764259547,0.026858874363824725,-0.15719610825181007,0.012718000216409564,-0.03665236243978143,-0.0047637432580813766,606475.0,-35.3632596,149.16523890000002,22517.75,-2.5,-0.5,-135.5,0.0,-0.75,-1001.75,13.0,-35.25,-4.5,AUTO,606.4749908447266,0.0
16:59:10,1500.0,0.011275537156810364,0.0001586060364691851,-0.2046662817398707,0.6923439502716064,0.00019346848906328282,-0.0006871861987747252,615890.0,-35.36325941666667,149.16523951666665,31935.333333333332,6.5,7.5,49.166666666666664,1.5,21.833333333333332,-1078.8333333333333,692.8333333333334,1.3333333333333333,-0.16666666666666666,AUTO,615.8899943033854,0.0
16:59:22,1500.0,0.04917610343545675,-0.0004517025417953846,-0.21615437790751457,0.13219655770808458,0.0030261899228207767,-0.004199653078103438,613970.0,-35.363252175,149.165240925,30014.5,13.0,48.75,-7.25,0.5,4.25,-1044.75,134.5,3.5,-2.75,AUTO,613.9699859619141,0.0
16:59:28,1500.0,-0.023098263191059232,0.007237619021907449,-0.22264733910560608,-0.05012422179182371,0.02618425605275358,-0.005271155755811681,619770.0,-35.363244650000006,149.16525765000003,35816.166666666664,47.666666666666664,49.333333333333336,-52.5,0.3333333333333333,-16.166666666666668,-842.1666666666666,-46.166666666666664,26.666666666666668,-4.5,ALT_HOLD,619.7699890136719,0.0
16:59:34,1500.0,-0.12993923481553793,0.038456729923685394,-0.36057543754577637,-0.1499306714783112,0.008741059311432764,-0.08571357776721318,619261.6666666666,-35.3632239,149.16528785,35304.833333333336,6.666666666666667,11.166666666666666,-143.16666666666666,6.166666666666667,-14.333333333333334,-1007.6666666666666,-147.16666666666666,9.666666666666666,-84.16666666666667,AUTO,619.2616475423177,0.0
16:59:46,1500.0,0.09000499919056892,-0.24332834966480732,-0.19315973110496998,0.3032328635454178,0.45023060590028763,0.3982404824346304,634037.5,-35.363243425,149.165270175,50080.5,131.75,10.25,17.0,-22.75,-6.5,-986.75,306.0,451.0,399.5,ALT_HOLD,634.0374755859375,0.0
16:59:59,1500.0,0.043331462889909744,-0.1874137669801712,1.092332124710083,-0.011386964470148087,-0.037287306040525436,0.0016196331707760692,624200.0,-35.3631131,149.1653445,40245.0,199.0,385.0,-19.0,-84.0,-47.0,-1003.0,-6.0,-35.0,3.0,AUTO,624.2000122070312,0.0
17:00:18,1500.0,-0.0019107181142317131,-0.04625625320477411,1.181620329618454,-0.02055358700454235,-0.10905247926712036,0.01019651407841593,621485.0,-35.36257942500001,149.1664994,37529.0,62.75,97.25,-20.75,-25.25,-12.5,-1030.25,-17.5,-106.75,12.5,AUTO,621.4850006103516,0.0
17:00:28,1500.0,0.03564975503832102,0.030449445825070143,0.8529695570468903,0.0010451932903379202,-0.019187581609003246,0.12774308398365974,631692.5,-35.36240805,149.1668659,47735.0,138.5,307.75,-154.75,-52.75,-56.25,-992.25,3.0,-16.75,129.25,AUTO,631.6924743652344,0.0
17:00:43,1500.0,0.015671968227252364,-0.004860446943591039,-1.5095419486363728,0.12192270408074062,-0.00013508880510926247,-0.0021999363088980317,624260.0,-35.3623732,149.16684201666666,40303.5,17.333333333333332,-14.5,-0.16666666666666666,-3.5,7.0,-995.5,124.66666666666667,1.3333333333333333,0.0,AUTO,624.2599894205729,0.0
17:00:49,1500.0,-0.0003036462391416232,-0.00019594969247312596,-1.5285009344418843,-0.3683469370007515,-2.407123489926259e-05,-0.0023983518282572427,624288.3333333334,-35.36237213333333,149.16683315,40331.333333333336,15.333333333333334,-10.833333333333334,22.833333333333332,0.0,-20.5,-931.6666666666666,-365.6666666666667,1.5,0.0,ALT_HOLD,624.2882995605469,0.0
17:00:52,1500.0,0.02133826003409922,-0.00031053101702127606,-1.5368713736534119,-0.07014402747154236,-0.003393719991436228,-0.01465048227692023,619602.5,-35.3623652,149.16682945,35646.0,19.75,-13.5,181.25,3.75,-51.0,-1000.5,-74.75,-1.5,-12.0,AUTO,619.6024780273438,0.0
17:00:54,1500.0,0.001380616333335638,-0.04259251616895199,-1.5478516419728596,0.6978405316670736,-0.046968434316416584,-0.02631863330801328,617025.0,-35.36236138333334,149.16682655000002,33071.333333333336,6.833333333333333,-30.0,62.5,-10.5,48.333333333333336,-1093.5,705.1666666666666,-44.833333333333336,-23.333333333333332,AUTO,617.0249837239584,0.0
