,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
16:58:53.297,1520.0,330.0,0.1,0.5,1.0,660.0,1900.0,1200.0,0.0,0.0,950.0,0.0,100.0,-1.0,-0.5,-0.5,206.0,0.0,1.0,2200.0,33.0,46.0,1.0,0.0,2544.0
16:59:11.302,1120.0,360.0,-0.8,0.5,1.0,1010.0,2000.0,850.0,0.0,0.0,1000.0,49.0,78.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,0.0,20.0,70.0,1.0,0.0,23252.0
16:59:23.118,2020.0,70.0,-4.2,0.5,1.0,560.0,1250.0,1300.0,0.0,0.0,440.0,89.0,47.0,-1.0,-0.5,-0.5,98.0,0.0,1.0,2800.0,0.0,18.0,1.0,0.0,15779.0
16:59:29.226,470.0,10.0,-4.0,0.5,1.0,710.0,300.0,1450.0,0.0,0.0,0.0,80.0,13.0,-1.0,-0.5,-0.5,164.0,0.0,1.0,4000.0,36.0,82.0,1.0,0.0,11187.0
16:59:35.147,20.0,10.0,-2.1,0.5,1.0,1010.0,600.0,2000.0,0.0,0.0,960.0,100.0,8.0,-1.0,-0.5,-0.5,214.0,0.0,1.0,2400.0,67.0,54.0,1.0,0.0,18617.0
16:59:47.176,1670.0,350.0,-0.4,0.5,1.0,610.0,750.0,1500.0,0.0,0.0,1000.0,100.0,0.0,-1.0,-0.5,-0.5,168.0,0.0,1.0,300.0,72.0,83.0,1.0,0.0,0.0
17:00:00.128,1520.0,180.0,-4.0,0.5,1.0,1010.0,1700.0,1550.0,0.0,0.0,660.0,0.0,50.0,-1.0,-0.5,-0.5,38.0,0.0,1.0,4500.0,0.0,8.0,1.0,0.0,18172.0
17:00:19.235,1970.0,500.0,-3.0,0.5,1.0,1010.0,600.0,2000.0,0.0,0.0,1000.0,96.0,49.0,-1.0,-0.5,-0.5,120.0,0.0,1.0,1200.0,16.0,100.0,1.0,0.0,0.0
17:00:29.169,20.0,500.0,-2.9,0.5,1.0,360.0,1250.0,2000.0,0.0,0.0,1000.0,57.0,10.0,-1.0,-0.5,-0.5,241.0,0.0,1.0,0.0,6.0,100.0,1.0,0.0,17387.0
17:00:44.084,20.0,450.0,-5.0,0.5,1.0,560.0,0.0,800.0,0.0,0.0,1000.0,100.0,34.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,100.0,44.0,100.0,1.0,0.0,27129.0
17:00:50.458,120.0,500.0,-3.8,0.5,1.0,310.0,800.0,2000.0,0.0,0.0,620.0,80.0,37.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,2000.0,63.0,28.0,1.0,0.0,23458.0
17:00:55.397,620.0,340.0,-0.1,0.5,1.0,1010.0,700.0,2000.0,0.0,0.0,70.0,95.0,100.0,-1.0,-0.5,-0.5,216.0,0.0,1.0,200.0,97.0,58.0,1.0,0.0,20542.0
