,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
09:32:51.420,270.0,370.0,-0.5,0.5,1.0,110.0,250.0,950.0,0.0,0.0,320.0,37.0,12.0,-1.0,-0.5,-0.5,138.0,0.0,1.0,700.0,75.0,2.0,1.0,0.0,14790.0
09:32:55.292,1420.0,90.0,-2.6,0.5,1.0,760.0,2000.0,950.0,0.0,0.0,470.0,38.0,22.0,-1.0,-0.5,-0.5,186.0,0.0,1.0,2500.0,67.0,11.0,1.0,0.0,25899.0
09:32:59.144,420.0,230.0,-2.9,0.5,1.0,260.0,650.0,1950.0,0.0,0.0,350.0,82.0,4.0,-1.0,-0.5,-0.5,81.0,0.0,1.0,4000.0,35.0,53.0,1.0,0.0,3674.0
09:33:03.010,520.0,400.0,-4.2,0.5,1.0,110.0,350.0,950.0,0.0,0.0,120.0,35.0,38.0,-1.0,-0.5,-0.5,112.0,0.0,1.0,2600.0,31.0,92.0,1.0,0.0,15480.0
09:33:06.898,220.0,320.0,-2.4,0.5,1.0,960.0,650.0,950.0,0.0,0.0,80.0,6.0,35.0,-1.0,-0.5,-0.5,132.0,0.0,1.0,800.0,8.0,15.0,1.0,0.0,30386.0
09:33:11.248,520.0,200.0,-2.4,0.5,1.0,210.0,1400.0,950.0,0.0,0.0,530.0,48.0,62.0,-1.0,-0.5,-0.5,47.0,0.0,1.0,4300.0,16.0,13.0,1.0,0.0,14730.0
09:33:15.098,1520.0,420.0,-0.0,0.5,1.0,710.0,1000.0,1050.0,0.0,0.0,10.0,95.0,38.0,-1.0,-0.5,-0.5,100.0,0.0,1.0,3300.0,41.0,25.0,1.0,0.0,8768.0
09:33:19.022,420.0,50.0,-4.2,0.5,1.0,510.0,450.0,950.0,0.0,0.0,120.0,69.0,56.0,-1.0,-0.5,-0.5,58.0,0.0,1.0,2300.0,35.0,16.0,1.0,0.0,24498.0
09:33:22.962,520.0,160.0,-0.0,0.5,1.0,360.0,100.0,1300.0,0.0,0.0,280.0,80.0,8.0,-1.0,-0.5,-0.5,81.0,0.0,1.0,4100.0,2.0,38.0,1.0,0.0,25653.0
09:33:27.338,220.0,170.0,-2.6,0.5,1.0,1010.0,1050.0,950.0,0.0,0.0,280.0,67.0,57.0,-1.0,-0.5,-0.5,107.0,0.0,1.0,4100.0,82.0,32.0,1.0,0.0,6232.0
09:33:31.221,1470.0,30.0,-1.8,0.5,1.0,860.0,100.0,1050.0,0.0,0.0,350.0,81.0,15.0,-1.0,-0.5,-0.5,38.0,0.0,1.0,2000.0,69.0,47.0,1.0,0.0,1627.0
09:33:35.068,820.0,50.0,-4.2,0.5,1.0,510.0,200.0,1550.0,0.0,0.0,730.0,48.0,44.0,-1.0,-0.5,-0.5,31.0,0.0,1.0,3900.0,88.0,69.0,1.0,0.0,2112.0
09:33:38.967,220.0,20.0,-4.0,0.5,1.0,510.0,700.0,1400.0,0.0,0.0,110.0,82.0,51.0,-1.0,-0.5,-0.5,76.0,0.0,1.0,1200.0,65.0,55.0,1.0,0.0,10157.0
09:33:43.356,520.0,300.0,-2.2,0.5,1.0,60.0,100.0,1050.0,0.0,0.0,210.0,26.0,22.0,-1.0,-0.5,-0.5,41.0,0.0,1.0,400.0,21.0,82.0,1.0,0.0,2767.0
09:33:47.192,270.0,50.0,-2.4,0.5,1.0,660.0,150.0,1100.0,0.0,0.0,980.0,100.0,41.0,-1.0,-0.5,-0.5,79.0,0.0,1.0,1700.0,53.0,11.0,1.0,0.0,7512.0
09:33:51.079,1320.0,50.0,-3.7,0.5,1.0,210.0,1300.0,1300.0,0.0,0.0,320.0,96.0,19.0,-1.0,-0.5,-0.5,121.0,0.0,1.0,300.0,38.0,98.0,1.0,0.0,26251.0
09:33:54.988,870.0,140.0,-0.8,0.5,1.0,360.0,1400.0,1250.0,0.0,0.0,190.0,16.0,74.0,-1.0,-0.5,-0.5,221.0,0.0,1.0,2100.0,39.0,4.0,1.0,0.0,17605.0
09:33:59.316,1020.0,250.0,-2.8,0.5,1.0,510.0,900.0,1950.0,0.0,0.0,810.0,39.0,6.0,-1.0,-0.5,-0.5,47.0,0.0,1.0,1900.0,42.0,48.0,1.0,0.0,480.0
09:34:03.312,1570.0,460.0,-4.8,0.5,1.0,260.0,650.0,900.0,0.0,0.0,80.0,61.0,8.0,-1.0,-0.5,-0.5,106.0,0.0,1.0,2100.0,47.0,13.0,1.0,0.0,12369.0
09:34:07.197,370.0,20.0,-1.2,0.5,1.0,610.0,250.0,900.0,0.0,0.0,470.0,25.0,39.0,-1.0,-0.5,-0.5,184.0,0.0,1.0,3500.0,38.0,6.0,1.0,0.0,25774.0
09:34:11.136,870.0,230.0,-4.4,0.5,1.0,210.0,900.0,1550.0,0.0,0.0,110.0,42.0,1.0,-1.0,-0.5,-0.5,48.0,0.0,1.0,3000.0,84.0,32.0,1.0,0.0,12730.0
09:34:15.081,1070.0,360.0,-4.2,0.5,1.0,210.0,600.0,900.0,0.0,0.0,500.0,75.0,38.0,-1.0,-0.5,-0.5,31.0,0.0,1.0,1000.0,48.0,8.0,1.0,0.0,12525.0
09:34:18.946,220.0,360.0,-4.2,0.5,1.0,660.0,100.0,1300.0,0.0,0.0,240.0,96.0,11.0,-1.0,-0.5,-0.5,166.0,0.0,1.0,1700.0,74.0,13.0,1.0,0.0,7994.0
09:34:23.403,970.0,120.0,-4.2,0.5,1.0,110.0,950.0,950.0,0.0,0.0,110.0,50.0,44.0,-1.0,-0.5,-0.5,30.0,0.0,1.0,3900.0,92.0,78.0,1.0,0.0,31170.0
09:40:20.935,1620.0,90.0,-4.0,0.5,1.0,810.0,1800.0,1150.0,0.0,0.0,280.0,2.0,75.0,-1.0,-0.5,-0.5,42.0,0.0,1.0,200.0,31.0,8.0,1.0,0.0,1084.0
09:40:25.264,70.0,260.0,-4.0,0.5,1.0,1010.0,150.0,950.0,0.0,0.0,570.0,8.0,16.0,-1.0,-0.5,-0.5,66.0,0.0,1.0,2900.0,84.0,57.0,1.0,0.0,927.0
09:40:30.237,270.0,120.0,-4.7,0.5,1.0,110.0,350.0,1950.0,0.0,0.0,280.0,74.0,32.0,-1.0,-0.5,-0.5,112.0,0.0,1.0,300.0,8.0,21.0,1.0,0.0,11386.0
