time_stamp,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,EK2_ALT_SOURCE
09:32:55,615.9599914550781,0.0,0.0,-1000.5,2.5,1.0,16.5,615960.0,-35.36326235,149.16523805,31958.5,0.0,2.5,-152.0,1500.0,AUTO,-0.0006538457919305074,0.0012742063263431191,-0.19423595070838928,0.0017029361333698034,0.00045777647756040096,0.017217201180756092,0.0
09:32:57,619.0749816894531,0.0,0.0,-1000.0,1.5,0.5,11.0,619075.0,-35.3632623,149.16523805,35067.0,0.0,0.0,-152.0,1500.0,AUTO,0.0018483659951016307,0.0009127286029979587,-0.16710974276065826,0.0005200388841331005,-6.439565913751721e-05,0.011728986632078886,0.0
09:32:59,622.1899719238281,0.0,0.0,-1000.0,1.0,1.0,8.0,622190.0,-35.3632622,149.1652377,38182.0,0.0,0.0,-152.0,1500.0,ALT_HOLD,0.0009829500995692797,0.00053305099663703,-0.14661042392253876,-0.00010342593304812908,6.161932833492756e-05,0.008515170309692621,0.0
09:33:01,623.9299926757812,10.0,-14.5,-834.5,-628.5,-65.5,24.0,623930.0,-35.363266949999996,149.16523035,39925.0,-89.5,-102.5,66.0,1500.0,ALT_HOLD,-0.12089628726243973,0.12457289919257164,0.2135266661643982,-0.6277938038110733,-0.06693646684288979,0.023762820288538933,0.0
09:33:03,620.60498046875,31.0,115.5,-1021.0,1362.5,-23.5,6.5,620605.0,-35.3632919,149.16520265,36599.0,-161.5,-109.0,190.5,1500.0,ALT_HOLD,0.016911455430090427,0.02815448585897684,0.17048759758472443,1.3592106401920319,-0.02472086250782013,0.006150501547381282,0.0
09:33:05,617.4349670410156,11.0,-31.5,-1080.5,-1074.0,56.5,-45.0,617435.0,-35.3633162,149.1651925,33429.0,-55.0,-31.0,71.0,1500.0,AUTO,-0.03812563978135586,-0.06556330621242523,0.14574400335550308,-1.0752235352993011,0.056150754913687706,-0.04529673047363758,0.0
09:33:07,617.010009765625,-5.0,-15.0,-1049.0,-448.0,24.0,-15.0,617010.0,-35.363319,149.1651891,33004.0,9.0,-18.0,-19.0,1500.0,AUTO,0.005562224425375462,-0.00978227611631155,0.11248563975095749,-0.4493706524372101,0.024005135521292686,-0.01552552543580532,0.0
09:33:09,618.5749816894531,0.0,6.0,-994.5,149.5,-0.5,-8.5,618575.0,-35.363318,149.16518754999998,34569.5,1.5,2.5,-89.0,1500.0,AUTO,0.004387353430502117,0.006264128489419818,0.0874275490641594,0.14912882447242737,-0.0014440295053645968,-0.009590428322553635,0.0
09:33:11,620.2449645996094,0.0,-3.0,-994.5,-165.0,3.0,-7.0,620245.0,-35.3633181,149.1651878,36235.5,-1.0,1.5,-74.0,1500.0,AUTO,-0.0017125136218965054,0.004903157940134406,0.07117347791790962,-0.16662028804421425,0.002808426273986697,-0.007537010125815868,0.0
09:33:13,621.7399597167969,0.0,8.5,-1000.5,262.0,0.5,-6.0,621740.0,-35.363318250000006,149.1651877,37733.5,-2.0,1.5,-71.5,1500.0,AUTO,0.006813529646024108,0.004950081231072545,0.058198459446430206,0.26201146841049194,0.00020387768745422363,-0.006365558598190546,0.0
09:33:15,622.9500122070312,0.0,-13.0,-997.0,-293.0,0.0,-4.0,622950.0,-35.3633183,149.1651877,38945.0,-2.0,2.0,-71.0,1500.0,AUTO,-0.000774384185206145,0.006063779816031456,0.048519618809223175,-0.29446327686309814,-0.0005984097369946539,-0.004850610159337521,0.0
09:33:17,624.4249572753906,0.0,-0.5,-999.0,93.0,0.0,-5.0,624425.0,-35.3633184,149.16518804999998,40421.5,-2.0,0.5,-72.0,1500.0,AUTO,0.0005740194756072015,0.005053495755419135,0.03847877122461796,0.09257592633366585,-0.0013990250299684703,-0.006194469286128879,0.0
09:33:19,625.9199829101562,0.0,-0.5,-1001.0,-89.5,-0.5,-1.5,625920.0,-35.3633186,149.1651881,41915.5,-1.0,0.0,-72.0,1500.0,AUTO,-0.0008596826810389757,0.004247611155733466,0.029651742428541183,-0.09028203412890434,-0.0018968936055898666,-0.0023476165952160954,0.0
09:33:21,627.4150085449219,-0.5,7.5,-999.5,175.5,1.0,-0.5,627415.0,-35.3633186,149.165188,43411.0,-1.0,0.0,-72.0,1500.0,ALT_HOLD,0.004410124267451465,0.004892506403848529,0.02161944843828678,0.1752624660730362,0.0008202078752219677,-0.0019107371335849166,0.0
09:33:23,627.4449768066406,-2.0,-78.5,-877.5,-1859.5,-0.5,0.5,627445.0,-35.36331815,149.16518745000002,43438.0,4.5,-4.5,139.0,1500.0,ALT_HOLD,-0.019134750124067068,0.00011569321213755757,0.014805375132709742,-1.8594117164611816,-0.0018272906891070306,0.00024958979338407516,0.0
09:33:25,623.7349853515625,-1.0,93.0,-1030.0,1816.5,-1.5,-1.0,623735.0,-35.3633167,149.1651872,39727.5,9.5,5.5,178.5,1500.0,ALT_HOLD,0.024797474034130573,-0.00029613779042847455,0.00966294389218092,1.813356637954712,-0.0029152293573133647,-0.0019161536765750498,0.0
09:33:27,620.4499816894531,1.5,-68.5,-1064.0,-815.5,-3.0,3.0,620450.0,-35.36331475,149.16518910000002,36442.0,10.0,2.0,92.5,1500.0,AUTO,-0.016281988937407732,0.010945408139377832,0.003952548839151859,-0.813852995634079,-0.003881699754856527,0.0026323040947318077,0.0
09:33:29,619.9299621582031,-0.5,-13.0,-1043.5,-114.0,-6.0,1.0,619930.0,-35.3633145,149.16519010000002,35927.0,1.0,-11.5,-27.0,1500.0,AUTO,-0.004251026664860547,0.00024083531752694398,-0.0006278797227423638,-0.11342927068471909,-0.007113923318684101,0.00030040560523048043,0.0
09:33:31,621.4349670410156,-1.0,1.0,-1046.5,-15.5,0.5,0.5,621435.0,-35.3633146,149.16518815,37425.0,4.0,-1.0,-121.0,1500.0,AUTO,0.01025071321055293,4.1040399082703516e-05,-0.0045235552825033665,-0.015951680950820446,-7.826811634004116e-05,-0.00014495884533971548,0.0
09:33:33,624.5050048828125,2.5,-12.0,-999.5,-0.5,27.0,-44.5,624505.0,-35.36331355,149.1651916,40500.5,12.0,67.0,-144.0,1500.0,AUTO,0.06662160530686378,0.00934215309098363,-0.02519018016755581,-0.0011976012028753757,0.02692997921258211,-0.04646196588873863,0.0
09:33:35,627.5299682617188,-2.0,-1.5,-1001.0,-55.0,37.5,-65.0,627530.0,-35.3633106,149.16520309999999,43522.5,5.0,-13.0,-146.0,1500.0,AUTO,-0.12320445850491524,0.013262426014989614,-0.13202909380197525,-0.05653367564082146,0.037138006649911404,-0.06660769134759903,0.0
09:33:37,630.5050048828125,-7.0,31.5,-1010.5,100.0,17.0,5.0,630505.0,-35.36331625,149.1651814,46499.5,-80.5,-111.5,-147.0,1500.0,AUTO,0.01158277184003964,0.05536610446870327,-0.17976470291614532,0.0995994582772255,0.016539596021175385,0.004322503926232457,0.0
09:33:39,633.4149780273438,-9.5,-14.5,-934.5,-64.0,422.5,164.5,633415.0,-35.363326900000004,149.16517395,49408.0,88.5,62.0,-92.0,1500.0,AUTO,0.11108538880944252,-0.21515636891126633,-0.011338064447045326,-0.06577527895569801,0.4221647381782532,0.1635863073170185,0.0
09:33:41,634.1299743652344,-11.0,-52.5,-805.0,-1006.0,1.5,7.0,634130.0,-35.3633071,149.1651879,50127.5,85.5,45.5,65.0,1500.0,ALT_HOLD,-0.02639968227595091,-0.029468378983438015,0.030334859155118465,-1.0079562366008759,0.000569754745811224,0.0061285392148420215,0.0
09:33:43,630.8199768066406,-16.5,37.0,-1016.0,1746.5,6.0,2.0,630820.0,-35.3632892,149.16519375000001,46815.5,98.0,5.5,188.0,1500.0,ALT_HOLD,0.030815674923360348,-0.007034318055957556,0.022593015804886818,1.7463386058807373,0.005369306425563991,0.0009382674470543861,0.0
09:33:45,627.1999816894531,-15.5,-112.5,-1002.5,-1927.0,4.5,5.5,627200.0,-35.3632725,149.1651999,43192.0,87.0,6.5,167.0,1500.0,AUTO,-0.008732949732802808,-0.0016271452768705785,0.015889013186097145,-1.9265201091766357,0.0038326646899804473,0.004969046276528388,0.0
09:33:47,625.1299743652344,-3.0,13.5,-1043.5,-116.0,-21.0,-0.5,625130.0,-35.3632641,149.1652024,41127.5,10.5,-5.5,24.0,1500.0,AUTO,-0.00859736860729754,0.02311289682984352,0.012798807118088007,-0.11872177571058273,-0.022482232190668583,-0.0024369355523958802,0.0
09:33:49,625.5650024414062,0.0,-12.5,-998.5,-214.0,0.0,-0.5,625565.0,-35.36326405,149.16520105,41560.0,0.5,1.5,-55.0,1500.0,AUTO,0.005643880343995988,0.003940622787922621,0.00907363323494792,-0.21450722590088844,-0.0007321933226194233,-0.0025629803421907127,0.0
09:33:53,627.3999938964844,0.5,6.0,-998.0,-51.0,1.5,2.5,627400.0,-35.363263849999996,149.16520055,43394.0,2.0,7.5,-37.5,1500.0,AUTO,0.0053228921024128795,0.007953926920890808,0.0014789607957936823,-0.0530405193567276,0.001019775605527684,0.0016490055713802576,0.0
09:33:55,628.2099914550781,0.0,8.5,-1000.0,32.5,1.5,4.0,628210.0,-35.36326365,149.1652001,44207.5,0.0,11.5,-38.5,1500.0,AUTO,0.01083728508092463,0.007712893886491656,-0.0006380308768711984,0.030471086502075195,0.0011208134237676859,0.00258999050129205,0.0
09:33:57,629.0249633789062,0.0,0.0,-1002.5,-130.0,0.0,1.5,629025.0,-35.3632635,149.1652003,45020.0,0.0,12.0,-38.5,1500.0,AUTO,0.004486257676035166,0.009104259312152863,-0.0030580908060073853,-0.13189222663640976,-2.3497530492022634e-05,0.00016034627333283424,0.0
09:33:59,629.8399963378906,0.0,6.0,-1002.0,-43.0,0.0,1.5,629840.0,-35.3632635,149.16520065,45832.0,-1.0,9.0,-38.0,1500.0,AUTO,0.004305565787944943,0.008671901188790798,-0.005207901820540428,-0.045375704765319824,-0.00069627002812922,2.7863483410328627e-05,0.0
09:34:01,630.6499938964844,0.0,8.0,-1001.0,15.0,2.0,1.0,630650.0,-35.3632635,149.16520115,46644.5,-1.0,6.0,-39.0,1500.0,AUTO,0.0003648421261459589,0.00917373364791274,-0.007026386214420199,0.012293264269828796,0.0009285658597946167,-5.141028668731451e-05,0.0
09:34:03,631.2900085449219,-0.5,48.0,-841.0,722.5,1.5,1.5,631290.0,-35.36326335,149.16520194999998,47288.0,4.0,2.0,25.0,1500.0,ALT_HOLD,0.0016503259539604187,-9.078610673896037e-05,-0.008702830877155066,0.7185840606689453,0.000651082256808877,0.00013443105854094028,0.0
09:34:05,628.3249816894531,-1.5,-108.0,-994.5,-1697.0,-3.0,-8.5,628325.0,-35.363261300000005,149.16520325,44320.0,16.5,3.5,187.5,1500.0,ALT_HOLD,7.497938349843025e-05,4.5670534746022895e-05,-0.009619052987545729,-1.6955464482307434,-0.00416015277733095,-0.010486400627996773,0.0
09:34:07,624.6600036621094,-1.5,88.0,-1003.5,1134.0,9.5,7.5,624660.0,-35.36325685,149.1652075,40658.0,30.0,13.0,171.0,1500.0,AUTO,0.006734790746122599,-0.00019292267097625881,-0.010970863047987223,1.1282914578914642,0.008586302865296602,0.006422948557883501,0.0
09:34:09,625.5799865722656,3.5,-11.0,-995.5,-106.0,30.0,-52.0,625580.0,-35.363252849999995,149.1652153,41571.5,8.5,38.5,-141.5,1500.0,AUTO,0.024985526222735643,0.023543628863990307,-0.024078192189335823,-0.10751561634242535,0.029279010370373726,-0.05371864698827267,0.0
09:34:11,628.5399780273438,-6.0,13.0,-1001.5,68.0,11.5,1.0,628540.0,-35.3632528,149.16521534999998,44536.5,-10.5,-65.5,-144.5,1500.0,AUTO,-0.03646624833345413,0.011851190123707056,-0.06453507021069527,0.06802227720618248,0.01068787183612585,-0.001050113933160901,0.0
09:34:13,631.6300048828125,-1.0,5.5,-997.0,-31.0,-43.0,88.0,631630.0,-35.36325575,149.1652042,47624.0,-5.5,-10.5,-148.5,1500.0,AUTO,0.03497692570090294,-0.04531053453683853,0.021915152668952942,-0.03205890383105725,-0.044507372193038464,0.08673740550875664,0.0
09:34:15,634.1300048828125,-3.0,-1.5,-873.0,214.0,38.5,19.5,634130.0,-35.36325195,149.1651983,50123.5,6.0,2.5,-49.0,1500.0,AUTO,0.1429280750453472,0.04581187851727009,0.006356751953717321,0.21368423849344254,0.03777684981469065,0.01785362814553082,0.0
09:34:17,634.0399780273438,10.0,4.0,-1014.5,421.5,-16.0,212.0,634040.0,-35.36325135,149.16521749999998,50037.0,18.0,123.0,7.0,1500.0,ALT_HOLD,0.01870474312454462,-0.017826315015554428,0.02679924457333982,0.4189748167991638,-0.01770271686837077,0.21033714339137077,0.0
09:34:19,632.3749694824219,-11.5,-36.5,-954.5,627.0,-0.5,10.5,632375.0,-35.363243049999994,149.1652353,48368.0,53.5,52.5,178.5,1500.0,ALT_HOLD,0.023052208125591278,0.001848134386818856,0.25232020020484924,0.6298546817852184,-0.0017220420413650572,0.00924685678910464,0.0
09:34:21,628.6749877929688,-16.0,-35.0,-1010.5,-1671.5,3.5,-9.5,628675.0,-35.3632333,149.16523795,44668.5,43.5,13.0,171.0,1500.0,ALT_HOLD,-0.017945189028978348,0.0012753548217006028,0.25229349732398987,-1.675972580909729,0.0017688563093543053,-0.011561142280697823,0.0
09:40:18,602.5350036621094,0.0,-0.5,-1000.0,-1.0,1.0,0.5,602535.0,-35.3623774,149.16691325,18527.0,-2.0,6.0,-82.0,1500.0,ALT_HOLD,0.010220771189779043,-0.0025905887596309185,1.1672441959381104,-0.0018812675261870027,-0.00023758126189932227,-0.0006076666468288749,0.0
09:40:20,602.5049743652344,0.5,76.0,-824.0,1809.0,-1.0,-4.5,602505.0,-35.36237715,149.16691315,18497.0,7.0,-2.5,167.0,1500.0,ALT_HOLD,0.024842009879648685,0.00048587303899694234,1.1674560904502869,1.807686448097229,-0.002909963484853506,-0.005852397298440337,0.0
09:40:22,598.3099975585938,1.0,105.0,-1029.5,1824.0,0.5,3.5,598310.0,-35.36237665,149.16691194999999,14306.0,2.5,-3.5,193.5,1500.0,ALT_HOLD,0.020613948814570904,-0.0005242088227532804,1.1675472855567932,1.8208815455436707,-0.0011603880557231605,0.0031793168163858354,0.0
09:40:24,594.7699890136719,1.5,16.0,-1072.5,751.5,-0.5,0.0,594770.0,-35.362378250000006,149.16691225,10764.0,4.0,-0.5,91.5,1500.0,AUTO,0.0025888941308949143,-0.0002548205284256255,1.1677286028862,0.7528911381959915,-0.0023732850095257163,-0.0016588173457421362,0.0
09:40:26,594.4150085449219,-0.5,3.5,-1059.5,90.0,0.0,18.5,594415.0,-35.36237865,149.1669128,10410.0,11.0,-3.0,-68.5,1500.0,AUTO,0.004215380526147783,-0.0003750330215552822,1.1681469678878784,0.09040218964219093,-0.0008988224435597658,0.01738454948645085,0.0
09:40:28,596.7249755859375,0.5,-0.5,-1007.0,47.0,-7.0,287.0,596725.0,-35.36237855,149.1669132,12716.0,-1.0,-2.5,-146.5,1500.0,AUTO,0.03137650713324547,-0.004304651520214975,2.3584275245666504,0.04733221046626568,-0.008641050662845373,0.28641708940267563,0.0
09:40:30,599.7049865722656,13.0,0.5,-1004.0,-62.0,-131.0,11.5,599705.0,-35.36238075,149.16690645,15703.5,26.0,-45.0,-144.0,1500.0,AUTO,-0.054136667400598526,0.05513228476047516,2.3751648664474487,-0.062397511675953865,-0.13257456943392754,0.009954998269677162,0.0
09:40:32,602.7649841308594,-2.0,7.5,-998.0,4.0,-101.0,70.5,602765.0,-35.362372449999995,149.1669034,18760.5,8.0,38.0,-148.0,1500.0,AUTO,0.015152221079915762,-0.10787999629974365,2.45857036113739,0.0036839935928583145,-0.10260831192135811,0.0697841253131628,0.0
09:40:34,605.7649841308594,-25.5,-11.0,-1016.0,-6.5,113.5,-103.5,605765.0,-35.362382100000005,149.16691880000002,21762.5,-75.5,80.5,-151.0,1500.0,AUTO,0.007580856326967478,0.03814632631838322,2.393341064453125,-0.006271612364798784,0.11324164271354675,-0.10516855865716934,0.0
09:40:36,608.8949584960938,18.0,6.0,-988.5,-12.0,-39.5,-47.0,608895.0,-35.36238324999999,149.1669211,24892.5,53.0,-82.5,-142.0,1500.0,ALT_HOLD,0.024191904813051224,0.12079362198710442,2.2507349252700806,-0.011865410953760147,-0.04053057264536619,-0.04880494810640812,0.0
09:40:38,608.7849731445312,-7.5,155.0,-881.0,1662.0,27.0,10.0,608785.0,-35.36236045,149.166909,24780.5,185.0,-1.0,203.5,1500.0,ALT_HOLD,-0.0872221551835537,-0.025873180478811264,2.006465196609497,1.6581574082374573,0.026573866605758667,0.009633255656808615,0.0
09:40:40,604.4450073242188,-4.5,125.5,-1014.0,958.0,7.5,4.0,604445.0,-35.36232895,149.1669101,20440.5,132.5,-9.5,193.0,1500.0,ALT_HOLD,0.01909515541046858,-0.006068689748644829,2.024358630180359,0.952671617269516,0.0072348559042438865,0.0035035261535085738,0.0
09:40:42,602.10498046875,0.0,-14.0,-1073.0,-394.0,28.0,6.0,602105.0,-35.3623167,149.16690885,18101.0,14.5,0.5,-3.0,1500.0,AUTO,0.017851803917437792,-0.016096549574285746,2.039697527885437,-0.3947891741991043,0.02751936111599207,0.005496018333360553,0.0
09:40:44,602.7249755859375,0.0,-2.5,-998.5,63.5,-6.0,5.0,602725.0,-35.362318650000006,149.1669089,18718.5,13.0,3.0,-41.0,1500.0,AUTO,-0.006719610653817654,0.006252593826502562,2.052862763404846,0.06414467096328735,-0.007880199409555644,0.004493239801377058,0.0
09:40:46,603.5449829101562,-1.0,8.5,-1019.0,147.5,-14.0,925.5,603545.0,-35.3623191,149.16690925,19537.0,6.0,3.5,-44.5,1500.0,AUTO,0.00965693756006658,-0.011252955067902803,2.512195110321045,0.14764810726046562,-0.015867185778915882,0.92514768242836,0.0
09:40:48,605.3049926757812,-4.0,-2.5,-1039.0,27.5,2.0,-10.5,605305.0,-35.36232185,149.16691020000002,21299.5,-35.0,8.0,-137.5,1500.0,AUTO,0.013487656600773335,-0.0268223499879241,2.8971320390701294,0.028347733430564404,0.0002166589256376028,-0.011778091546148062,0.0
09:40:50,607.989990234375,-2.0,-9.0,-776.5,-41.0,7.0,19.5,607990.0,-35.36232915,149.16690749999998,23985.0,-47.5,-16.0,-35.5,1500.0,ALT_HOLD,-0.0286989351734519,0.008574524894356728,2.911981225013733,-0.041051086969673634,0.006726867810357362,0.01917241094633937,0.0
09:40:52,605.0,-3.5,14.0,-1007.5,-1032.0,3.5,-2.5,605000.0,-35.36233245,149.1669081,20995.0,-9.0,10.5,230.0,1500.0,ALT_HOLD,-0.015980497002601624,0.003201531246304512,2.918950915336609,-1.0366527736186981,0.0026583175640553236,-0.00438144663348794,0.0
09:40:54,601.3949890136719,0.0,32.0,-1077.0,563.5,-8.0,2.0,601395.0,-35.3623321,149.1669093,17388.0,-1.0,0.0,52.5,1500.0,AUTO,0.008792898850515485,-0.008553032064810395,2.924619674682617,0.5621591210365295,-0.009143531555309892,0.001172215532278642,0.0
09:40:56,601.2099609375,-4.5,4.0,-1063.5,91.0,5.0,1.0,601210.0,-35.3623336,149.16691005,17202.5,-16.5,4.0,-49.0,1500.0,AUTO,0.008925268659368157,-0.010678702965378761,2.9284722805023193,0.09059464931488037,0.004764700424857438,0.0007432319107465446,0.0
09:40:58,603.4549865722656,-4.5,-2.5,-1005.0,42.0,6.5,0.0,603455.0,-35.36233775,149.1669118,19448.0,-23.5,-8.5,-146.5,1500.0,AUTO,0.043064557015895844,-0.0019199447706341743,2.930476665496826,0.043045129626989365,0.006224805489182472,-0.00031665590358898044,0.0
09:41:00,606.4599609375,-2.5,-10.5,-1008.0,-49.5,28.0,-37.5,606460.0,-35.3623434,149.16690585,22456.5,-36.5,-17.5,-146.5,1500.0,AUTO,-0.06391856074333191,-0.010766156483441591,2.935864806175232,-0.049440483562648296,0.027322203386574984,-0.038459667935967445,0.0
09:41:02,609.5249633789062,-10.5,14.0,-1004.5,68.5,22.0,10.5,609525.0,-35.36234615,149.1669163,25520.5,5.0,70.0,-149.5,1500.0,AUTO,0.004278335254639387,0.01347877411171794,2.942678689956665,0.0687844380736351,0.021606742404401302,0.010567540768533945,0.0
09:41:04,612.6499633789062,11.0,-3.5,-998.5,41.0,-42.0,29.5,612650.0,-35.36234165,149.16692089999998,28644.0,15.0,-59.5,-148.0,1500.0,ALT_HOLD,0.10383588820695877,-0.021695684641599655,2.978022336959839,0.040910519659519196,-0.04285668581724167,0.028718432411551476,0.0
09:41:06,613.2200012207031,-22.0,-64.5,-837.5,-1145.0,38.0,27.0,613220.0,-35.3623446,149.1669149,29216.5,-36.5,79.0,179.5,1500.0,ALT_HOLD,-0.11989317461848259,-0.04642517864704132,2.8717997074127197,-1.142132580280304,0.03756786044687033,0.026640791445970535,0.0
09:41:08,608.85498046875,-20.0,-92.0,-1026.0,-1673.0,9.0,22.5,608855.0,-35.3623488,149.1669388,24849.5,-14.0,101.5,196.5,1500.0,ALT_HOLD,0.0033277193433605134,-0.009290216024965048,2.8759586811065674,-1.6693689823150635,0.008639334701001644,0.022355440072715282,0.0
09:41:10,606.4749755859375,-3.0,0.0,-1095.5,126.0,8.5,648.5,606475.0,-35.3623506,149.16695105,22465.5,-6.5,13.0,-2.0,1500.0,AUTO,0.03021087870001793,-0.0018171090632677078,3.01676344871521,0.12605279684066772,0.007847356144338846,0.6481218487024307,0.0
09:41:12,607.4849853515625,-1.0,0.0,-1003.0,22.0,-3.0,-33.0,607485.0,-35.3623524,149.16694999999999,23479.0,-6.0,-0.5,-77.5,1500.0,AUTO,0.001749111688695848,0.003098076907917857,-2.5605554580688477,0.021664787083864212,-0.004323456436395645,-0.03409366402775049,0.0
09:41:14,609.1300048828125,-2.5,-0.5,-1045.5,1.5,-6.0,0.0,609130.0,-35.36235365,149.1669493,25123.0,-14.5,-4.5,-102.0,1500.0,AUTO,0.006260619033128023,-0.0195322223007679,-2.559976577758789,0.0015061660669744015,-0.0076666963286697865,2.7284695534035563e-05,0.0
09:41:16,611.9299926757812,-3.5,-8.0,-999.0,33.0,1.5,0.0,611930.0,-35.362356649999995,149.16694505,27928.5,-11.0,-48.5,-148.0,1500.0,AUTO,0.06348190829157829,-0.014067912939935923,-2.559175968170166,0.03368464857339859,0.0011097565293312073,-0.0007203066488727927,0.0
09:41:18,614.9099731445312,-3.0,-16.0,-1006.0,-95.0,0.0,-10.0,615105.0,-35.36235655,149.16692855,31102.0,-30.5,-46.5,-149.0,1500.0,AUTO,-0.08667268976569176,-0.0158789805136621,-2.578970193862915,-0.08554090932011604,0.0020181437575956807,-0.009094615234062076,0.0
09:41:20,617.6699829101562,-15.0,22.666666666666668,-1006.0,83.0,39.0,-3.0,617670.0,-35.36236636666666,149.1669360666667,33663.333333333336,-70.0,105.33333333333333,-144.33333333333334,1500.0,AUTO,-0.02587993210181594,0.05360052362084389,-2.6041070222854614,0.09184518083930016,0.03753969445824623,0.0008846906130202115,0.0
09:41:22,620.3999938964844,14.0,22.0,-1004.5,85.0,-47.5,15.5,621165.0,-35.362363599999995,149.1669646,37158.0,124.0,34.5,-145.5,1500.0,AUTO,0.1561717838048935,0.019792338833212852,-2.5867624282836914,0.06871882453560829,-0.08335793018341064,0.019366168417036533,0.0
09:41:24,623.316650390625,18.0,-33.666666666666664,-837.3333333333334,-70.33333333333333,32.333333333333336,23.333333333333332,623590.0,-35.3623405,149.16694255,39580.5,51.0,-155.0,-14.5,1500.0,ALT_HOLD,-0.15297531336545944,-0.029196777381002903,-2.5527586936950684,-0.07723977137356997,0.07582437060773373,0.04599654674530029,0.0
09:41:26,620.4599609375,-8.5,-80.0,-989.0,-2089.5,2.0,-7.0,620460.0,-35.3623412,149.166928,36455.0,-36.0,-12.0,226.0,1500.0,ALT_HOLD,-0.032297950237989426,0.0002882781554944813,-2.5473215579986572,-2.2168984413146973,0.0008351844735443592,-0.00854405201971531,0.0
09:41:28,617.1099853515625,-7.5,-37.0,-1125.5,-24.5,-11.5,-5.0,616796.6666666666,-35.362345966666666,149.1669275,32790.333333333336,-17.333333333333332,-2.0,132.66666666666666,1500.0,AUTO,0.02675994485616684,-0.0011741659909603186,-2.546416680018107,-0.1462660531202952,-0.014893931181480488,-0.0033290655507395663,0.0
09:41:30,616.0099792480469,-4.5,0.5,-1060.5,190.5,-4.0,-0.5,616010.0,-35.362349550000005,149.16692984999997,32006.5,-5.5,-17.0,-41.5,1500.0,AUTO,0.035538644840319954,-0.013633430625001589,-2.547600348790487,0.06645830969015758,-0.0029301052757849297,-0.0005491613167881345,0.0
