,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
13:49:55.454,39227.0,0.25,0.1,1000.0,30.0,3.3,3800.0,1000.0,19036.0,460.0,0.0,1900.0,4.5,0.0,0.0
13:49:59.495,237912.0,0.25,0.1,1000.0,30.0,1.6,18000.0,1000.0,12255.0,210.0,0.0,200.0,0.5,0.0,0.0
13:50:03.010,66596.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,0.0,0.0,0.0,1400.0,2.8,0.0,0.0
13:50:07.041,115081.0,0.25,0.1,1000.0,30.0,5.0,10600.0,1000.0,29599.0,0.0,0.0,750.0,4.9,0.0,0.0
13:50:11.056,62385.0,0.25,0.1,1000.0,30.0,4.4,6600.0,1000.0,3210.0,1470.0,0.0,1600.0,0.5,0.0,0.0
13:50:15.103,300000.0,0.25,0.1,1000.0,30.0,4.0,18000.0,1000.0,12741.0,0.0,0.0,0.0,0.5,0.0,0.0
13:50:19.115,18309.0,0.25,0.1,1000.0,30.0,2.3,10900.0,1000.0,14745.0,0.0,0.0,50.0,10.1,0.0,0.0
13:50:23.131,97873.0,0.25,0.1,1000.0,30.0,0.6,18000.0,1000.0,2489.0,3000.0,0.0,600.0,0.5,0.0,0.0
13:50:27.159,255588.0,0.25,0.1,1000.0,30.0,0.0,14000.0,1000.0,13898.0,3000.0,0.0,0.0,10.1,0.0,0.0
13:50:31.210,300000.0,0.25,0.1,1000.0,30.0,4.1,18000.0,1000.0,0.0,0.0,0.0,2000.0,3.6,0.0,0.0
13:50:35.224,200.0,0.25,0.1,1000.0,30.0,3.9,700.0,1000.0,4390.0,3000.0,0.0,950.0,10.1,0.0,0.0
13:50:39.247,211146.0,0.25,0.1,1000.0,30.0,0.9,18000.0,1000.0,23955.0,0.0,0.0,1800.0,8.1,0.0,0.0
13:50:43.268,53911.0,0.25,0.1,1000.0,30.0,0.0,9200.0,1000.0,32000.0,860.0,0.0,0.0,2.0,0.0,0.0
13:50:47.317,276620.0,0.25,0.1,1000.0,30.0,1.8,5800.0,1000.0,1112.0,3000.0,0.0,2000.0,10.1,0.0,0.0
13:50:51.331,200.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,11932.0,3000.0,0.0,2000.0,4.1,0.0,0.0
13:50:55.346,34695.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,22047.0,0.0,0.0,1550.0,1.0,0.0,0.0
13:50:59.362,66068.0,0.25,0.1,1000.0,30.0,0.6,13200.0,1000.0,22618.0,2110.0,0.0,750.0,7.0,0.0,0.0
13:51:03.393,300000.0,0.25,0.1,1000.0,30.0,1.8,18000.0,1000.0,17101.0,2420.0,0.0,1250.0,4.7,0.0,0.0
13:51:07.427,267265.0,0.25,0.1,1000.0,30.0,0.0,9500.0,1000.0,21855.0,0.0,0.0,1100.0,6.2,0.0,0.0
