,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
03:21:56.774,-1.0,-1.0,-1.0,-1
03:21:56.976,-1.0,-1.0,-1.0,-1
03:21:57.177,-1.0,-1.0,-1.0,-1
03:21:57.378,-1.0,-1.0,-1.0,-1
03:22:05.443,-1.0,-1.0,-1.0,-1
03:22:05.645,-1.0,-1.0,-1.0,-1
03:22:05.847,-1.0,-1.0,-1.0,-1
03:22:06.049,-1.0,-1.0,-1.0,-1
03:22:06.250,-1.0,-1.0,-1.0,-1
03:22:06.452,-1.0,-1.0,-1.0,-1
03:22:06.654,-1.0,-1.0,-1.0,-1
03:22:06.856,-1.0,-1.0,-1.0,-1
03:22:07.058,-1.0,-1.0,-1.0,-1
03:22:07.259,-1.0,-1.0,-1.0,-1
03:22:07.462,-1.0,-1.0,-1.0,-1
03:22:07.663,-1.0,-1.0,-1.0,-1
03:22:07.865,-1.0,-1.0,-1.0,-1
03:22:08.067,-1.0,-1.0,-1.0,-1
03:22:08.269,-1.0,-1.0,-1.0,-1
03:22:08.471,-1.0,-1.0,-1.0,-1
03:22:08.672,-1.0,-1.0,-1.0,-1
03:22:08.875,-1.0,-1.0,-1.0,-1
03:22:09.076,-1.0,-1.0,-1.0,-1
03:22:09.278,-1.0,-1.0,-1.0,-1
03:22:09.480,-1.0,-1.0,-1.0,-1
03:22:09.681,-1.0,-1.0,-1.0,-1
03:22:09.883,-1.0,-1.0,-1.0,-1
03:22:10.084,-1.0,-1.0,-1.0,-1
03:22:10.286,-1.0,-1.0,-1.0,-1
03:22:10.488,-1.0,-1.0,-1.0,-1
03:22:10.690,-1.0,-1.0,-1.0,-1
03:22:10.892,-1.0,-1.0,-1.0,-1
03:22:11.094,-1.0,-1.0,-1.0,-1
03:22:11.296,-1.0,-1.0,-1.0,-1
03:22:11.498,-1.0,-1.0,-1.0,-1
03:22:11.700,-1.0,-1.0,-1.0,-1
03:22:11.902,-1.0,-1.0,-1.0,-1
03:22:12.104,-1.0,-1.0,-1.0,-1
03:22:12.306,-1.0,-1.0,-1.0,-1
03:22:12.508,-1.0,-1.0,-1.0,-1
03:22:12.710,-1.0,-1.0,-1.0,-1
03:22:12.912,-1.0,-1.0,-1.0,-1
03:22:13.118,-1.0,-1.0,-1.0,-1
03:22:13.321,-1.0,-1.0,-1.0,-1
