time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
04:47:48,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,0.00038821352063678205,0.0015676370239816606,0.028696222230792046,0.0002455667854519561,0.0003163974470226094,0.002378272358328104,-35.3632621,149.1652374,41.0,-1.0,1.0,0.0,1500.0
04:47:54,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.000585791771300137,0.0009607700048945844,0.025027988478541374,0.0003729318850673735,0.0001623975986149162,0.0018717781640589237,-35.3632621,149.1652375,20.0,-1.0,0.0,0.0,1500.0
04:47:56,STABILIZE,0.0,27.5,-960.5,9.0,0.0,0.0,-0.000500281443237327,0.0009411429637111723,0.024204914458096027,0.009109892969718203,0.0002267097879666835,0.001792989147361368,-35.3632621,149.1652375,18.5,-1.0,2.0,1.0,1500.0
04:48:02,STABILIZE,0.0,2.0,-1000.0,0.0,0.0,0.0,-0.001032362226396799,0.0009742565453052521,0.022210772149264812,0.00030997092835605145,0.0002428129082545638,0.0015349782188422978,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0
04:48:03,AUTO,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.0,0.6666666666666666,-0.0010070334537886083,0.0009985535483186443,0.021972174445788067,0.00027383553485075635,0.0002488556589620809,0.0015288936750342448,-35.363262166666665,149.1652375,1.6666666666666667,-0.6666666666666666,0.3333333333333333,-0.6666666666666666,300000.0
04:48:04,AUTO,0.0,1.6666666666666667,-1000.0,0.0,0.6666666666666666,0.0,-0.0008873953483998775,0.0010972705980141957,0.021803617477416992,0.0002865877274113397,0.00026920903474092484,0.0014003999919320147,-35.3632621,149.1652375,7.0,0.0,0.0,-1.0,300000.0
04:48:06,AUTO,0.0,1.3333333333333333,-1000.0,0.3333333333333333,1.0,0.6666666666666666,-0.00048446171179724235,0.0016478699787209432,0.02127929963171482,0.0002624620489465694,0.00031017186120152473,0.0014362947549670935,-35.3632621,149.1652375,12.333333333333334,0.0,0.0,0.0,300000.0
04:48:07,AUTO,0.0,0.0,-1109.6666666666667,0.3333333333333333,3.0,0.0,0.00182911839025716,0.000983895884322313,0.021079388136665028,0.0003344434468696515,0.0025226486031897366,0.0007870565168559551,-35.3632621,149.1652375,439.6666666666667,0.0,0.3333333333333333,-98.66666666666667,145651.0
04:48:08,AUTO,0.0,-0.3333333333333333,-1021.6666666666666,46.666666666666664,-6.0,1.0,0.022644474171102047,-0.00107481386900569,0.020586535334587097,0.04661831259727478,-0.007135866675525904,0.001969536339553694,-35.363262066666664,149.16523756666666,1407.3333333333333,0.3333333333333333,6.0,-144.0,145651.0
04:48:10,AUTO,4.0,-8.333333333333334,-1004.3333333333334,-57.666666666666664,-18.333333333333332,-33.666666666666664,-0.03474547776083151,0.006271457377200325,-0.06258364394307137,-0.0587950274348259,-0.019402979562679928,-0.03371181711554527,-35.3632609,149.1652449,4453.666666666667,3.3333333333333335,36.666666666666664,-148.66666666666666,145651.0
04:48:11,AUTO,-3.6666666666666665,6.333333333333333,-1000.6666666666666,57.666666666666664,3.0,-17.333333333333332,-0.05667856459816297,0.004731555934995413,-0.10564607878526051,0.05718717475732168,0.002492992285018166,-0.017182580195367336,-35.36326066666666,149.16524466666667,6372.0,-5.0,-42.666666666666664,-149.0,200.0
04:48:12,AUTO,-5.0,13.0,-1003.0,67.33333333333333,9.666666666666666,-2.6666666666666665,-0.009198992823561033,0.00975741787503163,-0.11233594516913097,0.06740743666887283,0.009352428217728933,-0.0030223437352105975,-35.3632613,149.1652402,7525.666666666667,-14.666666666666666,-59.666666666666664,-150.0,200.0
04:48:14,AUTO,3.0,-3.6666666666666665,-997.6666666666666,-73.0,-17.666666666666668,46.333333333333336,0.03414051607251167,-0.05981508021553358,-0.03859462340672811,-0.07419328050067027,-0.018668619294961292,0.047009521474440895,-35.363264666666666,149.1652349,10644.0,5.666666666666667,26.666666666666668,-148.66666666666666,200.0
04:48:15,AUTO,-6.333333333333333,-6.0,-1004.6666666666666,11.666666666666666,40.666666666666664,-80.33333333333333,-0.03153348776201407,0.012142265137905875,-0.1209804763396581,0.011234539560973644,0.04060057116051515,-0.08060800780852635,-35.3632614,149.16523743333335,12557.0,33.333333333333336,-0.3333333333333333,-151.66666666666666,161128.0
04:48:16,AUTO,-6.0,0.3333333333333333,-1001.0,42.666666666666664,11.0,-34.333333333333336,-0.00826217862777412,0.02875379907588164,-0.1661600669225057,0.04247640570004781,0.010777933367838463,-0.034530689318974815,-35.363259666666664,149.1652366,13729.333333333334,12.0,-16.333333333333332,-153.0,161128.0
04:48:18,AUTO,3.3333333333333335,0.6666666666666666,-1000.0,-11.666666666666666,-12.0,-0.3333333333333333,0.007924544159322977,0.003965820263450344,-0.16507781545321146,-0.012976450535158316,-0.013432015043993792,-0.00022917749204983315,-35.36326076666667,149.16523523333333,16855.333333333332,-17.0,8.666666666666666,-152.0,161128.0
04:48:19,AUTO,1.3333333333333333,0.0,-1000.0,-1.3333333333333333,1.0,-22.666666666666668,-0.0019999841460958123,-0.004316851031035185,-0.18149636685848236,-0.001994829527878513,0.0002592949701162676,-0.022959909091393154,-35.363262033333335,149.16523626666665,18789.0,-7.333333333333333,6.333333333333333,-152.0,98952.0
