,A.AUTO1
16:34:02.934,-1
16:34:03.136,-1
16:34:03.376,-1
16:34:03.582,-1
16:34:03.785,-1
16:34:03.994,-1
16:34:04.205,-1
16:34:04.412,-1
16:34:04.617,-1
16:34:04.821,-1
16:34:05.028,-1
16:34:05.229,-1
16:34:05.442,-1
16:34:05.644,-1
16:34:05.846,-1
16:34:06.051,-1
16:34:06.254,-1
16:34:06.464,-1
16:34:06.673,-1
16:34:06.875,-1
16:34:07.077,-1
16:34:07.289,-1
16:34:07.490,-1
16:34:07.695,-1
16:34:07.901,-1
16:34:08.103,-1
16:34:08.311,-1
16:34:08.517,-1
16:34:08.725,-1
16:34:08.927,-1
16:34:09.128,-1
16:34:09.337,-1
16:34:09.558,-1
16:34:09.762,-1
16:34:09.966,-1
16:34:10.170,-1
16:34:10.373,-1
16:34:10.595,-1
16:34:10.805,-1
16:34:11.010,-1
16:34:11.214,-1
16:34:11.417,-1
16:34:11.623,-1
16:34:11.824,-1
16:34:12.029,-1
16:34:12.234,-1
16:34:12.465,-1
16:34:16.261,-1
16:34:16.465,-1
16:34:16.666,-1
16:34:16.872,-1
16:34:17.075,-1
16:34:17.277,-1
16:34:17.480,-1
16:34:17.683,-1
16:34:17.886,-1
16:34:18.092,-1
16:34:18.296,-1
16:34:18.502,-1
16:34:18.707,-1
16:34:18.911,-1
16:34:19.118,-1
16:34:19.322,-1
16:34:19.526,-1
16:34:19.728,-1
16:34:19.932,-1
16:34:20.133,-1
16:34:20.338,-1
16:34:20.546,-1
16:34:20.749,-1
16:34:20.952,-1
16:34:21.153,-1
16:34:21.356,-1
16:34:21.558,-1
16:34:21.760,-1
16:34:21.965,-1
16:34:22.171,-1
16:34:22.373,-1
16:34:22.575,-1
16:34:22.778,-1
16:34:22.982,-1
16:34:23.185,-1
16:34:23.388,-1
16:34:23.590,-1
16:34:23.793,-1
16:34:23.996,-1
16:34:24.200,-1
16:34:24.402,-1
16:34:24.605,-1
16:34:24.807,-1
16:34:25.009,-1
16:34:25.213,-1
16:34:25.415,-1
16:34:25.620,-1
16:34:25.823,-1
16:34:26.025,-1
16:34:26.238,-1
16:34:26.442,-1
16:34:26.645,-1
16:34:26.848,-1
16:34:27.049,-1
16:34:27.264,-1
16:34:27.467,-1
16:34:27.673,-1
16:34:27.879,-1
16:34:28.083,-1
16:34:28.286,-1
16:34:28.489,-1
16:34:28.691,-1
16:34:28.893,-1
16:34:29.095,-1
16:34:29.296,-1
16:34:29.499,-1
16:34:29.701,-1
16:34:29.905,-1
16:34:30.107,-1
16:34:30.308,-1
16:34:30.520,-1
16:34:30.728,-1
16:34:30.979,-1
16:34:31.181,-1
16:34:31.449,-1
16:34:31.656,-1
16:34:31.858,-1
16:34:32.059,-1
16:34:32.261,-1
16:34:32.464,-1
16:34:32.666,-1
16:34:32.872,-1
16:34:33.075,-1
16:34:33.279,-1
16:34:33.485,-1
16:34:33.687,-1
16:34:33.888,-1
16:34:34.091,-1
16:34:34.292,-1
16:34:34.494,-1
16:34:34.699,-1
16:34:34.921,-1
16:34:35.124,-1
16:34:35.344,-1
16:34:35.578,-1
16:34:35.804,-1
16:34:36.016,-1
16:34:36.229,-1
16:34:36.432,-1
16:34:36.634,-1
16:34:36.836,-1
16:34:37.039,-1
16:34:37.241,-1
16:34:37.466,-1
16:34:37.668,-1
16:34:37.872,-1
16:34:38.076,-1
16:34:38.278,-1
16:34:38.479,-1
16:34:38.681,-1
16:34:38.899,-1
16:34:39.101,-1
16:34:39.304,-1
16:34:39.507,-1
16:34:39.710,-1
16:34:39.912,-1
16:34:40.114,-1
16:34:40.316,-1
16:34:40.522,-1
