,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
05:47:25.419,221839.0,0.7,0.5,1.9,0.25
05:47:29.467,106687.0,0.3,0.8,10.1,0.25
05:47:33.496,300000.0,0.3,2.0,3.8,0.25
05:47:37.008,21054.0,0.0,2.0,-0.6,0.25
05:47:41.029,128991.0,0.1,2.0,-8.2,0.25
05:47:45.064,160528.0,0.3,2.0,1.9,0.25
05:47:49.096,169922.0,1.1,0.2,-1.2,0.25
05:47:53.113,200.0,0.3,1.2,0.6,0.25
05:47:57.130,200.0,1.1,0.3,-8.8,0.25
05:48:01.143,46975.0,0.3,0.0,-10.0,0.25
05:48:05.183,185108.0,0.2,0.0,6.4,0.25
05:48:09.198,68218.0,0.0,2.0,1.8,0.25
05:48:13.229,300000.0,0.2,1.0,8.4,0.25
05:48:17.259,193275.0,1.1,0.0,10.1,0.25
05:48:21.294,300000.0,0.1,1.3,-7.8,0.25
05:48:25.324,300000.0,0.0,0.0,10.1,0.25
05:48:29.349,207891.0,1.1,0.0,6.1,0.25
05:48:33.393,200.0,0.5,2.0,10.1,0.25
05:48:37.408,200.0,1.1,0.1,5.0,0.25
05:48:41.449,300000.0,0.0,2.0,-7.9,0.25
05:48:45.487,69534.0,0.6,2.0,-1.6,0.25
05:48:49.515,300000.0,0.3,1.5,10.1,0.25
05:48:53.061,300000.0,0.6,1.4,-10.0,0.25
05:48:57.090,286787.0,1.1,1.6,-10.0,0.25
05:49:01.112,111744.0,0.8,1.5,-9.3,0.25
05:49:05.145,105730.0,0.8,1.6,-10.0,0.25
05:49:09.169,133356.0,1.0,0.4,10.1,0.25
05:49:13.195,300000.0,0.8,0.0,7.7,0.25
05:49:17.218,162923.0,1.1,1.8,9.4,0.25
05:49:21.249,239782.0,1.1,0.0,10.1,0.25
05:49:25.275,228964.0,0.1,2.0,1.9,0.25
05:49:29.298,200.0,0.0,0.9,-6.1,0.25
05:49:33.327,300000.0,0.6,0.6,-3.9,0.25
05:49:37.357,204231.0,0.5,1.9,-10.0,0.25
05:49:41.382,118776.0,0.5,2.0,-5.5,0.25
05:49:45.413,238966.0,1.1,2.0,-5.5,0.25
05:49:49.427,200.0,0.5,0.4,1.0,0.25
05:49:53.460,300000.0,0.6,0.5,-10.0,0.25
05:49:57.475,1208.0,0.3,2.0,8.8,0.25
05:50:01.514,300000.0,0.8,0.8,-6.6,0.25
05:50:05.056,224680.0,0.5,0.3,10.1,0.25
05:50:09.093,300000.0,1.0,2.0,8.6,0.25
05:50:13.110,200.0,0.6,0.4,-10.0,0.25
05:50:17.141,290875.0,0.9,0.0,10.1,0.25
05:50:21.166,166883.0,0.6,2.0,-10.0,0.25
05:50:25.194,239679.0,0.5,1.2,10.1,0.25
05:50:29.232,200750.0,0.0,0.4,-2.7,0.25
05:50:33.253,149206.0,1.0,0.8,-3.4,0.25
05:50:37.276,196435.0,0.9,0.0,-5.7,0.25
05:50:41.299,161550.0,1.1,2.0,-10.0,0.25
