,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
04:49:21.007,25355.0,0.25,0.1,1000.0,30.0,2.5,8600.0,1000.0,5291.0,580.0
04:49:26.685,36562.0,0.25,0.1,1000.0,30.0,1.1,5600.0,1000.0,3616.0,1060.0
04:49:31.430,199519.0,0.25,0.1,1000.0,30.0,1.9,1700.0,1000.0,3201.0,1540.0
04:49:37.191,113292.0,0.25,0.1,1000.0,30.0,0.2,8400.0,1000.0,10287.0,1590.0
04:49:42.926,65107.0,0.25,0.1,1000.0,30.0,1.3,9400.0,1000.0,9766.0,1660.0
04:49:47.591,19652.0,0.25,0.1,1000.0,30.0,1.0,2300.0,1000.0,24729.0,430.0
04:49:52.829,101009.0,0.25,0.1,1000.0,30.0,2.1,3100.0,1000.0,4178.0,2440.0
04:49:57.541,229235.0,0.25,0.1,1000.0,30.0,1.2,8400.0,1000.0,24345.0,470.0
04:50:02.696,55230.0,0.25,0.1,1000.0,30.0,1.2,1700.0,1000.0,5224.0,2130.0
04:50:07.370,62776.0,0.25,0.1,1000.0,30.0,2.9,4700.0,1000.0,9646.0,160.0
04:50:13.154,261868.0,0.25,0.1,1000.0,30.0,1.6,3600.0,1000.0,5740.0,930.0
04:50:18.805,102637.0,0.25,0.1,1000.0,30.0,0.4,8700.0,1000.0,15428.0,380.0
04:50:23.554,40620.0,0.25,0.1,1000.0,30.0,0.4,5600.0,1000.0,14834.0,380.0
04:50:28.769,161047.0,0.25,0.1,1000.0,30.0,1.1,3100.0,1000.0,7757.0,50.0
04:50:33.445,13400.0,0.25,0.1,1000.0,30.0,2.8,15400.0,1000.0,5029.0,1660.0
04:50:39.107,21638.0,0.25,0.1,1000.0,30.0,0.8,13000.0,1000.0,7818.0,20.0
04:50:44.690,15214.0,0.25,0.1,1000.0,30.0,0.1,5300.0,1000.0,9424.0,1280.0
04:50:49.403,5074.0,0.25,0.1,1000.0,30.0,0.2,600.0,1000.0,10061.0,260.0
04:50:55.218,156011.0,0.25,0.1,1000.0,30.0,0.8,900.0,1000.0,24084.0,1380.0
04:51:00.896,263772.0,0.25,0.1,1000.0,30.0,1.5,6300.0,1000.0,19351.0,1850.0
04:51:05.545,21395.0,0.25,0.1,1000.0,30.0,0.8,15400.0,1000.0,10674.0,2550.0
04:51:10.605,51607.0,0.25,0.1,1000.0,30.0,1.9,14200.0,1000.0,1877.0,1140.0
04:51:15.371,1863.0,0.25,0.1,1000.0,30.0,1.2,2300.0,1000.0,2379.0,130.0
04:51:21.029,44270.0,0.25,0.1,1000.0,30.0,1.6,9700.0,1000.0,15238.0,950.0
04:51:26.704,34401.0,0.25,0.1,1000.0,30.0,0.8,9600.0,1000.0,7594.0,2080.0
04:51:31.510,44106.0,0.25,0.1,1000.0,30.0,0.3,11800.0,1000.0,5784.0,550.0
04:51:36.699,180512.0,0.25,0.1,1000.0,30.0,4.1,2800.0,1000.0,14803.0,750.0
04:51:41.430,60646.0,0.25,0.1,1000.0,30.0,1.5,2400.0,1000.0,1703.0,1340.0
04:51:47.297,23857.0,0.25,0.1,1000.0,30.0,1.0,1200.0,1000.0,27827.0,1730.0
04:51:52.883,27370.0,0.25,0.1,1000.0,30.0,3.2,3700.0,1000.0,9028.0,1260.0
04:51:57.669,25986.0,0.25,0.1,1000.0,30.0,0.8,4100.0,1000.0,5566.0,260.0
04:52:03.086,292390.0,0.25,0.1,1000.0,30.0,1.6,4200.0,1000.0,8914.0,380.0
04:52:08.795,99715.0,0.25,0.1,1000.0,30.0,0.8,1900.0,1000.0,11893.0,430.0
04:52:13.561,102177.0,0.25,0.1,1000.0,30.0,0.6,9900.0,1000.0,5042.0,170.0
04:52:18.733,42965.0,0.25,0.1,1000.0,30.0,1.8,4500.0,1000.0,18576.0,1300.0
04:52:23.320,21401.0,0.25,0.1,1000.0,30.0,2.9,10400.0,1000.0,8551.0,440.0
04:52:28.971,3318.0,0.25,0.1,1000.0,30.0,0.2,1700.0,1000.0,1033.0,2560.0
04:52:33.766,33694.0,0.25,0.1,1000.0,30.0,0.8,10100.0,1000.0,16591.0,380.0
04:52:39.029,12661.0,0.25,0.1,1000.0,30.0,2.4,1700.0,1000.0,3073.0,580.0
04:52:44.685,15814.0,0.25,0.1,1000.0,30.0,1.6,5300.0,1000.0,866.0,1840.0
