,A.LAND1
12:42:32.555,-1.0
12:42:32.757,-1.0
12:42:32.959,-1.0
12:42:33.165,-1.0
12:42:33.367,-1.0
12:42:33.569,-1.0
12:42:33.771,-1.0
12:42:33.977,-1.0
12:42:34.180,-1.0
12:42:34.392,-1.0
12:42:34.593,-1.0
12:42:34.794,-1.0
12:42:34.999,-1.0
12:42:35.201,-1.0
12:42:35.404,-1.0
12:42:35.607,-1.0
12:42:35.815,-1.0
12:42:36.018,-1.0
12:42:36.221,-1.0
12:42:36.422,-1.0
12:42:36.625,-1.0
12:42:36.827,-1.0
12:42:37.029,-1.0
12:42:37.232,-1.0
12:42:37.434,-1.0
12:42:37.635,-1.0
12:42:37.837,-1.0
12:42:38.039,-1.0
12:42:38.244,-1.0
12:42:38.448,-1.0
12:42:38.650,-1.0
12:42:38.852,-1.0
12:42:39.055,-1.0
12:42:39.258,-1.0
12:42:39.459,-1.0
12:42:39.663,-1.0
12:42:39.865,-1.0
12:42:40.068,-1.0
12:42:40.271,-1.0
12:42:40.473,-1.0
12:42:40.678,-1.0
12:42:40.879,-1.0
12:42:41.083,-1.0
12:42:41.285,-1.0
12:42:41.488,-1.0
12:42:41.691,-1.0
12:42:41.894,-1.0
12:42:42.096,-1.0
12:42:42.301,-1.0
12:42:42.503,-1.0
12:42:42.705,-1.0
12:42:42.907,-1.0
12:42:43.110,-1.0
12:42:43.312,-1.0
12:42:43.513,-1.0
12:42:43.717,-1.0
12:42:43.924,-1.0
12:42:44.126,-1.0
12:42:44.330,-1.0
12:42:44.534,-1.0
12:42:44.736,-1.0
12:42:44.938,-1.0
12:42:45.141,-1.0
12:42:45.346,-1.0
12:42:45.547,-1.0
12:42:45.749,-1.0
12:42:45.952,-1.0
12:42:46.154,-1.0
12:42:46.356,-1.0
12:42:46.559,-1.0
12:42:46.761,-1.0
12:42:46.962,-1.0
12:42:47.165,-1.0
12:42:47.366,-1.0
12:42:47.569,-1.0
12:42:47.773,-1.0
12:42:47.975,-1.0
12:42:48.177,-1.0
12:42:48.381,-1.0
12:42:48.583,-1.0
12:42:48.785,-1.0
12:42:48.990,-1.0
12:42:49.192,-1.0
12:42:49.395,-1.0
12:42:49.597,-1.0
12:42:49.799,-1.0
12:42:50.002,-1.0
12:42:50.204,-1.0
12:42:50.406,-1.0
12:42:50.608,-1.0
12:42:50.812,-1.0
12:42:51.014,-1.0
12:42:51.218,-1.0
12:42:51.422,-1.0
12:42:51.624,-1.0
12:42:51.827,-1.0
12:42:52.031,-1.0
12:42:52.235,-1.0
12:42:52.440,-1.0
12:42:52.642,-1.0
12:42:52.844,-1.0
12:42:53.045,-1.0
12:42:53.249,-1.0
12:42:53.453,-1.0
12:42:53.655,-1.0
12:42:53.858,-1.0
12:42:54.061,-1.0
12:42:54.262,-1.0
12:42:54.464,-1.0
12:42:54.665,-1.0
12:42:54.867,-1.0
12:42:55.074,-1.0
12:42:55.281,-1.0
12:42:55.483,-1.0
12:42:55.685,-1.0
12:42:55.888,-1.0
12:42:56.092,-1.0
12:42:56.293,-1.0
12:42:56.497,-1.0
12:42:56.701,-1.0
12:42:56.902,-1.0
12:42:57.107,-1.0
12:42:57.310,-1.0
12:42:57.511,-1.0
12:42:57.714,-1.0
12:42:57.915,-1.0
12:42:58.119,-1.0
12:42:58.322,-1.0
12:42:58.524,-1.0
12:42:58.726,-1.0
12:42:58.928,-1.0
12:42:59.132,-1.0
12:42:59.335,-1.0
12:42:59.539,-1.0
12:42:59.744,-1.0
12:42:59.947,-1.0
12:43:00.149,-1.0
12:43:00.352,-1.0
12:43:00.554,-1.0
12:43:00.756,-1.0
12:43:00.957,-1.0
12:43:01.160,-1.0
12:43:01.365,-1.0
12:43:01.567,-1.0
12:43:01.769,-1.0
12:43:01.971,-1.0
12:43:02.175,-1.0
12:43:02.376,-1.0
12:43:02.578,-1.0
12:43:02.781,-1.0
12:43:02.985,-1.0
12:43:03.188,-1.0
12:43:03.390,-1.0
12:43:03.594,-1.0
12:43:03.795,-1.0
12:43:03.997,-1.0
12:43:04.207,-1.0
12:43:04.409,-1.0
12:43:04.611,-1.0
12:43:04.813,-1.0
12:43:05.016,-1.0
12:43:05.218,-1.0
12:43:05.420,-1.0
12:43:05.622,-1.0
12:43:05.824,-1.0
12:43:06.025,-1.0
12:43:06.227,-1.0
12:43:06.431,-1.0
12:43:06.633,-1.0
12:43:06.837,-1.0
12:43:07.038,-1.0
12:43:07.243,-1.0
12:43:07.445,-1.0
12:43:07.650,-1.0
12:43:07.854,-1.0
12:43:08.056,-1.0
12:43:08.257,-1.0
12:43:08.460,-1.0
12:43:08.661,-1.0
12:43:08.864,-1.0
12:43:09.068,-1.0
12:43:09.271,-1.0
12:43:09.472,-1.0
12:43:09.675,-1.0
12:43:09.878,-1.0
12:43:10.079,-1.0
12:43:10.281,-1.0
12:43:10.484,-1.0
12:43:10.688,-1.0
12:43:10.890,-1.0
12:43:11.095,-1.0
12:43:11.297,-1.0
12:43:11.499,-1.0
12:43:11.706,-1.0
12:43:11.908,-1.0
12:43:12.113,-1.0
