time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
14:31:15,1500.0,-0.05182559974491596,0.050009310245513916,0.21107743680477142,0.04105241969227791,-0.14457447454333305,0.3316536694765091,632140.0,-35.36326270000001,149.1652364,48154.0,-26.5,-27.5,-121.5,632.1399841308594,AUTO,3.5,5.5,-941.5,42.0,-143.0,331.5,0.0
14:31:17,1500.0,0.03012885060161352,-0.020360822323709726,0.27497175335884094,-0.03772209957242012,0.04018941521644592,-0.034925274550914764,633720.0,-35.363264,149.165233,49733.5,18.0,23.0,-45.5,633.719970703125,AUTO,-2.5,-4.5,-979.0,-36.0,41.0,-34.0,0.0
14:31:19,1500.0,-0.009047874249517918,0.030845290049910545,0.21044392883777618,0.5160025507211685,0.06616107001900673,-0.07888573152013123,634145.0,-35.363261050000006,149.16523840000002,50163.0,3.0,13.5,7.0,634.1449890136719,AUTO,-3.0,2.5,-979.5,515.0,67.0,-78.5,0.0
14:31:21,1500.0,-0.03605461586266756,0.02427131962031126,0.13263250887393951,0.07510865479707718,0.018606453202664852,-0.356706652790308,633950.0,-35.36326425,149.16523205,49964.5,-38.0,-54.0,0.0,633.9500122070312,AUTO,-1.0,6.0,-1001.5,74.0,19.5,-356.0,0.0
14:31:23,1500.0,-0.07439876534044743,-0.12300091236829758,-1.3866119980812073,-0.11672590672969818,-0.05306599102914333,-0.7325160503387451,633925.0,-35.3632767,149.16520559999998,49939.5,-109.0,-173.5,-1.0,633.9249877929688,AUTO,-49.5,12.0,-1002.5,-114.0,-51.5,-731.5,0.0
14:31:25,1500.0,0.036960311233997345,-0.20547649264335632,-1.9745930433273315,0.001202709972858429,-0.04076425265520811,0.022227152716368437,633895.0,-35.363306050000006,149.1651444,49912.0,-209.5,-370.5,0.5,633.8949890136719,AUTO,-99.5,-41.5,-1006.0,3.5,-39.5,23.0,0.0
14:31:27,1500.0,0.05378715135157108,-0.1867092326283455,-1.9877439737319946,-0.0037416797131299973,0.001518026925623417,-0.0039616451831534505,633915.0,-35.3633523,149.16504185,49928.0,-297.5,-540.0,-4.5,633.9149780273438,AUTO,-130.5,-54.5,-990.5,-1.5,2.5,-3.0,0.0
14:31:29,1500.0,0.0640183538198471,-0.14221516996622086,-1.9990830421447754,0.007226975634694099,0.008974231779575348,-0.007087619509547949,634015.0,-35.3634091,149.16491524999998,50030.0,-329.0,-592.0,-3.0,634.0149841308594,AUTO,-150.0,-73.0,-990.0,9.0,9.5,-6.0,0.0
14:31:31,1500.0,0.07287279888987541,-0.09916212409734726,-2.0100905895233154,0.028772711753845215,0.04588034935295582,-0.007021089899353683,634035.0,-35.363468,149.1647846,50047.0,-323.5,-580.0,-4.0,634.0349731445312,AUTO,-134.5,-63.0,-986.0,30.5,46.5,-6.0,0.0
14:31:33,1500.0,0.0707961693406105,0.002404944389127195,-2.01608407497406,0.4580540657043457,0.04979890584945679,-0.03150471532717347,634060.0,-35.363520199999996,149.16466815,50077.5,-250.5,-452.5,0.5,634.0599975585938,AUTO,-104.5,-37.5,-994.0,461.0,50.5,-30.0,0.0
14:31:35,1500.0,0.04937487840652466,0.0510659608989954,-2.0212899446487427,0.582235112786293,0.02502232138067484,-0.005649075377732515,633995.0,-35.3635546,149.16459045,50010.5,-137.0,-249.0,2.0,633.9949951171875,AUTO,-59.0,-22.0,-1003.5,582.5,26.0,-4.5,0.0
14:31:37,1500.0,0.012502908473834395,0.055871184915304184,-2.0268634557724,-0.3153267987072468,-0.029936634935438633,0.003133957739919424,633965.0,-35.363569749999996,149.16455624999998,49980.0,-37.5,-71.0,0.5,633.9649658203125,AUTO,-15.5,-30.5,-997.5,-315.5,-28.5,4.0,0.0
14:31:39,1500.0,0.00627592793898657,0.010833486216142774,-2.0351901054382324,-0.10353201627731323,-0.027408331632614136,-0.0019202817929908633,633975.0,-35.3635733,149.1645518,49988.5,4.5,-2.0,-0.5,633.9749755859375,AUTO,-0.5,10.5,-1000.0,-100.0,-25.5,-1.0,0.0
14:31:41,1500.0,0.027417135424911976,-0.004699726472608745,-2.0431580543518066,0.5450027287006378,0.060195913538336754,0.0066616765689104795,633990.0,-35.36357425,149.1645527,50003.5,6.5,-17.5,0.0,633.989990234375,RTL,-1.5,11.0,-1001.0,546.5,61.0,7.5,0.0
14:31:43,1500.0,-0.011355515569448471,0.04048246890306473,-2.0449180603027344,-0.6339243352413177,0.00893165823072195,-0.003119125496596098,633990.0,-35.3635735,149.1645522,50008.0,20.5,13.5,0.0,633.989990234375,RTL,5.0,-22.5,-994.0,-631.5,9.5,-1.5,0.0
14:31:45,1500.0,-0.019067174289375544,0.08816782757639885,-2.0485764741897583,0.44864626228809357,0.03861156105995178,0.005509143462404609,633990.0,-35.36356685,149.1645631,50001.0,52.0,96.0,0.5,633.989990234375,RTL,24.0,38.0,-1006.0,452.0,39.0,6.0,0.0
14:31:47,1500.0,-0.044132642447948456,0.1601468026638031,-2.0553146600723267,-0.36289094388484955,0.006498380214907229,-0.006797110661864281,633955.0,-35.36354975,149.164599,49968.5,130.5,250.5,1.5,633.9549865722656,RTL,56.0,25.5,-1006.5,-360.5,7.0,-5.5,0.0
14:31:51,1500.0,-0.05086567625403404,0.2725396752357483,-2.0651931762695312,0.019136933609843254,0.2347892001271248,-0.04359853081405163,633970.0,-35.36347285,149.1647718,49985.5,267.0,485.0,23.5,633.9700012207031,RTL,107.0,52.0,-953.0,21.0,235.5,-41.5,0.0
14:31:53,1500.0,-0.08082659170031548,-0.08336367085576057,-2.046780586242676,-0.857841968536377,-0.020727459341287613,-0.044738754630088806,634195.0,-35.36342165,149.16488565,50211.5,233.0,427.0,-4.5,634.1950073242188,RTL,95.0,21.5,-944.0,-856.0,-19.5,-42.5,0.0
14:31:55,1500.0,-0.030848014168441296,0.1850198283791542,-2.056509494781494,-0.26061360351741314,0.21826224029064178,0.025304709211923182,633940.0,-35.363390550000005,149.16495805,49951.0,172.0,303.5,13.5,633.9399719238281,RTL,68.5,34.0,-1003.0,-256.5,219.0,26.5,0.0
14:31:57,1500.0,-0.03684653341770172,0.22154740989208221,-2.0605095624923706,-0.25736163556575775,0.2365264892578125,-0.012253294698894024,633950.0,-35.363358950000006,149.16502705,49965.5,186.0,316.5,13.0,633.9499816894531,RTL,71.5,21.5,-981.0,-254.5,237.0,-10.5,0.0
14:31:59,1500.0,-0.042543089017271996,0.18624592572450638,-2.0593743324279785,0.04138300567865372,-0.03419795259833336,-0.0021902472944930196,633970.0,-35.363322499999995,149.165107,49984.5,220.5,374.5,10.5,633.9700012207031,RTL,77.0,51.5,-1002.0,45.0,-33.0,-0.5,0.0
14:32:01,1500.0,-0.060647379606962204,-0.12158999964594841,-2.0470943450927734,-0.5885602682828903,-0.08352642133831978,-0.003506791777908802,634080.0,-35.3632856,149.1651887,50092.5,162.5,271.0,-2.5,634.0799560546875,RTL,61.0,34.5,-996.5,-583.0,-81.5,-2.0,0.0
14:32:03,1500.0,0.0018558595329523087,0.03637378849089146,-2.0516475439071655,0.09423376619815826,-0.01830267277546227,0.012716069351881742,633960.0,-35.36327095,149.16522435,49973.5,75.0,114.0,1.0,633.9599609375,RTL,27.0,32.0,-1014.0,99.0,-16.5,14.0,0.0
14:32:05,1500.0,0.0020806007087230682,-0.04703018628060818,-2.05092453956604,-0.5036231875419617,0.041628746315836906,-0.003272414847742766,633980.0,-35.363263,149.16524285,49992.5,26.5,9.5,0.0,633.97998046875,RTL,4.0,-21.0,-1000.5,-500.5,42.5,-1.0,0.0
14:32:07,1500.0,0.011648054700344801,0.010979208629578352,-2.050614356994629,0.38336476124823093,-0.019316177582368255,-0.006017667823471129,633980.0,-35.36326285,149.16524245,49995.5,18.0,-12.5,-0.5,633.97998046875,RTL,0.5,22.0,-1008.0,389.0,-17.5,-3.5,0.0
14:32:09,1500.0,-0.008285107091069221,-0.0019024671637453139,-2.0521883964538574,-0.4673454165458679,0.006287296302616596,0.00026747118681669235,633985.0,-35.36326135,149.16524065,50000.5,3.5,-11.5,0.0,633.9849853515625,RTL,-0.5,-36.0,-1005.0,-465.0,7.0,2.0,0.0
14:32:13,1500.0,0.027805248275399208,0.0009615164308343083,-2.053709387779236,1.2829573154449463,-0.000506396871060133,-0.0034199333749711514,633620.0,-35.36326285,149.1652387,49634.0,4.0,-5.0,68.5,633.6199645996094,RTL,0.0,63.5,-934.0,1288.5,1.0,-1.0,0.0
14:32:15,1500.0,0.006964807398617268,0.00035209137422498316,-2.0542489290237427,1.089683473110199,0.002494726679287851,0.0066955245565623045,631495.0,-35.3632631,149.1652384,47511.5,11.0,-7.0,104.0,631.4949951171875,RTL,0.0,77.5,-1014.5,1098.0,3.5,8.0,0.0
14:32:17,1500.0,0.020733363926410675,-0.00017369593842886388,-2.0550079345703125,1.0939218997955322,-0.004481409676373005,-0.00128065119497478,629450.0,-35.3632628,149.1652382,45466.0,7.0,-5.0,95.0,629.4500122070312,RTL,0.0,22.0,-1043.0,1096.0,-3.0,0.0,0.0
14:32:19,1500.0,0.02793129626661539,0.0005586157017205551,-2.0553090572357178,0.8459216952323914,0.007533588679507375,0.00498688779771328,627795.0,-35.3632631,149.1652383,43810.5,8.5,-5.5,100.5,627.7949829101562,RTL,-0.5,1.0,-1019.5,847.0,8.5,6.5,0.0
14:32:21,1500.0,0.022240448743104935,0.0031816293485462666,-2.055551052093506,0.319693386554718,0.00406403181841597,0.007298625539988279,625760.0,-35.3632631,149.16523805,41771.0,9.0,-5.0,100.5,625.760009765625,RTL,0.0,-24.5,-1024.5,320.0,4.5,9.0,0.0
14:32:23,1500.0,-0.00035706203198060393,0.002872612327337265,-2.056232452392578,0.43752726912498474,-0.0028232617769390345,-0.0013595031341537833,623715.0,-35.3632614,149.16523684999999,39729.0,-1.5,2.0,99.0,623.7149658203125,RTL,1.5,-16.5,-1016.5,438.0,-1.5,0.5,0.0
14:32:25,1500.0,0.01709005795419216,-0.0014089422184042633,-2.0557475090026855,0.24271740019321442,0.0004198266251478344,-0.0052083320915699005,621675.0,-35.363261699999995,149.16523725000002,37693.0,-7.0,4.5,100.5,621.6749877929688,RTL,0.5,-27.0,-1001.0,243.0,1.5,-3.0,0.0
14:32:27,1500.0,0.01679436070844531,-0.0004216966117382981,-2.0558501482009888,-0.5601333826780319,-0.003203603846486658,-0.004036643891595304,619635.0,-35.3632628,149.1652379,35649.5,1.0,-0.5,101.0,619.6349792480469,RTL,-0.5,-65.0,-973.5,-559.5,-1.5,-1.5,0.0
14:32:29,1500.0,0.007046970305964351,0.004645370179787278,-2.056695818901062,-0.41111139953136444,0.0017554640071466565,-0.004332201671786606,617585.0,-35.3632628,149.16523765,33599.5,5.5,-2.5,101.5,617.5849914550781,RTL,1.5,-62.5,-1019.0,-410.0,2.5,-1.5,0.0
14:32:33,1500.0,-0.030949929729104042,0.0028923749923706055,-2.0565991401672363,-1.2925654649734497,-0.0038684612372890115,-0.0017384534003213048,613505.0,-35.363260600000004,149.16523625,29520.0,-13.5,9.0,95.5,613.5050048828125,RTL,0.5,-66.0,-1022.0,-1289.5,-2.0,0.5,0.0
14:32:35,1500.0,-0.03387975133955479,0.0016646693111397326,-2.0555336475372314,-1.2527369856834412,0.0013771390076726675,-0.003544209524989128,611470.0,-35.363260499999996,149.16523615,27487.5,-17.5,11.5,102.5,611.469970703125,RTL,-1.5,-25.0,-982.0,-1246.0,3.0,-1.0,0.0
14:32:37,1500.0,-0.026385112665593624,-0.000811975885881111,-2.0563950538635254,-0.8188266903162003,-0.0005900486139580607,-0.004872207646258175,609430.0,-35.3632613,149.16523695,25446.0,-11.0,6.5,101.0,609.4299926757812,RTL,-1.0,-3.0,-999.0,-811.0,1.0,-3.0,0.0
14:32:39,1500.0,-0.010196993127465248,-0.0020335756707936525,-2.0569663047790527,-0.01418791152536869,0.00861379411071539,0.0016613355837762356,607780.0,-35.3632619,149.1652375,23795.0,-5.0,2.0,100.0,607.7799682617188,RTL,-3.0,39.0,-995.0,-4.0,10.0,3.0,0.0
14:32:41,1500.0,0.04335092008113861,-0.0016957397456280887,-2.057159662246704,1.3836898803710938,0.006107935914769769,0.002051528776064515,605250.0,-35.36326415,149.16523885,21266.0,12.5,-7.0,100.0,605.25,RTL,-2.0,54.5,-1043.5,1388.0,7.5,4.0,0.0
14:32:45,1500.0,0.034137943759560585,0.005047793732956052,-2.05626904964447,0.9756686687469482,0.005015532486140728,0.0011104531586170197,601550.0,-35.36326485,149.16523890000002,17565.0,30.0,-14.5,103.5,601.5499877929688,RTL,1.5,3.5,-973.5,977.5,6.0,3.0,0.0
14:32:49,1500.0,0.010798546485602856,0.003116182517260313,-2.057072162628174,1.4263719320297241,-0.00018873997032642365,-0.00019088340923190117,597810.0,-35.3632625,149.1652375,13821.0,8.0,-2.0,98.0,597.8099975585938,RTL,1.0,54.0,-1043.0,1433.0,1.0,2.0,0.0
14:32:51,1500.0,0.008325798436999321,0.0018714210018515587,-2.0568509101867676,0.864290177822113,0.003439004998654127,0.0023388233967125416,595830.0,-35.3632616,149.165237,11849.0,-3.0,4.0,68.0,595.8300170898438,RTL,0.0,16.0,-1056.0,867.0,5.0,4.0,0.0
14:32:55,1500.0,-0.014482895960099995,0.0029525018762797117,-2.056606411933899,-0.35287637263536453,0.0008507551974616945,8.893664926290512e-06,594395.0,-35.3632615,149.16523684999999,10410.0,-6.0,4.0,33.5,594.3949584960938,RTL,1.0,-19.5,-989.0,-347.5,2.5,2.0,0.0
14:32:59,1500.0,-0.008861871901899576,0.0004166387334407773,-2.0561490058898926,0.048430997878313065,-0.0040810187347233295,-0.0007139365188777447,593135.0,-35.3632604,149.16523619999998,9148.0,-21.0,13.0,12.0,593.1699829101562,RTL,-1.0,-28.0,-1022.0,-99.0,-3.0,5.0,0.0
14:33:01,1500.0,-0.0004115038027521223,0.00024521039449609816,-2.0565552711486816,0.5203545689582825,0.00477353623136878,-0.0005755496677011251,593180.0,-35.3632614,149.1652369,9198.0,-11.0,7.0,-4.0,593.1799926757812,RTL,-2.0,35.0,-993.0,527.0,6.0,1.0,0.0
14:33:05,1500.0,0.013476449064910412,0.00048719203914515674,-2.0562610626220703,0.6684374213218689,0.003154169302433729,-0.0009512042161077261,593220.0,-35.3632624,149.1652375,9231.0,0.0,1.0,0.0,593.219970703125,RTL,-1.0,31.0,-988.0,673.0,4.0,1.0,0.0
14:33:07,1500.0,-0.006069944705814123,0.002062869956716895,-2.0561697483062744,-0.7298397421836853,-0.0006758635863661766,0.0008634717669337988,593120.0,-35.3632629,149.1652378,9130.0,5.0,-1.0,1.0,593.1199951171875,RTL,0.0,-26.0,-993.0,-725.0,1.0,3.0,0.0
14:33:09,1500.0,0.0027222908101975918,0.0024692078004591167,-2.0568528175354004,-0.0002442896366119385,0.0007761330343782902,0.00308159738779068,593105.0,-35.36326305,149.1652378,9120.0,7.0,-2.0,0.0,593.10498046875,RTL,0.5,4.0,-1002.5,5.0,2.0,5.0,0.0
14:33:13,1500.0,0.004467057529836893,0.002333967015147209,-2.056260108947754,0.9898102283477783,0.0011958859395235777,0.0011157607659697533,592970.0,-35.3632616,149.1652369,8986.0,-4.0,4.0,38.0,592.969970703125,RTL,0.0,36.0,-997.0,994.0,3.0,3.0,0.0
14:33:17,1500.0,0.009411855367943645,0.0005884602287551388,-2.057265043258667,0.9053671360015869,0.0015784988645464182,0.0020852405577898026,591495.0,-35.363261949999995,149.1652373,7508.0,-2.5,2.0,32.5,591.4949951171875,RTL,1.0,43.0,-1013.5,911.0,3.5,4.5,0.0
14:33:21,1500.0,-0.007133721141144633,0.00284593622200191,-2.0574042797088623,0.6685605049133301,0.0016204302664846182,0.0009959937306120992,590140.0,-35.363261449999996,149.16523684999999,6152.0,-5.5,3.5,33.0,590.1399841308594,RTL,0.5,44.0,-1003.5,675.0,3.0,3.0,0.0
14:33:25,1500.0,0.0068870868999511,-0.0006805603916291147,-2.056554913520813,0.6876506805419922,0.0011748172109946609,3.135093720629811e-05,588745.0,-35.36326125,149.1652368,4757.5,-12.5,8.5,34.5,588.7449951171875,RTL,-1.5,19.5,-1009.5,690.0,3.0,2.5,0.0
14:33:31,1500.0,0.01790339360013604,0.0015327106812037528,-2.0566585063934326,0.19336191564798355,0.0008514188230037689,-0.00027639977633953094,586705.0,-35.363263149999995,149.1652379,2721.0,7.5,-2.0,34.0,586.7049865722656,RTL,0.0,-16.5,-988.0,194.5,2.5,2.0,0.0
14:33:33,1500.0,0.020678739994764328,0.0008152578084263951,-2.057126998901367,0.18185719102621078,0.0003023300087079406,-0.0017054586205631495,586020.0,-35.3632636,149.1652382,2036.0,12.0,-5.0,34.0,586.0199890136719,RTL,0.0,-17.0,-993.0,183.5,2.5,1.0,0.0
14:33:35,1500.0,0.014459430705755949,0.0027069089701399207,-2.0574945211410522,0.3869498015847057,-0.0011547442991286516,0.0001773886615410447,585355.0,-35.36326365,149.16523825000002,1369.0,4.5,2.0,13.0,585.3550109863281,RTL,1.5,18.0,-987.5,390.5,1.0,2.5,0.0
