,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
09:02:32.222,220.0,270.0,-4.7,0.5,1.0,110.0,750.0,900.0,0.0,0.0,820.0,100.0,82.0,-1.0,-0.5,-0.5,61.0,0.0,1.0,2600.0,6.0,21.0,1.0,0.0,22709.0
09:02:36.087,70.0,90.0,-1.2,0.5,1.0,410.0,950.0,900.0,0.0,0.0,550.0,32.0,78.0,-1.0,-0.5,-0.5,96.0,0.0,1.0,1700.0,41.0,1.0,1.0,0.0,30959.0
09:02:39.952,670.0,300.0,-3.9,0.5,1.0,610.0,1550.0,1050.0,0.0,0.0,130.0,11.0,19.0,-1.0,-0.5,-0.5,112.0,0.0,1.0,4400.0,41.0,1.0,1.0,0.0,916.0
09:02:44.257,870.0,390.0,-4.2,0.5,1.0,610.0,250.0,1400.0,0.0,0.0,100.0,47.0,8.0,-1.0,-0.5,-0.5,50.0,0.0,1.0,2100.0,32.0,31.0,1.0,0.0,11384.0
09:02:48.106,670.0,50.0,-3.2,0.5,1.0,710.0,650.0,1500.0,0.0,0.0,160.0,56.0,29.0,-1.0,-0.5,-0.5,199.0,0.0,1.0,3200.0,68.0,16.0,1.0,0.0,788.0
09:02:51.975,1070.0,50.0,-3.9,0.5,1.0,410.0,200.0,1500.0,0.0,0.0,320.0,93.0,47.0,-1.0,-0.5,-0.5,43.0,0.0,1.0,1200.0,50.0,53.0,1.0,0.0,28286.0
09:02:56.471,220.0,330.0,-3.8,0.5,1.0,610.0,350.0,950.0,0.0,0.0,30.0,13.0,8.0,-1.0,-0.5,-0.5,103.0,0.0,1.0,3300.0,78.0,4.0,1.0,0.0,27371.0
09:03:00.499,1720.0,200.0,-3.5,0.5,1.0,260.0,850.0,1300.0,0.0,0.0,130.0,95.0,29.0,-1.0,-0.5,-0.5,31.0,0.0,1.0,4500.0,15.0,42.0,1.0,0.0,7060.0
09:03:04.447,720.0,330.0,-3.1,0.5,1.0,610.0,850.0,1400.0,0.0,0.0,570.0,75.0,2.0,-1.0,-0.5,-0.5,33.0,0.0,1.0,500.0,75.0,18.0,1.0,0.0,8994.0
09:03:08.422,420.0,50.0,-2.9,0.5,1.0,760.0,450.0,900.0,0.0,0.0,80.0,47.0,35.0,-1.0,-0.5,-0.5,96.0,0.0,1.0,200.0,81.0,90.0,1.0,0.0,10509.0
09:03:12.731,70.0,50.0,-2.4,0.5,1.0,860.0,1400.0,1050.0,0.0,0.0,750.0,73.0,67.0,-1.0,-0.5,-0.5,36.0,0.0,1.0,4400.0,6.0,44.0,1.0,0.0,9620.0
09:03:17.185,1470.0,330.0,-1.6,0.5,1.0,110.0,100.0,950.0,0.0,0.0,80.0,86.0,41.0,-1.0,-0.5,-0.5,30.0,0.0,1.0,900.0,8.0,2.0,1.0,0.0,19077.0
09:03:22.067,220.0,90.0,-2.9,0.5,1.0,410.0,450.0,950.0,0.0,0.0,80.0,88.0,44.0,-1.0,-0.5,-0.5,231.0,0.0,1.0,3500.0,10.0,50.0,1.0,0.0,4242.0
09:03:26.029,120.0,160.0,-3.1,0.5,1.0,360.0,100.0,1950.0,0.0,0.0,900.0,11.0,29.0,-1.0,-0.5,-0.5,117.0,0.0,1.0,2700.0,10.0,63.0,1.0,0.0,8683.0
09:03:29.839,1170.0,120.0,-4.2,0.5,1.0,410.0,650.0,1950.0,0.0,0.0,840.0,4.0,13.0,-1.0,-0.5,-0.5,38.0,0.0,1.0,2500.0,58.0,47.0,1.0,0.0,764.0
09:03:34.286,120.0,230.0,-2.4,0.5,1.0,760.0,200.0,950.0,0.0,0.0,80.0,41.0,4.0,-1.0,-0.5,-0.5,147.0,0.0,1.0,1800.0,19.0,52.0,1.0,0.0,4631.0
09:03:38.147,370.0,70.0,-3.9,0.5,1.0,660.0,1550.0,1400.0,0.0,0.0,80.0,63.0,64.0,-1.0,-0.5,-0.5,42.0,0.0,1.0,1800.0,32.0,41.0,1.0,0.0,2143.0
09:03:42.057,370.0,260.0,-1.2,0.5,1.0,360.0,1550.0,1150.0,0.0,0.0,150.0,24.0,15.0,-1.0,-0.5,-0.5,58.0,0.0,1.0,1500.0,2.0,92.0,1.0,0.0,2958.0
09:03:45.996,970.0,160.0,-3.7,0.5,1.0,210.0,100.0,1650.0,0.0,0.0,80.0,29.0,48.0,-1.0,-0.5,-0.5,169.0,0.0,1.0,1100.0,44.0,6.0,1.0,0.0,6114.0
09:03:49.868,870.0,140.0,-4.4,0.5,1.0,810.0,200.0,900.0,0.0,0.0,130.0,99.0,35.0,-1.0,-0.5,-0.5,213.0,0.0,1.0,2500.0,81.0,50.0,1.0,0.0,15705.0
09:03:54.323,820.0,120.0,-3.1,0.5,1.0,410.0,150.0,1500.0,0.0,0.0,60.0,57.0,45.0,-1.0,-0.5,-0.5,108.0,0.0,1.0,4100.0,53.0,22.0,1.0,0.0,8627.0
09:03:58.201,1220.0,90.0,-0.5,0.5,1.0,710.0,500.0,1050.0,0.0,0.0,410.0,100.0,45.0,-1.0,-0.5,-0.5,176.0,0.0,1.0,3400.0,22.0,11.0,1.0,0.0,9459.0
09:04:02.118,70.0,20.0,-3.7,0.5,1.0,610.0,450.0,1700.0,0.0,0.0,350.0,35.0,21.0,-1.0,-0.5,-0.5,139.0,0.0,1.0,1700.0,47.0,11.0,1.0,0.0,338.0
