time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
09:02:16,1500.0,AUTO,0.006914373465406243,0.0003606565878726542,0.021252683829516172,0.011730502905265894,-0.001573127810843289,0.001747035508742556,584382.5,-35.363262125,149.165237525,387.25,-0.5,2.5,-37.75,584.3825073242188,0.0,0.5,-1003.0,11.5,-1.5,0.75,0.0
09:02:18,1500.0,AUTO,-0.0056398892775177956,0.011366131366230547,-0.05434110015630722,-0.12020532228052616,0.027435307041741908,-0.0625913217663765,587980.0,-35.36326105,149.1652435,3984.0,6.0,44.0,-145.5,587.97998046875,3.5,-10.0,-998.0,-119.0,28.0,-62.5,0.0
09:02:20,1500.0,AUTO,-0.024690461235877592,0.007440920220687985,-0.11341308802366257,0.06425454653799534,0.007070745341479778,-0.007450284494552761,591035.0,-35.36326105,149.1652419,7040.0,-11.5,-54.5,-148.0,591.0349731445312,-4.5,10.5,-1002.0,64.5,7.5,-7.5,0.0
09:02:22,1500.0,AUTO,0.04525313060730696,-0.03688909322954714,-0.06288878340274096,-0.07559238187968731,-0.028935911133885384,0.047312598559074104,594145.0,-35.36326435,149.16523465,10150.0,-4.5,15.0,-148.5,594.1449890136719,2.0,0.5,-995.0,-75.0,-28.0,46.5,0.0
09:02:24,1500.0,AUTO,-0.013536248283344321,0.02367432229220867,-0.15238188952207565,0.03237338736653328,0.018766778521239758,-0.048269595950841904,597235.0,-35.3632603,149.16523675000002,13237.5,18.5,-10.5,-151.5,597.2349853515625,-6.5,-2.5,-1002.5,32.5,19.0,-48.0,0.0
09:02:26,1500.0,AUTO,0.012550764018669724,0.007830271730199456,-0.16640572249889374,-0.010264459997415543,-0.015132098458707333,0.0021552550606429577,600360.0,-35.363260499999996,149.16523510000002,16362.0,-15.5,6.5,-151.0,600.3599853515625,3.0,0.5,-999.5,-9.5,-14.0,2.0,0.0
09:02:28,1500.0,AUTO,0.0005383741518016905,-0.002864761569071561,-0.19507305324077606,0.0025538306799717247,0.0018391971825622022,-0.02647783886641264,603465.0,-35.3632622,149.16523635,19471.0,-4.0,4.0,-152.0,603.4649963378906,0.5,0.0,-1000.5,2.5,2.0,-26.0,0.0
09:02:30,1500.0,AUTO,0.005353508749976754,0.003399167559109628,-0.24643069505691528,0.00028350629145279527,0.0014431320887524635,-0.022108609788119793,606595.0,-35.3632622,149.1652364,22602.5,0.0,2.0,-152.0,606.5950012207031,0.0,0.0,-1000.0,0.5,1.5,-22.0,0.0
09:02:32,1500.0,AUTO,0.0025354212266393006,0.00455737323500216,-0.27196331322193146,-0.04058713745325804,0.0038353491108864546,0.011111157247796655,609720.0,-35.36326215,149.1652366,25721.5,-3.0,2.0,-151.5,609.7200012207031,0.0,-1.0,-990.0,-40.0,4.5,11.0,0.0
09:02:34,1500.0,AUTO,0.006349704810418189,0.0015899803256615996,-0.22717314213514328,-0.006321938242763281,-0.0012224073871038854,0.021248255856335163,612825.0,-35.3632624,149.16523705,28829.5,-1.5,8.5,-152.0,612.8249816894531,0.5,-0.5,-1000.0,-5.5,0.0,20.5,0.0
09:02:36,1500.0,AUTO,0.0003975583349529188,0.0010836081928573549,-0.18994761258363724,0.0009855276148300618,-0.0011621738667599857,0.017247693613171577,615935.0,-35.3632624,149.16523805,31937.5,0.0,3.0,-152.0,615.9349670410156,0.0,0.0,-1000.0,1.0,0.0,16.5,0.0
09:02:38,1500.0,AUTO,0.0025334119563922286,0.0009520525054540485,-0.16284814476966858,-0.0004718536511063576,0.0002874554484151304,0.013002452906221151,619045.0,-35.3632623,149.16523805,35050.0,0.0,0.0,-152.0,619.0449829101562,0.0,0.0,-999.5,0.5,0.5,12.5,0.0
09:02:40,1500.0,AUTO,0.0034376070834696293,0.0011452102626208216,-0.14215970039367676,-0.0010527291160542518,-0.00011338508920744061,0.010331589262932539,622155.0,-35.3632622,149.1652377,38159.0,0.0,0.0,-152.0,622.1549987792969,0.0,0.0,-1000.0,-0.5,0.5,9.5,0.0
09:02:42,1500.0,AUTO,0.0030864968430250883,0.001479094848036766,-0.12650635093450546,-0.0007796466525178403,-0.001677769236266613,0.0078103807754814625,625265.0,-35.3632621,149.1652375,41268.0,0.0,1.0,-152.0,625.2649841308594,0.0,0.0,-1000.0,0.0,-0.5,7.0,0.0
09:02:44,1500.0,AUTO,0.002702801371924579,0.001385637791827321,-0.113800048828125,0.00046612287405878305,0.0006510574603453279,0.007032447261735797,628375.0,-35.363262,149.1652374,44380.0,-1.0,1.0,-152.0,628.3749694824219,0.0,0.0,-1000.0,1.0,1.5,6.5,0.0
09:02:46,1500.0,AUTO,-0.029191792360506952,0.03693752904655412,0.01485641673207283,-0.027278906491119415,-0.012027289281832054,0.24277192610315979,631455.0,-35.36326215,149.16523715,47461.0,-10.5,-8.5,-141.0,631.4549865722656,2.0,2.0,-971.5,-26.5,-11.0,242.5,0.0
09:02:48,1500.0,ALT_HOLD,-0.0010169614106416702,-0.004825478419661522,0.27226242423057556,0.1311571802943945,0.02247816789895296,-0.03221943136304617,633440.0,-35.3632647,149.16523245,49444.0,-2.0,-11.5,-47.5,633.4400024414062,0.0,6.0,-928.5,131.0,23.5,-31.5,0.0
09:02:50,1500.0,ALT_HOLD,0.00966721074655652,0.01798809738829732,0.2029443234205246,0.48647210001945496,-0.01682896353304386,-0.032039581798017025,632095.0,-35.36326735,149.16522565000002,48101.0,-33.0,-46.0,169.0,632.0950012207031,4.5,-10.0,-927.5,484.0,-15.0,-31.0,0.0
09:02:52,1500.0,ALT_HOLD,-0.003385338466614485,0.0033524304162710905,0.16109750419855118,-0.3699122667312622,-0.007974836742505431,-0.002740146475844085,628350.0,-35.3632748,149.16521915,44354.5,-41.0,-10.5,174.5,628.3499755859375,11.5,27.5,-1016.5,-365.5,-6.5,-2.0,0.0
09:02:54,1500.0,AUTO,-0.03649778850376606,-0.01292817061766982,0.13124974071979523,-0.21215036511421204,0.004093034076504409,-0.024609173648059368,626200.0,-35.36328105,149.16522279999998,42207.0,-9.0,-7.0,-16.0,626.1999816894531,4.5,-7.0,-1074.0,-210.5,4.5,-24.0,0.0
09:02:56,1500.0,AUTO,0.0029838570044375956,-0.008907699724659324,0.1011279746890068,-0.017640050034970045,0.005790292285382748,-0.00995649816468358,627475.0,-35.3632822,149.165222,43476.0,7.5,-17.0,-112.0,627.4749755859375,-1.5,4.0,-1046.0,-16.5,6.0,-9.5,0.0
09:02:58,1500.0,AUTO,0.04195111524313688,0.006053152261301875,0.0745779424905777,-0.0765537153929472,0.006792791886255145,-0.0344745148322545,630290.0,-35.36328145,149.16522305,46295.5,6.0,40.0,-144.5,630.2899780273438,1.0,-8.0,-997.0,-76.0,7.5,-34.0,0.0
09:03:00,1500.0,AUTO,-0.03504877910017967,6.449595093727112e-05,0.056698692962527275,0.2337038740515709,-0.031353109516203403,0.05035423766821623,633075.0,-35.36328105,149.1652211,49078.0,-6.0,-84.5,-106.5,633.0749816894531,-8.0,17.0,-953.5,233.5,-30.0,51.0,0.0
09:03:02,1500.0,AUTO,0.0701342411339283,0.001770230010151863,0.05506444536149502,-0.050083596259355545,0.010319599648937583,-0.003724815440364182,634240.0,-35.3632816,149.16521315,50245.0,3.0,36.5,2.0,634.239990234375,2.0,-16.0,-967.0,-51.0,11.5,-2.5,0.0
09:03:04,1500.0,AUTO,0.057188037782907486,-0.03316149581223726,0.05919050611555576,0.08908390998840332,-0.03928423020988703,0.17249868254293688,633995.0,-35.363278949999994,149.165225,50003.0,31.0,82.5,5.0,633.9949951171875,0.0,-17.5,-1014.5,89.5,-37.5,173.0,0.0
09:03:06,1500.0,ALT_HOLD,0.020852950401604176,-0.08191531663760543,1.049867033958435,-0.05779142677783966,0.02367691695690155,0.24615512043237686,633960.0,-35.363265049999995,149.16525024999999,49966.0,122.0,186.5,10.0,633.9599914550781,-43.5,-41.5,-945.0,-58.0,24.5,247.0,0.0
09:03:08,1500.0,ALT_HOLD,0.02260908205062151,0.003972935141064227,1.0261830687522888,1.5514586567878723,-0.006600389373488724,-0.015111704706214368,631735.0,-35.36324245,149.165282,47740.0,115.5,106.5,185.0,631.7349853515625,-39.5,43.0,-992.0,1551.0,-5.5,-13.5,0.0
