time_stamp,MODE,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
16:01:44,BRAKE,1500.0,2.2,7.4,-953.2,100.2,-49.2,51.0,-35.36326422,149.16523396,48814.0,-18.0,-25.6,-86.8,0.015375771373510361,-0.029831216484308243,0.277305594086647,0.09976844638586044,-0.05044989641755819,0.051003373600542544
16:01:46,BRAKE,1500.0,1.0,1.1666666666666667,-989.8333333333334,103.16666666666667,10.666666666666666,-29.833333333333332,-35.36326488333333,149.1652346666667,49776.0,0.8333333333333334,18.0,-26.0,-0.0021361743371623256,0.0024789331558470926,0.23288515955209732,0.10186316942175229,0.009766028185064593,-0.030743267697592575
16:01:51,AUTO,1500.0,1.5,13.0,-909.8333333333334,314.6666666666667,-4.333333333333333,-9.333333333333334,-35.363266457142856,149.16523577142857,49381.142857142855,-3.0,-12.428571428571429,120.0,0.005839515277849776,0.0010317386643561935,0.13917769917419978,0.4591080557022776,-0.0037302311892355128,-0.006772743313506778
16:01:53,AUTO,1500.0,-0.6666666666666666,-2.6666666666666665,-1050.3333333333333,185.66666666666666,-0.3333333333333333,-8.666666666666666,-35.363268166666664,149.16523656666666,47245.333333333336,5.333333333333333,-12.0,-9.333333333333334,-0.0028623106190934777,-0.006956991429130237,0.10678713768720627,0.187565416097641,-0.0011129964259453118,-0.00953011711438497
16:01:55,AUTO,1500.0,-2.5714285714285716,4.428571428571429,-1035.142857142857,44.285714285714285,2.5714285714285716,-5.285714285714286,-35.363268100000006,149.16523467142855,48014.857142857145,6.571428571428571,-4.285714285714286,-81.57142857142857,0.013301501582775797,-0.005414742410981229,0.09237503792558398,0.04392433172324672,0.001988294634169766,-0.006430344190448523
16:01:57,AUTO,1500.0,-1.1666666666666667,2.6666666666666665,-956.8333333333334,64.66666666666667,3.5,-5.5,-35.36326746666666,149.16523316666667,49728.0,3.0,11.166666666666666,-61.166666666666664,0.01578480750322342,0.0024126535039007044,0.0783639686803023,0.06337227982779343,0.0030588824690009155,-0.006660203915089369
16:01:59,BRAKE,1500.0,0.6666666666666666,23.333333333333332,-987.6666666666666,368.5,-13.666666666666666,-1.5,-35.36326703333334,149.16523388333334,50134.666666666664,0.8333333333333334,16.833333333333332,13.333333333333334,0.020116557289535802,-0.0027681366579296687,0.06521220256884892,0.36528544034808874,-0.014534206672882041,-0.002468421123921871
16:02:01,BRAKE,1500.0,1.1666666666666667,-15.666666666666666,-995.5,-127.16666666666667,-2.0,-2.6666666666666665,-35.3632658,149.16523756666666,49991.666666666664,4.333333333333333,18.0,0.8333333333333334,-0.005252938756408791,0.012581012677401304,0.05547499284148216,-0.1271536462008953,-0.002889543383692702,-0.003848103816077734
16:02:07,AUTO,1500.0,-0.3333333333333333,-60.666666666666664,-1112.0,-796.0,-0.3333333333333333,-3.0,-35.36326553333333,149.16523763333336,46539.333333333336,9.666666666666666,17.666666666666668,64.0,0.02566254201034705,-0.009259312103192011,0.031317910800377526,-0.7943131724993387,-0.0003897976130247116,-0.005650181168069442
16:02:12,AUTO,1500.0,-2.1666666666666665,-15.5,-1010.3333333333334,106.0,-42.166666666666664,470.3333333333333,-35.363262533333334,149.16524356666665,46091.833333333336,31.5,51.5,0.16666666666666666,0.03770786120245854,-0.031774499686434865,0.23046210625519356,0.1056112324198087,-0.04313466946283976,0.4697591784254958
16:02:14,AUTO,1500.0,-51.857142857142854,-30.428571428571427,-1005.5714285714286,-2.857142857142857,-20.857142857142858,-15.142857142857142,-35.36324807142857,149.1652712,46130.857142857145,135.85714285714286,205.28571428571428,-2.142857142857143,0.01886675293956484,-0.16476590079920633,1.065839716366359,-0.003767981060913631,-0.021795870137533972,-0.016417666554584036
16:02:16,AUTO,1500.0,-96.2,-48.2,-1002.2,-26.2,-20.8,-5.0,-35.36321424,149.16533446,46240.6,249.8,380.2,-6.2,0.05083582550287247,-0.19311609566211702,1.0326821565628053,-0.02752881720662117,-0.021751345333177595,-0.0064482616260647775
16:02:18,AUTO,1500.0,-119.83333333333333,-66.0,-992.3333333333334,5.5,13.666666666666666,-2.5,-35.36316218333334,149.16543278333333,46486.0,329.6666666666667,517.6666666666666,-16.833333333333332,0.07431536540389061,-0.1676658714811007,1.0265953143437703,0.004562017236215373,0.01306095028606554,-0.003642584488261491
16:02:20,AUTO,1500.0,-114.16666666666667,-70.83333333333333,-980.5,21.333333333333332,101.16666666666667,22.666666666666668,-35.36310178333333,149.1655496333333,47003.166666666664,292.3333333333333,465.1666666666667,-25.166666666666668,0.082612128307422,0.053307131553689636,1.0306578675905864,0.0219859104254283,0.10011474570880334,0.021417506970465183
16:02:22,AUTO,1500.0,-65.5,-38.0,-1009.1666666666666,118.0,30.666666666666668,-4.5,-35.36306283333334,149.16562658333334,47081.333333333336,166.0,273.8333333333333,3.3333333333333335,0.05131267011165619,0.041794378931323685,1.0279705723126729,0.11582168874641259,0.030261308886110783,-0.005382940328369538
16:02:24,AUTO,1500.0,-68.66666666666667,-37.166666666666664,-1023.1666666666666,-15.5,-9.5,-15.0,-35.36303566666667,149.16567990000001,47047.0,178.83333333333334,279.1666666666667,4.666666666666667,0.03303180324534575,-0.19908796374996504,1.0186256766319275,-0.017344445843870442,-0.010992757976055145,-0.015893185045570135
16:02:26,BRAKE,1500.0,-98.83333333333333,-59.5,-993.8333333333334,64.5,-38.0,-5.5,-35.36299363333333,149.16575935,47230.166666666664,275.3333333333333,415.8333333333333,-3.1666666666666665,0.056644883627692856,-0.19913857678572336,1.0154300530751545,0.06335651191572349,-0.03926748471955458,-0.006295836142574747
16:02:28,BRAKE,1500.0,-57.5,7.166666666666667,-984.8333333333334,648.6666666666666,-52.5,-54.666666666666664,-35.36294693333333,149.16585036666666,47671.333333333336,167.33333333333334,249.16666666666666,-10.333333333333334,0.052271417963008084,0.22136360158522925,1.03830752770106,0.643170436223348,-0.05398193250099818,-0.055788738963504635
16:02:30,ALT_HOLD,1500.0,-17.833333333333332,-10.666666666666666,-1004.3333333333334,-146.66666666666666,-18.5,5.833333333333333,-35.36293341666667,149.16587973333336,47540.666666666664,57.166666666666664,53.333333333333336,2.6666666666666665,-0.009576823737006634,0.011514196560407678,1.0342769424120586,-0.14833492785692215,-0.020621700949656468,0.004608636915994187
16:02:32,AUTO,1500.0,-14.285714285714286,-9.857142857142858,-926.4285714285714,306.42857142857144,25.285714285714285,10.571428571428571,-35.36292415714286,149.16588994285712,46709.857142857145,45.714285714285715,30.571428571428573,120.85714285714286,0.014907530691873814,0.0007113205002886909,1.033136282648359,0.30918045129094807,0.02380415870408927,0.009820342296734452
16:02:34,AUTO,1500.0,-8.833333333333334,-1.5,-1062.0,310.3333333333333,-3.6666666666666665,3.0,-35.36291740000001,149.16589671666668,44482.666666666664,21.5,28.0,31.833333333333332,0.01981030000570172,-0.00878514046780765,1.0319355130195618,0.3117685765028,-0.005522682176282008,0.0020994542283006012
16:02:36,AUTO,1500.0,-22.428571428571427,-12.285714285714286,-1009.1428571428571,48.857142857142854,-84.71428571428571,-6.285714285714286,-35.36291112857143,149.1659091142857,44338.28571428572,63.142857142857146,90.85714285714286,-3.5714285714285716,0.009541160609972264,-0.1085167181278978,1.0129185574395316,0.04754200178597655,-0.08708018703120095,-0.007542880118957588
16:02:38,AUTO,1500.0,-72.5,-40.666666666666664,-1012.1666666666666,24.333333333333332,1.6666666666666667,-3.3333333333333335,-35.36288846666667,149.16595063333335,44516.333333333336,196.5,293.0,-15.333333333333334,0.04810500548531612,-0.18630899240573248,1.0063292582829793,0.023575209081172943,-0.00018318335060030222,-0.004851073337097962
16:02:48,BRAKE,1500.0,-41.0,-9.0,-1037.6,808.6,-62.6,4.2,-35.3627514,149.1662177,46215.4,104.0,192.8,0.0,0.04469720982015133,0.1590900868177414,1.0187470674514771,0.809384799003601,-0.06469690203666686,0.0022334516048431396
16:02:50,ALT_HOLD,1500.0,-15.166666666666666,-14.0,-1005.6666666666666,-5.666666666666667,-5.5,6.833333333333333,-35.36274234,149.16624168,46235.0,46.0,59.2,-3.8,-0.0029220672993687915,0.0027353063342161477,1.0194434642791748,-0.14790863394737244,-0.0009550307411700487,0.005408117221668363
16:02:52,AUTO,1500.0,-13.666666666666666,43.333333333333336,-918.0,-240.66666666666666,0.3333333333333333,-4.333333333333333,-35.36273345,149.16625365,44911.0,41.0,33.5,175.0,-0.02868906408548355,-0.0034147993428632617,1.0169485211372375,-0.9144392237067223,-0.005858762306161225,0.001915554516017437
16:02:54,AUTO,1500.0,-12.0,10.666666666666666,-1120.3333333333333,751.5,-14.833333333333334,5.5,-35.36272796666667,149.1662579166667,42899.0,17.5,27.666666666666668,60.333333333333336,0.04160283878445625,-0.0057939218046764536,1.016948441664378,0.753337266544501,-0.017166735449184973,0.004202015406917781
16:02:56,AUTO,1500.0,-16.666666666666668,-7.166666666666667,-1011.0,40.0,-71.5,3.5,-35.36272151666666,149.16626661666666,42565.166666666664,23.833333333333332,75.0,-7.833333333333333,0.031010768376290798,-0.07415738422423601,1.0067803859710693,0.03821216771999995,-0.07420898415148258,0.0011672742354373138
16:02:58,AUTO,1500.0,-64.16666666666667,-40.333333333333336,-1019.8333333333334,-37.166666666666664,1.3333333333333333,5.0,-35.362703399999994,149.16630058333334,42885.5,146.5,266.3333333333333,-29.5,0.05314055333534876,-0.18291893601417542,1.0008278290430705,-0.03884272649884224,-0.0012590185118218262,0.0030430029534424343
16:03:00,AUTO,1500.0,-100.71428571428571,-67.0,-1019.7142857142857,2.4285714285714284,66.85714285714286,-42.142857142857146,-35.36265958571428,149.16638578571428,43813.71428571428,267.57142857142856,449.42857142857144,-60.142857142857146,0.06378669398171562,-0.15698982243027007,0.9648304666791644,0.0003500885795801878,0.06454189141680088,-0.04509954191079097
16:03:02,AUTO,1500.0,-87.0,-59.333333333333336,-960.6666666666666,-38.5,43.166666666666664,6.5,-35.36260848333333,149.16648695,45323.333333333336,221.83333333333334,391.8333333333333,-57.5,0.06980231963098049,0.023921432594458263,1.0154039859771729,-0.04047364151726166,0.0408448944799602,0.004169801094879706
16:03:04,BRAKE,1500.0,-49.166666666666664,-44.333333333333336,-1003.6666666666666,-178.0,47.0,2.1666666666666665,-35.362579399999994,149.16654686666666,45893.166666666664,121.16666666666667,214.5,-14.666666666666666,0.038467020417253174,0.0714080383380254,1.01499342918396,-0.1797634462515513,0.04486093937885016,-0.00034863191346327466
16:03:06,BRAKE,1500.0,-10.857142857142858,-12.0,-999.5714285714286,-95.0,-48.142857142857146,-4.857142857142857,-35.3625667,149.1665728,46099.42857142857,15.571428571428571,52.42857142857143,-6.285714285714286,0.018283836809652194,0.017380779708868692,1.0139271872384208,-0.0971759387425014,-0.0509700226664011,-0.007104683151867773
16:03:08,ALT_HOLD,1500.0,-6.833333333333333,-5.166666666666667,-981.8333333333334,104.5,-0.3333333333333333,-1.8333333333333333,-35.36256293333333,149.16658101666667,46206.166666666664,7.666666666666667,35.833333333333336,-1.6666666666666667,0.011948034438925484,0.0047815726332676904,1.013835569222768,0.10226000224550565,-0.0027980534359812737,-0.004177300783339888
16:03:10,AUTO,1500.0,-5.833333333333333,-2.3333333333333335,-949.3333333333334,-253.66666666666666,1.8333333333333333,-1.1666666666666667,-35.36255995,149.16658771666667,44666.0,12.333333333333334,28.333333333333332,171.83333333333334,0.0026464754870782294,-0.0017030485711681347,1.0100719332695007,-0.2583642192184925,-0.000574146086970965,-0.0034454711712896824
16:03:12,AUTO,1500.0,-5.125,17.5,-1084.875,462.875,-7.5,-1.0,-35.362557187499995,149.16659456250002,41898.75,16.625,23.125,46.0,0.0011636071358225308,-0.005722862377297133,1.0114718824625015,0.45943349972367287,-0.010337764193536714,-0.0032787970267236233
16:03:15,AUTO,1500.0,-27.5,-3.5,-1021.5,353.5,-33.0,-10.0,-35.3625493,149.166614,41987.0,106.0,113.0,-31.0,0.002897936385124922,-0.13324511051177979,1.0050957202911377,0.3653689920902252,-0.015058849938213825,-0.008132928982377052
16:03:24,BRAKE,1500.0,-6.0,-6.333333333333333,-993.1666666666666,-13.5,-42.666666666666664,5.166666666666667,-35.362511633333334,149.1666822,43937.666666666664,16.333333333333332,16.166666666666668,-7.0,0.005142347343886892,0.021818558392017923,1.0028756856918335,-0.014506200949350992,-0.04599088647713264,0.0037790247588418424
16:03:26,ALT_HOLD,1500.0,-4.0,-1.0,-986.0,-390.0,9.0,2.0,-35.3625088,149.1666849,44059.0,6.0,12.0,-3.0,-7.052835280774161e-05,0.0022648763842880726,1.0032844543457031,-0.39412057399749756,0.007045884151011705,-2.544466406106949e-05
16:03:30,AUTO,1500.0,-8.0,-7.75,-1088.125,194.375,-4.875,8.375,-35.3625032875,149.1666884125,40584.5,2.625,19.75,45.875,0.03200632450170815,-0.010654721590981353,1.0012165009975433,0.19634944200515747,-0.0077359171700663865,0.006522631651023403
16:03:32,AUTO,1500.0,-11.5,-9.666666666666666,-1020.0,-40.833333333333336,-49.666666666666664,11.0,-35.36249845,149.16669395,40464.833333333336,8.166666666666666,66.66666666666667,-25.333333333333332,0.028885861858725548,-0.06023176324864229,1.008102258046468,-0.04315596694747607,-0.05331219049791495,0.009149995748884976
16:03:46,AUTO,1500.0,-16.666666666666668,-5.0,-1037.0,5.666666666666667,39.333333333333336,4.666666666666667,-35.362451,149.16679779999998,44675.5,60.5,67.5,-22.5,-0.002390738809481263,-0.09113093465566635,1.0113286972045898,0.26624517515301704,0.07734287902712822,0.0039353856118395925
16:03:48,BRAKE,1500.0,-3.5,-13.0,-965.5,-556.0,-34.5,-6.0,-35.3624416,149.1668145,45391.0,8.0,-3.0,-12.0,-0.004507335368543863,0.1065996065735817,1.0108308792114258,-0.4889736771583557,-0.09531202167272568,-0.014859097078442574
16:03:50,BRAKE,1500.0,3.3333333333333335,3.3333333333333335,-1003.0,-197.0,6.666666666666667,5.333333333333333,-35.36244375,149.16681155,45459.5,-1.5,-17.5,-3.0,-0.012731688795611262,-0.0010050541313830763,1.0115845799446106,0.0471157431602478,-0.0003579556941986084,0.0032331313705071807
16:03:52,ALT_HOLD,1500.0,0.5,12.25,-1002.5,197.5,4.75,3.25,-35.36244490000001,149.1668105,45511.666666666664,6.333333333333333,-8.333333333333334,-2.0,-0.004422081867232919,-0.0006145930286341658,1.0118768215179443,0.4019408921400706,0.0034329399932175875,-0.00020633773722996315
16:03:54,AUTO,1500.0,0.5714285714285714,-42.714285714285715,-892.5714285714286,-608.0,2.4285714285714284,1.0,-35.36244515714286,149.16681114285714,44661.57142857143,6.857142857142857,-0.7142857142857143,126.71428571428571,-0.0009046683886221477,0.0004658434299926739,1.0111985887799944,-0.607140566621508,-0.000581024114840797,-0.0014451145460563047
16:04:00,AUTO,1500.0,-2.0,15.666666666666666,-1043.0,589.6666666666666,5.666666666666667,1.6666666666666667,-35.36244656666667,149.16681629999997,41650.666666666664,29.333333333333332,2.0,9.0,-0.020172738780577976,-0.0027244286611676216,1.0111829439798992,0.5892381171385447,0.0026130355739345155,-0.00033044395968317986
16:04:02,AUTO,1500.0,-10.25,-5.5,-1020.25,-53.75,8.5,-30.25,-35.362443600000006,149.16682179999998,41947.75,55.25,23.0,-38.0,-0.016056289663538337,-0.03969021886587143,0.990233838558197,-0.0549616739153862,0.005129605968249962,-0.03287973516853526
16:04:04,AUTO,1500.0,-12.0,-5.5,-987.5,25.5,15.5,3.8333333333333335,-35.362437750000005,149.16683078333332,42738.166666666664,53.333333333333336,26.0,-44.333333333333336,-0.002277718740515411,0.012980406327793995,0.9834064443906149,0.024863881058990955,0.012376806621129314,0.0020409360295161605
16:04:06,BRAKE,1500.0,-2.3333333333333335,7.666666666666667,-988.8333333333334,203.16666666666666,-5.5,0.8333333333333334,-35.36243356666667,149.16683593333335,43313.833333333336,15.833333333333334,-3.6666666666666665,-6.333333333333333,0.0035367559952040515,0.01779914686145882,0.9824512898921967,0.20285271480679512,-0.009109668976937732,-0.0014555367330710094
16:04:07,BRAKE,1500.0,-1.25,28.25,-1000.75,278.5,1.5,5.0,-35.362433025,149.166835575,43353.0,5.25,-6.5,-2.25,-0.003919293289072812,-0.0010864918913284782,0.9832450300455093,0.2758334632962942,-0.001869151252321899,0.0028908138046972454
16:04:09,ALT_HOLD,1500.0,-3.5,3.8333333333333335,-981.1666666666666,-34.666666666666664,4.833333333333333,3.0,-35.36243125,149.1668341333333,43392.166666666664,2.0,-0.6666666666666666,0.6666666666666666,0.014730799128301442,-0.002500967515516095,0.983020563920339,-0.033963424464066826,0.0017296021105721593,0.0009648169701298078
16:04:16,AUTO,1500.0,-3.0,12.666666666666666,-996.0,263.3333333333333,9.666666666666666,2.6666666666666665,-35.3624222,149.16683315,39247.0,2.0,6.5,-20.0,0.02152582537382841,0.00732386251911521,0.983947217464447,0.4718227684497833,0.0070420983247458935,-0.0010514332680031657
16:04:23,BRAKE,1500.0,-0.6666666666666666,3.8333333333333335,-1000.1666666666666,21.0,-2.3333333333333335,3.5,-35.36241936666667,149.16684368333333,40561.5,5.5,-6.833333333333333,-5.5,-0.0002089388823757569,0.0006959498859941959,0.9829200605551401,0.020870471994082134,-0.006265946043034394,0.001188813941553235
16:04:25,ALT_HOLD,1500.0,-1.8333333333333333,-5.0,-996.0,-134.33333333333334,7.0,3.5,-35.36241818333333,149.16684275,40644.666666666664,0.3333333333333333,0.3333333333333333,-2.0,0.009980331640690565,-0.00014485161712703606,0.9833413660526276,-0.13490002850691477,0.0038004662298286953,0.0011221034607539575
16:04:28,AUTO,1500.0,-3.6666666666666665,-1.6666666666666667,-935.6666666666666,-590.0,18.666666666666668,-4.666666666666667,-35.36241663333333,149.1668427333333,39171.666666666664,2.3333333333333335,1.3333333333333333,174.66666666666666,-0.010180221676516036,0.0005575008205293367,0.981618603070577,-0.5945353110631307,0.015256247793634733,-0.007801372790709138
16:04:30,AUTO,1500.0,-0.6666666666666666,-14.0,-1051.3333333333333,-443.6666666666667,12.333333333333334,6.333333333333333,-35.362415,149.16684379999998,36709.0,2.0,12.5,-1.5,-0.005246683722361922,0.0005836373311467469,0.9835592806339264,-0.3011646531522274,0.005612146575003862,0.00573917047586292
16:04:35,AUTO,1500.0,0.0,-11.5,-1005.1666666666666,-86.66666666666667,6.5,2.0,-35.36241531666667,149.16684643333335,36890.333333333336,7.666666666666667,4.666666666666667,-22.5,-0.012622032159318527,0.008242936960111061,0.9840259552001953,-0.08676247050364812,0.0027131054860850177,-0.00022198213264346123
16:04:37,AUTO,1500.0,-0.75,1.5,-989.5,-64.0,-1.5,4.25,-35.36241545,149.16684800000002,37219.75,13.5,-12.0,-7.5,-0.007255254895426333,0.0060412101447582245,0.9833481013774872,-0.11230951733887196,-0.004802908923011273,0.0012761045945808291
16:04:39,AUTO,1500.0,-4.428571428571429,-2.5714285714285716,-1010.5714285714286,-139.0,-0.8571428571428571,4.0,-35.36241401428571,149.16684744285712,37313.0,10.571428571428571,4.142857142857143,-12.857142857142858,0.011233155087601128,-0.015087645367852278,0.9831711224147252,-0.13971600362232753,-0.00490160722152463,0.0013710732039596354
16:04:41,AUTO,1500.0,-4.166666666666667,-1.5,-985.0,-19.666666666666668,18.5,3.8333333333333335,-35.362410733333334,149.16685036666664,37936.666666666664,-3.5,20.333333333333332,-29.833333333333332,0.020753011883546908,0.014202876385146132,0.983281801144282,-0.020863526811202366,0.014634474491079649,0.0011567168403416872
16:04:45,BRAKE,1500.0,-3.4,-9.2,-1005.2,-20.6,37.6,2.8,-35.36240962,149.16685428,38491.8,-3.2,31.6,-34.6,0.012322465889155865,0.0013401062693446874,0.9831781387329102,-0.021668080240488052,0.033881128579378125,0.00012288233265280723
16:04:47,BRAKE,1500.0,-0.5,-21.25,-982.0,-297.25,-3.75,2.75,-35.362409050000004,149.166857825,38962.5,-10.0,12.75,-11.5,0.0055056282435543835,0.008762938436120749,0.9839068651199341,-0.2614554315805435,-0.005597942392341793,0.0006093557458370924
16:04:49,ALT_HOLD,1500.0,0.0,-32.0,-939.5,-377.0,-2.0,-0.5,-35.36240975,149.16685934999998,39105.0,-5.5,5.0,7.0,0.0021568748634308577,0.000544660115338047,0.9838564395904541,-0.37505545374006033,-0.005977822933346033,-0.0037043909542262554
16:04:51,AUTO,1500.0,-0.16666666666666666,15.0,-970.0,716.1666666666666,9.5,9.333333333333334,-35.362410016666665,149.1668604,37491.5,-0.5,5.5,168.33333333333334,0.01402586861513555,0.0009929222045078252,0.982527881860733,0.7167670379082361,0.005708817780638735,0.006302017640943329
16:04:53,AUTO,1500.0,-0.6666666666666666,2.5,-1083.8333333333333,-6.333333333333333,7.833333333333333,5.5,-35.36241003333333,149.16686243333334,35113.166666666664,6.5,4.166666666666667,24.0,-0.00611961969116237,0.0008426026300488351,0.9837600290775299,-0.009381757428248724,0.003817082615569234,0.002699106427220007
16:04:55,AUTO,1500.0,-1.0,-2.3333333333333335,-997.8333333333334,-51.833333333333336,4.0,4.666666666666667,-35.3624096,149.16686453333332,35274.5,11.0,-2.1666666666666665,-20.166666666666668,-0.005722622464721401,0.0053994151918838424,0.9837551315625509,-0.05413264284531275,3.314305407305559e-05,0.0019038557851066191
16:04:57,AUTO,1500.0,-0.5,3.1666666666666665,-984.8333333333334,-32.833333333333336,-1.3333333333333333,1.6666666666666667,-35.36240885,149.16686463333335,35557.166666666664,5.166666666666667,-6.0,-2.1666666666666665,0.0023847577006866536,0.0027490477053409754,0.9834017058213552,-0.03476985916495323,-0.005769866984337568,-0.0015291959280148149
16:04:59,AUTO,1500.0,-2.142857142857143,-10.714285714285714,-1016.7142857142857,-135.42857142857142,9.142857142857142,3.2857142857142856,-35.36240765714286,149.1668646,35689.42857142857,2.142857142857143,10.142857142857142,-17.857142857142858,0.012003912523921047,-0.00781654568189489,0.9836710776601519,-0.1363571775811059,0.005173514796687024,0.00027010047675243447
16:05:01,AUTO,1500.0,-0.5,0.0,-980.3333333333334,118.83333333333333,5.0,3.6666666666666665,-35.36240673333334,149.16686733333333,36263.166666666664,-2.5,6.5,-16.833333333333332,0.005452650249935687,0.015244135322670141,0.9836472769578298,0.11752748986085255,0.0006727339544643959,0.000642618048004806
16:05:03,BRAKE,1500.0,0.5,-3.3333333333333335,-1014.6666666666666,-105.5,-4.0,2.3333333333333335,-35.36240731666667,149.16686803333332,36363.5,1.1666666666666667,0.6666666666666666,-2.1666666666666665,-0.0031854668389617777,-0.00652587330841925,0.983324666817983,-0.10784218957026799,-0.008633080559472242,-0.0006938402463371555
16:05:05,BRAKE,1500.0,-0.6666666666666666,-0.8333333333333334,-992.0,78.33333333333333,2.8333333333333335,3.6666666666666665,-35.36240726666667,149.16687006666666,36620.833333333336,8.833333333333334,0.5,-10.333333333333334,-0.005010743955305467,0.009550497634336352,0.983464926481247,0.07695964723825455,-0.0013084562961012125,0.0007492907267684737
16:05:11,ALT_HOLD,1500.0,0.0,17.0,-995.3333333333334,545.3333333333334,-1.6666666666666667,2.0,-35.362407,149.16687073333333,36765.333333333336,8.0,-8.0,-0.3333333333333333,0.004751709813717753,0.0033112430634597936,0.982434074083964,0.5455081065495809,-0.005968423405041297,-0.0012542807186643283
16:05:13,AUTO,1500.0,0.0,14.166666666666666,-908.3333333333334,-265.5,2.5,12.333333333333334,-35.36240683333333,149.1668709333333,35683.0,3.3333333333333335,-0.5,148.5,-0.0020123986372103295,6.048103508267862e-05,0.9830584625403086,-0.270045963426431,-0.0019483432018508513,0.009216437969977656
16:05:15,AUTO,1500.0,-0.6666666666666666,-1.3333333333333333,-1098.5,-506.6666666666667,1.6666666666666667,6.333333333333333,-35.36240738333333,149.16687293333334,32773.666666666664,3.0,3.0,58.5,-0.01930324888477723,0.0018026759401739885,0.9831008513768514,-0.5110138480861982,-0.0026524330023676157,0.0033694551093503833
16:05:17,AUTO,1500.0,-3.0,2.1666666666666665,-1004.3333333333334,13.5,4.833333333333333,4.166666666666667,-35.362406533333335,149.16687401666667,32684.0,5.0,-0.3333333333333333,-19.0,0.007400022693521653,0.0030044938903301954,0.9835430383682251,0.012728945662577948,0.0008583154994994402,0.0012189755992343028
16:05:21,BRAKE,1500.0,-0.4,-12.0,-1010.8,-321.6,2.4,7.0,-35.362404240000004,149.16687298,33050.6,-16.2,13.6,-4.0,0.01677343398332596,-0.004697719309478998,0.9831313252449035,-0.32339984774589536,-0.002215950144454837,0.003865821473300457
16:05:23,BRAKE,1500.0,0.0,-3.2857142857142856,-990.4285714285714,20.571428571428573,4.285714285714286,3.5714285714285716,-35.36240408571429,149.16687442857142,33304.28571428572,-15.857142857142858,13.428571428571429,-6.857142857142857,0.017889302223920822,0.006700812572879451,0.9835102302687508,0.0192743827189718,0.00031847732939890454,0.00023681314529052803
