time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,lat,lon,relative_alt,vx,vy,vz
12:39:17,-0.005397544548031874,0.0384065005928278,0.28261397778987885,0.26518307998776436,-0.002323878346942365,-0.005371833452954888,RTL,36.0,22.5,-1004.5,266.0,-0.5,-3.5,1500.0,-35.363201450000005,149.165257,49993.0,-169.0,-31.0,0.0
12:39:19,-0.024656666442751884,0.03840322606265545,0.28347229957580566,-0.3418133482336998,0.002489074016921222,0.0037286514416337013,RTL,35.0,16.0,-996.5,-338.5,4.0,5.5,1500.0,-35.363231049999996,149.1652477,49990.0,-167.0,-37.0,0.0
12:39:21,-0.007052441360428929,-0.05115563049912453,0.28546491265296936,0.5322185978293419,-0.0462100263684988,0.003713309415616095,RTL,17.5,19.5,-1003.5,533.0,-44.5,5.0,1500.0,-35.363256899999996,149.16523899999999,49997.5,-99.0,-25.5,0.0
12:39:23,-0.01325006177648902,-0.0005387716228142381,0.28399746119976044,-0.42289720475673676,0.029501250945031643,-0.0044567217119038105,RTL,0.0,-14.5,-1004.5,-420.5,31.0,-2.0,1500.0,-35.363263,149.1652378,49977.0,2.0,-6.5,0.0
12:39:25,-0.0032468116842210293,-0.003190151124726981,0.2828436493873596,0.34731520619243383,-0.015541885048151016,0.004441310535185039,RTL,0.0,6.0,-1001.5,347.0,-13.5,5.5,1500.0,-35.363263599999996,149.16523834999998,49980.5,-7.0,-14.0,0.0
12:39:27,-0.006700417958199978,-0.004358064616099,0.2829260528087616,-0.4251238703727722,0.005112434853799641,-0.0006950637325644493,RTL,-3.0,-7.5,-1004.5,-423.0,6.0,1.0,1500.0,-35.36326375,149.1652376,49980.0,5.0,-8.0,0.0
12:39:29,0.01900829840451479,0.00025149678549496457,0.28356149792671204,0.2652868628501892,0.0013900953927077353,0.0018805860308930278,RTL,-1.0,-0.5,-1002.5,266.0,2.5,4.0,1500.0,-35.363262649999996,149.16523619999998,49982.5,2.0,3.5,0.0
12:39:31,0.011141212657094002,-0.00021527640637941658,0.2836987227201462,0.9391452968120575,0.006675991928204894,0.0017428925493732095,RTL,-2.0,74.0,-976.5,944.0,8.0,3.5,1500.0,-35.36326205,149.16523585,49059.5,-2.0,10.5,103.5
12:39:33,0.007082324242219329,0.001556253177113831,0.28439465165138245,0.5020678341388702,-0.0038217632099986076,0.003573742927983403,RTL,0.5,55.0,-1041.0,507.5,-2.5,5.5,1500.0,-35.3632618,149.16523565,46813.5,-4.0,16.0,98.0
12:39:35,0.0057166824117302895,0.0035758442245423794,0.28402942419052124,1.118638813495636,0.000335844699293375,-0.001239911187440157,RTL,0.5,70.5,-998.0,1123.5,2.0,1.0,1500.0,-35.36326185,149.1652369,44762.0,-3.5,9.5,97.5
12:39:37,-0.009399633388966322,0.002982945996336639,0.28359754383563995,1.1542044281959534,3.767176531255245e-05,0.009377863490954041,RTL,1.0,67.5,-1020.5,1158.5,2.0,11.0,1500.0,-35.36326235,149.1652388,42730.5,-0.5,-1.0,94.5
12:39:39,0.006894412217661738,-0.0009709311416372657,0.28321340680122375,1.2999332547187805,-0.0021265081013552845,0.0012256631162017584,RTL,-1.0,74.0,-1019.5,1303.5,-0.5,3.0,1500.0,-35.36326255,149.16523884999998,40680.5,1.0,-11.0,95.0
12:39:41,0.01660662703216076,0.0022221195977181196,0.28373734652996063,1.4841275215148926,0.0021467890474013984,0.004301009583286941,RTL,0.0,62.0,-978.0,1485.5,3.5,6.5,1500.0,-35.3632622,149.165238,38641.0,0.0,-3.5,101.0
12:39:43,0.015667731408029795,0.0016371196834370494,0.2835736721754074,1.2306826710700989,-0.002821842674165964,0.0008157824631780386,RTL,-0.5,23.5,-996.0,1230.5,-0.5,2.5,1500.0,-35.3632622,149.1652384,36611.5,0.0,-7.0,98.5
12:39:45,0.015626247972249985,0.00023585169674333883,0.2837674766778946,1.4188374280929565,-0.011961281299591064,0.0013544587418437004,RTL,0.5,52.0,-1047.5,1419.5,-9.5,3.0,1500.0,-35.3632622,149.16523825000002,34574.5,0.0,-6.0,100.0
12:39:47,0.0324402991682291,-0.0011809943243861198,0.28366731107234955,1.2704405784606934,-0.0044678724952973425,-0.009029213106259704,RTL,0.0,39.0,-1022.5,1270.5,-2.5,-6.0,1500.0,-35.36326205,149.16523684999999,32543.0,-1.0,0.5,99.0
12:39:49,0.011247791349887848,0.00141651596641168,0.28326086699962616,-0.41254185140132904,-0.002112663467414677,-0.004924069391563535,RTL,1.0,-54.5,-1007.5,-414.5,-0.5,-2.0,1500.0,-35.3632618,149.1652364,30511.0,-3.0,6.5,101.0
12:39:51,0.006756306160241365,0.00608875066973269,0.2853208929300308,0.48884737491607666,0.0005042566917836666,0.0011658595176413655,RTL,4.5,-26.0,-969.5,486.5,2.0,3.0,1500.0,-35.363261949999995,149.16523790000002,28467.5,-1.0,3.0,104.5
12:39:53,-0.012010775972157717,0.00014932008343748748,0.28453798592090607,0.24343442171812057,-0.0038592233904637396,0.008158686105161905,RTL,0.5,-33.0,-971.5,240.5,-2.0,10.0,1500.0,-35.36326285,149.1652409,26432.5,3.5,-23.5,101.0
12:39:55,0.00990787404589355,-0.005285923834890127,0.2824295461177826,-0.7632586061954498,-0.0011798139894381166,0.0003528991946950555,RTL,-3.5,-61.5,-1002.5,-765.0,0.5,2.5,1500.0,-35.363262750000004,149.16523855,24379.5,5.0,-20.0,102.0
12:39:57,0.009218505816534162,0.00022235846699913964,0.2843565046787262,-1.3670738339424133,0.0006190638523548841,-0.001316469511948526,RTL,-3.0,-71.5,-987.5,-1368.0,2.0,1.0,1500.0,-35.36326185,149.16523595,22340.5,-1.5,5.5,100.5
12:39:59,0.0012376465529087,0.0024668535916134715,0.28486649692058563,-1.444149136543274,-0.0020618817070499063,0.005002611083909869,RTL,0.0,-69.5,-990.5,-1443.0,0.0,7.0,1500.0,-35.3632614,149.1652352,20303.5,-6.0,15.0,101.5
12:40:01,-0.015249894931912422,0.004801324335858226,0.2843952178955078,-1.2735215425491333,0.003845912404358387,-0.006991046713665128,RTL,2.0,-35.0,-1027.5,-1269.5,5.5,-4.5,1500.0,-35.3632615,149.16523615,18263.5,-6.0,16.5,103.0
12:40:03,-0.02046570274978876,0.0007266509637702256,0.2839176505804062,-0.9952190518379211,0.0011911526089534163,-0.0013354805996641517,RTL,1.5,-18.0,-1014.5,-991.0,3.0,1.0,1500.0,-35.36326205,149.16523755,16220.0,-2.5,1.5,102.0
12:40:05,-0.025858694687485695,0.001705992326606065,0.2839415371417999,-0.9915599822998047,0.0058455748949199915,0.0024858087999746203,RTL,1.0,-9.5,-1039.5,-987.0,7.5,4.5,1500.0,-35.3632623,149.16523805,14191.0,0.0,-2.0,100.5
12:40:07,-0.01970713958144188,-0.0008715778531040996,0.28346237540245056,-0.8759059607982635,0.004148490959778428,0.0021181509364396334,RTL,-2.0,-8.5,-1007.0,-871.0,6.5,4.5,1500.0,-35.3632624,149.16523805,12142.0,1.0,-4.0,100.5
12:40:09,0.012407540110871196,-0.0013847274822182953,0.28399698436260223,-0.04310314357280731,-0.0014118108665570617,0.0014284313656389713,RTL,0.0,-19.0,-1020.0,-43.5,0.0,3.5,1500.0,-35.3632622,149.16523705,10674.0,0.0,1.0,25.0
12:40:11,0.008661161758936942,0.00036536801962938625,0.2841547727584839,-0.5738445967435837,0.002933188807219267,-0.0009615446324460208,RTL,0.0,-41.5,-987.0,-573.5,4.0,1.5,1500.0,-35.363261949999995,149.1652363,10148.5,-1.0,6.5,33.0
