time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,alt,lat,lon,relative_alt,vx,vy,vz
16:55:27,-0.0006769783794879913,0.0011538529070094228,0.025946518406271935,0.0002943340805359185,0.0002983726153615862,0.002233656356111169,0.0,1.0,-1000.0,0.0,0.0,1.0,STABILIZE,583960.0,-35.3632622,149.1652376,0.0,-1.0,2.0,1.0
16:55:31,-0.0012538247974589467,0.0009308858037305375,0.02469512199362119,0.0003070160358523329,0.0002900518399352829,0.0018980680033564568,0.0,1.0,-1000.0,0.0,1.0,0.0,STABILIZE,583960.0,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0
16:55:33,-0.0012054360122419894,0.0009245278779417276,0.024141749367117882,0.000297114544082433,0.0002276995510328561,0.0017170350183732808,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,583960.0,-35.3632622,149.1652375,0.0,-1.0,0.4,0.4
16:55:39,-0.0011105264129582793,0.0009765756112756208,0.022680204827338457,0.00023071558098308742,0.0003342177515150979,0.0015746313438285142,0.0,1.0,-1000.0,1.0,0.0,0.5,STABILIZE,583960.0,-35.3632622,149.1652375,0.0,-1.0,0.5,0.0
16:55:41,-0.0011112216743640602,0.0009959095041267574,0.02225069608539343,0.0003211709554307163,0.00023008440621197224,0.0015484950272366405,0.0,1.5,-1000.0,0.5,0.0,0.5,STABILIZE,583965.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
16:55:43,-0.0011163239056865375,0.0009879821833843987,0.0218922458589077,0.00030461799663801986,0.00020487779208148518,0.0014792121558760603,0.0,1.2,-1000.0,0.4,0.6,0.4,STABILIZE,583970.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
16:55:45,-0.0009804375149542466,0.000982669327640906,0.021520718932151794,0.0002678230084711686,0.0002728587423916906,0.0014057655062060803,0.0,1.5,-1000.0,0.25,0.5,0.25,STABILIZE,583970.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
16:55:47,-0.0010342114449789126,0.0009912718863536913,0.021207839561005432,0.0002658200974110514,0.00025655133261655766,0.0013891158159822226,0.0,1.3333333333333333,-1000.0,0.5,0.3333333333333333,0.16666666666666666,AUTO,583970.0,-35.3632622,149.1652375,2.5,-1.0,0.8333333333333334,0.0
16:55:49,-0.0007912542011278371,0.0012983415896693866,0.020900787475208443,0.0003240880129548411,0.00029251407249830663,0.0013438483195689817,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,AUTO,583970.0,-35.3632622,149.1652375,5.666666666666667,0.0,0.0,0.0
16:55:51,0.0013606567517854273,0.0008805548350210302,0.020623528709014256,0.0005020844594885906,0.00016444477175051966,0.0013399295470056434,0.0,0.5,-1084.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,AUTO,584118.3333333334,-35.363262166666665,149.1652375,153.83333333333334,0.0,0.0,-44.0
16:55:53,0.042730710779627167,-0.0006091370790575942,0.004410356283187866,-0.012696984534462294,0.016013718753432233,-0.028114335262216628,0.6666666666666666,-5.0,-1000.0,-12.166666666666666,16.833333333333332,-28.666666666666668,AUTO,586465.0,-35.36326173333333,149.16523908333332,2500.8333333333335,5.0,30.333333333333332,-147.33333333333334
