,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG
16:27:18.104,300000.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,28670.0,1040.0,0.0,1800.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:22.137,200.0,0.25,0.1,1000.0,30.0,2.6,8600.0,1000.0,23931.0,1180.0,0.0,2000.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:26.176,300000.0,0.25,0.1,1000.0,30.0,3.0,500.0,1000.0,15725.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:30.190,200.0,0.25,0.1,1000.0,30.0,2.9,500.0,1000.0,26616.0,3000.0,0.0,2000.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:34.205,200.0,0.25,0.1,1000.0,30.0,4.2,11100.0,1000.0,31870.0,820.0,0.0,2000.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:38.248,255083.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,30365.0,900.0,0.0,950.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:42.293,300000.0,0.25,0.1,1000.0,30.0,2.5,18000.0,1000.0,15979.0,1320.0,0.0,600.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:46.321,106774.0,0.25,0.1,1000.0,30.0,0.2,500.0,1000.0,29207.0,1060.0,0.0,1400.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:50.341,13604.0,0.25,0.1,1000.0,30.0,5.1,12800.0,1000.0,12341.0,2580.0,0.0,1550.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:54.367,137335.0,0.25,0.1,1000.0,30.0,1.2,10500.0,1000.0,0.0,3000.0,0.0,150.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27:58.408,300000.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,32000.0,290.0,0.0,1950.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:02.438,281644.0,0.25,0.1,1000.0,30.0,1.0,500.0,1000.0,15881.0,1100.0,0.0,650.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:06.462,223957.0,0.25,0.1,1000.0,30.0,4.1,15900.0,1000.0,22527.0,720.0,0.0,2000.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:10.477,50252.0,0.25,0.1,1000.0,30.0,0.0,6200.0,1000.0,2911.0,2330.0,0.0,800.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:14.024,149818.0,0.25,0.1,1000.0,30.0,5.1,3200.0,1000.0,32000.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:18.057,300000.0,0.25,0.1,1000.0,30.0,0.0,9900.0,1000.0,16859.0,3000.0,0.0,1250.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:22.086,230148.0,0.25,0.1,1000.0,30.0,2.7,18000.0,1000.0,11261.0,2820.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:26.109,200.0,0.25,0.1,1000.0,30.0,0.2,9900.0,1000.0,32000.0,3000.0,0.0,2000.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:30.131,90259.0,0.25,0.1,1000.0,30.0,5.1,9700.0,1000.0,27492.0,0.0,0.0,650.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:34.145,200.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,31180.0,0.0,0.0,1000.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:38.175,300000.0,0.25,0.1,1000.0,30.0,4.8,1200.0,1000.0,26398.0,10.0,0.0,2000.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:42.231,300000.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,13975.0,1840.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28:46.261,300000.0,0.25,0.1,1000.0,30.0,3.7,12100.0,1000.0,2208.0,770.0,0.0,700.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
