,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
03:48:37.207,195656.0,1.1,2.0,10.1,0.25,5.1,0.0,24706.0,430.0,1.0
03:48:41.234,300000.0,0.9,1.3,-3.8,0.25,4.1,0.0,0.0,400.0,1.0
03:48:45.273,140630.0,1.1,1.3,6.3,0.25,0.0,0.0,16286.0,560.0,1.0
03:48:49.298,44822.0,0.6,1.1,8.4,0.25,2.1,0.0,6395.0,0.0,1.0
03:48:53.328,290605.0,0.3,0.6,10.1,0.25,4.5,0.0,22731.0,1000.0,1.0
03:48:57.351,119534.0,0.8,1.8,2.8,0.25,0.5,0.0,13265.0,0.0,1.0
03:49:01.365,200.0,0.7,0.2,10.1,0.25,0.0,0.0,14644.0,710.0,1.0
03:49:05.396,300000.0,0.0,1.0,10.1,0.25,3.6,0.0,0.0,260.0,1.0
03:49:09.417,82468.0,0.1,1.0,10.1,0.25,2.4,0.0,32000.0,0.0,1.0
03:49:13.454,126985.0,0.0,0.3,-3.4,0.25,0.0,0.0,23694.0,420.0,1.0
03:49:17.467,3438.0,0.0,0.0,4.7,0.25,2.5,0.0,599.0,550.0,1.0
03:49:21.497,300000.0,0.5,0.4,-10.0,0.25,5.1,0.0,32000.0,300.0,1.0
03:49:25.022,242268.0,0.3,0.6,5.8,0.25,3.4,0.0,25740.0,950.0,1.0
03:49:29.072,141971.0,0.4,0.8,-7.7,0.25,0.0,0.0,4769.0,470.0,1.0
03:49:33.106,300000.0,0.1,0.6,-2.9,0.25,2.6,0.0,8568.0,880.0,1.0
03:49:37.135,263967.0,0.2,1.2,10.1,0.25,1.2,0.0,0.0,170.0,1.0
03:49:41.181,275714.0,0.9,2.0,6.6,0.25,5.1,0.0,1985.0,350.0,1.0
03:49:45.207,121742.0,0.5,0.9,2.6,0.25,0.0,0.0,11526.0,620.0,1.0
03:49:49.239,300000.0,1.0,0.5,-10.0,0.25,3.4,0.0,0.0,40.0,1.0
03:49:53.282,300000.0,1.0,2.0,10.1,0.25,2.4,0.0,12392.0,0.0,1.0
03:49:57.299,14335.0,0.3,1.8,-7.8,0.25,0.0,0.0,5704.0,200.0,1.0
03:50:01.332,294990.0,0.9,1.2,-9.0,0.25,0.3,0.0,30497.0,370.0,1.0
03:50:05.359,100524.0,0.7,1.4,0.3,0.25,0.9,0.0,22801.0,230.0,1.0
03:50:09.378,21986.0,0.7,1.4,-1.6,0.25,3.4,0.0,32000.0,870.0,1.0
03:50:13.404,195135.0,0.3,2.0,-10.0,0.25,2.6,0.0,23247.0,580.0,1.0
03:50:17.440,300000.0,0.6,0.8,-8.2,0.25,3.5,0.0,28718.0,710.0,1.0
03:50:21.462,95573.0,0.4,0.4,3.0,0.25,5.0,0.0,32000.0,0.0,1.0
03:50:25.491,253783.0,1.1,0.6,-10.0,0.25,4.1,0.0,25097.0,80.0,1.0
03:50:29.013,169178.0,0.0,0.4,8.9,0.25,1.1,0.0,0.0,710.0,1.0
03:50:33.045,300000.0,0.7,2.0,-0.7,0.25,2.3,0.0,8478.0,60.0,1.0
03:50:37.078,270744.0,0.4,1.9,-8.8,0.25,0.0,0.0,0.0,60.0,1.0
03:50:41.108,161413.0,0.9,0.9,4.0,0.25,5.1,0.0,24486.0,1000.0,1.0
03:50:45.137,251368.0,0.9,0.3,5.9,0.25,0.6,0.0,17644.0,570.0,1.0
03:50:49.169,229055.0,0.7,1.4,6.4,0.25,5.1,0.0,32000.0,290.0,1.0
03:50:53.184,200.0,1.1,1.0,-8.4,0.25,4.3,0.0,0.0,840.0,1.0
03:50:57.211,196326.0,1.0,1.2,2.9,0.25,1.4,0.0,16207.0,230.0,1.0
03:51:01.252,300000.0,1.1,0.0,4.8,0.25,1.6,0.0,13501.0,990.0,1.0
03:51:05.277,152744.0,0.3,2.0,-10.0,0.25,3.4,0.0,32000.0,800.0,1.0
03:51:09.292,200.0,0.2,1.7,-3.1,0.25,0.0,0.0,32000.0,830.0,1.0
03:51:13.305,200.0,1.1,2.0,10.1,0.25,0.6,0.0,32000.0,760.0,1.0
03:51:17.335,200.0,0.8,0.0,-10.0,0.25,2.7,0.0,8385.0,120.0,1.0
03:51:21.359,75622.0,1.1,1.5,5.9,0.25,0.0,0.0,28366.0,850.0,1.0
03:51:25.410,200.0,0.4,1.2,-9.5,0.25,5.1,0.0,0.0,1000.0,1.0
03:51:29.446,152053.0,0.6,0.7,10.1,0.25,0.8,0.0,32000.0,320.0,1.0
03:51:33.472,33060.0,1.1,1.9,-10.0,0.25,2.2,0.0,9521.0,1000.0,1.0
03:51:37.486,34142.0,0.1,2.0,-10.0,0.25,5.1,0.0,10412.0,0.0,1.0
03:51:41.508,90048.0,1.1,0.0,1.4,0.25,2.6,0.0,12801.0,1000.0,1.0
03:51:45.049,300000.0,0.5,0.0,9.5,0.25,0.2,0.0,23402.0,440.0,1.0
03:51:49.071,200.0,0.7,0.0,0.9,0.25,4.0,0.0,22179.0,510.0,1.0
03:51:53.094,99706.0,0.0,2.0,4.0,0.25,3.6,0.0,32000.0,0.0,1.0
03:51:57.125,300000.0,1.1,1.6,10.1,0.25,4.1,0.0,0.0,1000.0,1.0
03:52:01.161,265805.0,0.7,0.6,-10.0,0.25,5.1,0.0,630.0,0.0,1.0
03:52:05.190,245774.0,0.4,1.8,-10.0,0.25,0.3,0.0,17092.0,940.0,1.0
03:52:09.214,153410.0,0.4,0.4,-10.0,0.25,1.9,0.0,0.0,170.0,1.0
03:52:13.246,300000.0,0.0,1.9,7.5,0.25,1.5,0.0,0.0,250.0,1.0
03:52:17.270,167854.0,0.1,2.0,2.4,0.25,4.4,0.0,15878.0,480.0,1.0
03:52:21.304,300000.0,0.0,0.0,3.0,0.25,1.9,0.0,6817.0,540.0,1.0
03:52:25.326,200.0,1.1,2.0,10.1,0.25,0.7,0.0,28219.0,470.0,1.0
03:52:29.347,122305.0,0.6,0.0,-7.9,0.25,2.5,0.0,9259.0,0.0,1.0
03:52:33.381,300000.0,0.5,1.6,-3.1,0.25,3.7,0.0,26927.0,0.0,1.0
03:52:37.409,173321.0,1.1,2.0,4.8,0.25,5.1,0.0,22171.0,10.0,1.0
03:52:41.447,198959.0,0.0,0.0,10.1,0.25,5.1,0.0,32000.0,520.0,1.0
03:52:45.473,106235.0,0.6,0.9,5.8,0.25,0.7,0.0,2755.0,850.0,1.0
03:52:49.500,177333.0,0.7,1.6,-10.0,0.25,2.4,0.0,7877.0,680.0,1.0
03:52:53.062,300000.0,0.8,0.0,-10.0,0.25,0.0,0.0,0.0,280.0,1.0
03:52:57.089,110743.0,0.7,1.4,-8.4,0.25,2.1,0.0,17362.0,320.0,1.0
03:53:01.120,192828.0,0.9,0.6,7.1,0.25,1.7,0.0,18704.0,490.0,1.0
03:53:05.145,136257.0,0.7,1.1,-5.6,0.25,0.0,0.0,32000.0,1000.0,1.0
03:53:09.172,227297.0,0.7,0.6,10.1,0.25,2.9,0.0,3539.0,450.0,1.0
03:53:13.205,186491.0,1.1,1.5,-10.0,0.25,1.5,0.0,0.0,990.0,1.0
03:53:17.269,249156.0,0.8,1.3,4.9,0.25,1.6,0.0,29299.0,380.0,1.0
03:53:21.299,261044.0,0.6,1.4,-10.0,0.25,0.7,0.0,8002.0,790.0,1.0
03:53:25.328,69321.0,0.0,0.0,7.7,0.25,0.8,0.0,0.0,260.0,1.0
03:53:29.353,200.0,1.1,2.0,6.2,0.25,1.4,0.0,8721.0,1000.0,1.0
03:53:33.373,200.0,0.9,0.0,-4.1,0.25,4.6,0.0,29951.0,510.0,1.0
03:53:37.411,189359.0,0.7,0.8,2.2,0.25,1.3,0.0,32000.0,120.0,1.0
03:53:41.444,233797.0,0.3,0.5,-10.0,0.25,0.0,0.0,9535.0,880.0,1.0
03:53:45.477,249582.0,1.1,1.3,-10.0,0.25,5.1,0.0,21324.0,1000.0,1.0
03:53:49.019,108877.0,1.1,1.1,3.3,0.25,4.9,0.0,28442.0,840.0,1.0
03:53:53.052,300000.0,0.9,1.9,-5.9,0.25,0.1,0.0,8509.0,0.0,1.0
03:53:57.067,200.0,0.4,1.4,-10.0,0.25,5.1,0.0,32000.0,1000.0,1.0
03:54:01.091,200.0,0.9,0.3,-0.3,0.25,0.0,0.0,5535.0,0.0,1.0
03:54:05.136,244681.0,0.2,0.6,-6.7,0.25,2.3,0.0,11548.0,770.0,1.0
03:54:09.174,225110.0,0.8,1.3,3.1,0.25,5.1,0.0,15007.0,420.0,1.0
03:54:13.207,244997.0,0.9,2.0,1.3,0.25,4.6,0.0,10662.0,1000.0,1.0
03:54:17.247,282334.0,0.8,1.0,2.9,0.25,4.4,0.0,32000.0,940.0,1.0
03:54:21.291,198493.0,0.6,0.5,-5.9,0.25,2.4,0.0,32000.0,390.0,1.0
03:54:25.326,229633.0,0.6,0.5,-0.5,0.25,5.1,0.0,15665.0,200.0,1.0
03:54:29.346,72379.0,1.1,0.0,10.1,0.25,2.3,0.0,32000.0,530.0,1.0
03:54:33.382,100994.0,1.1,2.0,10.1,0.25,4.9,0.0,30849.0,1000.0,1.0
03:54:37.424,300000.0,0.0,0.6,10.1,0.25,0.0,0.0,21552.0,70.0,1.0
03:54:41.443,200.0,0.0,0.3,-3.0,0.25,3.9,0.0,19956.0,860.0,1.0
03:54:45.471,130500.0,0.2,0.0,-8.0,0.25,1.5,0.0,0.0,450.0,1.0
03:54:49.503,114311.0,0.5,0.0,8.0,0.25,5.1,0.0,24049.0,0.0,1.0
03:54:53.031,172969.0,0.0,2.0,-3.9,0.25,0.0,0.0,0.0,610.0,1.0
03:54:57.062,300000.0,0.9,1.5,-7.8,0.25,0.0,0.0,3773.0,450.0,1.0
03:55:01.083,200.0,0.0,0.0,-7.3,0.25,0.4,0.0,17194.0,490.0,1.0
03:55:05.116,269052.0,0.0,1.0,2.4,0.25,0.8,0.0,13618.0,0.0,1.0
03:55:09.143,14674.0,0.0,1.9,8.0,0.25,0.0,0.0,19417.0,380.0,1.0
03:55:13.160,200.0,0.4,1.2,4.9,0.25,0.7,0.0,32000.0,410.0,1.0
03:55:17.195,68047.0,0.9,0.0,0.5,0.25,2.8,0.0,16481.0,600.0,1.0
03:55:21.243,300000.0,0.6,1.8,-1.7,0.25,4.5,0.0,28264.0,620.0,1.0
03:55:25.268,91128.0,0.2,1.5,-5.8,0.25,1.3,0.0,19422.0,0.0,1.0
03:55:29.296,161282.0,0.1,1.7,6.0,0.25,0.6,0.0,19976.0,0.0,1.0
03:55:33.338,255536.0,1.0,0.3,0.3,0.25,0.0,0.0,32000.0,0.0,1.0
03:55:37.373,300000.0,0.3,2.0,4.8,0.25,2.1,0.0,32000.0,1000.0,1.0
03:55:41.405,230721.0,0.9,1.5,-5.9,0.25,1.0,0.0,10531.0,640.0,1.0
03:55:45.424,200.0,0.0,1.1,7.1,0.25,0.0,0.0,26677.0,880.0,1.0
03:55:49.442,35459.0,0.8,2.0,-3.1,0.25,4.3,0.0,0.0,680.0,1.0
03:55:53.480,300000.0,0.9,1.1,7.7,0.25,2.1,0.0,11312.0,1000.0,1.0
03:55:57.037,222979.0,0.1,2.0,-2.0,0.25,0.4,0.0,0.0,0.0,1.0
03:56:01.056,51851.0,0.4,0.0,-5.8,0.25,2.7,0.0,0.0,170.0,1.0
03:56:05.081,93457.0,0.3,2.0,-3.0,0.25,3.6,0.0,8716.0,580.0,1.0
03:56:09.129,214613.0,0.0,1.9,-9.3,0.25,5.1,0.0,16242.0,410.0,1.0
03:56:13.154,132225.0,0.9,1.1,-10.0,0.25,3.0,0.0,20873.0,0.0,1.0
03:56:17.174,89251.0,0.0,1.3,10.1,0.25,0.6,0.0,24684.0,90.0,1.0
03:56:21.203,178663.0,0.7,2.0,-5.5,0.25,2.7,0.0,13916.0,340.0,1.0
03:56:25.237,78354.0,0.0,1.9,-10.0,0.25,2.5,0.0,15854.0,1000.0,1.0
03:56:29.258,79099.0,0.0,1.5,-3.2,0.25,3.9,0.0,0.0,870.0,1.0
