time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,EK2_ALT_SOURCE,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro
12:04:09,-0.0006692969618597999,0.0012328699231147766,0.030724805779755116,0.00019260160479461774,0.0003089962192461826,0.0026628299383446574,583.989990234375,0.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0
