,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
03:52:07.969,149778.0,0.25,0.1,1000.0,30.0
03:52:12.993,200920.0,0.25,0.1,1000.0,30.0
03:52:18.477,112760.0,0.25,0.1,1000.0,30.0
03:52:24.522,101320.0,0.25,0.1,1000.0,30.0
03:52:30.110,45119.0,0.25,0.1,1000.0,30.0
03:52:36.170,14709.0,0.25,0.1,1000.0,30.0
03:52:42.223,22304.0,0.25,0.1,1000.0,30.0
03:52:48.092,21984.0,0.25,0.1,1000.0,30.0
03:52:54.041,4063.0,0.25,0.1,1000.0,30.0
03:52:59.991,120350.0,0.25,0.1,1000.0,30.0
03:53:04.978,5290.0,0.25,0.1,1000.0,30.0
03:53:10.417,30187.0,0.25,0.1,1000.0,30.0
03:53:16.440,7148.0,0.25,0.1,1000.0,30.0
03:53:22.482,45959.0,0.25,0.1,1000.0,30.0
03:53:28.598,139510.0,0.25,0.1,1000.0,30.0
03:53:33.955,51660.0,0.25,0.1,1000.0,30.0
03:53:38.945,45969.0,0.25,0.1,1000.0,30.0
03:53:44.577,20936.0,0.25,0.1,1000.0,30.0
03:53:50.331,102807.0,0.25,0.1,1000.0,30.0
03:53:56.440,13501.0,0.25,0.1,1000.0,30.0
03:54:02.409,42818.0,0.25,0.1,1000.0,30.0
03:54:08.445,28201.0,0.25,0.1,1000.0,30.0
03:54:14.356,153226.0,0.25,0.1,1000.0,30.0
03:54:20.376,73782.0,0.25,0.1,1000.0,30.0
03:54:26.204,12263.0,0.25,0.1,1000.0,30.0
03:54:32.050,16912.0,0.25,0.1,1000.0,30.0
03:54:37.853,115433.0,0.25,0.1,1000.0,30.0
03:54:42.683,51694.0,0.25,0.1,1000.0,30.0
03:54:48.016,14321.0,0.25,0.1,1000.0,30.0
03:54:53.815,5932.0,0.25,0.1,1000.0,30.0
03:54:58.771,82238.0,0.25,0.1,1000.0,30.0
03:55:04.004,66246.0,0.25,0.1,1000.0,30.0
03:55:10.027,91074.0,0.25,0.1,1000.0,30.0
03:55:15.918,76597.0,0.25,0.1,1000.0,30.0
03:55:21.223,4547.0,0.25,0.1,1000.0,30.0
03:55:26.495,16307.0,0.25,0.1,1000.0,30.0
03:55:32.574,59054.0,0.25,0.1,1000.0,30.0
03:55:37.938,67576.0,0.25,0.1,1000.0,30.0
03:55:42.880,72895.0,0.25,0.1,1000.0,30.0
03:55:48.237,46647.0,0.25,0.1,1000.0,30.0
03:55:54.147,143024.0,0.25,0.1,1000.0,30.0
03:55:59.941,65959.0,0.25,0.1,1000.0,30.0
03:56:04.932,56571.0,0.25,0.1,1000.0,30.0
03:56:10.394,4507.0,0.25,0.1,1000.0,30.0
03:56:16.323,18531.0,0.25,0.1,1000.0,30.0
03:56:22.202,5516.0,0.25,0.1,1000.0,30.0
03:56:28.300,156074.0,0.25,0.1,1000.0,30.0
03:56:34.356,27335.0,0.25,0.1,1000.0,30.0
03:56:40.375,26704.0,0.25,0.1,1000.0,30.0
03:56:46.347,19204.0,0.25,0.1,1000.0,30.0
03:56:52.134,23462.0,0.25,0.1,1000.0,30.0
03:56:58.047,87386.0,0.25,0.1,1000.0,30.0
03:57:04.035,68747.0,0.25,0.1,1000.0,30.0
03:57:09.913,12321.0,0.25,0.1,1000.0,30.0
03:57:14.880,64344.0,0.25,0.1,1000.0,30.0
03:57:20.277,115158.0,0.25,0.1,1000.0,30.0
03:57:26.278,13525.0,0.25,0.1,1000.0,30.0
03:57:32.150,57801.0,0.25,0.1,1000.0,30.0
03:57:37.945,47158.0,0.25,0.1,1000.0,30.0
03:57:42.692,29670.0,0.25,0.1,1000.0,30.0
03:57:49.099,82362.0,0.25,0.1,1000.0,30.0
03:57:54.045,51215.0,0.25,0.1,1000.0,30.0
03:58:00.920,55545.0,0.25,0.1,1000.0,30.0
03:58:05.863,73277.0,0.25,0.1,1000.0,30.0
03:58:11.290,74086.0,0.25,0.1,1000.0,30.0
03:58:17.242,27135.0,0.25,0.1,1000.0,30.0
03:58:23.312,121535.0,0.25,0.1,1000.0,30.0
03:58:29.380,84577.0,0.25,0.1,1000.0,30.0
03:58:35.459,54086.0,0.25,0.1,1000.0,30.0
03:58:41.531,150418.0,0.25,0.1,1000.0,30.0
03:58:46.960,37810.0,0.25,0.1,1000.0,30.0
03:58:51.837,40657.0,0.25,0.1,1000.0,30.0
03:58:57.107,28311.0,0.25,0.1,1000.0,30.0
03:59:03.017,53449.0,0.25,0.1,1000.0,30.0
03:59:08.835,40021.0,0.25,0.1,1000.0,30.0
03:59:13.765,81588.0,0.25,0.1,1000.0,30.0
03:59:19.307,52541.0,0.25,0.1,1000.0,30.0
03:59:25.176,36206.0,0.25,0.1,1000.0,30.0
03:59:31.126,57922.0,0.25,0.1,1000.0,30.0
03:59:37.053,118080.0,0.25,0.1,1000.0,30.0
