,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
16:15:29.380,20.0,310.0,-0.4,0.5,1.0,1010.0,100.0,800.0,0.0,0.0,1000.0,0.0,84.0,-1.0,-0.5,-0.5,149.0,0.0,1.0,1500.0,0.0,0.0,1.0,0.0,19157.0
16:15:35.260,2020.0,500.0,-4.5,0.5,1.0,1010.0,350.0,1400.0,0.0,0.0,0.0,62.0,38.0,-1.0,-0.5,-0.5,107.0,0.0,1.0,4500.0,15.0,20.0,1.0,0.0,30623.0
16:15:47.039,720.0,50.0,-1.0,0.5,1.0,10.0,100.0,2000.0,0.0,0.0,1000.0,64.0,0.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,2000.0,0.0,69.0,1.0,0.0,22505.0
16:15:53.305,1320.0,20.0,-4.7,0.5,1.0,910.0,1000.0,1000.0,0.0,0.0,770.0,64.0,9.0,-1.0,-0.5,-0.5,120.0,0.0,1.0,3300.0,100.0,0.0,1.0,0.0,7070.0
16:15:59.440,320.0,10.0,-2.3,0.5,1.0,210.0,1150.0,1250.0,0.0,0.0,0.0,57.0,53.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4500.0,0.0,90.0,1.0,0.0,0.0
16:17:36.248,1170.0,500.0,-0.7,0.5,1.0,560.0,500.0,800.0,0.0,0.0,940.0,0.0,90.0,-1.0,-0.5,-0.5,77.0,0.0,1.0,4500.0,50.0,61.0,1.0,0.0,8602.0
16:18:08.472,1270.0,500.0,-2.2,0.5,1.0,310.0,400.0,2000.0,0.0,0.0,550.0,0.0,60.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,2700.0,100.0,68.0,1.0,0.0,10116.0
16:18:46.153,20.0,500.0,-4.3,0.5,1.0,160.0,0.0,2000.0,0.0,0.0,80.0,0.0,100.0,-1.0,-0.5,-0.5,202.0,0.0,1.0,0.0,55.0,0.0,1.0,0.0,16372.0
16:19:14.465,1720.0,500.0,0.1,0.5,1.0,910.0,450.0,800.0,0.0,0.0,1000.0,51.0,87.0,-1.0,-0.5,-0.5,182.0,0.0,1.0,4500.0,100.0,0.0,1.0,0.0,32000.0
16:19:38.171,1170.0,290.0,-3.8,0.5,1.0,860.0,650.0,900.0,0.0,0.0,870.0,99.0,9.0,-1.0,-0.5,-0.5,83.0,0.0,1.0,3400.0,34.0,16.0,1.0,0.0,16262.0
16:19:44.302,520.0,400.0,-3.8,0.5,1.0,460.0,100.0,800.0,0.0,0.0,0.0,52.0,60.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4500.0,0.0,78.0,1.0,0.0,14035.0
16:19:50.247,1070.0,250.0,-0.6,0.5,1.0,10.0,400.0,1350.0,0.0,0.0,500.0,54.0,100.0,-1.0,-0.5,-0.5,83.0,0.0,1.0,300.0,86.0,77.0,1.0,0.0,17374.0
16:19:56.334,1870.0,500.0,-2.1,0.5,1.0,460.0,100.0,1600.0,0.0,0.0,390.0,23.0,12.0,-1.0,-0.5,-0.5,110.0,0.0,1.0,1200.0,45.0,100.0,1.0,0.0,18434.0
16:20:24.401,20.0,10.0,-4.5,0.5,1.0,610.0,1300.0,1450.0,0.0,0.0,290.0,100.0,35.0,-1.0,-0.5,-0.5,187.0,0.0,1.0,3400.0,72.0,100.0,1.0,0.0,32000.0
16:20:57.443,970.0,20.0,-5.0,0.5,1.0,160.0,800.0,900.0,0.0,0.0,1000.0,24.0,100.0,-1.0,-0.5,-0.5,182.0,0.0,1.0,3800.0,24.0,100.0,1.0,0.0,0.0
16:21:24.335,1570.0,90.0,-5.0,0.5,1.0,810.0,1500.0,800.0,0.0,0.0,0.0,100.0,28.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,4300.0,45.0,64.0,1.0,0.0,16441.0
16:21:32.492,20.0,10.0,-3.5,0.5,1.0,10.0,250.0,1550.0,0.0,0.0,710.0,0.0,100.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,3700.0,10.0,61.0,1.0,0.0,11053.0
16:21:38.292,1870.0,90.0,-1.2,0.5,1.0,760.0,1200.0,1700.0,0.0,0.0,450.0,85.0,10.0,-1.0,-0.5,-0.5,98.0,0.0,1.0,4500.0,57.0,58.0,1.0,0.0,16096.0
16:21:46.358,2020.0,250.0,0.1,0.5,1.0,510.0,0.0,1850.0,0.0,0.0,600.0,47.0,22.0,-1.0,-0.5,-0.5,48.0,0.0,1.0,0.0,100.0,100.0,1.0,0.0,6746.0
16:22:20.351,1820.0,450.0,-2.4,0.5,1.0,410.0,2000.0,1600.0,0.0,0.0,800.0,33.0,30.0,-1.0,-0.5,-0.5,166.0,0.0,1.0,3400.0,100.0,0.0,1.0,0.0,32000.0
