,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
12:16:19.503,340.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,22.0,26.0,1534.0,0.05,-70.0
12:16:23.277,480.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.1,0.1,0.0,1.0,-91.0,471.0,0.05,-70.0
12:16:27.087,0.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,81.1,0.1,0.0,52.0,-51.0,2384.0,0.05,-70.0
12:16:31.148,350.0,0.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,20.1,0.1,0.0,92.0,88.0,4522.0,0.05,-70.0
12:16:35.136,180.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,60.1,0.1,0.0,71.0,9.0,0.0,0.05,-70.0
12:16:39.289,460.0,0.0,0.0,1.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,39.1,0.1,0.0,48.0,64.0,4316.0,0.05,-70.0
12:16:43.366,250.0,0.0,0.0,1.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,57.1,0.1,0.0,100.0,61.0,8811.0,0.05,-70.0
12:16:47.330,500.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,75.0,17.0,6630.0,0.05,-70.0
12:16:51.274,430.0,0.0,0.0,1.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,95.0,100.0,37.0,0.05,-70.0
12:16:55.182,460.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,36.1,0.1,0.0,75.0,-31.0,7516.0,0.05,-70.0
12:16:59.302,500.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,56.1,0.1,0.0,65.0,100.0,101.0,0.05,-70.0
12:17:03.528,450.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,45.1,0.1,0.0,100.0,100.0,8817.0,0.05,-70.0
12:17:07.594,500.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,1.0,-100.0,6946.0,0.05,-70.0
12:17:11.638,340.0,0.0,0.0,1.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,63.0,-43.0,8491.0,0.05,-70.0
12:17:15.590,90.0,0.0,0.0,1.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,53.1,0.1,0.0,13.0,-15.0,8218.0,0.05,-70.0
12:17:19.521,70.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,6.0,-100.0,380.0,0.05,-70.0
12:17:23.155,500.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,26.1,0.1,0.0,50.0,-10.0,4615.0,0.05,-70.0
12:17:27.122,100.0,0.0,0.0,1.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,86.1,0.1,0.0,89.0,-100.0,3042.0,0.05,-70.0
12:17:31.108,320.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,58.1,0.1,0.0,19.0,-51.0,10000.0,0.05,-70.0
