,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
12:15:10.463,255698.0,0.25,0.1,1000.0,30.0,0.0,10900.0,1000.0,32000.0,3000.0
12:15:14.471,43873.0,0.25,0.1,1000.0,30.0,2.1,14500.0,1000.0,16334.0,1060.0
12:15:18.492,241776.0,0.25,0.1,1000.0,30.0,4.3,5900.0,1000.0,29012.0,2190.0
12:15:22.496,200.0,0.25,0.1,1000.0,30.0,0.0,13300.0,1000.0,32000.0,1480.0
12:15:26.509,182176.0,0.25,0.1,1000.0,30.0,0.2,17900.0,1000.0,13624.0,2240.0
12:15:30.026,195611.0,0.25,0.1,1000.0,30.0,5.1,7900.0,1000.0,3487.0,3000.0
12:15:34.048,171408.0,0.25,0.1,1000.0,30.0,2.8,12600.0,1000.0,25980.0,2230.0
12:15:38.061,157855.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,9863.0,40.0
12:15:42.071,115799.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,870.0,3000.0
12:15:46.081,200.0,0.25,0.1,1000.0,30.0,4.2,17000.0,1000.0,32000.0,2510.0
12:15:50.108,271165.0,0.25,0.1,1000.0,30.0,0.0,12200.0,1000.0,6184.0,3000.0
12:15:54.132,273027.0,0.25,0.1,1000.0,30.0,1.5,14400.0,1000.0,15740.0,1560.0
12:15:58.161,300000.0,0.25,0.1,1000.0,30.0,3.7,18000.0,1000.0,28072.0,0.0
12:16:02.176,134108.0,0.25,0.1,1000.0,30.0,4.5,500.0,1000.0,32000.0,1110.0
12:16:06.187,70697.0,0.25,0.1,1000.0,30.0,1.5,8500.0,1000.0,26775.0,410.0
12:16:10.208,254144.0,0.25,0.1,1000.0,30.0,0.8,6300.0,1000.0,32000.0,1410.0
12:16:14.220,200.0,0.25,0.1,1000.0,30.0,2.3,18000.0,1000.0,32000.0,3000.0
12:16:18.239,194744.0,0.25,0.1,1000.0,30.0,3.2,17800.0,1000.0,27230.0,150.0
12:16:22.259,39907.0,0.25,0.1,1000.0,30.0,3.1,8800.0,1000.0,19393.0,2710.0
12:16:26.266,200.0,0.25,0.1,1000.0,30.0,4.0,12200.0,1000.0,18227.0,0.0
12:16:30.279,128558.0,0.25,0.1,1000.0,30.0,3.1,8800.0,1000.0,29743.0,0.0
12:16:34.287,51663.0,0.25,0.1,1000.0,30.0,5.1,15900.0,1000.0,11690.0,3000.0
12:16:38.294,200.0,0.25,0.1,1000.0,30.0,2.9,1800.0,1000.0,12976.0,2940.0
12:16:42.306,67631.0,0.25,0.1,1000.0,30.0,5.1,14600.0,1000.0,10933.0,1610.0
12:16:46.332,300000.0,0.25,0.1,1000.0,30.0,1.1,4900.0,1000.0,23080.0,100.0
12:16:50.355,140816.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,21619.0,500.0
12:16:54.390,300000.0,0.25,0.1,1000.0,30.0,3.7,8500.0,1000.0,30871.0,3000.0
12:16:58.402,90011.0,0.25,0.1,1000.0,30.0,4.2,16900.0,1000.0,11670.0,1280.0
12:17:02.427,290612.0,0.25,0.1,1000.0,30.0,5.1,15800.0,1000.0,16735.0,3000.0
12:17:06.435,200.0,0.25,0.1,1000.0,30.0,5.1,6100.0,1000.0,9872.0,1870.0
12:17:10.445,81750.0,0.25,0.1,1000.0,30.0,5.1,15300.0,1000.0,13103.0,210.0
12:17:14.456,73927.0,0.25,0.1,1000.0,30.0,3.1,18000.0,1000.0,0.0,890.0
12:17:18.517,300000.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,32000.0,2240.0
12:17:22.054,300000.0,0.25,0.1,1000.0,30.0,5.1,10500.0,1000.0,6078.0,260.0
12:17:26.071,200.0,0.25,0.1,1000.0,30.0,3.5,500.0,1000.0,21167.0,350.0
12:17:30.090,98490.0,0.25,0.1,1000.0,30.0,1.3,500.0,1000.0,32000.0,2130.0
12:17:34.108,200.0,0.25,0.1,1000.0,30.0,4.5,12800.0,1000.0,20504.0,1670.0
12:17:38.146,236722.0,0.25,0.1,1000.0,30.0,4.1,3600.0,1000.0,32000.0,0.0
12:17:42.174,300000.0,0.25,0.1,1000.0,30.0,5.1,1700.0,1000.0,0.0,930.0
12:17:46.209,265368.0,0.25,0.1,1000.0,30.0,3.0,12100.0,1000.0,0.0,400.0
12:17:50.231,136344.0,0.25,0.1,1000.0,30.0,0.9,18000.0,1000.0,0.0,2800.0
12:17:54.257,236411.0,0.25,0.1,1000.0,30.0,3.7,12000.0,1000.0,4039.0,0.0
12:17:58.269,200.0,0.25,0.1,1000.0,30.0,2.2,4300.0,1000.0,15567.0,2230.0
12:18:02.293,173655.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,24090.0,2150.0
12:18:06.325,282918.0,0.25,0.1,1000.0,30.0,0.4,18000.0,1000.0,2770.0,130.0
