time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,chan4_raw
13:57:36,1500.0,0.06386363320052624,0.05384719930589199,0.08979031816124916,-0.006667484645731747,0.07179347798228264,-0.11432332545518875,-35.363263700000005,149.16523655,34818.0,28.0,21.0,-152.0,-6.5,-7.0,-1002.0,-5.5,72.5,-113.5,AUTO,1500.0
13:57:38,1500.0,-0.04948362708091736,-0.0313336830586195,-0.0061454803217202425,0.04371264390647411,-0.007870247354730964,-0.01170966261997819,-35.3632641,149.1652429,37884.5,6.5,-11.0,-153.5,0.0,0.5,-1002.5,43.5,-6.5,-11.0,AUTO,1500.0
13:57:40,1500.0,0.041610388085246086,0.008522191550582647,-0.033800676465034485,0.04871642217040062,0.018144672736525536,-0.009715972933918238,-35.36326005,149.16523719999998,41015.0,23.5,-13.0,-155.0,-7.5,0.0,-1001.5,48.5,18.5,-9.0,AUTO,1500.0
13:57:42,1500.0,-0.022864507511258125,0.013285756576806307,-0.0674976333975792,0.005842446582391858,-0.01449372386559844,-0.0057817911729216576,-35.3632589,149.16523884999998,44125.0,-14.5,1.0,-153.0,2.0,0.5,-1001.5,6.0,-13.0,-5.0,AUTO,1500.0
13:57:44,1500.0,-0.060428665950894356,-0.048978473991155624,0.1823987364768982,0.061515798792243004,0.004584744572639465,0.7519104480743408,-35.3632607,149.16523595,47208.5,8.5,-32.0,-140.0,-2.0,6.0,-986.5,62.0,5.5,751.5,AUTO,1698.0
13:57:46,1500.0,0.035906264558434486,-0.07829706743359566,1.6680208444595337,0.044823676347732544,0.08540388941764832,0.7300277054309845,-35.3632583,149.16523039999998,49590.5,-6.0,34.5,-63.0,-5.0,-2.5,-953.0,45.0,86.0,730.0,AUTO,1698.0
13:57:48,1500.0,0.021321636624634266,0.03461400419473648,2.1005393266677856,0.5794384479522705,-0.002533329010475427,0.0021889302297495306,-35.36326270000001,149.16523935,50198.0,-27.5,14.0,-5.0,-3.0,18.0,-973.0,579.5,-1.5,2.0,AUTO,1500.0
13:57:54,1500.0,0.08534479513764381,-0.18456418812274933,-1.5283628106117249,-0.06940487027168274,-0.03465408831834793,0.6860665082931519,-35.36324485,149.1651505,49938.0,90.5,-401.0,0.5,-64.0,-62.5,-1000.0,-68.5,-33.0,686.0,AUTO,1500.0
13:57:56,1500.0,0.11639145761728287,-0.17378881573677063,-1.5489646792411804,0.043542711064219475,0.010132182505913079,-0.5477300882339478,-35.3632233,149.16504275,49923.5,147.0,-597.0,-3.5,-101.5,-106.0,-1000.5,44.0,11.5,-547.0,AUTO,1377.0
13:57:58,1500.0,0.1635211929678917,0.01708232914097607,-2.4948588609695435,-0.06759404949843884,0.030043953098356724,-0.4452286511659622,-35.363195,149.164904,50022.0,168.0,-667.0,-4.5,21.0,-150.5,-988.5,-66.0,31.0,-444.0,AUTO,1377.0
13:58:00,1500.0,0.10833092778921127,0.06550075858831406,-2.70830237865448,0.1709001548588276,0.0206398768350482,0.010576126631349325,-35.3631649,149.16476025,50056.5,168.0,-635.0,-1.0,56.0,-141.0,-1004.0,172.0,21.5,11.5,AUTO,1500.0
13:58:02,1500.0,-0.0006762025877833366,0.06507454067468643,-2.705974578857422,-0.29683967772871256,0.016420058207586408,0.07584991259500384,-35.3631376,149.1646341,50071.0,124.0,-486.0,0.5,47.0,-107.0,-998.0,-293.0,17.0,76.0,AUTO,1500.0
13:58:04,1500.0,-0.08106333017349243,0.09171703830361366,-2.7081165313720703,-0.14042995870113373,-0.012102640233933926,0.01106718648225069,-35.363119850000004,149.16455345,49995.0,88.0,-241.0,0.5,29.0,-33.0,-1012.0,-136.0,-10.5,11.5,AUTO,1500.0
13:58:06,1500.0,-0.1472492665052414,0.10206771269440651,-2.6767075061798096,0.41910551488399506,0.03787459619343281,0.31017468869686127,-35.363106099999996,149.16453655,49950.0,82.5,79.0,0.5,18.0,44.0,-1014.0,420.5,38.5,310.5,AUTO,1500.0
13:58:08,1500.0,-0.18082816898822784,-0.07907643914222717,2.6307114362716675,0.14073462039232254,0.0007761305896565318,-0.7083075642585754,-35.36308775,149.16458875,49900.0,146.0,367.5,-1.0,-61.5,65.5,-1004.5,142.0,2.5,-707.0,AUTO,1500.0
13:58:10,1500.0,-0.07483144849538803,-0.19869205355644226,1.9110581278800964,0.023189697414636612,0.013703001197427511,-0.2668188288807869,-35.363056900000004,149.1646933,49898.5,214.5,566.5,-2.5,-137.0,15.5,-1003.0,24.5,15.0,-265.5,AUTO,1338.0
13:58:12,1500.0,0.08735554665327072,-0.14428505301475525,1.122093915939331,0.02281836047768593,0.05193560570478439,0.06541996449232101,-35.363017049999996,149.16483005,50008.0,242.0,651.0,-4.5,-129.0,-95.0,-993.0,24.0,53.5,66.0,AUTO,1500.0
13:58:14,1500.0,0.09103360772132874,-0.136199951171875,1.134621500968933,-0.0016362518072128296,0.015214034356176853,-0.003459386993199587,-35.3629749,149.16497299999997,50040.5,238.5,647.5,4.5,-127.5,-96.0,-992.0,0.5,16.5,-2.0,AUTO,1500.0
13:58:16,1500.0,0.09178336337208748,-0.13311251997947693,1.1351810693740845,-0.0005909577012062073,0.014948560856282711,0.005866188323125243,-35.3629322,149.16511615000002,49984.5,241.0,649.0,-0.5,-128.0,-88.5,-985.0,1.0,16.5,6.5,AUTO,1500.0
13:58:18,1500.0,0.09123698994517326,-0.1296396702528,1.1356076002120972,0.07210660353302956,0.006847245618700981,-0.002243596129119396,-35.3628894,149.16525865,49974.5,241.0,643.0,-0.5,-131.5,-85.0,-989.5,73.5,8.5,-1.0,AUTO,1500.0
13:58:24,1500.0,0.017045853659510612,-0.15872914344072342,1.6610217094421387,-0.09559661149978638,-0.010051275370642543,0.2736153155565262,-35.36278205,149.1656115,49969.5,233.5,635.5,-2.5,-163.5,-26.0,-990.5,-93.5,-8.0,274.5,AUTO,1571.0
13:58:26,1500.0,-0.004155709641054273,-0.15552353113889694,1.7777015566825867,0.041522116400301456,0.000593177042901516,0.014552064705640078,-35.36273955,149.1657517,49965.0,233.5,638.5,-3.0,-153.5,7.5,-985.5,42.5,2.5,15.5,AUTO,1500.0
13:58:28,1500.0,0.003195582772605121,-0.16008853912353516,1.777372419834137,-0.03356391750276089,-0.004753244225867093,-0.009762884583324194,-35.36269675,149.16589235,49971.5,236.5,637.5,-2.5,-156.5,6.0,-986.5,-32.0,-2.5,-8.0,AUTO,1500.0
13:58:30,1500.0,-0.00036547502531902865,-0.1571633666753769,1.777278482913971,-0.02703066263347864,-0.0017790533602237701,0.004344270331785083,-35.362654000000006,149.16603335,49976.5,234.5,637.0,-3.0,-151.0,-3.5,-984.0,-25.5,0.0,5.5,AUTO,1500.0
13:58:32,1500.0,-0.004661627812311053,-0.15370693802833557,1.7771212458610535,0.03592539578676224,-0.0002832910977303982,0.0006031709490343928,-35.362611599999994,149.166174,49975.5,234.0,635.5,-2.5,-159.5,5.5,-990.5,37.5,1.5,1.5,AUTO,1500.0
13:58:34,1500.0,-0.008076983271166682,-0.15730057656764984,1.7768916487693787,-0.00504346564412117,-0.011917932191863656,-0.004254953353665769,-35.3625695,149.16631385,49974.5,238.5,638.0,-0.5,-147.0,-7.5,-981.0,-3.0,-9.5,-3.0,AUTO,1500.0
13:58:36,1500.0,-0.13033528253436089,-0.07361747696995735,2.7932779788970947,0.007450832519680262,0.017416847869753838,0.7158674001693726,-35.3625276,149.16645435,49990.0,238.0,636.0,-1.5,-77.5,126.0,-985.5,9.5,19.0,717.0,AUTO,1814.0
13:58:38,1500.0,-0.1286213919520378,0.09482015296816826,-2.367823839187622,-0.023018972016870975,0.022720240522176027,-0.053107237443327904,-35.36248315,149.1666009,50000.0,242.5,632.0,1.0,89.0,129.5,-986.0,-21.0,24.0,-51.0,AUTO,1500.0
13:58:40,1500.0,-0.08613011240959167,0.008054163190536201,-2.3662004470825195,0.3242177404463291,-0.037047662772238255,-0.04022465040907264,-35.36244085,149.16673839999999,50099.5,221.5,584.0,-5.0,86.0,121.5,-981.5,326.5,-34.0,-38.5,AUTO,1500.0
13:58:42,1500.0,-0.03366908244788647,-0.06332279741764069,-2.361847162246704,-0.42048610746860504,-0.01824445417150855,0.024195514619350433,-35.36240785,149.16684750000002,50090.5,141.5,392.5,6.0,54.0,46.5,-1000.0,-421.5,-15.5,26.0,AUTO,1500.0
13:58:44,1500.0,0.04040210321545601,-0.15062621980905533,-2.3637402057647705,-0.5168870389461517,-0.06770021095871925,-0.0014766693348065019,-35.3623909,149.16690814999998,50028.0,43.0,137.0,3.0,16.0,-8.0,-1018.5,-517.5,-65.0,0.0,AUTO,1500.0
13:58:46,1500.0,0.06151117943227291,-0.1985102891921997,-2.2288551330566406,0.0933128073811531,-0.04511146992444992,0.629649430513382,-35.3623957,149.1669024,49965.5,-100.0,-178.5,5.0,-37.0,-18.0,-1012.0,96.5,-42.5,631.0,AUTO,1500.0
13:58:48,1500.0,-0.021398359909653664,-0.19817765802145004,-1.6523393392562866,0.10364367812871933,-0.02114165818784386,0.7803621590137482,-35.36242435,149.1668336,49929.5,-213.5,-416.5,0.0,-106.0,-23.5,-999.5,105.0,-19.0,781.5,AUTO,1981.0
13:58:50,1500.0,-0.18930403143167496,-0.018325588898733258,-0.184269767254591,0.026920973788946867,-0.019465290009975433,0.7502768039703369,-35.362469399999995,149.1667214,49949.0,-291.5,-574.5,-4.5,-61.5,147.0,-1000.0,28.0,-17.0,751.5,AUTO,1981.0
13:58:52,1500.0,-0.1517087072134018,0.016161763109266758,0.11481865867972374,0.004014762118458748,-0.02395778987556696,-0.009973287582397461,-35.3625232,149.1665876,50043.5,-316.0,-617.0,-2.0,5.0,158.0,-988.0,5.0,-21.5,-7.5,AUTO,1500.0
13:58:54,1500.0,-0.1587354689836502,0.011495946440845728,0.10605422034859657,0.09260451141744852,0.005998427048325539,-0.005777287180535495,-35.3625788,149.16645215,50024.0,-316.5,-617.0,4.0,10.0,148.0,-989.0,93.0,8.0,-3.5,AUTO,1500.0
13:58:56,1500.0,-0.1519268974661827,0.008757776347920299,0.10282228514552116,-0.042891484685242176,0.03084263764321804,0.0035481740487739444,-35.3626345,149.16631615,50021.5,-313.5,-613.0,2.0,14.0,147.0,-982.0,-41.5,32.5,5.0,AUTO,1500.0
13:58:58,1500.0,-0.0689203143119812,-0.04423724301159382,0.10870874673128128,0.26758693158626556,-0.014502236153930426,-0.006132398149929941,-35.3626882,149.16618575,50115.0,-277.0,-541.0,-1.0,5.0,149.0,-980.5,267.0,-11.5,-4.0,AUTO,1500.0
13:59:00,1500.0,-0.02255446743220091,-0.07863375544548035,0.4839687943458557,-0.7773489952087402,-0.03818680765107274,0.8300108015537262,-35.3627294,149.16608415000002,50079.5,-179.5,-357.0,4.0,36.0,67.0,-1011.0,-776.0,-35.0,832.0,AUTO,1844.0
13:59:02,1500.0,-0.07755690813064575,-0.029378172010183334,1.9500616192817688,-0.6689780056476593,-0.0300669283606112,0.7292715907096863,-35.362752,149.16602865,50007.5,-75.0,-155.0,2.5,42.5,-39.5,-1001.5,-667.5,-27.0,731.5,AUTO,1844.0
13:59:04,1500.0,-0.045909127220511436,0.0033289823913946748,2.24938428401947,-0.03308190405368805,0.005657674977555871,0.004078506026417017,-35.36276025,149.16601175,50000.0,-4.0,-33.0,0.5,4.5,11.0,-1003.5,-29.0,8.0,6.5,AUTO,1500.0
13:59:06,1500.0,0.014624195639044046,0.008849899750202894,2.2470866441726685,0.10457804054021835,0.005625362158752978,-0.0034745162120088935,-35.362760949999995,149.1660111,50014.0,13.5,-3.5,1.0,-2.0,-10.0,-999.5,103.0,8.0,-1.0,AUTO,1500.0
13:59:08,1500.0,-0.01926992926746607,0.005342763150110841,2.246772527694702,-0.4741486832499504,-0.0032182480208575726,-0.003193856682628393,-35.362761250000005,149.1660095,50008.0,4.0,-27.0,0.5,3.5,-7.5,-1000.0,-471.0,-0.5,-1.0,AUTO,1500.0
13:59:10,1500.0,0.01932881260290742,0.007384178461506963,2.2472537755966187,0.555988222360611,0.03221483528614044,-0.013480958994477987,-35.3627606,149.1660099,50005.5,12.0,7.0,0.0,-3.5,29.0,-1001.5,557.5,34.5,-10.5,AUTO,1500.0
