time_stamp,MODE,RTL_ALT,LAND_SPEED_HIGH,WPNAV_SPEED_DN,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
13:12:32,GUIDED,1500.0,280.0,90.0,-0.0004244940290744934,0.001513682176462478,0.027943997747368284,0.00023406176478601992,0.0002541467967805349,0.0023525908020221526,-35.36326209999999,149.1652374,2.0,-0.6666666666666666,0.5555555555555556,0.0,0.0,1.1111111111111112,-1000.0,0.0,0.1111111111111111,0.4444444444444444
13:12:40,GUIDED,1500.0,280.0,90.0,6.348744234076418e-05,0.0018713641080207058,0.024139578055058206,0.002234050463552454,-0.002420667933100568,0.0019403894132535373,-35.3632622,149.16523750000002,9.857142857142858,0.0,0.0,-0.42857142857142855,0.0,1.2857142857142858,-1009.4285714285714,2.142857142857143,-2.5714285714285716,0.2857142857142857
13:12:46,GUIDED,1500.0,280.0,90.0,-0.014414943289011717,-0.0007718756678514183,-0.1004260815680027,0.06878601014614105,0.017727641388773918,0.001576420065248385,-35.363261249999994,149.16524040000002,7944.0,-2.5,-70.0,-150.5,-9.5,13.0,-1003.5,69.0,17.5,0.5
13:12:51,GUIDED,1500.0,280.0,90.0,0.02452619313262403,0.020905633829534052,-0.1864611268043518,0.0396120123565197,0.01974068656563759,-0.021379351243376733,-35.36326018,149.1652354,16158.8,-1.8,-18.0,-154.2,-4.0,3.4,-1000.2,39.6,19.8,-21.4
13:12:56,GUIDED,1500.0,280.0,90.0,0.003725528933240899,0.0016910737945831247,-0.25030192945684704,0.006961954225386892,0.005975784999983651,-0.023543197395546094,-35.363262385714286,149.16523692857143,22803.285714285714,1.2857142857142858,-2.5714285714285716,-154.0,-1.1428571428571428,0.0,-999.7142857142857,7.0,6.142857142857143,-23.714285714285715
13:12:58,GUIDED,1500.0,280.0,90.0,0.0018391925647544365,0.005701947103564938,-0.27608612179756165,-0.006106937420554459,0.00046544837338539463,0.008103385490054885,-35.363262049999996,149.1652363,26044.833333333332,-2.6666666666666665,-0.16666666666666666,-153.66666666666666,0.0,-0.6666666666666666,-997.3333333333334,-5.5,0.8333333333333334,7.333333333333333
13:13:03,GUIDED,1500.0,280.0,90.0,0.0010513726350230475,0.0009482487318261216,-0.17493534088134766,0.0019929970537001887,0.000705531652783975,0.014299316021303335,-35.3632622,149.16523801666668,34462.666666666664,0.0,0.0,-153.66666666666666,0.0,0.0,-999.8333333333334,2.1666666666666665,1.0,13.5
13:13:05,GUIDED,1500.0,280.0,90.0,0.0021710742342596254,0.0015186986420303583,-0.15175118297338486,0.0005494660775487622,0.00030791987470972043,0.009980388296147188,-35.36326218333334,149.16523775,37583.5,0.0,0.0,-153.0,0.0,0.0,-1000.0,1.3333333333333333,0.8333333333333334,9.166666666666666
13:13:07,GUIDED,1500.0,280.0,90.0,0.002010630050790496,0.0013764761824859306,-0.13139987364411354,5.643969780066982e-05,0.0004236278327880427,0.007584903563838452,-35.36326209999999,149.1652374875,41321.25,-0.125,0.25,-153.0,0.0,0.0,-1000.125,0.875,0.75,6.875
13:13:09,GUIDED,1500.0,280.0,90.0,0.0016820794553495944,0.0013013926218263805,-0.11753267794847488,-0.001622916548512876,-0.0004913766751997173,0.00807751202955842,-35.36326205,149.1652374,44595.5,-1.0,1.0,-153.0,0.0,0.0,-999.5,-0.5,0.5,7.5
13:13:10,GUIDED,1500.0,90.0,90.0,0.001919162964137892,0.001243101937385897,-0.11025568346182506,-0.0009739383822306991,-0.00038677936148208875,0.0057721011495838566,-35.363262,149.1652374,46620.666666666664,-1.0,1.0,-153.0,0.0,0.0,-1000.0,0.0,0.5,5.5
13:13:12,LAND,1500.0,500.0,90.0,0.0017257026163861155,0.0011062683537602425,-0.10030138194561004,-0.0001207557856105268,0.0008538236608728767,0.006958653870970011,-35.363262,149.16523733999998,49542.0,-1.0,1.0,-153.0,0.0,0.0,-999.4,0.8,1.4,6.8
13:13:14,LAND,1500.0,500.0,90.0,-0.035741401091218,0.032758439984172584,0.12130347415804862,-0.0200287863612175,-0.03659841343760491,0.31773180365562437,-35.36326252,149.16523660000001,52457.8,-17.6,-18.6,-118.0,1.6,4.2,-930.8,-19.0,-35.4,317.4
13:13:16,LAND,1500.0,500.0,90.0,0.042079640818493705,-0.03394696129752057,0.29849195906094145,0.777468523808888,0.030673801100679805,-0.030953755003533194,-35.36326422857143,149.16523288571426,53338.142857142855,10.714285714285714,10.428571428571429,12.571428571428571,-1.0,28.428571428571427,-959.7142857142857,779.2857142857143,31.142857142857142,-30.0
13:13:41,LAND,1500.0,450.0,90.0,0.008847560467464584,0.01391765967543636,2.0357582228524342,-0.19501113040106638,-0.019467222238225595,0.016265441796609333,-35.363170700000005,149.1659874142857,9426.0,437.0,693.4285714285714,52.57142857142857,-9.142857142857142,-161.71428571428572,-992.2857142857143,-202.28571428571428,-20.142857142857142,13.428571428571429
13:13:43,LAND,1500.0,450.0,90.0,0.009132652967569552,0.017136863033686365,2.026472330093384,-0.19271035492420197,-0.014710943613733565,0.026412106784326688,-35.3630929,149.16607684285714,8500.714285714286,537.8571428571429,362.57142857142856,38.857142857142854,-72.71428571428571,-112.71428571428571,-1004.4285714285714,-202.0,-17.142857142857142,25.0
13:13:47,LAND,1500.0,0.0,90.0,0.01024947501718998,0.004254202824085951,2.021328926086426,0.0378243625164032,0.008153407834470272,0.002750546205788851,-35.3628847,149.1660062,6718.0,542.0,-534.0,26.0,-139.0,34.0,-991.0,25.0,4.0,3.0
