time_stamp,MODE,lat,lon,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz,LAND_SPEED_HIGH,WPNAV_SPEED_DN,RTL_ALT
13:12:32.052,GUIDED,-35.3632621,149.1652374,1,-0.000491600832901895,0.0013473891885951161,0.028639979660511017,0.00032740997266955674,0.0002096937969326973,0.0025848851073533297,0,1,-1000,0,0,0,0,0,0,280.0,90.0,1500.0
13:12:32.259,GUIDED,-35.3632621,149.1652374,2,-0.0003950624668505043,0.0015508149517700076,0.027936819940805435,0.0002711573033593595,0.0003126133815385401,0.0023978527169674635,0,1,-1000,0,0,0,-1,1,0,280.0,90.0,1500.0
13:12:32.467,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:32.676,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:32.879,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:33.084,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:33.287,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:33.492,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:33.698,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:33.901,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:34.104,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:34.308,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:34.511,GUIDED,-35.3632621,149.1652374,4,-0.00043278009979985654,0.0015730339800938964,0.027258375659585,0.00039991579251363873,0.00026843929663300514,0.0022233014460653067,0,1,-1000,0,0,1,-1,1,0,280.0,90.0,1500.0
13:12:34.717,GUIDED,-35.3632622,149.1652375,0,-0.0005086605087853968,0.0013486784882843494,0.026444319635629654,0.00015659391647204757,0.0003666292177513242,0.0020753981079906225,0,1,-1000,0,0,1,-2,2,0,280.0,90.0,1500.0
13:12:34.920,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:35.127,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:35.334,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:35.537,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:35.739,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:35.945,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:36.146,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:36.349,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:36.554,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:36.757,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:36.963,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:37.166,GUIDED,-35.3632622,149.1652375,9,-0.000721277145203203,0.0012536068679764867,0.026176394894719124,0.00025008461670950055,0.00030120142037048936,0.0021245419047772884,0,1,-1000,0,0,0,-1,2,0,280.0,90.0,1500.0
13:12:37.367,GUIDED,-35.3632622,149.1652375,10,-0.0008923587156459689,0.001181113882921636,0.0258212611079216,2.8436421416699886e-05,0.0003139841719530523,0.0020708106458187103,0,1,-1000,0,0,0,0,0,0,280.0,90.0,1500.0
13:12:37.569,GUIDED,-35.3632622,149.1652375,12,-0.0008378316415473819,0.0013509852578863502,0.02535647340118885,0.00016129849245771766,0.00021350901806727052,0.0019425239879637957,0,2,-1000,1,0,0,0,0,0,280.0,90.0,1500.0
