,A.BRAKE1
15:31:10.510,-1
15:31:10.714,-1
15:31:10.921,-1
15:31:11.123,-1
15:31:11.335,-1
15:31:11.540,-1
15:31:11.747,-1
15:31:11.950,-1
15:31:12.152,-1
15:31:12.354,-1
15:31:12.558,-1
15:31:12.767,-1
15:31:12.968,-1
15:31:13.171,-1
15:31:13.376,-1
15:31:13.580,-1
15:31:13.782,-1
15:31:13.985,-1
15:31:14.191,-1
15:31:14.394,-1
15:31:14.596,-1
15:31:14.799,-1
15:31:15.009,-1
15:31:15.211,-1
15:31:15.414,-1
15:31:15.621,-1
15:31:15.823,-1
15:31:16.025,-1
15:31:16.238,-1
15:31:16.441,-1
15:31:16.643,-1
15:31:16.847,-1
15:31:17.048,-1
15:31:17.252,-1
15:31:17.454,-1
15:31:17.663,-1
15:31:17.865,-1
15:31:18.069,-1
15:31:18.273,-1
15:31:18.477,-1
15:31:18.679,-1
15:31:18.881,-1
15:31:19.085,-1
15:31:19.289,-1
15:31:19.496,-1
15:31:19.698,-1
15:31:19.904,-1
15:31:20.106,-1
15:31:20.308,-1
15:31:20.510,-1
15:31:20.712,-1
15:31:20.915,-1
15:31:21.117,-1
15:31:21.322,-1
15:31:21.524,-1
15:31:21.725,-1
15:31:21.927,-1
15:31:22.129,-1
15:31:22.332,-1
15:31:22.533,-1
15:31:22.737,-1
15:31:22.939,-1
15:31:23.145,-1
15:31:23.347,-1
15:31:23.549,-1
15:31:23.751,-1
15:31:23.953,-1
15:31:24.155,-1
15:31:24.361,-1
15:31:24.562,-1
15:31:24.776,-1
15:31:24.977,-1
15:31:25.180,-1
15:31:25.382,-1
15:31:25.585,-1
15:31:25.787,-1
15:31:25.990,-1
15:31:26.199,-1
15:31:26.400,-1
15:31:26.604,-1
15:31:26.807,-1
15:31:27.013,-1
15:31:27.214,-1
15:31:27.416,-1
15:31:27.618,-1
15:31:27.822,-1
15:31:28.024,-1
15:31:28.225,-1
15:31:28.427,-1
15:31:28.629,-1
15:31:28.831,-1
15:31:29.032,-1
15:31:29.235,-1
15:31:29.438,-1
15:31:29.641,-1
15:31:29.846,-1
15:31:30.052,-1
15:31:30.253,-1
15:31:30.456,-1
15:31:30.658,-1
15:31:30.869,-1
15:31:31.072,-1
15:31:31.276,-1
15:31:31.479,-1
15:31:31.686,-1
15:31:31.888,-1
15:31:32.091,-1
15:31:32.294,-1
15:31:32.495,-1
15:31:32.700,-1
15:31:32.902,-1
15:31:33.110,-1
15:31:33.313,-1
15:31:33.517,-1
15:31:33.720,-1
15:31:33.922,-1
15:31:34.124,-1
15:31:34.326,-1
15:31:34.531,-1
15:31:34.735,-1
15:31:34.940,-1
15:31:35.142,-1
15:31:35.344,-1
15:31:35.552,-1
15:31:35.754,-1
15:31:35.961,-1
15:31:36.163,-1
15:31:36.366,-1
15:31:36.567,-1
15:31:36.769,-1
15:31:36.974,-1
15:31:37.178,-1
15:31:37.380,-1
15:31:37.583,-1
15:31:37.786,-1
15:31:37.987,-1
15:31:38.190,-1
15:31:38.393,-1
15:31:38.599,-1
15:31:38.802,-1
15:31:39.003,-1
15:31:39.206,-1
15:31:39.412,-1
15:31:39.616,-1
15:31:39.819,-1
15:31:40.025,-1
15:31:40.241,-1
15:31:40.446,-1
15:31:44.233,-1
15:31:44.435,-1
15:31:44.638,-1
15:31:44.840,-1
15:31:45.042,-1
15:31:45.244,-1
15:31:45.446,-1
15:31:45.652,-1
15:31:45.855,-1
15:31:46.056,-1
15:31:46.259,-1
15:31:46.474,-1
15:31:46.678,-1
15:31:46.888,-1
15:31:47.093,-1
15:31:47.297,-1
15:31:47.506,-1
15:31:47.709,-1
15:31:47.914,-1
15:31:48.118,-1
15:31:48.320,-1
15:31:48.529,-1
15:31:48.782,-1
15:31:49.001,-1
15:31:49.240,-1
15:31:49.452,-1
15:31:49.674,-1
15:31:49.898,-1
15:31:50.101,-1
15:31:50.303,-1
15:31:50.509,-1
15:31:50.712,-1
15:31:50.915,-1
15:31:51.119,-1
15:31:51.323,-1
15:31:51.527,-1
15:31:51.731,-1
15:31:51.934,-1
