,A.ALT_HOLD1
13:12:57.142,1
13:12:57.342,1
13:12:57.543,1
13:12:57.744,1
13:12:57.945,1
13:12:58.146,-1
13:12:58.347,-1
13:12:58.548,-1
13:12:58.750,-1
13:12:58.951,-1
13:12:59.152,-1
13:12:59.353,1
13:12:59.554,1
13:12:59.755,1
13:12:59.956,1
13:13:00.157,1
13:13:00.359,1
13:13:00.560,1
13:13:00.763,1
13:13:00.964,1
13:13:01.165,1
13:13:01.365,1
13:13:01.567,1
13:13:01.768,1
13:13:01.969,1
13:13:02.169,1
13:13:02.372,1
13:13:02.574,1
13:13:02.776,1
13:13:02.977,1
13:13:03.178,1
13:13:03.379,1
13:13:03.580,1
13:13:03.781,1
13:13:03.982,1
13:13:04.182,1
13:13:04.383,1
13:13:04.586,1
13:13:04.789,1
13:13:04.990,1
13:13:05.191,1
13:13:05.392,1
13:13:05.595,1
13:13:05.796,1
13:13:05.997,1
13:13:06.199,1
13:13:06.399,1
13:13:06.602,1
13:13:06.805,1
13:13:07.006,1
13:13:07.207,1
13:13:07.408,1
13:13:07.609,1
13:13:07.809,1
13:13:08.010,1
13:13:08.211,1
13:13:08.413,1
13:13:08.615,1
13:13:08.820,1
13:13:09.021,1
13:13:09.222,1
13:13:09.423,1
13:13:09.624,1
13:13:09.824,1
13:13:10.026,1
13:13:10.227,1
13:13:10.428,1
13:13:10.628,1
13:13:10.830,1
13:13:11.030,1
13:13:11.231,1
13:13:11.432,1
13:13:11.633,1
13:13:11.834,1
13:13:12.035,1
13:13:12.236,1
13:13:12.437,1
13:13:12.638,1
13:13:12.839,1
13:13:13.040,1
13:13:13.241,1
13:13:13.442,1
13:13:13.644,1
13:13:13.845,1
13:13:14.046,1
13:13:14.247,1
13:13:14.448,1
13:13:14.650,1
13:13:14.851,1
13:13:15.052,1
13:13:15.261,1
13:13:15.462,1
13:13:15.664,1
13:13:15.865,1
13:13:16.067,1
13:13:16.267,1
13:13:16.468,1
13:13:16.669,1
13:13:16.870,1
13:13:17.071,1
13:13:17.274,1
13:13:17.474,1
13:13:17.677,1
13:13:17.878,1
13:13:18.079,1
13:13:18.279,1
13:13:18.481,1
13:13:18.682,1
13:13:18.883,1
13:13:19.084,1
13:13:19.285,1
13:13:19.487,1
13:13:19.689,1
13:13:19.891,1
13:13:20.092,1
13:13:20.293,1
13:13:20.494,1
13:13:20.695,1
13:13:20.896,1
13:13:21.097,1
13:13:21.298,1
13:13:21.499,1
13:13:21.700,1
13:13:21.901,1
13:13:22.103,1
13:13:22.304,1
13:13:22.504,1
13:13:22.705,1
13:13:22.907,1
13:13:23.107,-1
13:13:23.308,-1
13:13:23.510,-1
13:13:23.711,-1
13:13:23.912,1
13:13:24.113,1
13:13:24.314,1
13:13:24.514,1
13:13:24.715,1
13:13:24.916,1
