time_stamp,EK2_ALT_SOURCE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,MODE
13:13:17,0.0,0.041276924312114716,0.02074693376198411,-0.05079239001497626,-0.0257400440168567,0.04616967402398586,-0.09027448482811451,587.625,1500.0,4.5,-12.5,-1000.5,-25.5,46.5,-90.5,587625.0,-35.36326115,149.16524305000002,3742.5,6.5,60.0,-146.5,AUTO
13:13:19,0.0,-0.0963829755783081,-0.02731321658939123,-0.1111108586192131,-0.0004342738538980484,-0.02235550107434392,0.017122624441981316,590.5400085449219,1500.0,0.0,3.0,-1001.0,-0.5,-22.0,16.0,590540.0,-35.36326205,149.16525185,6655.5,-7.0,-28.0,-146.0,AUTO
13:13:21,0.0,0.024781086249276996,0.016270355554297566,-0.09024541452527046,0.07943576574325562,0.03509058244526386,0.009345598053187132,593.4400024414062,1500.0,-14.5,23.0,-1008.5,79.0,35.0,8.0,593440.0,-35.36326165,149.1652325,9554.5,-4.0,-97.5,-149.0,AUTO
13:13:23,0.0,0.08531581982970238,-0.045310132671147585,-0.01216687262058258,-0.055874896817840636,-0.04178089927881956,0.055473897606134415,596.3849792480469,1500.0,8.0,-10.0,-996.0,-55.0,-41.0,54.5,596385.0,-35.3632656,149.16522774999999,12498.0,-14.5,74.0,-142.0,AUTO
13:13:25,0.0,-0.0792602188885212,0.0327025568112731,-0.14926807954907417,-0.020958549808710814,0.07106702029705048,-0.13541146740317345,599.2999877929688,1500.0,-7.0,-11.5,-1006.0,-20.5,71.0,-135.0,599300.0,-35.3632588,149.165243,15411.0,45.5,13.5,-149.0,AUTO
13:13:27,0.0,0.0075892554596066475,0.06254885718226433,-0.27085186541080475,0.08132858946919441,-0.012006467091850936,-0.008341198437847197,602.2249755859375,1500.0,2.0,21.0,-1004.0,80.5,-11.5,-9.0,602225.0,-35.36326215,149.165234,18337.0,-85.5,-49.5,-144.5,AUTO
13:13:29,0.0,0.04337630420923233,-0.1339423805475235,-0.13602889329195023,-0.022451660595834255,-0.1231653057038784,0.1460956111550331,605.1549987792969,1500.0,13.0,-6.0,-1004.0,-22.0,-122.0,145.0,605155.0,-35.363276299999995,149.16523619999998,21270.0,-6.5,65.0,-145.0,AUTO
13:13:31,0.0,-0.07536701112985611,-0.007352137938141823,-0.2347305491566658,0.01467593596316874,0.10337679088115692,-0.07441485300660133,607.9299621582031,1500.0,-38.5,-20.0,-1019.0,14.5,103.5,-74.0,607930.0,-35.363256050000004,149.1652407,24044.0,154.5,-60.0,-142.5,AUTO
13:13:33,0.0,0.017642810475081205,0.14732498675584793,-0.30682915449142456,0.07761355862021446,0.0231620823033154,-0.005740311375120655,610.8599853515625,1500.0,-7.5,19.5,-1000.0,77.5,24.0,-6.0,610860.0,-35.363244699999996,149.16521985,26979.0,-65.5,-71.5,-145.0,AUTO
13:13:35,0.0,0.10422137379646301,-0.04592948965728283,-0.2355930507183075,-0.03608340863138437,-0.19626563042402267,0.14005470275878906,613.5649719238281,1500.0,49.0,2.5,-1023.5,-35.5,-195.0,139.5,613565.0,-35.363269,149.16522905,29677.0,-125.0,159.0,-134.5,AUTO
13:13:37,0.0,-0.15191615000367165,-0.0893042553216219,-0.3383556306362152,-0.0970814700704068,0.1443311907351017,-0.16544949263334274,616.4649963378906,1500.0,-14.5,-28.0,-1016.0,-96.0,145.0,-165.0,616465.0,-35.36326425,149.16525954999997,32578.0,136.0,20.0,-140.5,AUTO
13:13:39,0.0,-0.061921143904328346,0.15349626541137695,-0.4714980125427246,0.09882836788892746,0.06512748263776302,0.003737580729648471,619.2999877929688,1500.0,-23.0,33.5,-1007.5,98.5,65.5,3.5,619300.0,-35.36325505,149.1652347,35415.0,-95.0,-154.0,-135.5,AUTO
13:13:41,0.0,0.11227700486779213,-0.006135083734989166,-0.3347889184951782,0.09011077135801315,-0.14344745874404907,0.08929811418056488,622.0199584960938,1500.0,42.5,31.0,-1031.0,90.0,-142.0,88.5,622020.0,-35.36329105,149.16522225,38131.0,-216.5,61.5,-144.5,AUTO
13:13:43,0.0,0.03520974889397621,-0.24713082611560822,-0.24647359549999237,-0.20347318798303604,0.025092296302318573,-0.056642789393663406,624.8049926757812,1500.0,2.0,-61.0,-1010.5,-202.5,26.0,-56.5,624805.0,-35.36329725,149.16525515,40920.5,200.5,174.0,-107.0,AUTO
13:13:45,0.0,-0.1565144881606102,0.06330322450958192,-0.52801114320755,0.021214670967310667,0.1919112130999565,-0.011653910158202052,627.3149719238281,1500.0,-59.0,-26.0,-1047.0,21.0,192.5,-11.0,627315.0,-35.36324715,149.16525535,43427.5,204.5,-170.5,-150.0,AUTO
13:13:47,0.0,-0.022562789265066385,0.20979142934083939,-0.5169726014137268,0.0734318383038044,-0.08897474780678749,0.1302369125187397,630.2099914550781,1500.0,10.0,53.5,-1007.5,73.0,-88.0,130.0,630210.0,-35.363252700000004,149.16521775,46324.0,-258.0,-89.5,-114.0,AUTO
13:13:49,0.0,0.1100589781999588,-0.3615962862968445,-0.2815859615802765,-0.006724536418914795,-0.1368921399116516,0.06978235207498074,632.864990234375,1500.0,28.0,2.5,-1010.5,-7.0,-136.5,70.0,632865.0,-35.36329645,149.165223,48981.0,-25.0,94.5,-118.0,AUTO
