,A.LOITER1
11:27:18.709,-1.0
11:27:18.912,-1.0
11:27:19.118,-1.0
11:27:19.320,-1.0
11:27:19.538,-1.0
11:27:19.740,-1.0
11:27:19.943,-1.0
11:27:20.149,-1.0
11:27:20.350,-1.0
11:27:20.552,-1.0
11:27:20.756,-1.0
11:27:20.959,-1.0
11:27:21.162,-1.0
11:27:21.364,-1.0
11:27:21.565,-1.0
11:27:21.773,-1.0
11:27:21.980,-1.0
11:27:22.197,-1.0
11:27:22.399,-1.0
11:27:22.602,-1.0
11:27:22.811,-1.0
11:27:23.018,-1.0
11:27:23.220,-1.0
11:27:23.423,-1.0
11:27:23.630,-1.0
11:27:23.832,-1.0
11:27:24.035,-1.0
11:27:24.246,-1.0
11:27:24.449,-1.0
11:27:24.652,-1.0
11:27:24.859,-1.0
11:27:25.061,-1.0
11:27:26.730,-1.0
11:27:26.934,-1.0
11:27:27.136,-1.0
11:27:27.342,-1.0
11:27:27.553,-1.0
11:27:27.765,-1.0
11:27:27.968,-1.0
11:27:28.204,-1.0
11:27:28.409,-1.0
11:27:28.614,-1.0
11:27:28.817,-1.0
11:27:29.020,-1.0
11:27:29.226,-1.0
11:27:29.428,-1.0
11:27:29.633,-1.0
11:27:29.838,-1.0
11:27:30.046,-1.0
11:27:30.249,-1.0
11:27:30.453,-1.0
11:27:30.655,-1.0
11:27:30.858,-1.0
11:27:31.064,-1.0
11:27:31.273,-1.0
11:27:31.477,-1.0
11:27:31.679,-1.0
11:27:31.883,-1.0
11:27:32.090,-1.0
11:27:32.294,-1.0
11:27:32.499,-1.0
11:27:32.702,-1.0
11:27:32.916,-1.0
11:27:33.119,-1.0
11:27:33.327,-1.0
11:27:33.535,-1.0
11:27:33.741,-1.0
11:27:33.948,-1.0
11:27:34.153,-1.0
11:27:34.368,-1.0
11:27:34.570,-1.0
11:27:34.773,-1.0
11:27:34.976,-1.0
11:27:35.178,-1.0
11:27:35.380,-1.0
11:27:35.583,-1.0
11:27:35.792,-1.0
11:27:35.995,-1.0
11:27:36.199,-1.0
11:27:36.404,-1.0
11:27:36.607,-1.0
11:27:36.814,-1.0
11:27:37.024,-1.0
11:27:37.229,-1.0
11:27:37.434,-1.0
11:27:37.638,-1.0
11:27:37.840,-1.0
11:27:38.044,-1.0
11:27:38.250,-1.0
11:27:38.457,-1.0
11:27:38.664,-1.0
11:27:38.865,-1.0
11:27:39.068,-1.0
11:27:39.272,-1.0
11:27:39.476,-1.0
11:27:39.680,-1.0
11:27:39.882,-1.0
11:27:40.084,-1.0
11:27:40.288,-1.0
11:27:40.491,-1.0
11:27:40.695,-1.0
11:27:40.897,-1.0
11:27:41.099,-1.0
11:27:41.303,-1.0
11:27:41.505,-1.0
11:27:41.710,-1.0
11:27:41.914,-1.0
11:27:42.118,-1.0
11:27:42.321,-1.0
11:27:42.524,-1.0
11:27:42.726,-1.0
11:27:42.929,-1.0
11:27:43.130,-1.0
11:27:43.335,-1.0
11:27:43.538,-1.0
11:27:43.746,-1.0
11:27:43.950,-1.0
11:27:44.156,-1.0
11:27:44.359,-1.0
11:27:44.563,-1.0
11:27:44.765,-1.0
11:27:44.967,-1.0
11:27:45.170,-1.0
11:27:45.373,-1.0
11:27:45.577,-1.0
11:27:45.781,-1.0
11:27:45.986,-1.0
11:27:46.189,-1.0
11:27:46.392,-1.0
11:27:46.596,-1.0
11:27:46.801,-1.0
11:27:47.004,-1.0
11:27:47.206,-1.0
11:27:47.409,-1.0
11:27:47.613,-1.0
11:27:47.819,-1.0
11:27:48.024,-1.0
11:27:48.228,-1.0
11:27:48.432,-1.0
11:27:48.635,-1.0
11:27:48.838,-1.0
11:27:49.041,-1.0
11:27:49.246,-1.0
11:27:49.449,-1.0
11:27:49.651,-1.0
11:27:49.854,-1.0
11:27:50.061,-1.0
11:27:50.265,-1.0
11:27:50.471,-1.0
11:27:50.678,-1.0
11:27:50.881,-1.0
11:27:51.083,-1.0
11:27:51.285,-1.0
11:27:51.488,-1.0
11:27:51.691,-1.0
11:27:51.893,-1.0
11:27:52.096,-1.0
11:27:52.298,-1.0
11:27:52.506,-1.0
11:27:52.708,-1.0
11:27:52.912,-1.0
11:27:53.114,-1.0
11:27:53.318,-1.0
11:27:53.520,-1.0
11:27:53.725,-1.0
11:27:53.934,-1.0
11:27:54.136,-1.0
11:27:54.339,-1.0
11:27:54.542,-1.0
11:27:54.746,-1.0
11:27:54.949,-1.0
11:27:55.151,-1.0
11:27:55.358,-1.0
11:27:55.563,-1.0
11:27:55.776,-1.0
11:27:55.982,-1.0
11:27:56.187,-1.0
11:27:56.390,-1.0
11:27:56.594,-1.0
11:27:56.799,-1.0
11:27:57.002,-1.0
11:27:57.204,-1.0
11:27:57.408,-1.0
11:27:57.612,-1.0
11:27:57.816,-1.0
11:27:58.019,-1.0
11:27:58.224,-1.0
11:27:58.427,-1.0
11:27:58.632,-1.0
11:27:58.834,-1.0
11:28:00.537,-1.0
11:28:00.740,-1.0
11:28:00.945,-1.0
11:28:01.148,-1.0
11:28:01.351,-1.0
11:28:01.555,-1.0
11:28:01.758,-1.0
11:28:01.961,-1.0
11:28:02.164,-1.0
11:28:02.367,-1.0
11:28:02.570,-1.0
11:28:02.775,-1.0
11:28:02.978,-1.0
11:28:03.188,-1.0
11:28:03.391,-1.0
11:28:03.597,-1.0
11:28:03.799,-1.0
11:28:04.002,-1.0
11:28:04.205,-1.0
11:28:04.414,-1.0
11:28:04.617,-1.0
11:28:04.822,-1.0
11:28:05.026,-1.0
11:28:05.232,-1.0
11:28:05.435,-1.0
11:28:05.639,-1.0
11:28:05.844,-1.0
11:28:06.050,-1.0
11:28:06.255,-1.0
11:28:06.458,-1.0
11:28:06.660,-1.0
11:28:06.868,-1.0
11:28:07.075,-1.0
11:28:07.278,-1.0
11:28:07.484,-1.0
11:28:07.688,-1.0
11:28:07.890,-1.0
11:28:08.098,-1.0
11:28:08.301,-1.0
11:28:08.503,-1.0
11:28:08.706,-1.0
11:28:08.912,-1.0
11:28:09.116,-1.0
11:28:09.319,-1.0
11:28:09.524,-1.0
11:28:09.728,-1.0
11:28:09.931,-1.0
11:28:10.133,-1.0
11:28:10.340,-1.0
11:28:10.544,-1.0
11:28:10.746,-1.0
11:28:10.951,-1.0
11:28:11.153,-1.0
11:28:11.361,-1.0
11:28:11.564,-1.0
11:28:11.769,-1.0
11:28:11.974,-1.0
11:28:12.178,-1.0
11:28:12.383,-1.0
11:28:12.585,-1.0
11:28:12.793,-1.0
11:28:12.998,-1.0
11:28:13.203,-1.0
11:28:13.409,-1.0
11:28:13.614,1.0
11:28:13.818,1.0
11:28:14.022,1.0
11:28:14.226,1.0
11:28:14.429,1.0
11:28:14.631,1.0
11:28:14.836,1.0
11:28:15.039,1.0
11:28:15.245,1.0
11:28:15.447,1.0
11:28:15.655,1.0
11:28:15.861,1.0
11:28:16.066,1.0
11:28:16.278,-1.0
11:28:16.482,-1.0
11:28:16.684,1.0
11:28:16.886,1.0
11:28:17.089,1.0
11:28:17.293,1.0
11:28:17.496,1.0
11:28:17.699,1.0
11:28:17.901,1.0
11:28:18.105,1.0
11:28:18.308,1.0
11:28:18.513,-1.0
11:28:18.715,-1.0
11:28:18.920,-1.0
11:28:19.123,-1.0
11:28:19.330,-1.0
11:28:19.535,-1.0
11:28:19.738,-1.0
11:28:19.940,-1.0
11:28:20.146,-1.0
11:28:20.349,-1.0
11:28:20.552,-1.0
11:28:20.754,-1.0
11:28:20.957,-1.0
11:28:21.161,-1.0
11:28:21.364,-1.0
11:28:21.568,-1.0
11:28:21.771,-1.0
11:28:21.976,-1.0
11:28:22.181,-1.0
11:28:22.383,-1.0
11:28:22.585,-1.0
11:28:22.790,-1.0
11:28:22.997,-1.0
11:28:23.204,-1.0
11:28:23.409,-1.0
11:28:23.612,-1.0
11:28:23.816,-1.0
11:28:24.020,-1.0
11:28:24.224,-1.0
11:28:24.427,-1.0
11:28:24.630,-1.0
11:28:24.843,-1.0
11:28:25.048,-1.0
11:28:25.253,-1.0
11:28:25.455,-1.0
11:28:25.659,-1.0
11:28:25.864,-1.0
11:28:26.072,0.848
11:28:26.278,1.0
11:28:26.480,1.0
11:28:26.683,1.0
11:28:26.885,1.0
11:28:27.088,1.0
11:28:27.296,1.0
11:28:27.498,1.0
11:28:27.702,1.0
11:28:27.910,1.0
11:28:28.116,1.0
11:28:28.319,1.0
11:28:28.522,-1.0
11:28:28.727,-1.0
11:28:28.930,-1.0
11:28:29.133,-1.0
11:28:29.336,-1.0
11:28:29.538,-1.0
11:28:29.744,-1.0
11:28:29.947,-1.0
11:28:30.152,-1.0
11:28:30.357,-1.0
11:28:30.561,-1.0
11:28:30.765,-1.0
11:28:30.968,-1.0
11:28:31.171,-1.0
11:28:31.373,-1.0
11:28:31.579,-1.0
11:28:31.782,-1.0
11:28:31.986,-1.0
11:28:32.192,-1.0
11:28:32.394,-1.0
11:28:32.596,-1.0
11:28:34.311,-1.0
11:28:34.517,-1.0
11:28:34.721,-1.0
11:28:34.925,-1.0
11:28:35.136,-1.0
11:28:35.347,-1.0
11:28:35.551,-1.0
11:28:35.757,-1.0
11:28:35.963,-1.0
11:28:36.167,-1.0
11:28:36.374,-1.0
11:28:36.577,-1.0
11:28:36.780,-1.0
11:28:36.988,-1.0
11:28:37.191,-1.0
11:28:37.394,-1.0
11:28:37.597,-1.0
11:28:37.801,-1.0
11:28:38.005,-1.0
11:28:38.208,-1.0
11:28:38.414,-1.0
11:28:38.618,-1.0
11:28:38.825,-1.0
11:28:39.030,-1.0
11:28:39.234,-1.0
11:28:39.439,-1.0
11:28:39.645,-1.0
11:28:39.854,-1.0
11:28:40.059,1.0
11:28:40.264,1.0
11:28:40.471,1.0
11:28:40.678,1.0
11:28:40.882,1.0
11:28:41.084,1.0
11:28:41.286,1.0
11:28:41.489,1.0
11:28:41.693,1.0
11:28:41.896,-1.0
11:28:42.101,1.0
11:28:42.304,1.0
11:28:42.506,1.0
11:28:42.712,1.0
11:28:42.915,-1.0
11:28:43.123,-1.0
11:28:43.326,-1.0
11:28:43.529,-1.0
11:28:43.738,-1.0
11:28:43.944,-1.0
11:28:44.147,-1.0
11:28:44.356,-1.0
11:28:44.558,-1.0
11:28:44.761,-1.0
11:28:44.964,-1.0
11:28:45.170,-1.0
11:28:45.375,-1.0
11:28:45.580,-1.0
11:28:45.785,-1.0
11:28:45.990,-1.0
11:28:46.196,-1.0
11:28:46.406,-1.0
11:28:46.611,-1.0
11:28:46.814,-1.0
11:28:47.017,-1.0
11:28:47.220,-1.0
11:28:47.424,-1.0
11:28:47.630,-1.0
11:28:47.832,-1.0
11:28:48.036,-1.0
11:28:48.238,-1.0
11:28:48.441,-1.0
11:28:48.652,-1.0
11:28:48.863,-1.0
11:28:49.066,-1.0
11:28:49.272,-1.0
11:28:49.479,-1.0
11:28:49.684,-1.0
11:28:49.904,-1.0
11:28:50.107,-1.0
11:28:50.323,-1.0
11:28:50.529,-1.0
11:28:50.731,-1.0
11:28:50.938,-1.0
11:28:51.142,-1.0
11:28:51.349,-1.0
11:28:51.555,0.656
11:28:51.760,-1.0
11:28:51.962,-1.0
11:28:52.164,-1.0
11:28:52.368,-1.0
11:28:52.571,-1.0
11:28:52.779,-1.0
11:28:52.982,-1.0
11:28:53.190,-1.0
11:28:53.392,-1.0
11:28:53.595,-1.0
11:28:53.798,-1.0
11:28:54.002,-1.0
11:28:54.204,-1.0
11:28:54.411,-1.0
11:28:54.614,-1.0
11:28:54.823,-1.0
11:28:55.027,-1.0
11:28:55.230,-1.0
11:28:55.434,-1.0
11:28:55.636,-1.0
11:28:55.841,-1.0
11:28:56.045,-1.0
11:28:56.249,-1.0
11:28:56.456,-1.0
11:28:56.660,-1.0
11:28:56.865,-1.0
11:28:57.072,-1.0
11:28:57.274,-1.0
11:28:57.478,-1.0
11:28:57.681,-1.0
11:28:57.886,-1.0
11:28:58.090,-1.0
11:28:58.292,-1.0
11:28:58.494,-1.0
11:28:58.698,-1.0
11:28:58.900,-1.0
11:28:59.102,-1.0
11:28:59.304,-1.0
11:28:59.507,-1.0
11:28:59.710,-1.0
11:28:59.916,-1.0
11:29:00.119,-1.0
11:29:00.322,-1.0
11:29:00.524,-1.0
11:29:00.727,-1.0
11:29:00.931,-1.0
11:29:01.140,-1.0
11:29:01.342,-1.0
11:29:01.546,-1.0
11:29:01.749,-1.0
11:29:01.954,-1.0
11:29:02.158,-1.0
11:29:02.361,-1.0
11:29:02.568,-1.0
11:29:02.772,-1.0
11:29:02.977,-1.0
11:29:03.183,-1.0
11:29:03.385,-1.0
11:29:03.591,-1.0
11:29:03.799,-1.0
11:29:04.003,-1.0
11:29:04.205,1.0
11:29:04.412,1.0
11:29:04.617,1.0
11:29:04.823,1.0
11:29:05.025,1.0
11:29:05.228,1.0
11:29:05.433,1.0
11:29:05.636,1.0
11:29:05.845,1.0
11:29:06.047,1.0
11:29:06.250,1.0
11:29:08.021,1.0
11:29:08.224,1.0
11:29:08.432,1.0
11:29:08.637,1.0
11:29:08.848,1.0
11:29:09.055,1.0
11:29:09.258,1.0
11:29:09.462,0.547
11:29:09.667,0.547
11:29:09.874,0.547
11:29:10.079,0.547
11:29:10.281,0.547
11:29:10.484,0.547
11:29:10.687,0.547
11:29:10.891,0.547
11:29:11.093,1.0
11:29:11.296,-1.0
11:29:11.500,-1.0
11:29:11.702,-1.0
11:29:11.908,-1.0
11:29:12.110,-1.0
11:29:12.315,-1.0
11:29:12.518,-1.0
11:29:12.723,-1.0
11:29:12.932,-1.0
11:29:13.141,-1.0
11:29:13.344,-1.0
11:29:13.547,-1.0
11:29:13.750,-1.0
11:29:13.952,-1.0
11:29:14.155,-1.0
11:29:14.361,-1.0
11:29:14.563,-1.0
11:29:14.769,-1.0
11:29:14.972,-1.0
11:29:15.177,-1.0
11:29:15.388,-1.0
11:29:15.592,-1.0
11:29:15.797,-1.0
11:29:16.002,-1.0
11:29:16.205,-1.0
11:29:16.408,-1.0
11:29:16.611,-1.0
11:29:16.816,-1.0
11:29:17.020,-1.0
11:29:17.223,-1.0
11:29:17.427,-1.0
11:29:17.631,-1.0
11:29:17.833,-1.0
11:29:18.041,-1.0
11:29:18.245,-1.0
11:29:18.448,-1.0
11:29:18.650,-1.0
11:29:18.853,-1.0
11:29:19.060,-1.0
11:29:19.262,-1.0
11:29:19.466,-1.0
11:29:19.669,-1.0
11:29:19.872,-1.0
11:29:20.076,-1.0
11:29:20.278,-1.0
11:29:20.480,-1.0
11:29:20.682,-1.0
11:29:20.885,-1.0
11:29:21.090,-1.0
11:29:21.293,-1.0
11:29:21.497,-1.0
11:29:21.701,-1.0
11:29:21.904,-1.0
11:29:22.107,-1.0
11:29:22.310,-1.0
11:29:22.512,-1.0
11:29:22.717,-1.0
11:29:22.919,-1.0
11:29:23.123,-1.0
11:29:23.326,-1.0
11:29:23.530,-1.0
11:29:23.734,-1.0
11:29:23.936,-1.0
11:29:24.141,-1.0
11:29:24.343,-1.0
11:29:24.546,-1.0
11:29:24.748,-1.0
11:29:24.951,-1.0
11:29:25.154,-1.0
