time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
08:02:33,200.0,0.0,1.0,-1000.0,0.3333333333333333,0.0,0.0,STABILIZE,-0.0008530258783139288,0.0009689833386801183,0.02438118029385805,0.0002802261442411691,0.0002711749984882772,0.0018929602811113,-35.36326215,149.1652375,0.0,-1.0,1.0,0.0
08:02:41,200.0,0.0,1.0,-1000.0,1.0,1.0,0.0,AUTO,-0.0005703485221602023,0.0009842189028859138,0.022002646699547768,0.00034163595410063863,0.00025507743703201413,0.0013534685131162405,-35.3632622,149.1652375,16.0,-1.0,1.0,-1.0
08:02:42,300000.0,0.0,1.0,-1000.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,AUTO,-0.0005242861322282503,0.0009773305500857532,0.021743827189008396,0.00035375279063979786,0.00024937661752725643,0.0013834768518184621,-35.363262166666665,149.1652375,17.0,-0.6666666666666666,0.0,-3.0
08:02:43,300000.0,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.0,0.0,AUTO,-0.00038266082022649545,0.0010737452345589797,0.021553391590714455,0.0003433706782137354,0.00026563335753356415,0.001471743336878717,-35.3632621,149.1652375,21.0,0.0,0.0,-2.0
08:02:45,300000.0,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.3333333333333333,0.0,AUTO,0.0001305188973977541,0.00163044276026388,0.020979244261980057,0.00031719870942955214,0.00027735579836492735,0.0014311991011102994,-35.3632621,149.1652375,17.0,0.0,0.3333333333333333,0.0
08:02:46,300000.0,0.0,0.0,-1108.6666666666667,2.0,2.6666666666666665,0.0,AUTO,0.0022886727626125016,0.0009395532397320494,0.02081710783143838,0.001311181578785181,0.0024086828731621304,0.0003200808714609593,-35.3632621,149.1652375,452.0,0.0,1.0,-99.33333333333333
08:02:47,300000.0,0.0,-0.3333333333333333,-1020.3333333333334,46.666666666666664,-6.0,1.0,AUTO,0.024422867844502132,-0.0012271562591195107,0.020409440621733665,0.046724131951729454,-0.007036726921796799,0.0020822266039128103,-35.363262033333335,149.16523756666666,1422.6666666666667,0.6666666666666666,6.666666666666667,-143.33333333333334
08:02:49,300000.0,3.6666666666666665,-8.0,-1004.3333333333334,-51.666666666666664,-21.333333333333332,-34.0,AUTO,-0.03271328968306383,0.008991167026882371,-0.06889543930689494,-0.05277025202910105,-0.022277971419195335,-0.034602334101994835,-35.3632609,149.16524493333333,4437.333333333333,2.0,37.0,-147.33333333333334
08:02:50,267169.0,-3.3333333333333335,7.0,-1001.0,57.333333333333336,3.0,-12.333333333333334,AUTO,-0.056859489530324936,-0.00017353606138688823,-0.10166154056787491,0.05702817440032959,0.002401034658153852,-0.013036284285287062,-35.36326086666667,149.1652447666667,6354.0,-4.0,-41.666666666666664,-147.0
08:02:51,267169.0,-7.0,11.666666666666666,-1003.0,66.66666666666667,11.666666666666666,-2.0,AUTO,-0.00984117342159152,0.005730376113206148,-0.10608873516321182,0.06660352150599162,0.011270594783127308,-0.002131880105783542,-35.3632613,149.1652403,7502.333333333333,-10.333333333333334,-60.0,-148.33333333333334
08:02:53,267169.0,4.0,-4.333333333333333,-997.3333333333334,-106.33333333333333,-36.333333333333336,51.666666666666664,AUTO,0.03638336341828108,-0.04584502925475439,-0.05238463605443636,-0.10770894090334575,-0.03725632900993029,0.05201138307650884,-35.36326403333334,149.16523483333333,10611.666666666666,0.0,31.333333333333332,-146.33333333333334
08:02:54,293573.0,-5.0,-4.333333333333333,-1003.3333333333334,15.666666666666666,32.666666666666664,-70.66666666666667,AUTO,-0.03141010304292043,0.006264753096426527,-0.12148799498875935,0.015047257222856084,0.0325935302923123,-0.0706528623898824,-35.3632617,149.1652377,12518.666666666666,26.0,0.6666666666666666,-150.0
08:02:55,293573.0,-4.666666666666667,0.3333333333333333,-1000.6666666666666,41.666666666666664,13.333333333333334,-34.333333333333336,AUTO,-0.007201152698447307,0.020834727833668392,-0.16192907591660818,0.04198873291412989,0.013054780041178068,-0.03477948345243931,-35.36326033333333,149.1652369,13687.666666666666,10.666666666666666,-16.0,-151.0
08:02:57,293573.0,2.0,0.6666666666666666,-999.6666666666666,-10.666666666666666,-9.333333333333334,-2.6666666666666665,AUTO,0.009243187339355549,0.005013629871731003,-0.1695519983768463,-0.011773023133476576,-0.010615826584398746,-0.002863105619326234,-35.363260966666665,149.16523533333336,16805.0,-13.0,7.666666666666667,-150.0
08:02:58,262751.0,1.0,0.0,-1000.3333333333334,-0.6666666666666666,0.6666666666666666,-21.0,AUTO,0.00014931202288911058,-0.002332699795564016,-0.18540117144584656,-0.0019880381878465414,-8.181280766924223e-07,-0.02139698527753353,-35.3632619,149.1652361666667,18750.333333333332,-6.666666666666667,6.666666666666667,-151.0
08:02:59,262751.0,0.0,0.0,-1000.0,3.6666666666666665,3.0,-25.333333333333332,AUTO,0.00036519286610806984,-0.0012771266628988087,-0.20384496450424194,0.003286934341304004,0.002580482279881835,-0.026006242260336876,-35.3632621,149.16523643333332,19920.666666666668,-3.0,3.0,-151.0
08:03:01,262751.0,1.3333333333333333,9.0,-952.6666666666666,101.66666666666667,-132.66666666666666,202.0,AUTO,-0.01565033756196499,0.018703750645120937,0.049377691776802145,0.10108649482329686,-0.13380606969197592,0.20273524522781372,-35.363263333333336,149.1652342666667,22887.333333333332,-30.666666666666668,-32.333333333333336,-119.33333333333333
