,A.RTL3
20:00:16.646,-1.0
20:00:16.848,-1.0
20:00:17.050,-1.0
20:00:17.253,-1.0
20:00:17.456,-1.0
20:00:17.658,-1.0
20:00:17.861,-1.0
20:00:18.066,-1.0
20:00:18.271,-1.0
20:00:18.476,-1.0
20:00:18.679,-1.0
20:00:18.881,-1.0
20:00:19.082,-1.0
20:00:19.284,-1.0
20:00:19.486,-1.0
20:00:19.690,-1.0
20:00:19.894,-1.0
20:00:20.100,-1.0
20:00:20.316,-1.0
20:00:20.534,-1.0
20:00:20.750,-1.0
20:00:20.968,-1.0
20:00:21.192,-1.0
20:00:21.403,-1.0
20:00:21.610,-1.0
20:00:21.820,-1.0
20:00:22.023,-1.0
20:00:22.231,-1.0
20:00:22.433,-1.0
20:00:22.634,-1.0
20:00:22.836,-1.0
20:00:23.038,-1.0
20:00:23.242,-1.0
20:00:23.445,-1.0
20:00:23.647,-1.0
20:00:23.848,-1.0
20:00:24.051,-1.0
20:00:24.253,-1.0
20:00:24.457,-1.0
20:00:24.659,-1.0
20:00:24.864,-1.0
20:00:25.101,-1.0
20:00:25.314,-1.0
20:00:25.524,-1.0
20:00:25.728,-1.0
20:00:25.953,-1.0
20:00:26.163,-1.0
20:00:26.383,-1.0
20:00:26.600,-1.0
20:00:26.802,-1.0
20:00:27.006,-1.0
20:00:27.212,-1.0
20:00:27.414,-1.0
20:00:27.617,-1.0
20:00:27.818,-1.0
20:00:28.020,-1.0
20:00:28.234,-1.0
20:00:28.438,-1.0
20:00:28.640,-1.0
20:00:28.842,-1.0
20:00:29.046,-1.0
20:00:29.248,-1.0
20:00:29.450,-1.0
20:00:29.655,-1.0
20:00:29.862,-1.0
20:00:30.063,-1.0
20:00:30.280,-1.0
20:00:30.504,-1.0
20:00:30.747,-1.0
20:00:30.963,-1.0
20:00:31.173,-1.0
20:00:31.376,-1.0
20:00:31.581,-1.0
20:00:31.784,-1.0
20:00:31.985,-1.0
20:00:32.196,-1.0
20:00:32.398,-1.0
20:00:32.600,-1.0
20:00:32.802,-1.0
20:00:33.004,-1.0
20:00:33.207,-1.0
20:00:33.409,-1.0
20:00:33.611,-1.0
20:00:33.813,-1.0
20:00:34.015,-1.0
20:00:34.217,-1.0
20:00:34.420,-1.0
20:00:34.643,-1.0
20:00:34.861,-1.0
20:00:35.081,-1.0
