time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
11:08:33,0.0,1.0,-1000.0,0.0,0.0,1.0,STABILIZE,-35.3632622,149.1652375,0.0,-2.0,1.0,0.0,1500.0,-0.00017590208153706044,0.00145593355409801,0.028405768796801567,0.00017084853607229888,0.00039105056202970445,0.0023981956765055656
11:08:47,0.0,1.0,-1000.0,0.3333333333333333,1.0,0.3333333333333333,AUTO,-35.3632622,149.1652375,3.0,-1.0,0.0,0.0,60429.0,-0.0010353628313168883,0.0009792920900508761,0.02317018372317155,0.0002528802724555135,0.00025297443304831785,0.0015379340620711446
11:08:49,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,AUTO,-35.3632621,149.1652375,8.333333333333334,0.0,0.0,0.0,60429.0,-0.0007665038962538043,0.0013019056835522254,0.022715733697017033,0.00028610336206232506,0.00024693500017747283,0.001495178323239088
11:08:50,0.0,1.3333333333333333,-1000.0,1.0,0.0,0.3333333333333333,AUTO,-35.3632621,149.1652375,9.0,0.0,0.0,0.0,115113.0,-0.00040671825991012156,0.001640591537579894,0.022367651884754498,0.00034429499646648765,0.0002833559604672094,0.0014978410520901282
11:08:51,0.0,0.0,-1121.6666666666667,4.0,-0.6666666666666666,0.3333333333333333,AUTO,-35.3632621,149.1652375,98.33333333333333,0.0,0.3333333333333333,-39.666666666666664,115113.0,0.0022083708900026977,0.0002682311072324713,0.02221465731660525,0.0037218729654947915,-0.0012545814000380535,0.0009112540768304219
11:08:53,1.3333333333333333,-5.666666666666667,-998.0,21.666666666666668,3.0,-14.0,AUTO,-35.36326176666667,149.1652389,2565.0,5.333333333333333,31.666666666666668,-148.33333333333334,196955.0,0.05414446319142977,-0.007279199392845233,0.012218135253836712,0.021500901008645695,0.0020722330858310065,-0.013574723076696197
11:08:55,-0.3333333333333333,0.0,-1001.6666666666666,-7.0,3.6666666666666665,-34.333333333333336,AUTO,-35.36326063333333,149.16524619999998,5765.333333333333,0.0,-14.666666666666666,-148.66666666666666,196955.0,-0.07442486782868703,0.004351467437421282,-0.09570211172103882,-0.007643753041823705,0.003283335031786313,-0.03428366035223007
11:08:56,-6.333333333333333,15.0,-1003.6666666666666,69.0,9.666666666666666,-2.0,AUTO,-35.36326136666667,149.16523976666664,7688.333333333333,-15.333333333333334,-60.666666666666664,-150.0,2080.0,-0.006267343958218892,0.010250990589459738,-0.11389614393313725,0.06858974198500316,0.009655382484197617,-0.0019285269469643633
11:08:57,-1.3333333333333333,11.333333333333334,-1003.0,67.0,1.3333333333333333,2.6666666666666665,AUTO,-35.363262733333336,149.16523529999998,8860.666666666666,-24.333333333333332,-37.0,-152.66666666666666,2080.0,0.04490505903959274,0.014953161279360453,-0.11147703478733699,0.06684766213099162,0.0008206163377811512,0.0035042896245916686
11:08:59,-4.333333333333333,-9.666666666666666,-1007.0,-55.0,87.33333333333333,-102.66666666666667,AUTO,-35.36326306666667,149.16523733333335,11943.666666666666,40.333333333333336,23.333333333333332,-148.66666666666666,75936.0,-0.02860375214368105,-0.01683258917182684,-0.07366524388392766,-0.056199563667178154,0.08724698424339294,-0.1027304654320081
11:09:01,-2.0,3.0,-998.6666666666666,31.333333333333332,-12.333333333333334,1.6666666666666667,AUTO,-35.36325923333334,149.16523536666668,15060.0,-9.0,-12.333333333333334,-152.66666666666666,75936.0,0.019955815747380257,0.031216996411482494,-0.18399613598982492,0.0311754010617733,-0.013218286292006573,0.002311187058997651
11:09:02,3.6666666666666665,0.0,-998.0,-42.0,-13.0,1.3333333333333333,AUTO,-35.36326076666667,149.16523526666666,17007.666666666668,-17.666666666666668,11.333333333333334,-151.0,239674.0,0.006529188559701045,0.0029878131851243475,-0.16632159550984701,-0.04295082949101925,-0.014470096367100874,0.001917732801909248
11:09:03,1.6666666666666667,2.6666666666666665,-977.6666666666666,-81.33333333333333,59.0,190.0,AUTO,-35.36326183333333,149.16523556666667,18153.333333333332,-17.666666666666668,-8.333333333333334,-144.0,239674.0,-0.06481155877312024,0.014036287708828846,-0.1345517560839653,-0.08213833098610242,0.058330900656680264,0.19039030248920122
11:09:05,0.0,-3.6666666666666665,-970.0,-36.666666666666664,34.0,-6.666666666666667,AUTO,-35.36326493333333,149.16523103333336,20186.666666666668,6.333333333333333,21.0,-56.666666666666664,113875.0,0.05686555430293083,-0.02739831122259299,0.022608455270528793,-0.038047254706422486,0.03368238608042399,-0.006656391507325073
11:09:07,0.3333333333333333,-6.333333333333333,-969.6666666666666,-2.3333333333333335,8.666666666666666,-1.3333333333333333,AUTO,-35.363262,149.16523833333335,20845.333333333332,10.666666666666666,27.0,-8.0,113875.0,-0.01174517876158158,0.0156229796508948,0.01814582881828149,-0.003358455995718638,0.008529430992590884,-0.0016434019489679486
11:09:08,-5.333333333333333,20.666666666666668,-1016.6666666666666,167.33333333333334,-52.666666666666664,-9.0,AUTO,-35.36326143333333,149.16523883333335,20682.0,3.3333333333333335,-17.333333333333332,14.333333333333334,250655.0,-0.028104242247839768,-0.024354774815340836,0.014800752202669779,0.16600869099299112,-0.05414691691597303,-0.009331710015734037
11:09:09,-11.0,-7.0,-1012.3333333333334,-230.0,-34.0,-11.333333333333334,AUTO,-35.3632604,149.16523646666667,20611.0,29.0,-32.666666666666664,1.0,250655.0,-0.019372546424468357,-0.05515364930033684,0.011807524599134922,-0.2308108794192473,-0.035240293170015015,-0.011126817824939886
11:09:11,-35.333333333333336,-25.666666666666668,-1006.6666666666666,-21.0,-41.0,81.66666666666667,AUTO,-35.3632452,149.1652226,20665.666666666668,153.33333333333334,-84.0,-8.0,139283.0,0.035064379374186196,-0.12593943625688553,-0.5181973377863566,-0.022006080796321232,-0.042354329178730644,0.08191290125250816
11:09:13,-76.33333333333333,-47.0,-1004.6666666666666,11.0,-23.0,0.0,AUTO,-35.3632012,149.1651915,20856.666666666668,336.0,-188.0,-14.0,139283.0,0.03965860108534495,-0.18073819080988565,-0.5047543247540792,0.009302365283171335,-0.024368467430273693,1.34733272716403e-05
11:09:14,-111.0,-61.0,-1011.6666666666666,4.333333333333333,15.333333333333334,-2.0,AUTO,-35.36315723333333,149.16516066666668,21051.333333333332,448.0,-260.0,-19.333333333333332,174304.0,0.04638078808784485,-0.20301945010821024,-0.5065120061238607,0.0038154672365635633,0.014860924333333969,-0.0023973002874602876
