time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz
17:20:18,STABILIZE,-0.00035909654980059713,0.0014476504875347018,0.025404958985745907,0.00022538048506248742,0.00024077037232927978,0.002000075823161751,0.0,1.0,-1000.0,0.0,0.0,0.0,583960.0,-35.3632622,149.1652375,0.0,-2.0,1.0,0.0
17:20:20,STABILIZE,-0.0009461074369028211,0.001035376568324864,0.02425091341137886,0.00020898465299978852,0.0002043731219600886,0.0018740893574431539,0.0,2.0,-1000.0,0.0,0.5,0.0,583960.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
17:20:22,STABILIZE,-0.001014445093460381,0.0009826370514929295,0.023898115381598473,0.0002995210816152394,0.0003870710206683725,0.001869572908617556,0.0,1.5,-1000.0,0.5,0.0,0.0,583970.0,-35.3632622,149.1652374,0.0,-1.0,-1.0,-4.0
17:20:24,STABILIZE,-0.000436996910138987,0.0009239074570359662,0.02312421565875411,0.00031695504731033,0.00021656379976775497,0.001770597038557753,0.0,-2.1666666666666665,-1005.3333333333334,0.0,0.3333333333333333,0.3333333333333333,583980.0,-35.3632622,149.1652375,0.0,-1.0,0.75,-1.5
17:20:31,STABILIZE,-0.0003720147506101057,0.0009611925925128162,0.020880401600152254,0.0002893756318371743,0.0002731574058998376,0.001544302300317213,0.0,1.3333333333333333,-1000.0,0.0,0.6666666666666666,0.6666666666666666,583956.0,-35.3632622,149.1652376,0.0,-1.0,2.0,1.0
17:20:37,STABILIZE,-0.0010298535926267505,0.0009702972214048108,0.019929094860951107,0.0003132823233803113,0.00029172040134047467,0.0013057474279776216,0.0,3.0,-998.0,0.5,0.5,0.5,583940.0,-35.3632622,149.1652375,0.0,-1.0,0.6666666666666666,0.3333333333333333
17:20:39,AUTO,-0.0007709846031502821,0.0009703148971311748,0.01972002093680203,0.0003077703295275569,0.00023593423247803003,0.0013345813640626147,0.0,1.5,-1000.0,0.375,0.875,0.375,583955.0,-35.3632622,149.1652375,0.25,-1.0,0.25,-0.375
17:20:41,AUTO,-0.00048670665273675695,0.0011982624419033527,0.019409995526075363,0.00028258028032723814,0.0002508581383153796,0.0012718263315036893,0.0,1.5,-1000.0,0.75,0.5,0.5,583960.0,-35.3632622,149.1652375,0.5,0.0,0.0,0.0
17:20:44,AUTO,0.0011850122955365805,0.0009088955460659539,0.019046177466710407,0.0009258908976335078,-0.0005975683743599802,0.001529122528154403,0.0,1.0,-1055.0,1.4285714285714286,-0.42857142857142855,0.5714285714285714,584003.3333333334,-35.36326218333334,149.1652375,49.0,0.0,0.0,-21.0
17:20:46,AUTO,0.03434707775401572,-0.0035483585040007406,0.01847020008911689,0.04307496175169945,-0.00817787041887641,0.002338171829857553,0.5,-2.0,-1016.5,43.5,-6.833333333333333,1.6666666666666667,585750.0,-35.36326196666666,149.16523801666668,1795.6666666666667,2.3333333333333335,15.333333333333334,-143.83333333333334
17:20:48,AUTO,-0.043290708446875215,0.006775659664223592,-0.06603953118125598,-0.06209375305722157,-0.0005922302758942047,-0.04296273070697983,2.1666666666666665,-7.333333333333333,-1004.5,-61.166666666666664,-0.16666666666666666,-42.666666666666664,588648.3333333334,-35.36326058333333,149.16524515,4690.666666666667,7.0,26.333333333333332,-147.0
17:20:50,AUTO,-0.012704651709645987,0.02143651694059372,-0.13699954152107238,0.0698265329003334,0.0048849718761630355,-0.010066702123731374,-3.4,14.6,-1003.0,70.0,5.2,-9.8,591518.0,-35.36326152,149.16523999999998,7564.8,-27.8,-60.2,-148.6
17:20:51,AUTO,0.040949951857328415,0.022846687585115433,-0.13813741505146027,0.07133302837610245,-0.005810415372252464,0.0015873019583523273,1.0,14.0,-1004.0,71.0,-4.0,1.0,592680.0,-35.3632638,149.1652351,8729.0,-43.0,-42.0,-151.0
17:20:52,AUTO,0.04524736478924751,-0.049501679837703705,-0.06654682196676731,0.03940994665026665,-0.046412134543061256,0.07927938178181648,4.0,8.0,-1007.0,42.0,-56.0,82.0,593860.0,-35.3632666,149.165233,9908.0,-29.0,-7.0,-151.0
17:20:53,AUTO,0.04513472139369697,-0.06805825456976891,-0.025607579946517946,-0.05572567135095596,0.035802026931196454,-0.003498717397451401,-1.5,-7.166666666666667,-996.8333333333334,-39.666666666666664,24.833333333333332,9.166666666666666,595223.3333333334,-35.363266100000004,149.1652343,11267.5,30.333333333333332,29.833333333333332,-147.83333333333334
