,A.LOITER1
17:20:20.667,-1.0
17:20:20.872,-1.0
17:20:21.078,-1.0
17:20:21.287,-1.0
17:20:21.490,-1.0
17:20:21.696,-1.0
17:20:21.899,-1.0
17:20:22.103,-1.0
17:20:22.305,-1.0
17:20:22.514,-1.0
17:20:22.728,-1.0
17:20:22.932,-1.0
17:20:23.133,-1.0
17:20:23.355,-1.0
17:20:23.572,-1.0
17:20:23.775,-1.0
17:20:23.980,-1.0
17:20:24.183,-1.0
17:20:24.386,-1.0
17:20:24.591,-1.0
17:20:24.795,-1.0
17:20:25.003,-1.0
17:20:25.206,-1.0
17:20:25.410,-1.0
17:20:25.618,-1.0
17:20:25.822,-1.0
17:20:26.029,-1.0
17:20:26.233,-1.0
17:20:26.437,-1.0
17:20:26.643,-1.0
17:20:26.855,-1.0
17:20:27.059,-1.0
17:20:27.281,-1.0
17:20:27.485,-1.0
17:20:27.688,-1.0
17:20:27.891,-1.0
17:20:28.099,-1.0
17:20:28.302,-1.0
17:20:28.512,-1.0
17:20:28.721,-1.0
17:20:28.934,-1.0
17:20:29.138,-1.0
17:20:29.344,-1.0
17:20:29.547,-1.0
17:20:29.750,-1.0
17:20:29.956,-1.0
17:20:30.159,-1.0
17:20:30.363,-1.0
17:20:30.567,-1.0
17:20:30.793,-1.0
17:20:31.017,-1.0
17:20:31.227,-1.0
17:20:31.430,-1.0
17:20:31.632,-1.0
17:20:31.841,-1.0
17:20:32.046,-1.0
17:20:32.255,-1.0
17:20:32.462,-1.0
17:20:34.036,-1.0
17:20:34.238,-1.0
17:20:34.443,-1.0
17:20:34.658,-1.0
17:20:34.862,-1.0
17:20:35.070,-1.0
17:20:35.275,-1.0
17:20:35.488,-1.0
17:20:35.691,-1.0
17:20:35.898,-1.0
17:20:36.106,-1.0
17:20:36.309,-1.0
17:20:36.516,-1.0
17:20:36.721,-1.0
17:20:36.927,-1.0
17:20:37.130,-1.0
17:20:37.338,-1.0
17:20:37.542,-1.0
17:20:37.750,-1.0
17:20:37.956,-1.0
17:20:38.165,-1.0
17:20:38.368,-1.0
17:20:38.572,-1.0
17:20:38.777,-1.0
17:20:38.980,-1.0
17:20:39.185,-1.0
17:20:39.387,-1.0
17:20:39.593,-1.0
17:20:39.797,-1.0
17:20:40.018,-1.0
17:20:40.223,-1.0
17:20:40.428,-1.0
17:20:40.635,-1.0
17:20:40.839,-1.0
17:20:41.051,-1.0
17:20:41.255,-1.0
17:20:41.469,-1.0
17:20:41.678,-1.0
17:20:41.881,-1.0
17:20:42.084,-1.0
17:20:42.287,-1.0
17:20:42.491,-1.0
17:20:42.693,-1.0
17:20:42.897,-1.0
17:20:43.104,-1.0
17:20:43.306,-1.0
17:20:43.511,-1.0
17:20:43.715,-1.0
17:20:43.918,-1.0
17:20:44.120,-1.0
17:20:44.323,-1.0
17:20:44.531,-1.0
17:20:44.735,-1.0
17:20:44.937,-1.0
17:20:45.140,-1.0
17:20:45.342,-1.0
17:20:45.545,-1.0
17:20:45.754,-1.0
17:20:45.959,-1.0
17:20:46.164,-1.0
17:20:46.367,-1.0
17:20:46.570,-1.0
17:20:46.774,-1.0
17:20:46.983,-1.0
17:20:47.191,-1.0
17:20:47.393,-1.0
17:20:47.598,-1.0
17:20:47.803,-1.0
17:20:48.009,-1.0
17:20:48.211,-1.0
17:20:48.416,-1.0
17:20:48.620,-1.0
17:20:48.824,-1.0
17:20:49.031,-1.0
17:20:49.235,-1.0
17:20:49.440,-1.0
17:20:49.646,-1.0
17:20:49.857,-1.0
17:20:50.060,-1.0
17:20:50.263,-1.0
17:20:50.467,-1.0
17:20:50.670,-1.0
17:20:50.875,-1.0
17:20:51.078,-1.0
17:20:51.282,-1.0
17:20:51.487,-1.0
17:20:51.691,-1.0
17:20:51.893,-1.0
17:20:52.096,-1.0
17:20:52.300,-1.0
17:20:52.503,-1.0
17:20:52.707,-1.0
17:20:52.916,-1.0
17:20:53.119,-1.0
17:20:53.322,-1.0
17:20:53.525,-1.0
17:20:53.730,-1.0
17:20:53.942,-1.0
17:20:54.144,-1.0
17:20:54.348,-1.0
17:20:54.557,-1.0
17:20:54.764,-1.0
17:20:54.968,-1.0
17:20:55.171,-1.0
17:20:55.373,-1.0
17:20:55.577,-1.0
17:20:55.781,-1.0
17:20:55.985,-1.0
17:20:56.193,-1.0
17:20:56.399,-1.0
17:20:56.604,-1.0
17:20:56.809,-1.0
17:20:57.013,-1.0
17:20:57.216,-1.0
17:20:57.420,-1.0
17:20:57.628,-1.0
17:20:57.856,-1.0
17:20:58.067,-1.0
17:20:58.276,-1.0
17:20:58.486,-1.0
17:20:58.689,-1.0
17:20:58.896,-1.0
17:20:59.101,-1.0
17:20:59.306,-1.0
17:20:59.510,-1.0
17:20:59.716,-1.0
17:20:59.922,-1.0
17:21:00.126,-1.0
17:21:00.331,-1.0
17:21:00.534,-1.0
17:21:00.739,-1.0
17:21:00.945,-1.0
17:21:01.150,-1.0
17:21:01.357,-1.0
17:21:01.569,-1.0
17:21:01.782,-1.0
