,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
05:23:01.102,74359.0,0.6,0.0,-3.7,0.25
05:23:05.129,248387.0,1.0,1.2,-7.2,0.25
05:23:09.142,20755.0,1.1,0.0,-9.0,0.25
05:23:13.166,73386.0,0.6,1.5,10.1,0.25
05:23:17.197,241281.0,0.5,0.0,1.0,0.25
05:23:21.218,104209.0,0.3,2.0,0.1,0.25
05:23:25.244,145311.0,0.2,0.1,-6.8,0.25
05:23:29.256,200.0,0.6,1.4,10.1,0.25
05:23:33.283,205968.0,0.6,2.0,-10.0,0.25
05:23:37.303,88182.0,0.5,1.5,-4.8,0.25
05:23:41.322,126183.0,1.1,0.6,6.1,0.25
05:23:45.349,300000.0,1.0,0.8,10.1,0.25
05:23:49.368,156039.0,1.1,1.9,9.4,0.25
05:23:53.403,200.0,0.3,2.0,-10.0,0.25
05:23:57.436,300000.0,0.0,1.5,3.6,0.25
05:24:01.463,190381.0,0.1,0.0,-0.4,0.25
05:24:05.491,300000.0,0.8,0.9,-7.4,0.25
05:24:09.013,96087.0,0.0,2.0,-3.4,0.25
05:24:13.041,225669.0,1.0,1.6,0.8,0.25
05:24:17.075,300000.0,0.0,0.0,10.1,0.25
05:24:21.117,269456.0,1.1,1.2,2.2,0.25
05:24:25.134,49273.0,0.0,0.4,-3.1,0.25
05:24:29.153,134281.0,1.0,1.3,8.1,0.25
05:24:33.178,192974.0,1.1,2.0,1.5,0.25
05:24:37.210,300000.0,0.2,0.6,7.9,0.25
05:24:41.230,142104.0,1.1,0.2,4.2,0.25
05:24:45.260,300000.0,0.4,2.0,5.7,0.25
05:24:49.287,274071.0,0.9,2.0,-0.8,0.25
05:24:53.320,300000.0,1.0,0.0,10.1,0.25
05:24:57.350,300000.0,0.6,1.1,-9.3,0.25
05:25:01.379,101459.0,1.0,0.0,6.9,0.25
05:25:05.402,168028.0,0.3,0.0,-10.0,0.25
05:25:09.432,178838.0,0.5,1.7,-2.9,0.25
05:25:13.456,200.0,0.0,0.0,-0.4,0.25
05:25:17.483,191311.0,1.1,0.0,-3.2,0.25
05:25:21.505,122946.0,0.5,0.0,10.1,0.25
05:25:25.023,35718.0,0.6,0.2,-10.0,0.25
05:25:29.039,21706.0,0.4,0.4,10.1,0.25
05:25:33.063,124171.0,0.4,2.0,-0.0,0.25
05:25:37.075,200.0,0.1,2.0,-4.4,0.25
05:25:41.107,300000.0,0.7,0.0,-2.0,0.25
05:25:45.131,181116.0,0.6,0.0,-3.7,0.25
05:25:49.145,44538.0,0.3,0.4,10.1,0.25
05:25:53.170,248576.0,0.3,1.0,-10.0,0.25
05:25:57.225,300000.0,0.5,0.9,-0.7,0.25
05:26:01.244,130563.0,0.7,0.5,-9.8,0.25
05:26:05.272,244894.0,0.0,0.8,-9.3,0.25
05:26:09.294,163729.0,0.0,1.6,4.7,0.25
05:26:13.310,105964.0,0.2,1.4,7.2,0.25
05:26:17.332,200.0,0.4,1.6,-10.0,0.25
05:26:21.360,211012.0,1.1,0.0,8.5,0.25
05:26:25.407,233402.0,1.1,0.5,-9.5,0.25
05:26:29.437,300000.0,0.3,0.2,7.2,0.25
05:26:33.469,252596.0,0.9,0.7,8.6,0.25
05:26:37.483,200.0,0.2,0.0,3.8,0.25
05:26:41.500,100159.0,1.1,1.9,0.5,0.25
05:26:45.022,56210.0,0.2,0.0,6.9,0.25
05:26:49.049,252306.0,0.6,2.0,-4.4,0.25
05:26:53.065,33023.0,0.8,2.0,6.8,0.25
05:26:57.086,184204.0,0.0,0.5,-4.5,0.25
05:27:01.131,300000.0,0.1,0.0,2.5,0.25
05:27:05.162,300000.0,0.7,0.0,-1.8,0.25
05:27:09.189,61816.0,1.1,2.0,10.1,0.25
05:27:13.215,102691.0,0.5,2.0,10.1,0.25
05:27:17.234,29632.0,1.1,2.0,-6.4,0.25
05:27:21.264,300000.0,0.6,0.0,-10.0,0.25
05:27:25.291,255866.0,0.8,0.4,5.7,0.25
05:27:29.318,207362.0,1.1,0.0,-7.6,0.25
05:27:33.352,188161.0,1.1,0.0,-10.0,0.25
05:27:37.397,126112.0,0.0,0.5,-3.1,0.25
05:27:41.424,268757.0,0.0,1.5,-10.0,0.25
05:27:45.448,150933.0,0.2,0.6,0.5,0.25
05:27:49.462,200.0,0.1,0.0,-7.0,0.25
05:27:53.475,33926.0,0.3,1.2,5.7,0.25
05:27:57.496,174480.0,1.0,2.0,5.8,0.25
05:28:01.019,181147.0,0.8,0.2,-10.0,0.25
05:28:05.050,24222.0,0.0,0.0,0.1,0.25
