time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
05:22:44,1500.0,-5.525379265236552e-08,0.001581727061420679,0.028391515836119652,0.00011489208554849029,0.0001593979832250625,0.0023779827170073986,-35.3632621,149.1652374,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
05:22:56,1500.0,-0.0010366328642703593,0.000961676036240533,0.023415932431817055,0.00025050839758478105,0.0002777153567876667,0.0016114526661112905,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.5,0.0,0.0,STABILIZE
05:23:00,1500.0,-0.0009455918334424496,0.0009931758977472782,0.022494159638881683,0.00026219250867143273,0.00025282794376835227,0.0015677075134590268,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.5,-1000.0,0.5,0.5,0.0,AUTO
05:23:01,74359.0,-0.0007763989706290886,0.0012088139774277806,0.022213946096599102,0.0003315487701911479,0.0002925350854638964,0.0015383425052277744,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,0.0,1.25,-1000.0,0.75,0.75,0.75,AUTO
05:23:02,74359.0,-0.000611660914728418,0.0014138330589048564,0.022025633603334427,0.0002243886119686067,0.00028234138153493404,0.0014791220892220736,-35.3632621,149.1652375,1.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,1.0,0.5,AUTO
05:23:04,74359.0,0.0027716276235878468,0.0006004969472996891,0.021580015309154987,-0.005069081671535969,0.004321651300415397,0.0014147132606012747,-35.3632621,149.1652375,304.0,0.0,1.0,-86.5,0.0,0.0,-1120.5,-4.5,4.0,1.0,AUTO
05:23:05,248387.0,0.03882634872570634,-0.00417603635287378,0.021522041875869036,0.043372366577386856,-0.008948696311563253,0.0031769495690241456,-35.363261924999996,149.16523805,1963.25,2.5,17.0,-148.0,0.0,-2.0,-1006.5,44.0,-7.75,2.25,AUTO
05:23:06,248387.0,0.0510688591748476,0.002299576997756958,-0.019249487668275833,-0.07297495356760919,0.060191272757947445,-0.06778667867183685,-35.3632615,149.16524045,3111.5,8.5,48.0,-147.0,2.0,-7.0,-992.5,-71.5,60.0,-67.5,AUTO
05:23:08,248387.0,-0.051784636452794075,-0.03312835842370987,-0.07808197662234306,0.05641900189220905,-0.016070686280727386,0.035949815064668655,-35.36326285,149.16524555,6168.0,-10.5,-29.0,-150.0,0.5,5.5,-1002.0,56.0,-15.0,35.0,AUTO
05:23:09,20755.0,0.01307979899502243,-0.014492052956484258,-0.07076938450336456,0.0364291169680655,0.042458269745111465,-0.01974879833869636,-35.36326245,149.16523945,8096.0,16.5,-43.25,-151.0,-8.5,7.0,-1001.25,36.5,42.75,-19.75,AUTO
05:23:10,20755.0,0.02956740651279688,0.016823514364659786,-0.09489460662007332,0.0041524386033415794,0.01400095719145611,-0.017505475785583258,-35.363261449999996,149.1652363,9262.5,12.0,-25.0,-151.5,-6.5,3.0,-999.5,4.5,14.0,-17.0,AUTO
05:23:12,20755.0,0.0051897435914725065,0.004102606908418238,-0.09818914532661438,-0.006103586405515671,-0.004794727778062224,-0.0066733998246490955,-35.363261249999994,149.1652349,12361.5,-5.0,5.5,-151.0,1.0,0.0,-1000.5,-5.0,-3.5,-6.5,AUTO
05:23:13,73386.0,0.0014745683001819998,0.0003014977555721998,-0.1156151033937931,0.0003106601652689278,-0.00022051643463782966,-0.017250783974304795,-35.363261650000005,149.16523535000002,14304.25,-2.75,4.25,-151.75,0.25,0.0,-1000.0,0.75,0.25,-17.0,AUTO
05:23:14,73386.0,0.0020002051605843008,0.0012301975511945784,-0.13179370760917664,0.0033784465631470084,0.0029620930436067283,-0.02220001071691513,-35.3632617,149.16523554999998,15472.5,-1.0,3.0,-152.0,0.0,0.0,-1000.0,3.5,3.0,-21.5,AUTO
05:23:16,73386.0,0.0047887517139315605,0.004591497126966715,-0.17593985050916672,0.0013004301581531763,0.0007519827631767839,-0.018709054216742516,-35.3632617,149.16523585,18583.5,-2.0,4.0,-152.0,0.0,0.0,-1000.0,1.5,1.0,-18.5,AUTO
05:23:17,241281.0,0.0029632346122525632,0.0038647265755571425,-0.1996288113296032,-0.0018227211257908493,0.0002585317415650934,-0.020479677710682154,-35.3632617,149.16523617500002,20531.75,-2.0,5.0,-152.0,0.0,0.0,-999.75,-0.75,0.5,-20.5,AUTO
05:23:18,241281.0,0.002103004604578018,0.0037040557945147157,-0.21439184248447418,-0.0002968348271679133,0.0013612445327453315,-0.020332684740424156,-35.36326175,149.16523645,21708.5,-2.0,4.0,-152.0,0.0,0.0,-1000.0,0.0,1.5,-20.0,AUTO
05:23:20,241281.0,0.0024875885574147105,0.0024771022144705057,-0.2520431652665138,0.0018683376256376505,-0.0001769968366716057,-0.017407171428203583,-35.3632619,149.1652368,24816.0,-2.0,3.0,-153.0,0.0,0.0,-1000.0,2.5,0.0,-17.5,AUTO
05:23:21,104209.0,0.006382433060935,0.003387954755453393,-0.22905968874692917,0.015067594940774143,-0.004416890908032656,0.028330962173640728,-35.363262175,149.1652368,26756.0,-4.75,0.75,-152.5,0.0,0.25,-1000.5,15.25,-3.0,27.5,AUTO
05:23:22,104209.0,0.008243979653343558,0.0014067290758248419,-0.20766327530145645,-0.01988135976716876,0.013483630784321576,0.05259489081799984,-35.3632624,149.1652368,27921.0,-2.5,5.0,-151.5,0.0,-0.5,-992.0,-19.0,14.0,52.0,AUTO
