time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
17:03:14,1500.0,-35.3632621,149.1652374,7.0,-1.0,0.0,-2.0,1500.0,0.0,2.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.0007380552124232054,0.0009487222414463758,0.02422492392361164,0.00024434475926682353,0.00017391639994457364,0.0016702209832146764
17:03:20,1500.0,-35.36326215,149.1652375,2.0,-1.0,1.0,-1.0,1500.0,0.0,1.5,-1000.0,0.5,0.0,0.5,AUTO,-0.0007096116023603827,0.0009806350280996412,0.02231374941766262,0.00032668127096258104,0.00024376483634114265,0.0015877955593168736
17:03:22,1500.0,-35.3632621,149.1652375,2.0,0.0,0.0,0.0,1500.0,0.0,1.0,-1000.0,0.5,0.5,0.0,AUTO,-0.00040007314237300307,0.0013898087199777365,0.0217689061537385,0.0002772959414869547,0.000250835029873997,0.001451775839086622
17:03:24,1500.0,-35.3632621,149.1652375,303.0,0.0,0.0,-86.5,1500.0,0.0,0.0,-1119.5,-3.5,4.0,1.5,AUTO,0.0024408476892858744,0.0006985594372963533,0.021345000714063644,-0.004448542138561606,0.0036230271216481924,0.002038388338405639
17:03:26,1500.0,-35.3632615,149.16524045,3115.5,8.5,48.0,-146.0,1500.0,2.0,-10.0,-992.5,-74.5,57.5,-68.0,AUTO,0.05149875022470951,0.0023494563065469265,-0.02104478096589446,-0.07521846215240657,0.05732045881450176,-0.06821368262171745
17:03:28,1500.0,-35.363259850000006,149.1652459,6160.0,-4.0,-36.0,-147.5,1500.0,-3.0,4.0,-1002.0,52.0,3.5,-50.0,AUTO,-0.07728105410933495,0.023496604524552822,-0.1261196881532669,0.05184629559516907,0.003119442379102111,-0.049915093928575516
17:03:30,1500.0,-35.3632658,149.16523335,9235.5,-53.5,-29.5,-149.5,1028.0,4.5,14.0,-988.5,-32.5,-90.0,12.0,AUTO,0.04105820506811142,0.007328166859224439,-0.13774167001247406,-0.03342226066160947,-0.09108509495854378,0.012752063572406769
17:03:32,1500.0,-35.3632664,149.16523575000002,12122.0,49.5,38.0,-135.5,1028.0,13.5,-6.0,-1028.0,-81.0,-55.0,-944.5,AUTO,0.020883294753730297,-0.0030967872007749975,-1.4870075583457947,-0.08213314414024353,-0.05592423677444458,-0.9447924196720123
17:03:34,1500.0,-35.363262399999996,149.16523389999998,15097.5,-56.0,-82.0,-140.0,1500.0,-14.0,-8.5,-996.0,45.5,110.5,57.5,AUTO,-0.018630042672157288,-0.12021104246377945,-2.1159921884536743,0.0451508779078722,0.1100514680147171,0.058352742344141006
17:03:36,1500.0,-35.3632743,149.16521495,18142.5,-31.5,-30.5,-156.5,1500.0,-14.0,-4.5,-1002.0,5.5,54.5,24.5,AUTO,0.026270761154592037,0.09782020002603531,-2.0357378721237183,0.005114684347063303,0.054065098986029625,0.025790137238800526
17:03:38,1500.0,-35.3632676,149.16522605,21144.5,92.0,112.0,-143.0,1500.0,33.0,8.0,-1016.0,-36.0,-172.0,125.0,AUTO,0.007559167570434511,0.024711590725928545,-1.951357662677765,-0.03680930193513632,-0.17316625267267227,0.12589696422219276
17:03:40,1500.0,-35.363259299999996,149.16523945,24277.0,-24.0,3.0,-152.5,1500.0,-1.5,4.0,-997.0,28.0,24.0,-64.0,AUTO,-0.04612378031015396,-0.06721282377839088,-1.9576377868652344,0.027703827247023582,0.023640218190848827,-0.06420940905809402
17:03:42,1500.0,-35.363266949999996,149.16523825000002,27267.0,-16.0,-4.0,-147.0,1923.0,-0.3333333333333333,6.333333333333333,-1002.6666666666666,10.333333333333334,-44.666666666666664,707.3333333333334,AUTO,0.021234648302197456,-0.034598992206156254,-0.9954975545406342,0.015414417255669832,-0.04162389412522316,0.7096014618873596
17:03:44,1500.0,-35.36326325,149.16523625,30238.0,52.0,13.0,-149.5,1500.0,-10.0,-3.0,-1007.0,-30.0,109.0,279.5,AUTO,0.03619337361305952,-0.016051294573117048,0.33993642032146454,-0.030667996034026146,0.10878442227840424,0.2805699482560158
17:03:46,1500.0,-35.36326405,149.16523665,33320.0,-72.0,-5.0,-146.0,1500.0,16.0,4.5,-1000.0,-39.5,-102.0,-56.0,AUTO,0.021372711285948753,0.04292650520801544,0.34893670678138733,-0.04081366956233978,-0.10337821021676064,-0.05652981996536255
17:03:48,1500.0,-35.363271,149.16523705,36394.0,43.0,3.0,-150.0,1500.0,-3.0,0.0,-999.6666666666666,19.666666666666668,-9.666666666666666,-24.0,AUTO,-0.023729908280074596,-0.10148078203201294,0.28119051456451416,0.03480897471308708,0.009392227861098945,-0.02417928259819746
17:03:50,1500.0,-35.3632532,149.16523895,39428.0,104.5,17.0,-154.0,1500.0,-25.0,-11.0,-1008.6666666666666,15.0,85.33333333333333,-35.333333333333336,AUTO,0.02957452367991209,0.02078224765136838,0.22992247343063354,0.010455220937728882,0.0858614556491375,-0.03961395099759102
17:03:52,1500.0,-35.363249550000006,149.1652422,42546.0,-104.5,4.0,-141.5,1500.0,14.666666666666666,3.6666666666666665,-989.6666666666666,-41.666666666666664,-58.0,-34.666666666666664,AUTO,-0.01155254035256803,0.13849887624382973,0.06252694502472878,-0.04644732875749469,-0.12299839220941067,0.022132623940706253
17:03:54,1500.0,-35.3632714,149.1652376,45441.0,-88.5,-29.0,-148.5,1236.0,2.3333333333333335,25.0,-1012.6666666666666,96.66666666666667,-21.666666666666668,-729.6666666666666,AUTO,0.051072753965854645,-0.0380285382270813,-0.6742896735668182,0.09248676151037216,-0.012874392792582512,-0.7384131848812103
17:03:56,1500.0,-35.3632682,149.16523795,48342.5,99.5,0.0,-141.0,1500.0,20.333333333333332,-16.333333333333332,-1022.6666666666666,-195.0,-191.66666666666666,-320.3333333333333,AUTO,0.021724252379499376,-0.05292017199099064,-2.0560944080352783,-0.1943819597363472,-0.22275520861148834,-0.2042085900902748
17:03:58,1500.0,-35.3632646,149.1652364,50182.0,-5.0,11.0,-27.0,1500.0,-1.3333333333333333,4.0,-955.3333333333334,120.0,-11.333333333333334,33.333333333333336,AUTO,0.035003057681024075,0.016873303335160017,-2.032767653465271,0.16475622355937958,-0.01670928904786706,0.03115952480584383
17:04:00,1500.0,-35.363262,149.16523784999998,50093.5,20.5,-0.5,17.5,1500.0,3.3333333333333335,-25.666666666666668,-1009.3333333333334,-154.66666666666666,67.0,3.6666666666666665,AUTO,0.002607809263281524,0.019634636119008064,-1.9905384182929993,-0.4663344994187355,0.06955069117248058,0.00786727073136717
17:04:02,1500.0,-35.3632537,149.1652448,49954.0,104.66666666666667,71.33333333333333,0.0,1500.0,25.0,-28.0,-1005.3333333333334,-277.3333333333333,25.0,789.6666666666666,AUTO,0.09841773162285487,0.05610558887322744,-1.314723292986552,-0.2787507139146328,0.024657730634013813,0.7896062930425009
17:04:04,1500.0,-35.36322116666667,149.16527576666667,49943.0,255.0,197.0,-3.6666666666666665,1500.0,-31.666666666666668,-69.33333333333333,-1004.6666666666666,-72.0,36.333333333333336,714.0,AUTO,0.10025997708241145,-0.08362908413012822,0.1426001451909542,-0.07334468513727188,0.03607374088217815,0.7141978939374288
17:04:06,1500.0,-35.3631704,149.16532553333332,49990.333333333336,301.0,242.0,-2.0,1494.0,-78.66666666666667,-58.0,-992.6666666666666,-146.0,19.333333333333332,-22.0,AUTO,0.05163405711452166,-0.09288842231035233,0.6838331818580627,-0.14710415403048197,0.01886812023197611,-0.02275155298411846
17:04:08,1500.0,-35.3631161,149.16538026666666,49995.333333333336,300.3333333333333,254.33333333333334,0.0,1494.0,-72.33333333333333,-62.0,-995.0,-83.33333333333333,6.333333333333333,46.666666666666664,AUTO,0.06836826354265213,-0.08326556285222371,0.6909246444702148,-0.08455287416776021,0.005272602041562398,0.04659224177400271
17:04:10,1500.0,-35.363065266666666,149.16544103333334,49990.333333333336,262.3333333333333,291.3333333333333,-0.3333333333333333,1500.0,-74.66666666666667,-49.333333333333336,-996.0,256.3333333333333,12.666666666666666,99.0,AUTO,0.09367156028747559,-0.07239510864019394,0.8197501301765442,0.2555801024039586,0.011614942690357566,0.09852887690067291
17:04:12,1500.0,-35.36302286666666,149.16551393333336,49952.666666666664,235.0,379.6666666666667,2.6666666666666665,1500.0,-88.0,-58.333333333333336,-996.6666666666666,24.666666666666668,-40.666666666666664,55.0,AUTO,0.07385531564553578,-0.15297127763430277,1.0080738464991252,0.02371099963784218,-0.042085553208986916,0.05432537322243055
17:04:14,1500.0,-35.3629758,149.16561529999998,49907.333333333336,301.6666666666667,522.0,-1.3333333333333333,1500.0,-121.33333333333333,-65.66666666666667,-993.0,4.333333333333333,2.0,-1.6666666666666667,AUTO,0.061986991514762245,-0.18580218652884165,1.0616190433502197,0.00375240296125412,0.0007229729865988096,-0.003003861755132675
