time_stamp,RTL_ALT,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,EK2_ALT_SOURCE
16:46:50,1500.0,583.9959838867187,0.0,1.2,-1028.8,3.6,-0.4,0.8,AUTO,583996.0,-35.3632622,149.1652375,13.0,0.0,0.0,-5.8,0.0006963916821405292,0.0012571502418722957,0.01927141547203064,0.003451475442852825,-0.0009973771637305617,0.0012440253514796496,0.0
16:46:54,1500.0,588.7933146158854,3.0,-7.0,-1001.0,-56.0,-3.3333333333333335,-37.0,AUTO,588793.3333333334,-35.3632608,149.1652457,4806.666666666667,3.0,26.0,-148.33333333333334,-0.043033466984828316,0.0030033319101979337,-0.07127757370471954,-0.0571788859864076,-0.003836830845102668,-0.03742447060843309,0.0
16:46:58,1500.0,597.4183247884115,-6.166666666666667,-2.5,-1003.1666666666666,31.333333333333332,26.833333333333332,-59.5,AUTO,597418.3333333334,-35.36326025,149.16523748333336,13432.333333333334,23.333333333333332,-11.166666666666666,-151.83333333333334,-0.024644354797298245,0.021859981197242934,-0.15391308814287186,0.030957356793805957,0.026626606937497854,-0.05995026479164759,0.0
