time_stamp,RTL_ALT,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,EK2_ALT_SOURCE
11:14:16,1500.0,583965.7142857143,-35.36326209999999,149.1652374142857,11.285714285714286,0.0,0.0,-4.571428571428571,0.0,1.0,-1023.0,5.142857142857143,-0.8571428571428571,0.2857142857142857,AUTO,0.0004928375553520579,0.001278156689035573,0.0206176367189203,0.005001787312461862,-0.0008104201156779059,0.001352457920022841,583.9656808035714,0.0
11:14:21,1500.0,585182.5,-35.363262049999996,149.16523755,1228.0,0.5,4.25,-138.75,0.0,-0.25,-1038.0,35.25,-4.5,1.0,AUTO,0.01721809196169488,-0.00048241067270282656,0.01984781865030527,0.0350197710795328,-0.005401361544500105,0.001471671712351963,585.1824798583984,0.0
11:15:16,1500.0,633948.0,-35.363087160000006,149.16573363999998,49991.0,173.4,422.4,-6.4,-98.2,-53.2,-997.8,-7.2,74.8,-19.0,AUTO,0.05727064535021782,-0.08067832216620445,1.2220457315444946,-0.009863516688346863,0.07354140430688857,-0.020341626740992068,633.9479736328125,0.0
11:16:15,1500.0,621004.0,-35.3632629,149.16523812,37045.4,1.6,-3.6,99.8,-0.4,-25.8,-1005.6,-1166.2,-1.2,2.8,RTL,-0.03207175694406032,0.002830819075461477,1.1833687782287599,-1.174245297908783,-0.004062202526256442,0.0009259670972824096,621.0039916992188,0.0
