time_stamp,RTL_ALT,EK2_ALT_SOURCE,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
10:09:38,1500.0,0.0,AUTO,-6.819638656452298e-05,0.0014755152127084632,0.020931347894171875,0.0017759570522078623,-0.0013620421911279361,0.0017701931258973975,583.9199829101562,583920.0,-35.36326209999999,149.1652374,0.0,0.0,0.0,0.0,0.0,1.0,-1017.5,1.6666666666666667,-1.3333333333333333,0.5
10:09:40,1500.0,0.0,AUTO,0.012369405924497793,0.000623841352838402,0.020024581191440422,0.026660145920080442,-0.0029608586725468435,0.0011618550731024395,585.2633260091146,585263.3333333334,-35.363262049999996,149.16523753333334,1335.3333333333333,0.16666666666666666,2.8333333333333335,-137.5,0.0,-0.16666666666666666,-1030.5,26.833333333333332,-2.3333333333333335,0.3333333333333333
10:09:42,1500.0,0.0,AUTO,-0.018836500666414697,0.009879900608211756,-0.052705679554492235,-0.09576931777216184,0.009593188607444366,-0.056629582618673645,588.1966552734375,588196.6666666666,-35.36326116666667,149.16524288333332,4271.166666666667,4.166666666666667,36.5,-145.66666666666666,3.0,-8.5,-1001.1666666666666,-95.0,10.333333333333334,-56.666666666666664
10:09:52,1500.0,0.0,AUTO,0.00019772026425926014,-0.0005931219056947157,-0.19516682326793672,0.0020268425287213176,0.002774052042514086,-0.027265353128314018,602.9199829101562,602920.0,-35.36326206,149.16523606,18993.8,-3.0,4.4,-148.0,0.4,0.0,-1000.0,2.4,2.6,-27.2
10:09:54,1500.0,0.0,AUTO,0.004064506230254968,0.003410905677204331,-0.243955264488856,-0.0006502413792380443,0.0010232556281456102,-0.02111046016216278,606.0083211263021,606008.3333333334,-35.36326209999999,149.16523628333337,22085.0,-0.5,3.0,-149.5,0.0,0.0,-999.6666666666666,0.0,1.5,-21.166666666666668
10:10:00,1500.0,0.0,AUTO,-0.000335678797273431,0.0009403310948982834,-0.18392933905124664,0.0010747816180810333,-0.0011186074232682585,0.01626360397785902,615.2159912109375,615216.0,-35.3632624,149.16523797999997,31289.6,0.0,2.6,-153.0,0.0,0.0,-1000.2,1.8,-0.2,15.6
10:10:50,1500.0,0.0,RTL,-0.05383265018463135,0.18057790398597717,0.4857863411307335,-0.04468810744583607,0.001551046036183834,-0.003000349272042513,633.8974761962891,633897.5,-35.362882625,149.165471875,49970.25,-378.0,-195.25,0.5,82.75,51.0,-999.25,-47.0,2.25,-2.25
10:11:05,1500.0,0.0,RTL,0.01451691729016602,-0.010716853740935525,0.4782332976659139,0.10171363564829032,0.004032990468355517,-0.003926333990724136,633.9283243815104,633928.3333333334,-35.3632651,149.16523445,50003.666666666664,6.0,2.6666666666666665,0.3333333333333333,-4.166666666666667,7.333333333333333,-999.5,101.16666666666667,4.833333333333333,-1.6666666666666667
10:11:07,1500.0,0.0,RTL,0.021357774548232556,-0.0010007158562075347,0.4780703246593475,-0.06513401269912719,0.003935730154626072,-0.005567270983010531,633.9339965820312,633934.0,-35.36326286,149.16523397999998,50008.8,0.2,19.0,0.2,-1.8,-8.0,-997.8,-68.4,4.4,-3.0
10:11:09,1500.0,0.0,RTL,0.028590483590960503,0.0001535515427046145,0.47683719793955487,0.7921405037244161,-0.001096725444464634,-0.001439896528609097,633.7816569010416,633781.6666666666,-35.363261933333334,149.1652348833333,49853.0,-5.666666666666667,19.0,36.333333333333336,-0.5,15.833333333333334,-951.8333333333334,786.3333333333334,0.0,0.16666666666666666
10:11:24,1500.0,0.0,RTL,-0.006036473763742833,0.0030852362979203463,0.47248199582099915,-0.9280313439667225,0.0016713446821086109,-0.006389618560206145,623.3374786376953,623337.5,-35.36326199999999,149.1652373,39413.0,0.0,4.0,92.0,1.5,-71.25,-977.25,-943.75,2.5,-4.25
10:11:52,1500.0,0.0,RTL,-0.033747743194301925,0.00229285511886701,0.4703885316848755,-1.2504262526830037,0.0027398436795920134,-0.010424284031614661,594.8216552734375,594821.6666666666,-35.3632628,149.1652394833333,10894.333333333334,4.333333333333333,-12.166666666666666,80.0,2.0,-57.5,-1030.8333333333333,-1253.8333333333333,4.0,-8.0
10:12:21,1500.0,0.0,RTL,-0.015675299800932407,0.0004710439883638173,0.47077680230140684,0.7160052835941315,0.0008951340336352587,0.003048123326152563,588.0919921875,588092.0,-35.36326314,149.16523994000002,4165.4,3.2,-9.6,33.2,2.2,31.0,-1005.2,721.4,2.4,5.2
10:12:45,1500.0,0.0,RTL,0.005333400331437588,0.0005764334346167743,0.47295886278152466,0.0014909260207787156,0.0009263504762202501,0.0006325298454612494,584.25,584250.0,-35.3632624,149.1652385,319.0,-6.0,4.0,1.0,0.0,1.0,-1000.0,3.0,3.0,3.0
