,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
07:10:15.201,33452.0,0.0,2.0,10.1,0.25,4.8,0.0,8946.0,0.0,1.0,0.1,50.0,50.0,189.0,0.0
07:10:19.224,161258.0,0.6,1.2,10.1,0.25,2.6,0.0,8532.0,560.0,1.0,0.1,50.0,50.0,481.0,0.0
07:10:23.240,88759.0,0.0,0.0,5.4,0.25,0.0,0.0,12495.0,920.0,1.0,0.1,50.0,50.0,770.0,0.0
07:10:27.270,151850.0,0.0,2.0,2.5,0.25,1.1,0.0,23623.0,630.0,1.0,0.1,50.0,50.0,585.0,0.0
07:10:31.311,237883.0,0.2,0.4,7.8,0.25,1.6,0.0,32000.0,580.0,1.0,0.1,50.0,50.0,816.0,0.0
07:10:35.334,165462.0,0.2,1.1,10.1,0.25,4.1,0.0,13941.0,610.0,1.0,0.1,50.0,50.0,407.0,0.0
07:10:39.364,278819.0,1.1,0.0,8.5,0.25,4.4,0.0,21116.0,0.0,1.0,0.1,50.0,50.0,123.0,0.0
07:10:43.384,116437.0,0.9,0.5,10.1,0.25,1.0,0.0,26747.0,10.0,1.0,0.1,50.0,50.0,0.0,0.0
07:10:48.414,140369.0,0.0,0.0,8.5,0.25,0.2,0.0,0.0,860.0,1.0,0.1,50.0,50.0,0.0,0.0
07:10:51.445,300000.0,1.1,0.0,-10.0,0.25,1.9,0.0,32000.0,280.0,1.0,0.1,50.0,50.0,1000.0,0.0
07:10:55.459,5267.0,0.0,0.3,7.1,0.25,0.0,0.0,23854.0,0.0,1.0,0.1,50.0,50.0,477.0,0.0
07:10:59.481,108337.0,1.1,1.0,-10.0,0.25,1.4,0.0,14038.0,930.0,1.0,0.1,50.0,50.0,739.0,0.0
07:11:02.508,256808.0,0.0,1.6,-3.5,0.25,5.1,0.0,23370.0,770.0,1.0,0.1,50.0,50.0,267.0,0.0
07:11:06.021,200.0,0.2,1.1,-10.0,0.25,5.1,0.0,20250.0,500.0,1.0,0.1,50.0,50.0,662.0,0.0
07:11:10.045,220874.0,0.0,1.2,-3.7,0.25,4.9,0.0,0.0,450.0,1.0,0.1,50.0,50.0,432.0,0.0
07:11:14.059,200.0,0.9,1.5,-9.5,0.25,1.9,0.0,24254.0,0.0,1.0,0.1,50.0,50.0,208.0,0.0
07:11:18.082,137079.0,0.6,2.0,4.9,0.25,2.8,0.0,17121.0,60.0,1.0,0.1,50.0,50.0,329.0,0.0
