,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
16:11:56.387,0.8,0.1,110.0,5000.0,0.1,0.0,0.0,130.0,20.0,140.0,0.0,67.0,40.0,22.0,101.0,120.0,120.0,47.0,105.0,62.0,79.0,120.0,0.0,1.0,25.0
16:12:00.911,1.2,0.1,208.0,509.0,0.1,0.0,0.0,40.0,110.0,140.0,70.0,51.0,11.0,75.0,105.0,28.0,0.0,11.0,48.0,25.0,34.0,32.0,0.0,1.0,50.0
16:12:06.073,2.0,0.1,111.0,4089.0,0.1,0.0,0.0,50.0,60.0,250.0,37.0,100.0,12.0,38.0,28.0,0.0,19.0,0.0,43.0,86.0,0.0,0.0,0.0,1.0,45.0
16:12:10.694,1.8,0.1,250.0,2190.0,0.1,0.0,0.0,40.0,120.0,0.0,30.0,0.0,0.0,15.0,120.0,52.0,11.0,120.0,73.0,40.0,11.0,10.0,0.0,1.0,35.0
16:12:15.443,2.0,0.1,25.0,1533.0,0.1,0.0,0.0,30.0,130.0,250.0,0.0,0.0,29.0,105.0,72.0,43.0,120.0,84.0,120.0,120.0,0.0,42.0,0.0,1.0,15.0
16:12:23.779,0.0,0.1,97.0,4501.0,0.1,0.0,0.0,30.0,100.0,160.0,53.0,100.0,8.0,116.0,0.0,120.0,0.0,24.0,9.0,77.0,47.0,120.0,0.0,1.0,40.0
16:12:30.077,1.2,0.1,25.0,941.0,0.1,0.0,0.0,20.0,40.0,0.0,32.0,0.0,36.0,86.0,61.0,76.0,54.0,0.0,0.0,29.0,0.0,91.0,0.0,1.0,25.0
16:12:34.365,0.7,0.1,39.0,3290.0,0.1,0.0,0.0,80.0,80.0,210.0,11.0,36.0,35.0,17.0,76.0,96.0,0.0,119.0,74.0,0.0,68.0,72.0,0.0,1.0,25.0
16:12:38.938,2.0,0.1,119.0,2203.0,0.1,0.0,0.0,70.0,80.0,140.0,0.0,100.0,13.0,102.0,30.0,87.0,49.0,79.0,120.0,120.0,73.0,23.0,0.0,1.0,50.0
16:12:44.084,0.2,0.1,92.0,4831.0,0.1,0.0,0.0,100.0,110.0,0.0,100.0,27.0,27.0,31.0,108.0,60.0,68.0,31.0,32.0,50.0,93.0,64.0,0.0,1.0,25.0
16:12:48.974,2.0,0.1,35.0,0.0,0.1,0.0,0.0,0.0,50.0,70.0,52.0,22.0,34.0,14.0,32.0,118.0,107.0,0.0,63.0,4.0,95.0,54.0,0.0,1.0,30.0
16:12:58.335,0.9,0.1,197.0,3647.0,0.1,0.0,0.0,50.0,120.0,100.0,94.0,100.0,26.0,120.0,91.0,44.0,55.0,120.0,0.0,117.0,120.0,50.0,0.0,1.0,35.0
