,A.BRAKE1
16:11:23.416,-1
16:11:23.618,-1
16:11:23.822,-1
16:11:24.026,-1
16:11:24.233,-1
16:11:24.436,-1
16:11:24.637,-1
16:11:24.842,-1
16:11:25.049,-1
16:11:25.252,-1
16:11:25.457,-1
16:11:25.659,-1
16:11:25.861,-1
16:11:26.065,-1
16:11:26.269,-1
16:11:26.470,-1
16:11:26.672,-1
16:11:26.876,-1
16:11:27.081,-1
16:11:27.283,-1
16:11:27.494,-1
16:11:27.696,-1
16:11:27.900,-1
16:11:28.103,-1
16:11:28.312,-1
16:11:28.514,-1
16:11:28.716,-1
16:11:28.918,-1
16:11:29.125,-1
16:11:29.327,-1
16:11:29.529,-1
16:11:29.730,-1
16:11:29.932,-1
16:11:30.133,-1
16:11:30.335,-1
16:11:30.540,-1
16:11:30.745,-1
16:11:30.950,-1
16:11:31.152,-1
16:11:31.354,-1
16:11:31.556,-1
16:11:31.759,-1
16:11:31.961,-1
16:11:32.164,-1
16:11:32.368,-1
16:11:32.570,-1
16:11:32.774,-1
16:11:32.978,-1
16:11:33.185,-1
16:11:33.392,-1
16:11:33.595,-1
16:11:33.796,-1
16:11:34.003,-1
16:11:34.207,-1
16:11:34.410,-1
16:11:34.619,-1
16:11:34.822,-1
16:11:35.024,-1
16:11:35.226,-1
16:11:35.428,-1
16:11:35.632,-1
16:11:35.834,-1
16:11:36.037,-1
16:11:36.242,-1
16:11:36.444,-1
16:11:36.645,-1
16:11:36.850,-1
16:11:37.052,-1
16:11:37.255,-1
16:11:37.459,-1
16:11:37.660,-1
16:11:37.862,-1
16:11:38.064,-1
16:11:38.265,-1
16:11:38.467,-1
16:11:38.669,-1
16:11:38.873,-1
16:11:39.079,-1
16:11:39.281,-1
16:11:39.483,-1
16:11:39.692,-1
16:11:39.896,-1
16:11:40.099,-1
16:11:40.301,-1
16:11:40.504,-1
16:11:40.706,-1
16:11:40.912,-1
16:11:41.115,-1
16:11:41.319,-1
16:11:45.098,-1
16:11:45.302,-1
16:11:45.508,-1
16:11:45.711,-1
16:11:45.914,-1
16:11:46.115,-1
16:11:46.318,-1
16:11:46.519,-1
16:11:46.729,-1
16:11:46.931,-1
