time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE
10:23:13,583940.0,-35.3632622,149.1652375,0.16666666666666666,-1.0,1.8333333333333333,0.6666666666666666,0.0,6.166666666666667,-992.5,2.0,0.0,0.0,-0.0006731763132847846,0.0009750628960318863,0.022349104285240173,0.002112422720529139,0.0002648951291727523,0.0016779387563777466,AUTO
10:23:15,583931.4285714285,-35.36326209999999,149.16523750000002,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,-1000.0,0.14285714285714285,0.42857142857142855,0.0,-0.0005907167838553765,0.001205186459368893,0.021734798859272684,0.0003005740997780647,0.00026602408615872264,0.0015792534354009799,AUTO
10:23:17,584023.3333333334,-35.36326209999999,149.1652375,89.83333333333333,0.0,0.0,-30.333333333333332,0.0,0.3333333333333333,-1065.3333333333333,1.3333333333333333,0.5,0.3333333333333333,0.0012044272173170611,0.0009155006755463546,0.02107431956877311,0.0010597679453591506,7.185704695681731e-05,0.0016948900495966275,AUTO
10:23:19,586038.3333333334,-35.3632619,149.1652382833333,2104.0,3.1666666666666665,20.166666666666668,-146.16666666666666,0.3333333333333333,-3.1666666666666665,-1006.6666666666666,28.833333333333332,3.1666666666666665,-10.833333333333334,0.04086367196093003,-0.004064359032781795,0.015470983150104681,0.02863949288924535,0.0022123838619639478,-0.010102667787577957,AUTO
10:23:21,589258.3333333334,-35.36326103333334,149.16524575,5321.666666666667,-2.6666666666666665,6.0,-149.33333333333334,1.8333333333333333,-2.3333333333333335,-1002.0,-19.666666666666668,-20.666666666666668,-16.666666666666668,-0.054182558630903564,0.002200743183493614,-0.0872746432820956,-0.020484883338212967,-0.021711919573135674,-0.016386923098859068,AUTO
10:23:23,592508.3333333334,-35.363261333333334,149.16523706666666,8573.833333333334,-2.3333333333333335,-44.833333333333336,-152.5,-5.666666666666667,9.833333333333334,-1003.0,63.666666666666664,12.0,3.1666666666666665,0.027743840551314253,0.0030470597363697984,-0.08854134753346443,0.06343691671888034,0.012011680169962347,0.004001845760891835,AUTO
10:23:25,595480.0,-35.363262283333334,149.16523561666665,11544.166666666666,-4.833333333333333,20.333333333333332,-150.5,3.3333333333333335,-2.5,-1001.1666666666666,-47.833333333333336,-12.833333333333334,-9.833333333333334,0.0011979275053211798,-0.0013676392069707315,-0.09444387877980868,-0.04893947043456137,-0.01352634575838844,-0.00939525772506992,AUTO
10:23:29,599145.0,-35.363261975,149.16523615,15210.5,2.75,-6.0,-153.0,-1.8,0.0,-999.8,12.8,6.8,-19.8,0.006431466550566256,0.0037712036282755435,-0.1471875198185444,0.011486995848827064,0.006396943237632513,-0.0190842067822814,AUTO
10:23:32,603765.0,-35.36326163333334,149.16523594999998,19828.5,-2.8333333333333335,5.666666666666667,-153.5,0.0,0.0,-1000.0,-0.3333333333333333,0.0,-17.5,0.0034491144275913634,0.004007848833377163,-0.19071829319000244,-0.0013312551115329068,-0.0005503061984200031,-0.017602892592549324,AUTO
10:23:34,607251.4285714285,-35.36326175714286,149.16523654285714,23315.428571428572,-2.142857142857143,3.142857142857143,-154.0,0.0,0.0,-999.7142857142857,0.42857142857142855,0.5714285714285714,-19.571428571428573,0.0021656302934778588,0.002990468904109938,-0.23346282754625594,7.506184712318438e-05,0.0003020670181805534,-0.01985982752272061,AUTO
10:23:36,610105.0,-35.363261949999995,149.16523665,26170.5,-5.0,-2.0,-154.0,0.0,1.0,-1002.0,33.0,-2.0,18.5,0.00026006740517914295,0.005014505703002214,-0.24904023110866547,0.03281435091048479,-0.0033461900311522186,0.019289188086986542,AUTO
10:23:37,612285.0,-35.3632626,149.1652366,28347.75,-2.25,9.75,-153.25,0.75,-0.75,-999.25,-0.5,-2.5,22.5,0.016702115535736084,-0.0004451279407930997,-0.21559781953692436,-0.0016031070990720764,-0.003511395087116398,0.023480258882045746,AUTO
10:23:39,615013.3333333334,-35.36326238333333,149.16523773333336,31078.333333333332,3.6666666666666665,12.333333333333334,-153.0,0.8333333333333334,-4.833333333333333,-999.6666666666666,-14.333333333333334,6.333333333333333,18.333333333333332,0.00279881531605497,0.002939404102410966,-0.18258533626794815,-0.01606845436617732,0.005810287315398455,0.019080316027005512,AUTO
10:23:40,617530.0,-35.36326173333333,149.16523903333334,33594.333333333336,-4.0,-5.666666666666667,-153.0,0.0,-1.0,-1001.0,5.0,-1.6666666666666667,12.666666666666666,-0.01468292654802402,0.009019837093849977,-0.15642974774042764,0.004376547217058639,-0.0025761211290955544,0.01317089144140482,AUTO
10:23:41,618700.0,-35.36326353333334,149.16523726666665,34763.0,-11.0,-14.0,-152.33333333333334,-0.3333333333333333,1.0,-1005.0,27.0,-53.333333333333336,22.666666666666668,-0.001360193205376466,-0.0022302850460012755,-0.14384359618028006,0.0265412920465072,-0.054575300930688776,0.02346275250116984,AUTO
10:23:43,621320.0,-35.36327741666667,149.16522445,37385.833333333336,43.666666666666664,22.0,-153.0,-6.166666666666667,-12.833333333333334,-997.5,26.833333333333332,9.666666666666666,8.333333333333334,0.06922064473231633,-0.05031223160525163,-0.09305086235205333,0.026466694970925648,0.008805921844517192,0.009106422076001763,AUTO
10:23:45,624320.0,-35.36327181666667,149.16523926666665,40383.833333333336,130.66666666666666,66.16666666666667,-145.16666666666666,-24.333333333333332,-35.0,-999.0,-94.83333333333333,68.83333333333333,20.666666666666668,0.006852374256898959,-0.05949633428826928,-0.01501120114699006,-0.09607309754937887,0.06812668684870005,0.020896969555299922,AUTO
