,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
01:49:03.871,70126.0,0.25,0.1,1000.0,30.0
01:49:08.365,14602.0,0.25,0.1,1000.0,30.0
01:49:13.902,16186.0,0.25,0.1,1000.0,30.0
01:49:18.555,271691.0,0.25,0.1,1000.0,30.0
01:49:23.593,89787.0,0.25,0.1,1000.0,30.0
01:49:28.206,41212.0,0.25,0.1,1000.0,30.0
01:49:33.734,54379.0,0.25,0.1,1000.0,30.0
01:49:38.387,19208.0,0.25,0.1,1000.0,30.0
01:49:43.923,100918.0,0.25,0.1,1000.0,30.0
01:49:48.477,84386.0,0.25,0.1,1000.0,30.0
01:49:54.129,129043.0,0.25,0.1,1000.0,30.0
01:49:59.723,58740.0,0.25,0.1,1000.0,30.0
01:50:04.301,85365.0,0.25,0.1,1000.0,30.0
01:50:09.904,46761.0,0.25,0.1,1000.0,30.0
01:50:14.584,63720.0,0.25,0.1,1000.0,30.0
01:50:19.570,70508.0,0.25,0.1,1000.0,30.0
01:50:24.049,3968.0,0.25,0.1,1000.0,30.0
01:50:29.550,7324.0,0.25,0.1,1000.0,30.0
01:50:34.043,47063.0,0.25,0.1,1000.0,30.0
01:50:39.609,67157.0,0.25,0.1,1000.0,30.0
01:50:44.051,4101.0,0.25,0.1,1000.0,30.0
01:50:49.606,52562.0,0.25,0.1,1000.0,30.0
01:50:54.231,126729.0,0.25,0.1,1000.0,30.0
01:50:59.765,94179.0,0.25,0.1,1000.0,30.0
01:51:04.355,23255.0,0.25,0.1,1000.0,30.0
01:51:09.854,35361.0,0.25,0.1,1000.0,30.0
01:51:14.596,87570.0,0.25,0.1,1000.0,30.0
01:51:19.609,3957.0,0.25,0.1,1000.0,30.0
01:51:24.325,174824.0,0.25,0.1,1000.0,30.0
01:51:29.840,89328.0,0.25,0.1,1000.0,30.0
01:51:34.602,78973.0,0.25,0.1,1000.0,30.0
01:51:39.656,44097.0,0.25,0.1,1000.0,30.0
01:51:44.279,30343.0,0.25,0.1,1000.0,30.0
01:51:49.874,274.0,0.25,0.1,1000.0,30.0
01:51:54.482,30881.0,0.25,0.1,1000.0,30.0
01:52:00.064,30929.0,0.25,0.1,1000.0,30.0
01:52:05.538,33867.0,0.25,0.1,1000.0,30.0
01:52:10.169,116224.0,0.25,0.1,1000.0,30.0
01:52:15.730,23197.0,0.25,0.1,1000.0,30.0
01:52:20.275,28812.0,0.25,0.1,1000.0,30.0
01:52:25.821,76798.0,0.25,0.1,1000.0,30.0
01:52:30.322,63102.0,0.25,0.1,1000.0,30.0
01:52:35.888,27525.0,0.25,0.1,1000.0,30.0
01:52:40.592,5258.0,0.25,0.1,1000.0,30.0
01:52:45.125,29817.0,0.25,0.1,1000.0,30.0
01:52:50.694,5156.0,0.25,0.1,1000.0,30.0
01:52:55.319,166470.0,0.25,0.1,1000.0,30.0
01:53:01.044,16330.0,0.25,0.1,1000.0,30.0
01:53:06.711,104051.0,0.25,0.1,1000.0,30.0
01:53:11.315,35361.0,0.25,0.1,1000.0,30.0
01:53:17.000,64213.0,0.25,0.1,1000.0,30.0
01:53:22.649,51790.0,0.25,0.1,1000.0,30.0
01:53:27.224,29972.0,0.25,0.1,1000.0,30.0
01:53:32.796,111169.0,0.25,0.1,1000.0,30.0
01:53:37.319,98165.0,0.25,0.1,1000.0,30.0
01:53:42.973,3137.0,0.25,0.1,1000.0,30.0
01:53:47.590,34565.0,0.25,0.1,1000.0,30.0
01:53:52.730,12092.0,0.25,0.1,1000.0,30.0
01:53:57.374,86814.0,0.25,0.1,1000.0,30.0
01:54:02.928,17446.0,0.25,0.1,1000.0,30.0
01:54:07.764,14034.0,0.25,0.1,1000.0,30.0
01:54:12.806,53539.0,0.25,0.1,1000.0,30.0
01:54:17.408,52519.0,0.25,0.1,1000.0,30.0
01:54:22.962,12394.0,0.25,0.1,1000.0,30.0
01:54:27.568,53414.0,0.25,0.1,1000.0,30.0
01:54:32.580,28013.0,0.25,0.1,1000.0,30.0
01:54:37.259,16757.0,0.25,0.1,1000.0,30.0
01:54:42.973,149701.0,0.25,0.1,1000.0,30.0
01:54:47.611,63205.0,0.25,0.1,1000.0,30.0
01:54:52.739,101761.0,0.25,0.1,1000.0,30.0
01:54:57.336,46962.0,0.25,0.1,1000.0,30.0
01:55:03.053,4363.0,0.25,0.1,1000.0,30.0
01:55:08.616,10094.0,0.25,0.1,1000.0,30.0
01:55:13.152,31459.0,0.25,0.1,1000.0,30.0
