,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
16:08:55.467,870.0,500.0,-5.0,0.5,1.0,1010.0,1650.0,800.0,0.0,0.0,180.0,1.0,14.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,4500.0,100.0,60.0,1.0,0.0,6856.0
16:09:14.042,870.0,500.0,-4.1,0.5,1.0,710.0,2000.0,1700.0,0.0,0.0,870.0,100.0,46.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4500.0,0.0,10.0,1.0,0.0,1417.0
16:09:21.111,1120.0,10.0,-2.2,0.5,1.0,960.0,1800.0,2000.0,0.0,0.0,1000.0,13.0,51.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4300.0,100.0,81.0,1.0,0.0,18259.0
16:09:37.185,20.0,290.0,-3.9,0.5,1.0,10.0,650.0,800.0,0.0,0.0,220.0,52.0,0.0,-1.0,-0.5,-0.5,34.0,0.0,1.0,3200.0,0.0,44.0,1.0,0.0,0.0
16:09:43.223,20.0,320.0,-5.0,0.5,1.0,10.0,450.0,1050.0,0.0,0.0,380.0,61.0,0.0,-1.0,-0.5,-0.5,74.0,0.0,1.0,3500.0,81.0,100.0,1.0,0.0,11601.0
16:09:58.309,1570.0,390.0,-1.2,0.5,1.0,810.0,1300.0,1550.0,0.0,0.0,0.0,100.0,29.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,2500.0,16.0,15.0,1.0,0.0,0.0
16:10:33.011,170.0,150.0,-3.3,0.5,1.0,610.0,100.0,2000.0,0.0,0.0,400.0,28.0,31.0,-1.0,-0.5,-0.5,87.0,0.0,1.0,4500.0,37.0,100.0,1.0,0.0,0.0
16:11:00.364,20.0,110.0,-5.0,0.5,1.0,660.0,0.0,950.0,0.0,0.0,660.0,80.0,61.0,-1.0,-0.5,-0.5,127.0,0.0,1.0,1400.0,89.0,35.0,1.0,0.0,13208.0
16:11:07.522,1970.0,430.0,0.1,0.5,1.0,810.0,1250.0,1800.0,0.0,0.0,1000.0,23.0,44.0,-1.0,-0.5,-0.5,70.0,0.0,1.0,4500.0,60.0,41.0,1.0,0.0,11135.0
16:11:32.509,670.0,220.0,-3.4,0.5,1.0,460.0,500.0,1850.0,0.0,0.0,0.0,100.0,49.0,-1.0,-0.5,-0.5,119.0,0.0,1.0,400.0,37.0,49.0,1.0,0.0,23885.0
16:11:38.307,470.0,110.0,-2.7,0.5,1.0,1010.0,1400.0,1400.0,0.0,0.0,510.0,68.0,6.0,-1.0,-0.5,-0.5,160.0,0.0,1.0,0.0,0.0,93.0,1.0,0.0,0.0
16:11:44.376,2020.0,10.0,-0.3,0.5,1.0,10.0,800.0,2000.0,0.0,0.0,230.0,55.0,100.0,-1.0,-0.5,-0.5,181.0,0.0,1.0,2900.0,0.0,78.0,1.0,0.0,0.0
16:12:09.497,2020.0,80.0,-2.9,0.5,1.0,10.0,2000.0,1750.0,0.0,0.0,980.0,1.0,0.0,-1.0,-0.5,-0.5,114.0,0.0,1.0,0.0,59.0,47.0,1.0,0.0,16918.0
16:12:21.267,120.0,340.0,-4.7,0.5,1.0,910.0,1000.0,1250.0,0.0,0.0,0.0,61.0,51.0,-1.0,-0.5,-0.5,147.0,0.0,1.0,4100.0,0.0,88.0,1.0,0.0,19736.0
16:13:32.349,20.0,10.0,-3.3,0.5,1.0,360.0,250.0,1450.0,0.0,0.0,0.0,30.0,100.0,-1.0,-0.5,-0.5,69.0,0.0,1.0,4500.0,20.0,64.0,1.0,0.0,31629.0
