,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG
17:57:20.270,104974.0,0.25,0.1,1000.0,30.0,5.1,7700.0,1000.0,10116.0,0.0,0.0,1850.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:24.309,153776.0,0.25,0.1,1000.0,30.0,4.2,1900.0,1000.0,32000.0,390.0,0.0,150.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:28.322,200.0,0.25,0.1,1000.0,30.0,5.1,7600.0,1000.0,32000.0,2570.0,0.0,450.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:32.350,237121.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,13638.0,30.0,0.0,2000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:36.369,57780.0,0.25,0.1,1000.0,30.0,0.7,4900.0,1000.0,3564.0,2670.0,0.0,1200.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:40.394,224793.0,0.25,0.1,1000.0,30.0,0.1,16900.0,1000.0,10613.0,2530.0,0.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:44.423,244661.0,0.25,0.1,1000.0,30.0,4.9,1100.0,1000.0,9979.0,2260.0,0.0,150.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:48.454,300000.0,0.25,0.1,1000.0,30.0,4.3,18000.0,1000.0,18326.0,1900.0,0.0,1100.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:52.466,200.0,0.25,0.1,1000.0,30.0,4.1,13700.0,1000.0,20483.0,2280.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:57:56.500,204567.0,0.25,0.1,1000.0,30.0,2.6,10900.0,1000.0,5548.0,900.0,0.0,2000.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:00.020,60181.0,0.25,0.1,1000.0,30.0,5.1,3900.0,1000.0,0.0,2410.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:04.041,79752.0,0.25,0.1,1000.0,30.0,2.9,500.0,1000.0,32000.0,2440.0,0.0,800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:08.070,204403.0,0.25,0.1,1000.0,30.0,0.6,18000.0,1000.0,28810.0,2390.0,0.0,850.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:12.095,196793.0,0.25,0.1,1000.0,30.0,3.7,12400.0,1000.0,9747.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:16.140,196143.0,0.25,0.1,1000.0,30.0,5.1,10300.0,1000.0,25815.0,3000.0,0.0,2000.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:20.164,167643.0,0.25,0.1,1000.0,30.0,3.3,12300.0,1000.0,26648.0,3000.0,0.0,1950.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:24.180,69441.0,0.25,0.1,1000.0,30.0,0.8,14300.0,1000.0,0.0,3000.0,0.0,1850.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:28.208,252221.0,0.25,0.1,1000.0,30.0,2.0,18000.0,1000.0,22284.0,2890.0,0.0,2000.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:32.227,200.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,32000.0,2050.0,0.0,550.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:36.245,200.0,0.25,0.1,1000.0,30.0,0.7,7500.0,1000.0,12737.0,0.0,0.0,2000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:40.265,152559.0,0.25,0.1,1000.0,30.0,4.7,14200.0,1000.0,22270.0,680.0,0.0,2000.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:44.298,300000.0,0.25,0.1,1000.0,30.0,0.0,5500.0,1000.0,32000.0,1070.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:58:48.341,258214.0,0.25,0.1,1000.0,30.0,5.1,15800.0,1000.0,6062.0,2500.0,0.0,1500.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
