time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
17:57:11,-0.0007780385785736144,0.000986402272246778,0.022944197058677673,0.0003315643407404423,0.00023146625608205795,0.0017297277227044106,-35.3632622,149.1652375,20.0,-1.0,1.0,-1.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,13350.0
17:57:19,-0.000217172630073037,0.0011130095808766782,0.020693549886345863,0.00031320456764660776,0.0002775281900539994,0.0013766206102445722,-35.3632621,149.1652375,2.0,0.0,0.5,0.0,AUTO,0.0,2.0,-1000.0,1.0,1.0,0.0,13350.0
17:57:20,-5.7515035678079585e-05,0.001299770432524383,0.020478022284805775,0.0002891292824642733,0.0002585651818662882,0.0014151303330436349,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,AUTO,0.0,1.25,-1000.0,0.75,0.0,0.5,104974.0
17:57:21,0.00028190545708639547,0.001666937896516174,0.02008825819939375,0.0003363269497640431,0.0002579466672614217,0.0014554925728589296,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,AUTO,0.0,2.0,-1000.0,1.0,0.0,0.5,104974.0
17:57:23,0.02904349844902754,-0.001935404201503843,0.019581261090934277,0.04605158604681492,-0.007506512803956866,0.0024988807272166014,-35.363262,149.1652376,1569.0,1.0,8.0,-145.0,AUTO,0.0,-0.5,-1012.0,46.0,-6.5,2.0,104974.0
17:57:24,0.05129779316484928,-0.002204745775088668,-0.0006696523632854223,-0.018695615231990814,0.024311934830620885,-0.035545597958844155,-35.363261675000004,149.16523945,2717.25,6.25,36.75,-146.0,AUTO,1.25,-6.75,-996.25,-18.0,24.75,-36.0,153776.0
17:57:25,-0.04184537194669247,0.01702965795993805,-0.08812935277819633,-0.04936398006975651,-0.029712369199842215,-0.03245027456432581,-35.36326095,149.16524545,4609.0,-2.5,30.0,-148.0,AUTO,4.0,-6.5,-1002.5,-48.0,-29.0,-32.5,153776.0
17:57:27,0.0016483713407069445,-0.002655982010765001,-0.08894435688853264,0.06570814922451973,0.015370086301118135,0.0035841171629726887,-35.3632613,149.16523955,7682.5,0.0,-58.5,-149.5,AUTO,-7.5,11.0,-1003.5,66.0,15.0,3.0,153776.0
17:57:28,0.04860738944262266,0.007574418792501092,-0.0867487695068121,0.051572078140452504,0.016357655404135585,-0.002844430273398757,-35.363261449999996,149.165235475,8858.5,-3.5,-32.25,-151.75,AUTO,-5.0,9.25,-1001.0,51.5,16.75,-3.0,200.0
17:57:29,0.011602124315686524,0.0006936759455129504,-0.08812681585550308,-0.062163690105080605,-0.020302245393395424,0.0012243464589118958,-35.3632622,149.1652349,10790.5,-8.0,21.5,-148.0,AUTO,4.0,-1.5,-1001.5,-61.0,-19.5,1.0,200.0
17:57:31,-0.0005076023517176509,-0.0013072045549051836,-0.12810994684696198,0.016463015228509903,0.008197448216378689,-0.023583843372762203,-35.36326235,149.16523635,13890.0,4.0,-4.5,-151.0,AUTO,-2.0,0.0,-1000.0,17.0,8.5,-23.0,200.0
17:57:32,0.007563454448245466,0.004227141733281314,-0.14489294588565826,0.007932495907880366,0.005773084354586899,-0.01844672067090869,-35.363262,149.165235825,15060.0,3.0,-3.5,-151.75,AUTO,-1.75,0.0,-999.5,8.0,6.0,-18.0,237121.0
17:57:33,0.009429131168872118,0.006686812499538064,-0.16501173377037048,-0.0016602337709628046,-0.0007678140682401136,-0.012525757774710655,-35.36326165,149.1652354,17008.0,-0.5,3.0,-152.0,AUTO,0.0,0.0,-1000.0,-0.5,0.0,-12.0,237121.0
17:57:35,-0.000156169175170362,0.003632971318438649,-0.19589965790510178,-0.030255436431616545,-0.00037162541411817074,-0.01921437308192253,-35.3632616,149.16523604999998,20130.5,-3.0,5.5,-151.5,AUTO,0.0,-0.5,-997.5,-29.0,0.5,-19.0,237121.0
17:57:36,-0.04008701303973794,0.027588480908889323,-0.13264254201203585,-0.031028688419610262,0.0340765809523873,0.23459016997367144,-35.363261875,149.16523569999998,21274.25,-11.75,-12.5,-144.0,AUTO,0.0,2.25,-980.25,-30.0,34.75,234.25,57780.0
17:57:37,0.04630363546311855,-0.04116397351026535,0.08478203415870667,0.058507759124040604,-0.03184064384549856,-0.04546762630343437,-35.363264400000006,149.165232,22874.5,-21.0,-17.5,-99.0,AUTO,1.5,6.5,-961.5,59.0,-30.5,-45.0,57780.0
17:57:39,0.0025891576951835304,0.007839074824005365,0.05814727023243904,-0.02512801717966795,0.01836777850985527,-0.0009752898185979575,-35.363263,149.16523615,24267.0,18.5,35.5,-43.0,AUTO,0.0,-9.5,-977.0,-23.5,19.0,-0.5,57780.0
17:57:40,-0.008657846366986632,0.014502867590636015,0.055060701444745064,-0.010098205879330635,0.0020111589692533016,-0.002788972051348537,-35.36326185,149.16523845,24518.25,11.5,23.25,-24.75,AUTO,0.0,-6.0,-974.75,-8.75,2.75,-2.25,224793.0
17:57:41,-0.03440206032246351,0.030331305228173733,0.04965534619987011,-0.5420577675104141,0.00391477788798511,-0.003374426392838359,-35.3632611,149.16523995,24579.5,-6.0,-6.0,18.5,AUTO,0.0,-27.0,-978.5,-541.0,5.0,-2.5,224793.0
17:57:43,0.09704047441482544,0.057518843561410904,0.5731266140937805,0.22621943056583405,0.04814997687935829,1.6072845458984375,-35.3632687,149.1652414,24349.0,-96.0,43.0,1.0,AUTO,23.0,-14.0,-1000.0,226.0,48.0,1607.0,224793.0
17:57:44,0.10726013779640198,-0.0683061657473445,1.7356777787208557,-0.0216737762093544,-0.04312915913760662,1.3711496414616704,-35.3632757,149.165245775,24327.5,-145.0,75.25,1.0,AUTO,-2.0,-37.75,-1006.25,-20.5,-42.0,1371.0,244661.0
17:57:45,0.12978841364383698,-0.12464779987931252,2.0812251567840576,-0.14457778818905354,-0.007281812839210033,-0.07863442786037922,-35.36329365,149.1652574,24266.0,-246.5,128.0,4.5,AUTO,-32.5,-74.5,-1003.0,-144.0,-6.5,-78.5,244661.0
17:57:47,0.14188019186258316,-0.15105783194303513,2.2398736476898193,0.06385486293584108,0.013233211822807789,0.1267377734184265,-35.36335765,149.1652975,24093.5,-447.5,227.5,7.0,AUTO,-66.5,-100.5,-1003.5,64.5,14.0,126.5,244661.0
17:57:48,0.1213018149137497,-0.15687914192676544,2.3900357484817505,-0.01208728551864624,0.025834491942077875,0.28427954763174057,-35.363402025,149.165324925,23998.0,-530.75,265.5,4.75,AUTO,-88.25,-101.25,-996.0,-11.0,26.0,284.0,300000.0
17:57:49,0.07889620959758759,-0.17062674462795258,2.711416482925415,0.028493189252912998,0.024424768052995205,0.2346544973552227,-35.36345245,149.1653559,23935.5,-581.5,288.0,5.0,AUTO,-130.5,-66.5,-988.0,28.5,24.5,235.0,300000.0
17:57:51,0.07960616052150726,-0.13094544410705566,2.7148536443710327,0.0033239321201108396,0.003966843709349632,-0.003107494965661317,-35.3635614,149.16542225,23777.5,-615.5,301.0,8.0,AUTO,-147.5,-76.0,-988.0,4.0,5.0,-2.5,300000.0
17:57:52,0.08465119078755379,-0.1372283510863781,2.7124030590057373,-0.007542321924120188,-0.0035235480463597924,-0.005777797312475741,-35.363616725,149.16545589999998,23653.5,-615.5,303.0,13.75,AUTO,-139.5,-83.5,-987.5,-6.5,-2.25,-5.5,200.0
17:57:53,0.08095064386725426,-0.1347799301147461,2.7101603746414185,-0.00526474422076717,-0.013664585538208485,-0.0008349515846930444,-35.36367235,149.1654896,23509.0,-619.0,303.0,12.0,AUTO,-127.0,-71.0,-982.0,-4.0,-12.5,-1.0,200.0
17:57:55,0.08331016078591347,-0.10329986736178398,2.705904722213745,0.032821101136505604,0.03794433269649744,-0.007655256194993854,-35.3637835,149.16555705000002,23285.5,-606.0,299.5,7.5,AUTO,-134.0,-72.0,-990.5,33.5,38.5,-7.5,200.0
