,A.LOITER1
19:08:16.391,-1.0
19:08:16.591,-1.0
19:08:16.793,-1.0
19:08:16.994,-1.0
19:08:17.195,-1.0
19:08:17.397,-1.0
19:08:17.598,-1.0
19:08:17.799,-1.0
19:08:18.000,-1.0
19:08:18.201,-1.0
19:08:18.403,-1.0
19:08:18.604,-1.0
19:08:18.805,-1.0
19:08:19.007,-1.0
19:08:19.208,-1.0
19:08:19.410,-1.0
19:08:19.611,-1.0
19:08:19.812,-1.0
19:08:20.014,-1.0
19:08:20.215,-1.0
19:08:20.416,-1.0
19:08:20.618,-1.0
19:08:20.819,-1.0
19:08:21.020,-1.0
19:08:21.221,-1.0
19:08:21.422,-1.0
19:08:21.624,-1.0
19:08:21.826,-1.0
19:08:22.028,-1.0
19:08:22.229,-1.0
19:08:22.431,-1.0
19:08:22.632,-1.0
19:08:22.833,-1.0
19:08:23.035,-1.0
19:08:23.236,-1.0
19:08:23.438,-1.0
19:08:23.639,-1.0
19:08:23.842,-1.0
19:08:24.044,-1.0
19:08:24.245,-1.0
19:08:24.448,-1.0
19:08:24.649,-1.0
19:08:24.850,-1.0
19:08:25.051,-1.0
19:08:25.252,-1.0
19:08:25.453,-1.0
19:08:25.654,-1.0
19:08:25.856,-1.0
19:08:26.057,-1.0
19:08:26.260,-1.0
19:08:26.462,-1.0
19:08:26.663,-1.0
19:08:26.863,-1.0
19:08:27.065,-1.0
19:08:27.266,-1.0
19:08:27.467,-1.0
19:08:27.669,-1.0
19:08:27.870,-1.0
19:08:28.073,-1.0
19:08:28.274,-1.0
19:08:28.475,-1.0
19:08:28.677,-1.0
19:08:28.878,-1.0
19:08:29.079,-1.0
19:08:29.280,-1.0
19:08:29.481,-1.0
19:08:29.682,-1.0
19:08:29.883,-1.0
19:08:30.084,-1.0
19:08:30.286,-1.0
19:08:30.486,-1.0
19:08:30.687,-1.0
19:08:30.892,-1.0
19:08:31.093,-1.0
19:08:31.294,-1.0
19:08:31.495,-1.0
19:08:31.697,-1.0
19:08:31.898,-1.0
19:08:32.099,-1.0
19:08:32.301,-1.0
19:08:32.502,-1.0
19:08:32.703,-1.0
19:08:32.904,-1.0
19:08:33.105,-1.0
19:08:33.307,-1.0
19:08:33.508,-1.0
19:08:33.709,-1.0
19:08:33.910,-1.0
19:08:34.112,-1.0
19:08:34.313,-1.0
19:08:34.514,-1.0
