time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
16:49:57,1500.0,-0.0007941711810417473,0.0009579732432030141,0.023116203024983406,0.000291774224024266,0.0002610409865155816,0.0017407815903425217,-35.3632622,149.1652375,0.0,-1.0,2.0,2.0,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
16:49:59,1500.0,-0.0010134096955880523,0.0009982791962102056,0.022604694589972496,0.0001849065301939845,0.0003443891182541847,0.0016169603914022446,-35.3632621,149.1652375,1.0,0.0,0.0,1.0,1500.0,0.0,2.0,-1000.0,1.0,0.0,0.0,AUTO
16:50:01,1500.0,-0.0006491479580290616,0.0014974940568208694,0.022095022723078728,0.00033470260677859187,0.00027044228045269847,0.0014398114290088415,-35.3632621,149.1652374,1.0,0.0,0.0,0.0,1500.0,0.0,2.0,-1000.0,1.0,0.0,0.0,AUTO
16:50:03,1500.0,0.0018203167710453272,0.0017485609278082848,0.021390294656157494,0.01735529862344265,-0.0008916966035030782,0.00014158591511659324,-35.3632621,149.1652375,749.0,0.0,0.0,-127.0,1500.0,0.0,0.0,-1081.0,17.0,0.0,0.0,AUTO
16:50:05,1500.0,-0.007409139070659876,0.02398417703807354,-0.05294805020093918,-0.13494977355003357,0.002110652159899473,-0.0707787349820137,-35.3632611,149.1652427,3757.0,6.0,53.0,-145.0,1500.0,4.0,-10.0,-1009.0,-134.0,2.0,-71.0,AUTO
16:50:07,1500.0,-0.03804413601756096,-0.007421010639518499,-0.09299955517053604,0.06221858039498329,0.007628037594258785,-0.0005878848605789244,-35.3632612,149.1652434,6832.0,-2.0,-53.0,-149.0,1500.0,-4.0,5.0,-1001.0,63.0,7.0,-1.0,AUTO
16:50:09,1500.0,0.019652171060442924,-0.05286071449518204,-0.008388010784983635,0.011092008091509342,0.018992135301232338,0.15453395247459412,-35.3632619,149.1652335,9946.0,11.0,-15.0,-149.0,1595.0,-3.0,4.0,-989.0,12.0,19.0,154.0,AUTO
16:50:11,1500.0,0.03296942263841629,0.0052026365883648396,1.374914288520813,-0.05056760832667351,0.06317984312772751,0.44990548491477966,-35.3632601,149.1652355,12882.0,-17.0,36.0,-144.0,1500.0,-4.0,-9.0,-1011.0,-49.0,63.0,449.0,AUTO
16:50:13,1500.0,-0.012531571090221405,0.07535724341869354,1.4880499839782715,-0.008553317748010159,-0.11068461835384369,-0.02352621592581272,-35.3632638,149.1652307,15916.0,-19.0,-99.0,-144.0,1500.0,17.0,7.0,-997.0,-7.0,-109.0,-24.0,AUTO
16:50:15,1500.0,-0.0034802001900970936,-0.12088152021169662,1.4780199527740479,0.008722289465367794,-0.0559631809592247,0.040230754762887955,-35.3632656,149.1652129,19003.0,1.0,0.0,-154.0,1500.0,3.0,3.0,-998.0,9.0,-55.0,39.0,AUTO
16:50:17,1500.0,0.026105491444468498,-0.04199846088886261,1.494855523109436,0.015666812658309937,0.1067376509308815,-0.011804861016571522,-35.3632615,149.1652356,21962.0,29.0,169.0,-144.0,1500.0,-37.0,-16.0,-1012.0,16.0,107.0,-12.0,AUTO
16:50:19,1500.0,0.030728265643119812,0.1473923772573471,1.4216357469558716,-0.047592028975486755,0.09503943473100662,-0.10942169278860092,-35.3632592,149.1652609,25139.0,-23.0,4.0,-155.0,1500.0,-3.0,-7.0,-993.0,-46.0,95.0,-109.0,AUTO
16:50:21,1500.0,-0.059961382299661636,-0.032239094376564026,1.5113393068313599,0.06781879812479019,-0.07163690030574799,0.05551086366176605,-35.3632634,149.1652391,28085.0,23.0,-128.0,-153.0,1524.0,23.0,23.0,-1013.0,68.0,-70.0,55.0,AUTO
16:50:23,1500.0,0.06234528124332428,-0.09079926460981369,1.548134207725525,0.008232391439378262,0.047216929495334625,-0.031779058277606964,-35.3632588,149.1652285,31273.0,-11.0,44.0,-151.0,1524.0,-6.0,-3.0,-994.0,8.0,48.0,-32.0,AUTO
16:50:25,1500.0,-0.05098932981491089,0.050404809415340424,1.3638476133346558,-0.09081752598285675,-0.0004421302000992,-0.04852631315588951,-35.3632642,149.1652448,34329.0,-21.0,43.0,-154.0,1500.0,-4.0,-12.0,-1004.0,-89.0,0.0,-48.0,AUTO
16:50:27,1500.0,0.014398511499166489,0.04493018612265587,1.3233439922332764,0.07225342839956284,-0.01953922025859356,0.0017332639545202255,-35.3632604,149.1652415,37437.0,27.0,-70.0,-152.0,1500.0,5.0,19.0,-1003.0,72.0,-18.0,1.0,AUTO
16:50:29,1500.0,0.0053022513166069984,-0.14475476741790771,1.4930230379104614,-0.08365777134895325,0.04365311190485954,0.01146753691136837,-35.3632629,149.1652311,40548.0,-36.0,41.0,-149.0,1500.0,0.0,-8.0,-989.0,-82.0,44.0,11.0,AUTO
16:50:31,1500.0,0.012842942029237747,0.06618445366621017,1.4474083185195923,0.050668660551309586,0.0409473180770874,0.01209608931094408,-35.3632606,149.1652475,43587.0,32.0,32.0,-156.0,1500.0,-16.0,0.0,-1004.0,51.0,42.0,11.0,AUTO
16:50:33,1500.0,-0.008449175395071507,-0.0005795643664896488,1.505568504333496,-0.06905187666416168,-0.07216308265924454,0.04006342217326164,-35.3632626,149.1652405,46683.0,-46.0,-66.0,-149.0,1491.0,18.0,2.0,-1008.0,-68.0,-70.0,40.0,AUTO
16:50:35,1500.0,-0.008022318594157696,-0.027904100716114044,1.563842535018921,0.2523390054702759,-0.041893430054187775,0.004787121899425983,-35.363261,149.1652339,49499.0,83.0,-6.0,-87.0,1491.0,-8.0,16.0,-929.0,253.0,-40.0,4.0,AUTO
16:50:37,1500.0,0.034045081585645676,0.012127656489610672,1.543861746788025,0.22925148904323578,0.02992398291826248,-0.009125758893787861,-35.3632573,149.1652369,50241.0,-42.0,20.0,-3.0,1500.0,0.0,21.0,-978.0,233.0,31.0,-8.0,AUTO
16:50:39,1500.0,-0.04212554171681404,0.03973580151796341,1.5234225988388062,0.6771026849746704,0.0047433143481612206,-0.0009462772868573666,-35.3632623,149.1652369,49995.0,9.0,-40.0,4.0,1500.0,4.0,34.0,-1020.0,678.0,6.0,0.0,AUTO
16:50:41,1500.0,-0.0957334116101265,-0.04613642394542694,0.3950277268886566,-0.0621376633644104,-0.0017664365004748106,-0.7136343121528625,-35.3632541,149.1652212,49956.0,91.0,-125.0,-1.0,1500.0,-29.0,3.0,-995.0,-63.0,0.0,-713.0,AUTO
16:50:43,1500.0,0.04655785113573074,-0.15794110298156738,-0.988522469997406,0.4000406563282013,-0.028061076998710632,-0.19500304758548737,-35.3632267,149.1651784,49935.0,196.0,-274.0,-1.0,1500.0,-65.0,-31.0,-1003.0,401.0,-26.0,-194.0,AUTO
16:50:45,1500.0,0.06190574914216995,-0.19468063116073608,-0.9314502477645874,-0.08455359935760498,0.022824030369520187,0.010354170575737953,-35.3631789,149.1651004,49898.0,322.0,-437.0,-1.0,1490.0,-107.0,-82.0,-1005.0,-83.0,24.0,10.0,AUTO
16:50:47,1500.0,0.08689243346452713,-0.16100884974002838,-0.9314921498298645,0.039555810391902924,0.019027939066290855,0.0001232232607435435,-35.3631138,149.164993,49977.0,398.0,-524.0,-4.0,1490.0,-132.0,-71.0,-992.0,40.0,20.0,0.0,AUTO
16:50:49,1500.0,0.0764421820640564,-0.13510873913764954,-0.9295307993888855,0.05092933028936386,-0.021999921649694443,-0.002665214706212282,-35.3630405,149.1648754,50045.0,410.0,-533.0,2.0,1500.0,-134.0,-74.0,-986.0,52.0,-20.0,-2.0,AUTO
16:50:51,1500.0,0.07538632303476334,-0.06901268661022186,-0.9279979467391968,-0.06621935963630676,0.06090197712182999,-0.009806537069380283,-35.3629669,149.1647573,50057.0,392.0,-519.0,-6.0,1500.0,-122.0,-74.0,-994.0,-64.0,62.0,-9.0,AUTO
16:50:53,1500.0,0.05296015739440918,0.02347181737422943,-0.9248159527778625,-0.8374279737472534,0.06687252223491669,0.017477668821811676,-35.3629043,149.1646569,50071.0,290.0,-385.0,3.0,1500.0,-93.0,-99.0,-998.0,-836.0,68.0,17.0,AUTO
16:50:55,1500.0,0.0808853842318058,0.09278351441025734,-0.8568340837955475,0.3096844181418419,0.06144132278859615,0.1270783133804798,-35.36286475,149.16459600000002,50006.0,161.0,-170.5,2.0,1500.0,-42.0,-4.0,-1012.0,313.5,62.5,127.5,AUTO
16:50:57,1500.0,0.11266150698065758,0.1511845886707306,-0.8722182512283325,0.3778999373316765,-0.0002426966093480587,-0.8621003925800323,-35.36284385,149.16459255,49951.0,86.5,134.5,1.0,1061.0,30.5,-11.0,-1017.5,378.5,1.5,-860.5,AUTO
