,A.AUTO1
16:49:44.642,-1
16:49:44.843,-1
16:49:45.043,-1
16:49:45.245,-1
16:49:45.448,-1
16:49:45.649,-1
16:49:45.850,-1
16:49:46.051,-1
16:49:46.252,-1
16:49:46.453,-1
16:49:46.654,-1
16:49:46.856,-1
16:49:47.057,-1
16:49:47.257,-1
16:49:47.458,-1
16:49:47.659,-1
16:49:47.861,-1
16:49:48.062,-1
16:49:48.263,-1
16:49:48.465,-1
16:49:48.666,-1
16:49:48.869,-1
16:49:49.071,-1
16:49:49.272,-1
16:49:49.474,-1
16:49:49.674,-1
16:49:49.875,-1
16:49:50.076,-1
16:49:50.277,-1
16:49:50.478,-1
16:49:50.679,-1
16:49:50.881,-1
16:49:51.082,-1
16:49:51.288,-1
16:49:51.489,-1
16:49:51.690,-1
16:49:51.891,-1
16:49:52.092,-1
16:49:52.293,-1
16:49:52.494,-1
16:49:52.695,-1
16:49:52.897,-1
16:49:53.098,-1
16:49:53.303,-1
16:49:53.505,-1
16:49:53.706,-1
16:49:53.907,-1
16:49:54.111,-1
16:49:54.312,-1
16:49:54.512,-1
16:49:55.236,-1
16:49:55.439,-1
16:49:55.641,-1
16:49:55.844,-1
16:49:56.048,-1
16:49:56.249,-1
16:49:56.450,-1
16:49:56.651,-1
16:49:56.852,-1
16:49:57.053,-1
16:49:57.253,-1
16:49:57.455,-1
16:49:57.656,-1
16:49:57.858,-1
16:49:58.060,-1
16:49:58.260,-1
16:49:58.462,-1
16:49:58.663,-1
16:49:58.864,-1
16:49:59.065,-1
16:49:59.266,-1
16:49:59.467,-1
16:49:59.669,-1
16:49:59.871,-1
16:50:00.073,-1
16:50:00.274,-1
16:50:00.474,-1
16:50:00.676,-1
16:50:00.878,-1
16:50:01.079,-1
16:50:01.281,-1
16:50:01.482,-1
16:50:01.684,-1
16:50:01.886,-1
16:50:02.087,-1
16:50:02.288,-1
16:50:02.489,-1
16:50:02.690,-1
16:50:02.891,-1
16:50:03.092,-1
16:50:03.292,-1
16:50:03.494,-1
16:50:03.695,-1
16:50:03.896,-1
16:50:04.098,-1
16:50:04.299,-1
16:50:04.500,-1
16:50:04.701,-1
16:50:04.902,-1
16:50:05.103,-1
16:50:05.304,-1
16:50:05.506,-1
16:50:05.708,-1
16:50:05.910,-1
16:50:06.111,-1
16:50:06.312,-1
16:50:06.513,-1
16:50:06.714,-1
16:50:06.915,-1
16:50:07.116,-1
16:50:07.317,-1
16:50:07.518,-1
16:50:07.721,-1
16:50:07.923,-1
16:50:08.124,-1
16:50:08.325,-1
16:50:08.526,-1
16:50:08.727,-1
16:50:08.929,-1
16:50:09.130,-1
16:50:09.331,-1
16:50:09.533,-1
16:50:09.735,-1
16:50:09.936,-1
16:50:10.138,-1
16:50:10.339,-1
16:50:10.540,-1
16:50:10.741,-1
16:50:10.942,-1
16:50:11.144,-1
16:50:11.345,-1
16:50:11.548,-1
16:50:11.749,-1
16:50:11.950,-1
16:50:12.152,-1
16:50:12.354,-1
16:50:12.556,-1
16:50:12.758,-1
16:50:12.960,-1
16:50:13.162,-1
16:50:13.364,-1
16:50:13.566,-1
16:50:13.770,-1
16:50:13.974,-1
16:50:14.177,-1
16:50:14.381,-1
16:50:14.582,-1
16:50:14.783,-1
16:50:14.984,-1
16:50:15.186,-1
16:50:15.387,-1
16:50:15.589,-1
16:50:15.790,-1
16:50:15.992,-1
16:50:16.193,-1
16:50:16.394,-1
16:50:16.598,-1
16:50:16.799,-1
16:50:17.000,-1
16:50:17.201,-1
16:50:17.402,-1
16:50:17.604,-1
16:50:17.805,-1
16:50:18.006,-1
16:50:18.207,-1
16:50:18.409,-1
16:50:18.610,-1
16:50:18.812,-1
16:50:19.015,-1
16:50:19.217,-1
16:50:19.420,-1
16:50:19.623,-1
16:50:19.825,-1
16:50:20.027,-1
16:50:20.228,-1
16:50:20.429,-1
16:50:20.630,-1
16:50:20.831,-1
16:50:21.032,-1
16:50:21.234,-1
16:50:21.435,-1
16:50:21.636,-1
16:50:21.838,-1
16:50:22.040,-1
16:50:22.241,-1
16:50:22.443,-1
