time_stamp,alt,MODE_AUTO,MODE_LOITER,MODE_RTL,MODE_STABILIZE,vx,vy,vz
10:26:41.909,584040,0,0,0,1,0,0,-2
10:26:42.110,584040,0,0,0,1,0,0,-2
10:26:42.313,584040,0,0,0,1,0,0,-2
10:26:42.514,584040,0,0,0,1,0,0,-2
10:26:42.717,584040,0,0,0,1,0,0,-2
10:26:42.920,584040,0,0,0,1,0,0,-2
10:26:43.122,584040,0,0,0,1,0,0,-2
10:26:43.331,584040,0,0,0,1,0,0,-2
10:26:43.533,584040,0,0,0,1,0,0,-2
10:26:43.735,584010,0,0,0,1,-2,2,0
10:26:43.937,584010,0,0,0,1,-2,2,0
10:26:44.142,584010,0,0,0,1,-2,2,0
10:26:44.352,584010,0,0,0,1,-2,2,0
10:26:44.560,584010,0,0,0,1,-2,2,0
10:26:44.777,584010,0,0,0,1,-2,2,0
10:26:44.982,584010,0,0,0,1,-2,2,0
10:26:45.184,584010,0,0,0,1,-2,2,0
10:26:45.389,584010,0,0,0,1,-2,2,0
10:26:45.598,584010,0,0,0,1,-2,2,0
10:26:45.802,584010,0,0,0,1,-2,2,0
10:26:46.011,584010,0,0,0,1,-1,1,-1
10:26:46.213,584010,0,0,0,1,-1,1,-1
10:26:46.416,584010,0,0,0,1,-1,1,-1
10:26:46.621,584010,0,0,0,1,-1,1,-1
10:26:46.824,584010,0,0,0,1,-1,1,-1
10:26:47.027,584010,0,0,0,1,-1,1,-1
10:26:47.229,584010,0,0,0,1,-1,1,-1
10:26:47.441,584010,0,0,0,1,-1,1,-1
10:26:47.645,584010,0,0,0,1,-1,1,-1
10:26:47.847,584010,0,0,0,1,-1,1,-1
10:26:48.052,584000,0,0,0,1,-1,2,0
10:26:48.258,584000,0,0,0,1,-1,2,0
10:26:48.480,584000,0,0,0,1,-1,2,0
10:26:48.683,584000,0,0,0,1,-1,2,0
10:26:48.888,584000,0,0,0,1,-1,2,0
10:26:49.090,584000,0,0,0,1,-1,2,0
10:26:50.743,584000,0,0,0,1,-1,2,0
10:26:50.947,584000,0,0,0,1,-1,2,0
10:26:51.155,584000,0,0,0,1,-1,2,0
10:26:51.360,583990,0,0,0,1,-1,1,0
10:26:51.562,583990,0,0,0,1,-1,1,0
10:26:51.764,583990,0,0,0,1,-1,1,0
10:26:51.968,583990,0,0,0,1,-1,1,0
10:26:52.170,583990,0,0,0,1,-1,1,0
10:26:52.376,583990,0,0,0,1,-1,1,0
10:26:52.579,583990,0,0,0,1,-1,1,0
10:26:52.790,583990,0,0,0,1,-1,1,0
10:26:52.992,583990,0,0,0,1,-1,1,0
10:26:53.195,583990,0,0,0,1,-1,1,0
10:26:53.402,583980,0,0,0,1,-1,1,1
10:26:53.604,583970,0,0,0,1,-1,1,1
10:26:53.806,583970,0,0,0,1,-1,1,1
10:26:54.015,583970,0,0,0,1,-1,1,1
10:26:54.220,583970,0,0,0,1,-1,1,1
10:26:54.429,583970,0,0,0,1,-1,1,1
10:26:54.634,583970,0,0,0,1,-1,1,1
10:26:54.836,583970,0,0,0,1,-1,1,1
10:26:55.040,583970,0,0,0,1,-1,1,1
10:26:55.247,583970,0,0,0,1,-1,1,1
10:26:55.470,583960,0,0,0,1,-1,1,1
10:26:55.682,583960,0,0,0,1,-1,2,2
10:26:55.889,583960,0,0,0,1,-1,2,2
10:26:56.097,583960,0,0,0,1,-1,2,2
10:26:56.301,583960,0,0,0,1,-1,2,2
10:26:56.506,583960,0,0,0,1,-1,2,2
10:26:56.714,583960,0,0,0,1,-1,2,2
10:26:56.929,583960,0,0,0,1,-1,2,2
10:26:57.137,583960,0,0,0,1,-1,2,2
10:26:57.342,583950,0,0,0,1,-1,2,2
10:26:57.545,583950,0,0,0,1,-1,1,2
10:26:57.747,583950,0,0,0,1,-1,1,2
10:26:57.951,583950,0,0,0,1,-1,1,2
10:26:58.153,583950,0,0,0,1,-1,1,2
10:26:58.362,583950,0,0,0,1,-1,1,2
10:26:58.567,583950,0,0,0,1,-1,1,2
10:26:58.771,583950,0,0,0,1,-1,1,2
10:26:58.974,583950,0,0,0,1,-1,1,2
10:26:59.181,583950,0,0,0,1,-1,1,2
10:26:59.385,583950,0,0,0,1,-1,1,2
10:26:59.590,583950,0,0,0,1,-1,1,1
10:26:59.794,583950,0,0,0,1,-1,0,0
10:26:59.997,583950,0,0,0,1,-1,0,0
10:27:00.207,583950,0,0,0,1,-1,0,0
10:27:00.412,583950,0,0,0,1,-1,0,0
10:27:00.615,583950,0,0,0,1,-1,0,0
10:27:00.826,583950,0,0,0,1,-1,0,0
10:27:01.031,583950,0,0,0,1,-1,0,0
10:27:01.236,583950,0,0,0,1,-1,0,0
10:27:01.447,583950,0,0,0,1,-1,0,0
10:27:01.652,583950,0,0,0,1,-1,1,0
10:27:01.864,583960,0,0,0,1,-1,1,0
10:27:02.090,583960,0,0,0,1,-1,1,0
10:27:02.309,583960,0,0,0,1,-1,1,0
10:27:02.513,583960,0,0,0,1,-1,1,0
10:27:02.717,583960,0,0,0,1,-1,1,0
10:27:02.930,583960,0,0,0,1,-1,1,0
10:27:03.138,583960,0,0,0,1,-1,1,0
10:27:03.342,583960,0,0,0,1,-1,1,0
10:27:03.549,583960,0,0,0,1,-1,1,0
10:27:03.758,583960,0,0,0,1,-1,1,0
10:27:03.963,583960,0,0,0,1,-1,1,0
10:27:04.167,583960,1,0,0,0,-1,1,0
10:27:04.378,583960,1,0,0,0,-1,1,0
10:27:04.584,583960,1,0,0,0,-1,1,0
10:27:04.789,583960,1,0,0,0,-1,1,0
10:27:04.993,583960,1,0,0,0,-1,1,0
10:27:05.197,583960,1,0,0,0,-1,1,0
10:27:05.399,583960,1,0,0,0,-1,1,0
10:27:05.603,583960,1,0,0,0,-1,1,0
10:27:05.809,583960,1,0,0,0,0,0,0
10:27:06.013,583960,1,0,0,0,0,0,0
10:27:06.218,583960,1,0,0,0,0,0,0
10:27:06.429,583960,1,0,0,0,0,0,0
10:27:06.640,583960,1,0,0,0,0,0,0
10:27:06.845,583960,1,0,0,0,0,0,0
10:27:07.049,583960,1,0,0,0,0,0,0
10:27:07.252,583960,1,0,0,0,0,0,0
10:27:07.455,583960,1,0,0,0,0,0,0
10:27:07.659,583960,1,0,0,0,0,0,0
10:27:07.862,583970,1,0,0,0,0,0,0
10:27:08.066,583970,1,0,0,0,0,0,-10
10:27:08.272,583970,1,0,0,0,0,0,-10
10:27:08.480,583970,1,0,0,0,0,0,-10
10:27:08.688,583970,1,0,0,0,0,0,-10
10:27:08.892,583970,1,0,0,0,0,0,-10
10:27:09.095,583970,1,0,0,0,0,0,-10
10:27:09.299,583970,1,0,0,0,0,0,-10
10:27:09.505,583970,1,0,0,0,0,0,-10
10:27:09.709,583970,1,0,0,0,0,0,-10
10:27:09.911,585810,1,0,0,0,2,13,-148
10:27:10.116,586200,1,0,0,0,3,22,-148
10:27:10.320,586200,1,0,0,0,3,22,-148
10:27:10.525,586200,1,0,0,0,3,22,-148
10:27:10.729,586200,1,0,0,0,3,22,-148
10:27:10.935,586200,1,0,0,0,3,22,-148
10:27:11.140,586200,1,0,0,0,3,22,-148
10:27:11.345,586200,1,0,0,0,3,22,-148
10:27:11.552,586200,1,0,0,0,3,22,-148
10:27:11.755,588100,1,0,0,0,2,46,-147
10:27:11.959,589250,1,0,0,0,-3,6,-148
10:27:12.162,589250,1,0,0,0,-3,6,-148
10:27:12.365,589250,1,0,0,0,-3,6,-148
10:27:12.569,589250,1,0,0,0,-3,6,-148
10:27:12.772,589250,1,0,0,0,-3,6,-148
10:27:12.975,589250,1,0,0,0,-3,6,-148
10:27:13.178,589250,1,0,0,0,-3,6,-148
10:27:13.380,589250,1,0,0,0,-3,6,-148
10:27:13.583,590640,1,0,0,0,-2,-49,-149
10:27:13.789,592190,1,0,0,0,-5,-51,-152
10:27:13.994,592190,1,0,0,0,-5,-51,-152
10:27:14.200,592190,1,0,0,0,-5,-51,-152
10:27:14.408,592190,1,0,0,0,-5,-51,-152
10:27:14.611,592190,1,0,0,0,-5,-51,-152
10:27:14.816,592190,1,0,0,0,-5,-51,-152
10:27:15.019,592190,1,0,0,0,-5,-51,-152
10:27:15.222,592190,1,0,0,0,-5,-51,-152
10:27:15.425,592190,1,0,0,0,-5,-51,-152
10:27:15.631,594230,1,0,0,0,-6,15,-149
10:27:15.835,595000,1,0,0,0,-1,20,-149
10:27:16.039,595000,1,0,0,0,-1,20,-149
10:27:16.242,595000,1,0,0,0,-1,20,-149
10:27:16.445,595000,1,0,0,0,-1,20,-149
10:27:16.651,595000,1,0,0,0,-1,20,-149
10:27:16.857,595000,1,0,0,0,-1,20,-149
10:27:17.061,595000,1,0,0,0,-1,20,-149
10:27:17.273,595000,1,0,0,0,-1,20,-149
10:27:17.476,595000,1,0,0,0,-1,20,-149
10:27:17.679,595000,1,0,0,0,-1,20,-149
10:27:17.886,597340,1,0,0,0,4,-4,-152
10:27:18.092,598510,1,0,0,0,2,-5,-152
10:27:18.297,598900,1,0,0,0,1,-4,-152
10:27:18.504,598900,1,0,0,0,1,-4,-152
10:27:18.710,598900,1,0,0,0,1,-4,-152
10:27:18.915,598900,1,0,0,0,1,-4,-152
10:27:19.122,598900,1,0,0,0,1,-4,-152
10:27:19.327,598900,1,0,0,0,1,-4,-152
10:27:19.530,598900,1,0,0,0,1,-4,-152
10:27:19.732,598900,1,0,0,0,1,-4,-152
10:27:19.938,600300,1,0,0,0,-1,1,-152
10:27:20.140,601870,1,0,0,0,-3,6,-152
10:27:20.348,601870,1,0,0,0,-3,6,-152
10:27:20.554,601870,1,0,0,0,-3,6,-152
10:27:20.761,601870,1,0,0,0,-3,6,-152
10:27:20.965,601870,1,0,0,0,-3,6,-152
10:27:21.167,601870,1,0,0,0,-3,6,-152
10:27:21.374,601870,1,0,0,0,-3,6,-152
10:27:21.579,601870,1,0,0,0,-3,6,-152
10:27:21.783,601870,1,0,0,0,-3,6,-152
10:27:21.985,603270,1,0,0,0,-3,6,-152
10:27:22.198,605230,1,0,0,0,-3,4,-153
10:27:22.403,605230,1,0,0,0,-3,4,-153
10:27:22.605,605230,1,0,0,0,-3,4,-153
10:27:22.809,605230,1,0,0,0,-3,4,-153
10:27:24.492,605230,1,0,0,0,-3,4,-153
10:27:24.695,605230,1,0,0,0,-3,4,-153
10:27:24.897,605230,1,0,0,0,-3,4,-153
10:27:25.100,605230,1,0,0,0,-3,4,-153
10:27:25.303,605230,1,0,0,0,-3,4,-153
10:27:25.505,605230,1,0,0,0,-3,4,-153
10:27:25.710,607740,1,0,0,0,-2,3,-153
10:27:25.915,608520,1,0,0,0,-2,3,-153
10:27:26.117,608910,1,0,0,0,-2,3,-153
10:27:26.320,608910,1,0,0,0,-2,3,-153
10:27:26.522,608910,1,0,0,0,-2,3,-153
10:27:26.727,608910,1,0,0,0,-2,3,-153
10:27:26.932,608910,1,0,0,0,-2,3,-153
10:27:27.135,608910,1,0,0,0,-2,3,-153
10:27:27.340,608910,1,0,0,0,-2,3,-153
10:27:27.542,608910,1,0,0,0,-2,3,-153
10:27:27.746,609930,1,0,0,0,-6,-4,-153
10:27:27.949,611850,1,0,0,0,-3,3,-152
10:27:28.156,611850,1,0,0,0,-3,3,-152
10:27:28.364,611850,1,0,0,0,-3,3,-152
10:27:28.568,611850,1,0,0,0,-3,3,-152
10:27:28.772,611850,1,0,0,0,-3,3,-152
10:27:28.977,611850,1,0,0,0,-3,3,-152
10:27:29.180,611850,1,0,0,0,-3,3,-152
10:27:29.383,611850,1,0,0,0,-3,3,-152
10:27:29.589,611850,1,0,0,0,-3,3,-152
10:27:29.793,613090,1,0,0,0,0,2,-152
10:27:29.998,615050,1,0,0,0,2,0,-152
10:27:30.206,615050,1,0,0,0,2,0,-152
10:27:30.413,615050,1,0,0,0,2,0,-152
10:27:30.617,615050,1,0,0,0,2,0,-152
10:27:30.820,615050,1,0,0,0,2,0,-152
10:27:31.023,615050,1,0,0,0,2,0,-152
10:27:31.229,615050,1,0,0,0,2,0,-152
10:27:31.431,615050,1,0,0,0,2,0,-152
10:27:31.637,615050,1,0,0,0,2,0,-152
10:27:31.840,615050,1,0,0,0,2,0,-152
10:27:32.050,617070,1,0,0,0,-38,73,-143
10:27:32.252,618050,1,0,0,0,-112,134,-130
10:27:32.460,618300,1,0,0,0,-112,136,-137
10:27:32.664,618300,1,0,0,0,-112,136,-137
10:27:32.868,618300,1,0,0,0,-112,136,-137
10:27:33.071,618300,1,0,0,0,-112,136,-137
10:27:33.273,618300,1,0,0,0,-112,136,-137
10:27:33.475,618300,1,0,0,0,-112,136,-137
10:27:33.685,618300,1,0,0,0,-112,136,-137
10:27:33.890,618300,1,0,0,0,-112,136,-137
10:27:34.096,618300,1,0,0,0,-112,136,-137
10:27:34.301,618300,1,0,0,0,-112,136,-137
10:27:34.507,621010,1,0,0,0,50,-73,-148
10:27:34.709,621010,1,0,0,0,50,-73,-148
10:27:34.918,621010,1,0,0,0,50,-73,-148
10:27:35.123,621010,1,0,0,0,50,-73,-148
10:27:35.327,621010,1,0,0,0,50,-73,-148
10:27:35.533,621010,1,0,0,0,50,-73,-148
10:27:35.738,621010,1,0,0,0,50,-73,-148
10:27:35.941,621010,0,1,0,0,50,-73,-148
10:27:36.151,622360,0,1,0,0,103,-119,-146
10:27:36.360,624220,0,1,0,0,98,-104,-97
10:27:36.565,624520,0,1,0,0,104,-86,-49
10:27:36.768,624520,0,1,0,0,104,-86,-49
10:27:36.975,624520,0,1,0,0,104,-86,-49
10:27:37.190,624520,0,1,0,0,104,-86,-49
10:27:37.394,624520,0,1,0,0,104,-86,-49
10:27:37.604,624520,0,1,0,0,104,-86,-49
10:27:37.806,624520,0,1,0,0,104,-86,-49
10:27:38.009,624520,0,1,0,0,104,-86,-49
10:27:38.212,624520,0,1,0,0,104,-86,-49
10:27:38.415,624520,0,1,0,0,104,-86,-49
10:27:38.622,622550,0,1,0,0,-110,132,191
10:27:38.824,621580,0,0,0,0,-162,131,165
10:27:39.027,621580,0,0,0,0,-162,131,165
10:27:39.230,621580,0,0,0,0,-162,131,165
10:27:39.436,621580,0,0,0,0,-162,131,165
10:27:39.640,621580,0,0,0,0,-162,131,165
10:27:39.847,621580,0,0,0,0,-162,131,165
10:27:40.050,621580,0,0,0,0,-162,131,165
10:27:40.254,621580,0,0,0,0,-162,131,165
10:27:40.458,621580,0,0,0,0,-162,131,165
10:27:40.665,621580,0,0,0,0,-162,131,165
10:27:40.873,620180,0,0,0,0,-108,31,-4
10:27:41.080,620180,0,0,0,0,-108,31,-4
10:27:41.286,620180,0,0,0,0,-108,31,-4
10:27:41.496,620180,0,0,0,0,-108,31,-4
10:27:41.698,620180,0,0,0,0,-108,31,-4
10:27:41.904,620180,0,0,0,0,-108,31,-4
10:27:42.111,620180,0,0,0,0,-108,31,-4
10:27:42.319,620180,0,0,0,0,-108,31,-4
10:27:42.528,620020,0,0,0,0,-99,9,-74
10:27:42.734,620650,0,0,0,0,-92,-34,-38
10:27:42.941,620990,0,0,0,0,-81,-50,15
10:27:43.148,620990,0,0,0,0,-81,-50,15
10:27:43.356,620990,0,0,0,0,-81,-50,15
10:27:43.562,620990,0,0,0,0,-81,-50,15
10:27:43.767,620990,0,0,0,0,-81,-50,15
10:27:43.973,620990,0,0,0,0,-81,-50,15
10:27:44.181,620990,0,0,0,0,-81,-50,15
10:27:44.390,620990,0,0,0,0,-81,-50,15
10:27:44.595,620990,0,0,0,0,-81,-50,15
10:27:44.800,620990,0,0,0,0,-81,-50,15
10:27:45.009,620590,0,0,0,0,-90,-35,44
10:27:45.213,619850,0,0,0,0,-88,27,57
10:27:45.416,619530,0,0,0,0,-75,8,57
10:27:45.624,619530,0,0,0,0,-75,8,57
10:27:45.832,619530,0,0,0,0,-75,8,57
10:27:46.035,619530,0,0,0,0,-75,8,57
10:27:46.240,619530,0,0,0,0,-75,8,57
10:27:46.447,619530,0,0,0,0,-75,8,57
10:27:46.659,619530,0,0,0,0,-75,8,57
10:27:46.861,619530,0,0,0,0,-75,8,57
10:27:47.064,619530,0,0,0,0,-75,8,57
10:27:47.275,619530,0,0,0,0,-75,8,57
10:27:47.477,618870,0,0,0,0,-58,85,70
10:27:47.681,618290,0,0,0,0,-43,75,78
10:27:47.888,618290,0,0,0,0,-43,75,78
10:27:48.099,618290,0,0,0,0,-43,75,78
10:27:48.304,618290,0,0,0,0,-43,75,78
10:27:48.509,618290,0,0,0,0,-43,75,78
10:27:48.718,618290,0,0,0,0,-43,75,78
10:27:48.922,618290,0,0,0,0,-43,75,78
10:27:49.126,618290,0,0,0,0,-43,75,78
10:27:49.336,617910,0,0,0,0,-48,57,64
10:27:49.545,617380,0,1,0,0,-82,80,81
10:27:49.752,617290,0,1,0,0,-82,84,89
10:27:49.957,617290,0,1,0,0,-82,84,89
10:27:50.165,617290,0,1,0,0,-82,84,89
10:27:50.370,617290,0,1,0,0,-82,84,89
10:27:50.583,617290,0,1,0,0,-82,84,89
10:27:50.793,617290,0,1,0,0,-82,84,89
10:27:50.996,617290,0,1,0,0,-82,84,89
10:27:51.199,617290,0,1,0,0,-82,84,89
10:27:51.406,617290,0,1,0,0,-82,84,89
10:27:51.610,614990,0,1,0,0,109,14,178
10:27:51.814,613300,0,1,0,0,114,31,176
10:27:52.017,613300,0,1,0,0,114,31,176
10:27:52.223,613300,0,1,0,0,114,31,176
10:27:52.429,613300,0,1,0,0,114,31,176
10:27:52.633,613300,0,1,0,0,114,31,176
10:27:52.840,613300,0,1,0,0,114,31,176
10:27:53.043,613300,0,1,0,0,114,31,176
10:27:53.251,613300,0,1,0,0,114,31,176
10:27:53.459,613300,0,1,0,0,114,31,176
10:27:53.668,613300,0,1,0,0,114,31,176
10:27:53.871,610200,0,0,0,0,0,32,171
10:27:54.074,608940,0,0,0,0,16,10,115
10:27:54.277,608570,0,0,0,0,17,1,95
10:27:54.487,608570,0,0,0,0,17,1,95
10:27:54.692,608570,0,0,0,0,17,1,95
10:27:54.896,608570,0,0,0,0,17,1,95
10:27:55.105,608570,0,0,0,0,17,1,95
10:27:55.312,608570,0,0,0,0,17,1,95
10:27:55.516,608570,0,0,0,0,17,1,95
10:27:55.720,608570,0,0,0,0,17,1,95
10:27:55.928,607460,0,0,0,0,-60,-6,36
10:27:56.132,607380,0,0,0,0,-52,29,22
10:27:56.335,607380,0,0,0,0,-52,29,22
10:27:56.547,607380,0,0,0,0,-52,29,22
10:27:58.242,607380,0,0,0,0,-52,29,22
10:27:58.446,607380,0,0,0,0,-52,29,22
10:27:58.653,607380,0,0,0,0,-52,29,22
10:27:58.860,607380,0,0,0,0,-52,29,22
10:27:59.065,607380,0,0,0,0,-52,29,22
10:27:59.270,607380,0,0,0,0,-52,29,22
10:27:59.477,607380,0,0,0,0,-52,29,22
10:27:59.685,607380,0,0,0,0,-52,29,22
10:27:59.897,607050,0,0,0,0,2,25,9
10:28:00.104,606850,0,0,0,0,20,29,37
10:28:00.313,606850,0,0,0,0,20,29,37
10:28:00.518,606850,0,0,0,0,20,29,37
10:28:00.722,606850,0,0,0,0,20,29,37
10:28:00.925,606850,0,0,0,0,20,29,37
10:28:01.128,606850,0,0,0,0,20,29,37
10:28:01.337,606850,0,0,0,0,20,29,37
10:28:01.543,606850,0,0,0,0,20,29,37
10:28:01.752,606850,0,0,0,0,20,29,37
10:28:01.958,606850,0,0,0,0,20,29,37
10:28:02.169,605340,0,0,0,0,62,41,164
10:28:02.377,603100,0,0,0,0,64,53,184
10:28:02.583,602640,0,0,0,0,61,61,189
10:28:02.798,602640,0,0,0,0,61,61,189
10:28:03.004,602640,0,0,0,0,61,61,189
10:28:03.210,602640,0,0,0,0,61,61,189
10:28:03.428,602640,0,0,0,0,61,61,189
10:28:03.635,602640,0,0,0,0,61,61,189
10:28:03.843,602640,0,0,0,0,61,61,189
10:28:04.052,602640,0,0,0,0,61,61,189
10:28:04.256,602640,0,0,0,0,61,61,189
10:28:04.465,599710,0,0,0,0,46,64,216
10:28:04.670,597930,0,0,0,0,32,54,225
10:28:04.873,597930,0,0,0,0,32,54,225
10:28:05.076,597930,0,0,0,0,32,54,225
10:28:05.279,597930,0,0,0,0,32,54,225
10:28:05.485,597930,0,0,0,0,32,54,225
10:28:05.693,597930,0,0,0,0,32,54,225
10:28:05.901,597930,0,0,0,0,32,54,225
10:28:06.110,597930,0,0,0,0,32,54,225
10:28:06.312,597930,0,0,0,0,32,54,225
10:28:06.517,597930,0,0,0,0,32,54,225
10:28:06.722,595690,0,0,0,0,18,56,217
10:28:06.928,594360,0,0,0,0,8,59,180
10:28:07.131,593600,0,0,0,0,1,57,173
10:28:07.344,593600,0,1,0,0,1,57,173
10:28:07.554,593600,0,1,0,0,1,57,173
10:28:07.757,593600,0,1,0,0,1,57,173
10:28:07.963,593600,0,1,0,0,1,57,173
10:28:08.169,593600,0,1,0,0,1,57,173
10:28:08.375,593600,0,1,0,0,1,57,173
10:28:08.581,593600,0,1,0,0,1,57,173
10:28:08.788,593600,0,1,0,0,1,57,173
10:28:08.991,593600,0,1,0,0,1,57,173
10:28:09.195,592490,0,1,0,0,-8,45,99
10:28:09.401,591590,0,1,0,0,-6,126,147
10:28:09.604,591190,0,1,0,0,-7,145,156
10:28:09.809,591190,0,1,0,0,-7,145,156
10:28:10.014,591190,0,1,0,0,-7,145,156
10:28:10.220,591190,0,1,0,0,-7,145,156
10:28:10.426,591190,0,1,0,0,-7,145,156
10:28:10.633,591190,0,1,0,0,-7,145,156
10:28:10.838,591190,0,1,0,0,-7,145,156
10:28:11.052,591190,0,1,0,0,-7,145,156
10:28:11.269,591190,0,1,0,0,-7,145,156
10:28:11.477,591190,0,1,0,0,-7,145,156
10:28:11.680,590090,0,1,0,0,-117,-59,116
10:28:11.884,587940,0,1,0,0,14,-19,113
10:28:12.096,587940,0,1,0,0,14,-19,113
10:28:12.300,587940,1,0,0,0,14,-19,113
10:28:12.508,587940,1,0,0,0,14,-19,113
10:28:12.713,587940,1,0,0,0,14,-19,113
10:28:12.919,587940,1,0,0,0,14,-19,113
10:28:13.126,587940,1,0,0,0,14,-19,113
10:28:13.331,587940,1,0,0,0,14,-19,113
10:28:13.542,587940,1,0,0,0,14,-19,113
10:28:13.751,585830,1,0,0,0,-59,-59,154
10:28:13.955,584810,1,0,0,0,-16,53,53
10:28:14.164,584810,1,0,0,0,-16,53,53
10:28:14.380,584810,1,0,0,0,-16,53,53
10:28:14.583,584810,1,0,0,0,-16,53,53
10:28:14.787,584810,1,0,0,0,-16,53,53
10:28:14.992,584810,1,0,0,0,-16,53,53
10:28:15.200,584810,1,0,0,0,-16,53,53
10:28:15.404,584810,1,0,0,0,-16,53,53
10:28:15.607,584810,1,0,0,0,-16,53,53
10:28:15.822,584810,1,0,0,0,-16,53,53
10:28:16.033,584850,1,0,0,0,33,-78,-30
10:28:16.240,584980,1,0,0,0,22,-95,-40
10:28:16.445,584980,1,0,0,0,22,-95,-40
10:28:16.650,584980,1,0,0,0,22,-95,-40
10:28:16.854,584980,1,0,0,0,22,-95,-40
10:28:17.060,584980,1,0,0,0,22,-95,-40
10:28:17.264,584980,1,0,0,0,22,-95,-40
10:28:17.469,584980,1,0,0,0,22,-95,-40
10:28:17.681,584980,1,0,0,0,22,-95,-40
10:28:17.887,584980,1,0,0,0,22,-95,-40
10:28:18.092,585500,1,0,0,0,29,-39,-79
10:28:18.295,586330,1,0,0,0,20,21,-99
10:28:18.502,586330,1,0,0,0,20,21,-99
10:28:18.708,586330,1,0,0,0,20,21,-99
10:28:18.911,586330,1,0,0,0,20,21,-99
10:28:19.115,586330,1,0,0,0,20,21,-99
10:28:19.325,586330,1,0,0,0,20,21,-99
10:28:19.531,586330,1,0,0,0,20,21,-99
10:28:19.736,587300,1,0,0,0,4,44,-126
10:28:19.944,588790,1,0,0,0,-10,34,-152
10:28:20.159,589890,1,0,0,0,-1,42,-150
10:28:20.369,589890,1,0,0,0,-1,42,-150
10:28:20.579,589890,1,0,0,0,-1,42,-150
10:28:20.788,589890,1,0,0,0,-1,42,-150
10:28:20.990,589890,1,0,0,0,-1,42,-150
10:28:21.196,589890,1,0,0,0,-1,42,-150
10:28:21.403,589890,1,0,0,0,-1,42,-150
10:28:21.612,592260,1,0,0,0,-22,-132,-109
10:28:21.818,592260,1,0,0,0,-22,-132,-109
10:28:22.023,592260,1,0,0,0,-22,-132,-109
10:28:22.227,592260,1,0,0,0,-22,-132,-109
10:28:22.433,592260,1,0,0,0,-22,-132,-109
10:28:22.648,592260,1,0,0,0,-22,-132,-109
10:28:22.857,592260,1,0,0,0,-22,-132,-109
10:28:23.066,593150,1,0,0,0,-18,-460,-81
10:28:23.271,593150,1,0,0,0,-18,-460,-81
10:28:23.488,593150,1,0,0,0,-18,-460,-81
10:28:23.702,593150,1,0,0,0,-18,-460,-81
10:28:23.907,593150,1,0,0,0,-18,-460,-81
10:28:24.109,593150,1,0,0,0,-18,-460,-81
10:28:24.313,593910,1,0,0,0,-5,-381,-180
10:28:24.517,595360,1,0,0,0,6,-172,-222
10:28:24.719,595870,1,0,0,0,6,-88,-212
10:28:24.922,595870,1,0,0,0,6,-88,-212
10:28:25.130,595870,1,0,0,0,6,-88,-212
10:28:25.333,595870,1,0,0,0,6,-88,-212
10:28:25.541,595870,1,0,0,0,6,-88,-212
10:28:25.745,595870,1,0,0,0,6,-88,-212
10:28:25.951,595870,1,0,0,0,6,-88,-212
10:28:26.159,597780,0,1,0,0,80,374,-48
10:28:26.361,597750,0,1,0,0,114,399,-44
10:28:26.565,597630,0,1,0,0,103,392,-82
10:28:26.767,597630,0,1,0,0,103,392,-82
10:28:26.973,597630,0,1,0,0,103,392,-82
10:28:27.180,597630,0,1,0,0,103,392,-82
10:28:27.391,597630,0,1,0,0,103,392,-82
10:28:27.594,597630,0,1,0,0,103,392,-82
10:28:27.802,597630,0,1,0,0,103,392,-82
10:28:28.009,599300,0,1,0,0,-92,177,-141
10:28:28.214,599590,0,1,0,0,-149,82,-107
10:28:28.418,599730,0,1,0,0,-201,10,-70
10:28:28.623,599790,0,1,0,0,-197,-51,-49
10:28:28.827,599790,0,1,0,0,-197,-51,-49
10:28:29.033,599790,0,0,0,0,-197,-51,-49
10:28:29.236,599790,0,0,0,0,-197,-51,-49
10:28:29.442,599790,0,0,0,0,-197,-51,-49
10:28:29.651,599790,0,0,0,0,-197,-51,-49
10:28:29.855,599790,0,0,0,0,-197,-51,-49
10:28:30.064,599210,0,0,0,0,-6,-234,98
10:28:30.267,598920,0,0,0,0,-2,-234,118
10:28:32.020,598610,0,0,0,0,19,-238,126
10:28:32.223,598610,0,0,0,0,19,-238,126
10:28:32.427,598610,0,0,0,0,19,-238,126
10:28:32.632,598610,0,0,0,0,19,-238,126
10:28:32.836,598610,0,0,0,0,19,-238,126
10:28:33.041,598610,0,0,0,0,19,-238,126
