,A.LAND1
13:23:37.354,-1.0
13:23:37.558,-1.0
13:23:37.760,-1.0
13:23:37.966,-1.0
13:23:38.167,-1.0
13:23:38.370,-1.0
13:23:38.572,-1.0
13:23:38.774,-1.0
13:23:38.978,-1.0
13:23:39.180,-1.0
13:23:39.385,-1.0
13:23:39.589,-1.0
13:23:39.815,-1.0
13:23:40.018,-1.0
13:23:40.219,-1.0
13:23:40.423,-1.0
13:23:40.626,-1.0
13:23:40.828,-1.0
13:23:41.033,-1.0
13:23:41.235,-1.0
13:23:41.438,-1.0
13:23:41.643,-1.0
13:23:41.847,-1.0
13:23:42.054,-1.0
13:23:42.257,-1.0
13:23:42.461,-1.0
13:23:42.672,-1.0
13:23:42.875,-1.0
13:23:43.077,-1.0
13:23:43.281,-1.0
13:23:43.484,-1.0
13:23:43.688,-1.0
13:23:43.893,-1.0
13:23:44.097,-1.0
13:23:44.301,-1.0
13:23:44.506,-1.0
13:23:44.711,-1.0
13:23:44.914,-1.0
13:23:45.118,-1.0
13:23:45.322,-1.0
13:23:45.525,-1.0
13:23:45.727,-1.0
13:23:45.934,-1.0
13:23:46.139,-1.0
13:23:46.343,-1.0
13:23:46.546,-1.0
13:23:46.749,-1.0
13:23:46.953,-1.0
13:23:47.154,-1.0
13:23:47.359,-1.0
13:23:47.561,-1.0
13:23:47.766,-1.0
13:23:47.970,-1.0
13:23:48.174,-1.0
13:23:48.376,-1.0
13:23:48.579,-1.0
13:23:48.784,-1.0
13:23:48.985,-1.0
13:23:49.189,-1.0
13:23:49.391,-1.0
13:23:49.596,-1.0
13:23:49.798,-1.0
13:23:50.001,-1.0
13:23:50.204,-1.0
13:23:50.408,-1.0
13:23:50.611,-1.0
13:23:50.814,-1.0
13:23:51.016,-1.0
13:23:51.218,-1.0
13:23:51.422,-1.0
13:23:51.625,-1.0
13:23:51.828,-4.0
13:23:52.033,-2.333
13:23:52.235,-2.333
13:23:52.440,-2.333
13:23:52.645,-2.333
13:23:52.850,-2.333
13:23:53.052,-2.333
13:23:53.255,-2.333
13:23:53.461,-2.333
13:23:53.665,-2.333
13:23:53.868,-2.333
13:23:54.071,-2.333
13:23:54.273,-2.333
13:23:54.477,-1.5
13:23:54.682,-1.0
13:23:54.887,-1.0
13:23:55.091,-1.0
13:23:55.296,-1.0
13:23:55.500,-1.0
13:23:55.703,-1.0
13:23:55.904,-1.0
13:23:56.107,-1.0
13:23:56.309,-1.0
13:23:56.516,-1.0
13:23:56.719,-1.0
13:23:56.925,-1.0
13:23:57.130,-1.0
13:23:57.334,-1.0
13:23:57.536,-1.0
13:23:57.739,-1.0
13:23:57.943,-1.0
13:23:58.150,-1.0
13:23:58.352,-1.0
13:23:58.554,-1.0
13:23:58.757,-1.0
13:23:58.960,-1.0
13:23:59.165,-1.0
13:23:59.373,-1.0
13:23:59.575,-1.0
13:23:59.779,-1.0
13:23:59.982,-1.0
13:24:00.189,-1.0
13:24:00.394,-1.0
13:24:00.596,-1.0
13:24:00.804,-1.0
13:24:01.007,-1.0
13:24:01.215,-1.0
13:24:01.419,-1.0
13:24:01.624,-1.0
13:24:01.834,-1.0
13:24:02.038,-1.0
13:24:02.241,-1.0
13:24:02.452,-1.0
13:24:02.658,-1.0
13:24:02.860,-1.0
13:24:03.064,-1.0
13:24:03.268,-1.0
13:24:03.471,-1.0
13:24:03.674,-1.0
13:24:03.876,-1.0
13:24:04.080,-1.0
13:24:04.284,-1.0
13:24:04.488,-1.0
13:24:04.692,-1.0
13:24:04.898,-1.0
13:24:05.105,-1.0
13:24:05.310,-1.0
13:24:05.518,-1.0
13:24:05.720,-1.0
13:24:05.926,-1.0
13:24:06.129,-1.0
13:24:06.334,-1.0
13:24:06.537,-1.0
13:24:06.741,-1.0
13:24:06.944,-1.0
13:24:07.147,-1.0
13:24:07.354,-1.0
13:24:07.561,-1.0
13:24:07.768,-1.0
13:24:07.973,-1.0
13:24:08.177,-1.0
13:24:08.381,-1.0
13:24:08.585,-1.0
13:24:08.787,-1.0
13:24:08.993,-1.0
13:24:11.438,-1.0
13:24:11.645,-1.0
13:24:11.849,-1.0
13:24:12.056,-1.0
13:24:12.258,-1.0
13:24:12.461,-1.0
13:24:12.664,-1.0
13:24:12.870,-1.0
13:24:13.081,-1.0
13:24:13.286,-1.0
13:24:13.493,-1.0
13:24:13.700,-1.0
13:24:13.905,-1.0
13:24:14.107,-1.0
13:24:14.309,-1.0
13:24:14.512,-1.0
13:24:14.715,-1.0
13:24:14.918,-1.0
13:24:15.125,-1.0
13:24:15.331,-1.0
13:24:15.536,-1.0
13:24:15.738,-1.0
13:24:15.944,-1.0
13:24:16.166,-1.0
13:24:16.368,-1.0
13:24:16.570,-1.0
13:24:16.777,-1.0
13:24:16.983,-1.0
13:24:17.191,-1.0
13:24:17.399,-1.0
13:24:17.601,-1.0
13:24:17.804,-1.0
13:24:18.010,-1.0
13:24:18.216,-1.0
13:24:18.421,-1.0
13:24:18.627,-1.0
13:24:18.830,-1.0
13:24:19.034,-1.0
13:24:19.236,-1.0
13:24:19.438,-1.0
13:24:19.643,-1.0
13:24:19.846,-1.0
13:24:20.049,-1.0
13:24:20.254,-1.0
13:24:20.456,-1.0
13:24:20.660,-1.0
13:24:20.862,-1.0
13:24:21.067,-1.0
13:24:21.272,-1.0
13:24:21.475,-1.0
13:24:21.679,-1.0
13:24:21.883,-1.0
13:24:22.088,-1.0
13:24:22.295,-1.0
13:24:22.499,-1.0
13:24:22.701,-1.0
13:24:22.905,-1.0
13:24:23.109,-1.0
13:24:23.319,-1.0
13:24:23.521,-1.0
13:24:23.724,-1.0
13:24:23.929,-1.0
13:24:24.135,-1.0
13:24:24.343,-1.0
13:24:24.545,-1.0
13:24:24.750,-1.0
13:24:24.954,-1.0
13:24:25.161,-1.0
13:24:25.365,-1.0
13:24:25.568,0.783
13:24:25.774,0.787
13:24:25.980,0.787
13:24:26.182,0.787
13:24:26.386,0.787
13:24:26.595,0.787
13:24:26.799,0.787
13:24:27.010,0.787
13:24:27.217,0.787
13:24:27.420,0.787
13:24:27.625,0.787
13:24:27.828,0.787
13:24:28.034,0.792
13:24:28.241,0.796
13:24:28.450,0.792
13:24:28.656,0.421
13:24:28.860,0.226
13:24:29.067,0.244
13:24:29.272,0.244
13:24:29.475,0.244
13:24:29.687,0.244
13:24:29.892,0.244
13:24:30.098,0.244
13:24:30.305,0.244
13:24:30.510,0.244
13:24:30.716,0.244
13:24:30.917,0.308
13:24:31.126,0.306
13:24:31.332,0.335
13:24:31.535,0.341
13:24:31.738,0.345
13:24:31.942,0.359
13:24:32.151,0.444
13:24:32.356,0.444
13:24:32.563,0.444
13:24:32.768,0.444
13:24:32.971,0.444
13:24:33.177,0.444
13:24:33.381,0.444
13:24:33.595,0.444
13:24:33.799,0.444
13:24:34.003,0.444
13:24:34.217,0.444
13:24:34.420,0.444
13:24:34.628,0.333
13:24:34.835,0.333
13:24:35.038,0.333
13:24:35.242,0.286
13:24:35.448,0.286
13:24:35.666,0.286
13:24:35.878,0.286
13:24:36.091,0.286
13:24:36.294,0.286
13:24:36.497,0.286
13:24:36.706,0.286
13:24:36.909,0.286
13:24:37.111,0.286
13:24:37.321,0.231
13:24:37.527,0.231
13:24:37.729,0.231
13:24:37.934,0.231
13:24:38.141,0.231
13:24:38.348,0.231
13:24:38.563,0.231
13:24:38.770,0.231
13:24:38.979,0.231
13:24:39.185,0.231
13:24:39.389,0.231
13:24:39.592,0.167
13:24:39.795,0.167
13:24:39.997,0.167
13:24:40.198,0.167
13:24:40.403,0.167
13:24:40.609,0.167
13:24:40.813,0.167
13:24:41.015,0.167
13:24:41.223,0.167
13:24:41.429,-1.0
13:24:41.630,-1.0
13:24:41.838,-1.0
13:24:42.043,-1.0
13:24:42.249,0.0
13:24:42.451,0.0
13:24:42.657,0.0
13:24:42.861,0.0
13:24:43.067,0.0
13:24:43.271,0.0
13:24:43.477,0.0
13:24:45.983,0.0
13:24:46.190,0.0
13:24:46.392,-0.111
13:24:46.596,-1.0
13:24:46.804,-1.0
13:24:47.009,-1.0
13:24:47.212,-1.0
13:24:47.416,-1.0
13:24:47.620,-1.0
13:24:47.822,-1.0
13:24:48.029,-1.0
13:24:48.235,-1.0
13:24:48.443,-1.0
13:24:48.645,-1.0
13:24:48.847,-0.25
13:24:49.054,-0.25
13:24:49.258,-0.25
13:24:49.465,-0.25
13:24:49.672,-0.25
13:24:49.880,-0.25
13:24:50.084,-0.25
13:24:50.286,-0.25
13:24:50.491,-0.25
13:24:50.693,-0.25
13:24:50.898,-0.25
13:24:51.099,-0.25
13:24:51.308,-0.25
13:24:51.521,-0.25
13:24:51.723,-1.0
13:24:51.928,-1.0
13:24:52.138,-1.0
13:24:52.342,-1.0
13:24:52.547,-1.0
13:24:52.753,-1.0
13:24:52.957,-1.0
13:24:53.160,-1.0
13:24:53.365,-1.0
13:24:53.572,-1.0
13:24:53.774,-1.0
13:24:53.977,-1.0
13:24:54.184,-1.0
13:24:54.397,-0.25
13:24:54.609,-0.25
13:24:54.815,-0.25
13:24:55.018,-0.25
13:24:55.221,-0.25
13:24:55.427,-0.25
13:24:55.629,-0.25
13:24:55.831,-0.25
13:24:56.035,-0.25
13:24:56.245,-0.25
13:24:56.454,-0.25
13:24:56.662,-0.25
13:24:56.870,-0.25
13:24:57.076,-0.25
13:24:57.279,-0.25
13:24:57.487,-0.25
13:24:57.704,-0.25
13:24:57.905,-0.25
13:24:58.113,-0.25
13:24:58.325,-0.25
13:24:58.533,-0.25
13:24:58.742,-0.25
13:24:58.945,-0.25
13:24:59.154,-0.25
13:24:59.358,-0.25
13:24:59.565,-0.25
13:24:59.785,-0.25
13:24:59.990,-0.25
13:25:00.192,-0.25
13:25:00.396,-0.25
13:25:00.602,-0.25
13:25:00.805,-0.25
13:25:01.007,-0.25
13:25:01.220,-0.25
13:25:01.424,-0.25
13:25:01.629,-0.25
13:25:01.832,-0.25
13:25:02.035,-0.25
13:25:02.241,-0.25
13:25:02.452,-0.25
13:25:02.657,-0.25
13:25:02.859,-0.429
13:25:03.062,-0.429
13:25:03.271,-0.429
13:25:03.477,-0.429
13:25:03.680,-0.429
13:25:03.890,-0.429
13:25:04.097,-0.429
13:25:04.300,-0.429
13:25:04.502,-0.429
13:25:04.706,-0.429
13:25:04.914,-0.429
13:25:05.117,-0.667
13:25:05.320,-0.667
13:25:05.524,-0.667
13:25:05.730,-0.667
13:25:05.935,-0.667
13:25:06.137,-0.667
13:25:06.349,-0.667
13:25:06.551,-0.667
13:25:06.754,-0.667
13:25:06.959,-0.667
13:25:07.164,-0.667
13:25:07.373,-1.0
13:25:07.575,-1.0
13:25:07.777,-1.0
13:25:07.980,-1.0
13:25:08.185,-1.0
13:25:08.388,-1.0
13:25:08.595,-1.0
13:25:08.798,-1.0
13:25:09.001,-1.0
13:25:09.206,-1.0
13:25:09.410,-1.0
13:25:09.613,-1.0
13:25:09.819,-1.0
13:25:10.023,-1.0
13:25:10.229,-1.0
13:25:10.432,-1.0
13:25:10.634,-1.0
13:25:10.837,-1.0
13:25:11.040,-1.0
13:25:11.252,-1.5
13:25:11.457,-1.5
13:25:11.662,-1.5
13:25:11.865,-1.5
13:25:12.068,-1.5
13:25:12.269,-1.5
13:25:12.472,-1.5
13:25:12.682,-1.5
13:25:12.884,-1.5
13:25:13.086,-1.5
13:25:13.290,-1.5
13:25:13.493,-2.333
13:25:13.698,-2.333
13:25:13.901,-2.333
13:25:14.104,-2.333
13:25:14.308,-2.333
13:25:14.513,-2.333
13:25:14.716,-2.333
13:25:14.922,-2.333
13:25:15.128,-2.333
13:25:15.333,-2.333
13:25:15.536,-2.333
13:25:15.739,-2.333
13:25:15.941,-2.333
13:25:16.150,-2.333
13:25:16.353,-2.333
13:25:16.561,-2.333
13:25:16.767,-2.333
13:25:16.971,-2.333
13:25:17.175,-4.0
13:25:17.379,-4.0
13:25:17.584,-4.0
13:25:17.791,-4.0
13:25:17.995,-4.0
13:25:20.534,-4.0
13:25:20.740,-4.0
13:25:20.942,-4.0
13:25:21.145,-4.0
13:25:21.347,-4.0
13:25:21.553,-4.0
13:25:21.756,-9.0
13:25:21.961,-9.0
13:25:22.163,-9.0
13:25:22.366,-9.0
13:25:22.569,-9.0
13:25:22.776,-9.0
13:25:22.981,-9.0
13:25:23.188,-9.0
13:25:23.394,-9.0
13:25:23.599,-9.0
13:25:23.804,-9.0
13:25:24.011,-9.0
13:25:24.219,-9.0
13:25:24.423,-9.0
13:25:24.629,-9.0
13:25:24.837,-9.0
13:25:25.040,-9.0
13:25:25.248,-9.0
13:25:25.451,-9.0
13:25:25.653,-9.0
13:25:25.856,-1.0
13:25:26.066,-1.0
13:25:26.269,-1.0
13:25:26.479,-1.0
13:25:26.685,-1.0
13:25:26.889,-1.0
13:25:27.091,-1.0
13:25:27.295,-1.0
13:25:27.501,-1.0
13:25:27.703,-1.0
13:25:27.908,-1.0
13:25:28.111,-1.0
13:25:28.316,-1.0
13:25:28.521,-1.0
13:25:28.728,-1.0
13:25:28.932,-1.0
13:25:29.139,-1.0
13:25:29.349,-1.0
13:25:29.553,-1.0
13:25:29.754,-1.0
13:25:29.958,-1.0
13:25:30.161,-1.0
13:25:30.369,-1.0
13:25:30.573,-1.0
13:25:30.778,-1.0
13:25:30.981,-1.0
13:25:31.189,-1.0
13:25:31.394,-1.0
13:25:31.596,-1.0
13:25:31.798,-1.0
