time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE
12:32:20,0.0004496187611948699,0.0016023822827264667,0.027699897065758705,0.00030406317091546953,0.00026211736258119345,0.0023285550996661186,-35.3632621,149.1652374,0.0,-1.0,1.0,1.0,0.0,1.0,-1000.0,0.0,0.0,0.0,28913.0,STABILIZE
12:32:36,-0.0005489269969984889,0.0009872505906969309,0.0219459505751729,0.0003395061648916453,0.00019795633852481842,0.0015859402483329177,-35.3632622,149.1652375,18.0,-1.0,0.5,-1.0,0.0,1.5,-1000.0,0.5,1.0,0.0,137158.5,AUTO
12:32:38,-0.0004258829479416211,0.0011036983923986554,0.021392464637756348,0.00029477529460564256,0.0003019008048189183,0.001413226282844941,-35.3632621,149.1652375,10.0,0.0,0.0,0.0,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.3333333333333333,0.0,245404.0,AUTO
12:32:39,-0.00014924598265982544,0.0014159410493448377,0.021051667630672455,0.0003470982580135266,0.0002596172465321918,0.001453950263870259,-35.3632621,149.1652375,9.333333333333334,0.0,0.0,0.0,0.0,1.6666666666666667,-1000.0,0.0,0.0,0.0,173472.0,AUTO
12:32:40,5.4162207864768184e-05,0.0016384137173493702,0.020825257524847984,0.0004002329660579562,0.000298128017069151,0.001429005681226651,-35.3632621,149.1652375,7.666666666666667,0.0,0.0,0.0,0.0,1.0,-1000.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,173472.0,AUTO
12:32:42,0.023471822030842304,-0.00125841509240369,0.020160860071579616,0.04647411530216535,-0.007188611974318822,0.0020716775519152484,-35.363262033333335,149.16523756666666,1405.3333333333333,0.6666666666666666,6.0,-143.0,0.0,-0.3333333333333333,-1021.3333333333334,46.666666666666664,-6.333333333333333,1.0,199418.5,AUTO
12:32:44,-0.04081565452118715,0.044408811877171196,-0.11587300896644592,-0.049451686441898346,-0.012141192331910133,-0.07213546250325938,-35.36326116666667,149.16524489999998,4439.333333333333,-11.333333333333334,34.333333333333336,-147.0,6.333333333333333,-7.0,-1004.3333333333334,-48.0,-11.333333333333334,-72.33333333333333,225365.0,AUTO
12:32:45,-0.04438866054018339,-0.026528806736071903,-0.0930280014872551,0.059928927570581436,-0.01154702117977043,0.0247024018317461,-35.36326336666667,149.1652448,6351.333333333333,-14.666666666666666,-35.666666666666664,-149.0,-0.3333333333333333,8.333333333333334,-1001.6666666666666,60.333333333333336,-10.333333333333334,24.0,173441.0,AUTO
12:32:46,0.001812147325836122,-0.025487010056773823,-0.0831717923283577,0.06372710069020589,0.008710066322237253,0.013886557891964912,-35.363263933333336,149.165241,7510.0,1.3333333333333333,-48.0,-150.0,-5.666666666666667,9.0,-1002.3333333333334,63.666666666666664,9.0,13.0,173441.0,AUTO
12:32:48,0.006370089016854763,0.016030160865436,-0.09139344096183777,-0.014526756557946404,0.039473566537102066,-0.04857215533653895,-35.36326066666666,149.16523529999998,10607.666666666666,26.0,-4.666666666666667,-149.66666666666666,-6.666666666666667,-2.3333333333333335,-1002.3333333333334,-13.666666666666666,40.0,-48.333333333333336,153832.0,AUTO
12:32:50,0.009774358322223028,0.0121905617415905,-0.12077391892671585,-0.0031820045163234076,-0.015515156090259552,0.0028366789726230004,-35.363259899999996,149.1652346333333,13718.333333333334,-14.333333333333334,6.0,-151.0,2.0,0.3333333333333333,-999.6666666666666,-2.3333333333333335,-14.333333333333334,2.3333333333333335,134223.0,AUTO
12:32:51,0.0019743445057732365,-0.0020205514156259596,-0.1274600401520729,-0.00503044839327534,-0.004892896860837936,-0.01723069790750742,-35.3632614,149.1652355,15656.333333333334,-11.0,8.666666666666666,-151.0,2.3333333333333335,0.0,-1000.3333333333334,-3.6666666666666665,-3.3333333333333335,-17.333333333333332,155057.0,AUTO
12:32:52,-0.0001732831976066033,-0.003118878540893396,-0.1441693902015686,0.0013752072894324858,0.0024732538343717656,-0.026380322873592377,-35.3632619,149.16523596666667,16823.333333333332,-5.666666666666667,5.333333333333333,-151.33333333333334,0.6666666666666666,0.0,-1000.0,2.0,2.6666666666666665,-26.0,155057.0,AUTO
12:32:54,-0.016502893219391506,0.02613470610231161,0.04532706054548422,0.09161564987152815,-0.09266257906953494,0.24463854481776556,-35.36326293333334,149.16523376666666,19841.666666666668,-25.666666666666668,-34.333333333333336,-127.0,-0.3333333333333333,9.0,-959.6666666666666,92.0,-91.33333333333333,243.66666666666666,159313.5,AUTO
12:32:56,0.026244723548491795,-0.008990341487030188,0.06485555072625478,-0.04235215485095978,0.03194080851972103,0.002894830424338579,-35.36326416666667,149.16523326666666,21657.0,15.666666666666666,38.333333333333336,-57.666666666666664,0.0,-8.666666666666666,-976.0,-41.333333333333336,32.0,2.0,163570.0,AUTO
12:32:57,-0.008436010995258888,0.014148621199031671,0.0614045187830925,-0.011486147219936052,0.004978395455206434,-0.002141365082934499,-35.363262133333336,149.16523800000002,22211.666666666668,12.0,28.333333333333332,-28.666666666666668,0.0,-7.0,-976.0,-10.666666666666666,5.0,-1.6666666666666667,194636.0,AUTO
12:32:58,-0.015465863049030304,0.014684926097591719,0.05893350516756376,-0.10970558226108551,0.04482130830486616,-0.002342733593347172,-35.36326143333333,149.16523966666668,22353.0,4.333333333333333,13.666666666666666,-8.0,-1.0,-4.0,-961.0,-108.66666666666667,45.666666666666664,-2.3333333333333335,194636.0,AUTO
