time_stamp,MODE,lat,lon,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz,RTL_ALT,LAND_SPEED
22:38:44.326,GUIDED,-35.3632621,149.1652374,0,-0.0003337594389449805,0.0013815921265631914,0.029503649100661278,0.0003462100285105407,0.00023814867017790675,0.002478691516444087,0,1,-1000,0,0,0,0,1,0,1500.0,50.0
22:38:44.527,GUIDED,-35.3632621,149.1652374,0,-0.0002982269797939807,0.001442147884517908,0.029345504939556122,0.0002380109508521855,0.00017634624964557588,0.002506527118384838,0,1,-1000,0,0,0,0,1,0,1500.0,50.0
22:38:44.728,GUIDED,-35.3632621,149.1652374,0,-0.0002982269797939807,0.001442147884517908,0.029345504939556122,0.0002380109508521855,0.00017634624964557588,0.002506527118384838,0,1,-1000,0,0,0,0,1,0,1500.0,50.0
22:38:44.928,GUIDED,-35.3632621,149.1652374,0,-0.00027455767849460244,0.0015008128248155117,0.029187995940446854,0.00022057926980778575,0.00022290507331490517,0.0023843327071517706,0,1,-1000,0,0,0,0,1,0,1500.0,50.0
22:38:45.129,GUIDED,-35.3632621,149.1652374,0,-0.00025283097056671977,0.0015509618679061532,0.028982337564229965,0.00021231063874438405,0.000214343803236261,0.002409835811704397,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:45.330,GUIDED,-35.3632621,149.1652374,0,-0.00024136579304467887,0.0015819136751815677,0.02881452813744545,0.0003827798063866794,0.00035291616222821176,0.002384250983595848,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:45.531,GUIDED,-35.3632621,149.1652374,0,-0.00023885218251962215,0.0016087910626083612,0.0286558847874403,0.00032470107544213533,0.000306035770336166,0.0023326408118009567,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:45.732,GUIDED,-35.3632621,149.1652374,0,-0.00023885218251962215,0.0016087910626083612,0.0286558847874403,0.00032470107544213533,0.000306035770336166,0.0023326408118009567,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:45.933,GUIDED,-35.3632621,149.1652374,0,-0.00023885218251962215,0.0016087910626083612,0.0286558847874403,0.00032470107544213533,0.000306035770336166,0.0023326408118009567,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:46.134,GUIDED,-35.3632621,149.1652374,0,-0.00023885218251962215,0.0016087910626083612,0.0286558847874403,0.00032470107544213533,0.000306035770336166,0.0023326408118009567,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:46.335,GUIDED,-35.3632621,149.1652374,0,-0.00023885218251962215,0.0016087910626083612,0.0286558847874403,0.00032470107544213533,0.000306035770336166,0.0023326408118009567,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:46.536,GUIDED,-35.3632621,149.1652374,0,-0.00033569600782357156,0.0015827150782570243,0.027969369664788246,0.00036576471757143736,0.0002120971621479839,0.002274016849696636,0,1,-1000,0,0,0,-2,1,0,1500.0,50.0
22:38:46.737,GUIDED,-35.3632621,149.1652375,0,-0.0003955206193495542,0.0015306154964491725,0.027798814699053764,0.00026563467690721154,0.0003367858880665153,0.0022465453948825598,0,1,-1000,0,1,0,-2,1,0,1500.0,50.0
22:38:46.939,GUIDED,-35.3632621,149.1652375,0,-0.0003955206193495542,0.0015306154964491725,0.027798814699053764,0.00026563467690721154,0.0003367858880665153,0.0022465453948825598,0,1,-1000,0,1,0,-2,1,0,1500.0,50.0
22:38:47.140,GUIDED,-35.3632622,149.1652375,0,-0.0004440527700353414,0.0014894192572683096,0.027668090537190437,0.00013047995162196457,0.00024169919197447598,0.0022041480988264084,0,2,-1000,1,0,0,-2,1,0,1500.0,50.0
22:38:47.341,GUIDED,-35.3632622,149.1652375,1,-0.0004945632535964251,0.0014533423818647861,0.027538036927580833,0.0002135858521796763,0.00032327795634046197,0.0022301585413515568,0,1,-1000,0,0,0,-1,1,0,1500.0,50.0
22:38:47.541,GUIDED,-35.3632622,149.1652374,6,-0.0005311276763677597,0.001420763903297484,0.027369676157832146,0.00022313412046059966,0.00027815025532618165,0.002292854245752096,0,1,-1000,0,0,0,-1,0,-3,1500.0,50.0
22:38:47.742,GUIDED,-35.3632622,149.1652374,6,-0.0005311276763677597,0.001420763903297484,0.027369676157832146,0.00022313412046059966,0.00027815025532618165,0.002292854245752096,0,1,-1000,0,0,0,-1,0,-3,1500.0,50.0
22:38:47.944,GUIDED,-35.3632622,149.1652374,6,-0.0005311276763677597,0.001420763903297484,0.027369676157832146,0.00022313412046059966,0.00027815025532618165,0.002292854245752096,0,1,-1000,0,0,0,-1,0,-3,1500.0,50.0
22:38:48.146,GUIDED,-35.3632622,149.1652374,6,-0.0005311276763677597,0.001420763903297484,0.027369676157832146,0.00022313412046059966,0.00027815025532618165,0.002292854245752096,0,1,-1000,0,0,0,-1,0,-3,1500.0,50.0
22:38:48.347,GUIDED,-35.3632622,149.1652374,6,-0.0005311276763677597,0.001420763903297484,0.027369676157832146,0.00022313412046059966,0.00027815025532618165,0.002292854245752096,0,1,-1000,0,0,0,-1,0,-3,1500.0,50.0
22:38:48.548,GUIDED,-35.3632621,149.1652374,16,-0.0003610285639297217,0.0015094972914084792,0.02680051699280739,0.0002718225005082786,0.00018790728063322604,0.0021941098384559155,0,1,-1000,0,0,0,0,0,-2,1500.0,50.0
