,A.LAND2
22:38:44.326,-1.0
22:38:44.527,-1.0
22:38:44.728,-1.0
22:38:44.928,-1.0
22:38:45.129,-1.0
22:38:45.330,-1.0
22:38:45.531,-1.0
22:38:45.732,-1.0
22:38:45.933,-1.0
22:38:46.134,-1.0
22:38:46.335,-1.0
22:38:46.536,-1.0
22:38:46.738,-1.0
22:38:46.939,-1.0
22:38:47.140,-1.0
22:38:47.341,-1.0
22:38:47.541,-1.0
22:38:47.743,-1.0
22:38:47.945,-1.0
22:38:48.147,-1.0
22:38:48.347,-1.0
22:38:48.549,-1.0
22:38:48.750,-1.0
22:38:48.951,-1.0
22:38:49.151,-1.0
22:38:49.352,-1.0
22:38:49.989,-1.0
22:38:50.191,-1.0
22:38:50.392,-1.0
22:38:50.593,-1.0
22:38:50.794,-1.0
22:38:50.995,-1.0
22:38:51.197,-1.0
22:38:51.398,-1.0
22:38:51.598,-1.0
22:38:51.799,-1.0
22:38:52.000,-1.0
22:38:52.202,-1.0
22:38:52.403,-1.0
22:38:52.604,-1.0
22:38:52.806,-1.0
22:38:53.006,-1.0
22:38:53.207,-1.0
22:38:53.408,-1.0
22:38:53.609,-1.0
22:38:53.809,-1.0
22:38:54.010,-1.0
22:38:54.212,-1.0
22:38:54.413,-1.0
22:38:54.614,-1.0
22:38:54.815,-1.0
22:38:55.016,-1.0
22:38:55.217,-1.0
22:38:55.417,-1.0
22:38:55.618,-1.0
22:38:55.819,-1.0
22:38:56.020,-1.0
22:38:56.222,-1.0
22:38:56.423,-1.0
22:38:56.623,-1.0
22:38:56.824,-1.0
22:38:57.025,-1.0
22:38:57.226,-1.0
22:38:57.426,-1.0
22:38:57.627,-1.0
22:38:57.828,-1.0
22:38:58.029,-1.0
22:38:58.230,-1.0
22:38:58.431,-1.0
22:38:58.633,-1.0
22:38:58.834,-1.0
22:38:59.035,-1.0
22:38:59.235,-1.0
22:38:59.436,-1.0
22:38:59.637,-1.0
22:38:59.838,-1.0
22:39:00.038,-1.0
22:39:00.239,-1.0
22:39:00.440,-1.0
22:39:00.641,-1.0
22:39:00.841,-1.0
22:39:01.043,-1.0
22:39:01.244,-1.0
22:39:01.444,-1.0
22:39:01.645,-1.0
22:39:01.846,-1.0
22:39:02.046,-1.0
22:39:02.247,-1.0
22:39:02.448,-1.0
22:39:02.650,-1.0
22:39:02.850,-1.0
22:39:03.051,-1.0
22:39:03.252,-1.0
22:39:03.453,-1.0
22:39:03.653,-1.0
22:39:03.854,-1.0
22:39:04.055,-1.0
22:39:04.255,-1.0
22:39:04.457,-1.0
22:39:04.659,-1.0
22:39:04.860,-1.0
22:39:05.061,-1.0
22:39:05.262,-1.0
22:39:05.462,-1.0
22:39:05.663,-1.0
22:39:05.864,-1.0
22:39:06.065,-1.0
22:39:06.266,-1.0
22:39:06.467,-1.0
22:39:06.669,-1.0
22:39:06.870,-1.0
22:39:07.070,-1.0
22:39:07.271,-1.0
22:39:07.472,-1.0
22:39:07.673,-1.0
22:39:07.873,-1.0
22:39:08.074,-1.0
22:39:08.275,-1.0
22:39:08.477,-1.0
22:39:08.679,-1.0
22:39:08.880,-1.0
22:39:09.081,-1.0
22:39:09.281,-1.0
22:39:09.482,-1.0
22:39:09.683,-1.0
22:39:09.884,-1.0
22:39:10.085,-1.0
22:39:10.286,-1.0
22:39:10.487,-1.0
22:39:10.688,-1.0
22:39:10.889,-1.0
22:39:11.090,-1.0
22:39:11.290,-1.0
22:39:11.491,-1.0
22:39:11.692,-1.0
22:39:11.893,-1.0
22:39:12.094,-1.0
22:39:12.295,-1.0
22:39:12.496,-1.0
22:39:12.697,-1.0
22:39:12.897,-1.0
22:39:13.098,-1.0
22:39:13.299,-1.0
22:39:13.500,-1.0
22:39:13.701,-1.0
22:39:13.901,-1.0
22:39:14.102,-1.0
22:39:14.303,-1.0
22:39:14.504,-1.0
22:39:14.705,-1.0
22:39:14.906,-1.0
22:39:15.107,-1.0
22:39:15.308,-1.0
22:39:15.509,-1.0
22:39:15.709,-1.0
22:39:15.910,-1.0
22:39:16.110,-1.0
22:39:16.311,-1.0
22:39:16.512,-1.0
22:39:16.712,-1.0
22:39:16.913,-1.0
22:39:17.115,-1.0
22:39:17.316,-1.0
22:39:17.517,-1.0
22:39:17.717,-1.0
22:39:17.918,-1.0
22:39:18.119,-1.0
22:39:18.319,-1.0
22:39:18.521,-1.0
22:39:18.721,-1.0
22:39:18.922,-1.0
22:39:19.123,-1.0
22:39:19.323,-1.0
22:39:19.524,-1.0
22:39:19.725,-1.0
22:39:19.926,-1.0
22:39:20.126,-1.0
22:39:20.327,-1.0
22:39:20.529,-1.0
22:39:20.730,-1.0
22:39:20.931,-1.0
22:39:21.132,-1.0
22:39:21.333,-1.0
22:39:21.534,-1.0
22:39:21.734,-1.0
22:39:21.935,-1.0
22:39:22.136,-1.0
22:39:22.337,-1.0
22:39:22.538,-1.0
22:39:22.739,-1.0
22:39:22.940,-1.0
22:39:23.142,-1.0
22:39:23.343,-1.0
22:39:23.543,-1.0
22:39:23.745,-1.0
22:39:23.946,-1.0
22:39:24.146,-1.0
22:39:24.347,-1.0
