,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:19:34.192,0.0,0.0,1.0,-156.0,-0.5,890.0,-1.0,-0.5,-131.0,100.0,34.0,3800.0,98.0,0.0,50.0,5.0,8.0,0.305,3.0,1.0,0.2,0.004,1.0,180.0,-68.0
14:19:38.464,0.0,0.0,1.0,10.0,-0.5,420.0,-1.0,-0.5,-180.0,34.0,85.0,3400.0,162.0,0.0,57.0,19.0,10.0,0.18,3.0,10.0,0.01,0.02,1.0,128.0,101.0
14:19:42.994,0.0,0.0,1.0,-180.0,-0.5,1000.0,-1.0,-0.5,73.0,20.0,0.0,2800.0,243.0,0.0,0.0,100.0,3.0,0.265,3.0,9.0,0.16,0.019,1.0,-18.0,-45.0
14:19:48.486,0.0,0.0,1.0,180.0,-0.5,490.0,-1.0,-0.5,88.0,69.0,11.0,4200.0,209.0,0.0,3.0,0.0,1.0,0.33,3.0,1.0,0.2,0.0,1.0,180.0,-113.0
14:19:56.636,0.0,0.0,1.0,150.0,-0.5,0.0,-1.0,-0.5,29.0,0.0,77.0,3000.0,233.0,0.0,0.0,82.0,10.0,0.32,3.0,10.0,0.17,0.02,1.0,180.0,72.0
14:20:02.278,0.0,0.0,1.0,-132.0,-0.5,720.0,-1.0,-0.5,180.0,10.0,100.0,4500.0,240.0,0.0,100.0,0.0,5.0,0.295,3.0,6.0,0.15,0.001,1.0,180.0,147.0
14:20:20.459,0.0,0.0,1.0,-100.0,-0.5,1000.0,-1.0,-0.5,143.0,16.0,84.0,3100.0,25.0,0.0,75.0,91.0,10.0,0.39,3.0,9.0,0.18,0.006,1.0,103.0,-180.0
14:20:31.501,0.0,0.0,1.0,4.0,-0.5,620.0,-1.0,-0.5,180.0,28.0,0.0,3800.0,25.0,0.0,83.0,70.0,1.0,0.54,3.0,7.0,0.09,0.02,1.0,117.0,113.0
14:20:36.266,0.0,0.0,1.0,180.0,-0.5,0.0,-1.0,-0.5,-180.0,100.0,57.0,2200.0,250.0,0.0,90.0,77.0,1.0,0.345,3.0,10.0,0.08,0.014,1.0,-180.0,91.0
14:20:41.082,0.0,0.0,1.0,-21.0,-0.5,1000.0,-1.0,-0.5,-127.0,97.0,39.0,1600.0,25.0,0.0,27.0,0.0,6.0,0.23,3.0,10.0,0.19,0.014,1.0,134.0,137.0
14:20:45.446,0.0,0.0,1.0,180.0,-0.5,710.0,-1.0,-0.5,14.0,65.0,35.0,2800.0,25.0,0.0,69.0,100.0,3.0,0.37,3.0,6.0,0.01,0.001,1.0,77.0,-128.0
14:20:53.258,0.0,0.0,1.0,-41.0,-0.5,350.0,-1.0,-0.5,180.0,81.0,0.0,4500.0,250.0,0.0,46.0,56.0,7.0,0.275,3.0,10.0,0.1,0.005,1.0,-96.0,8.0
14:20:57.601,0.0,0.0,1.0,-180.0,-0.5,830.0,-1.0,-0.5,154.0,62.0,100.0,300.0,215.0,0.0,100.0,69.0,10.0,0.6,3.0,10.0,0.01,0.012,1.0,13.0,-5.0
14:21:07.158,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,180.0,8.0,0.0,600.0,25.0,0.0,23.0,9.0,3.0,0.285,3.0,7.0,0.14,0.012,1.0,-85.0,-180.0
14:21:11.444,0.0,0.0,1.0,-180.0,-0.5,650.0,-1.0,-0.5,-58.0,63.0,32.0,2500.0,173.0,0.0,100.0,84.0,5.0,0.41,3.0,10.0,0.05,0.02,1.0,-20.0,21.0
14:21:15.991,0.0,0.0,1.0,180.0,-0.5,560.0,-1.0,-0.5,-180.0,100.0,79.0,0.0,250.0,0.0,34.0,63.0,1.0,0.48,3.0,10.0,0.13,0.009,1.0,-54.0,-180.0
