time_stamp,lat,lon,relative_alt,vx,vy,vz,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT
16:36:57,-35.3632622,149.1652375,2.6666666666666665,-1.0,0.6666666666666666,0.0,AUTO,0.0,1.6666666666666667,-1000.0,0.0,0.0,0.0,-0.0009533831228812536,0.0009934909952183564,0.020133469874660175,0.00032572876079939306,0.0002801494750504692,0.0013292323953161638,1500.0
16:36:59,-35.3632621,149.1652375,4.0,0.0,0.0,0.0,AUTO,0.0,1.0,-1000.0,0.0,0.6666666666666666,0.0,-0.00032427725576174754,0.0013462296919897199,0.019749537731210392,0.0002231973824867358,0.0002445542486384511,0.001303623818481962,1500.0
16:37:01,-35.3632621,149.1652375,228.66666666666666,0.0,0.3333333333333333,-70.66666666666667,AUTO,0.0,0.0,-1126.3333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.002739229006692767,0.0002867739337186019,0.019425587107737858,-0.00012825413917501768,0.0022392511988679567,0.0016277573498276372,1500.0
16:37:03,-35.363261599999994,149.1652398,2933.6666666666665,7.333333333333333,42.0,-147.0,AUTO,1.3333333333333333,-8.0,-994.3333333333334,-34.0,35.666666666666664,-46.0,0.05357730761170387,-0.0015815339672068756,-0.00634266280879577,-0.034406161246200405,0.03494737887134155,-0.04621794229994217,1500.0
16:37:05,-35.3632605,149.1652461,5987.666666666667,-1.0,-23.0,-148.33333333333334,AUTO,-1.6666666666666667,2.3333333333333335,-1003.6666666666666,15.666666666666666,5.0,-33.666666666666664,-0.07483799755573273,0.0075279418379068375,-0.10226866851250331,0.01578763872385025,0.004137618700042367,-0.034278820579250656,1500.0
16:37:07,-35.3632633,149.16523473333334,9084.333333333334,-30.0,-33.0,-152.66666666666666,AUTO,-1.0,11.0,-1002.0,60.333333333333336,-6.333333333333333,11.0,0.051343065996964775,0.016589639087518055,-0.11718132595221202,0.060471819092830024,-0.007226188667118549,0.011693506113563975,1500.0
16:37:09,-35.36326316666666,149.1652376,12167.333333333334,51.333333333333336,28.666666666666668,-148.0,AUTO,-5.0,-13.333333333333334,-1007.3333333333334,-78.33333333333333,105.66666666666667,-117.0,-0.025308993955453236,-0.019289802604665358,-0.06760904937982559,-0.0791281449298064,0.10546727478504181,-0.11725920687119167,1500.0
16:37:11,-35.36325853333333,149.16523556666667,15292.333333333334,-15.666666666666666,-19.0,-153.0,AUTO,-2.0,4.666666666666667,-1000.6666666666666,55.0,2.3333333333333335,-15.0,0.014403646113350987,0.04371077318986257,-0.20268302659193674,0.055068432042996086,0.0017279579769819975,-0.015204396098852158,1500.0
16:37:13,-35.363262033333335,149.16523656666666,18411.666666666668,-3.3333333333333335,12.333333333333334,-152.0,AUTO,2.3333333333333335,-1.0,-1001.3333333333334,-13.333333333333334,22.666666666666668,-44.0,-0.01036132158090671,-0.012303547312815985,-0.1618997504313787,-0.014148050007255128,0.022303485001126926,-0.04440760985016823,1500.0
16:37:15,-35.3632619,149.16523629999998,21536.666666666668,-1.3333333333333333,-1.6666666666666667,-153.0,AUTO,-0.6666666666666666,0.0,-999.6666666666666,6.333333333333333,2.6666666666666665,-23.0,0.006783126387745142,0.006380495460083087,-0.23791334529717764,0.006372005290662249,0.00238129209416608,-0.023244434967637062,1500.0
16:37:17,-35.363262033333335,149.16523630000003,24665.666666666668,-3.0,5.0,-153.0,AUTO,0.0,-0.6666666666666666,-997.6666666666666,-12.333333333333334,-0.6666666666666666,-17.333333333333332,0.0032838904298841953,0.0029079270704338946,-0.27244646350542706,-0.013273819582536817,-0.0010701539771010478,-0.017988198126355808,1500.0
16:37:19,-35.36326246666667,149.16523636666668,27784.0,-3.0,5.666666666666667,-152.33333333333334,AUTO,0.3333333333333333,0.0,-999.3333333333334,-2.0,0.0,24.0,0.012039913485447565,0.0029497165232896805,-0.2673301299413045,-0.0026069436377535262,-0.00047551485477015376,0.02431817352771759,1500.0
16:37:21,-35.3632625,149.16523783333335,30897.0,0.0,6.666666666666667,-153.0,AUTO,0.0,-1.0,-1000.0,-0.3333333333333333,1.0,18.333333333333332,-0.001224185146080951,0.0013692337088286877,-0.22317042450110117,-0.0010944336633353184,3.256691464533409e-05,0.018654524038235348,1500.0
16:37:23,-35.36326233333333,149.1652381,34010.333333333336,0.0,0.0,-153.0,AUTO,0.0,0.0,-999.3333333333334,1.3333333333333333,1.3333333333333333,14.666666666666666,0.0010190904528523486,0.0017265624677141507,-0.19116511940956116,0.0011062620518108208,0.0006957912119105458,0.015049806175132593,1500.0
16:37:25,-35.36326223333334,149.16523786666667,37136.333333333336,0.0,0.0,-153.0,AUTO,0.0,0.0,-1000.3333333333334,1.6666666666666667,1.3333333333333333,10.666666666666666,0.0020862752571702003,0.000918710429687053,-0.16682583093643188,0.001548263244330883,0.0009081258904188871,0.01082836277782917,1500.0
16:37:27,-35.36326213333333,149.16523756666666,40242.333333333336,0.0,0.0,-153.0,AUTO,0.0,0.0,-1000.0,1.3333333333333333,1.3333333333333333,8.0,0.0026206725742667913,0.001366368611343205,-0.148930291334788,0.0005046437339236339,0.0006370907261346778,0.008382099835822979,1500.0
16:37:29,-35.363262066666664,149.1652374,43358.333333333336,0.0,1.0,-153.0,AUTO,0.0,0.0,-1000.0,0.0,2.3333333333333335,6.333333333333333,0.002053979396199187,0.0013866247221206625,-0.13499235610167185,-0.0009692031696128348,0.0012741349055431783,0.006795676114658515,1500.0
