,A.BRAKE1
16:36:56.914,-1
16:36:57.115,-1
16:36:57.316,-1
16:36:57.517,-1
16:36:57.718,-1
16:36:57.918,-1
16:36:58.119,-1
16:36:58.321,-1
16:36:58.524,-1
16:36:58.725,-1
16:36:58.926,-1
16:36:59.127,-1
16:36:59.327,-1
16:36:59.528,-1
16:36:59.729,-1
16:36:59.930,-1
16:37:00.131,-1
16:37:00.332,-1
16:37:00.534,-1
16:37:00.735,-1
16:37:00.936,-1
16:37:01.137,-1
16:37:01.338,-1
16:37:01.539,-1
16:37:01.739,-1
16:37:01.940,-1
16:37:02.141,-1
16:37:02.342,-1
16:37:02.543,-1
16:37:02.744,-1
16:37:02.945,-1
16:37:03.146,-1
16:37:03.347,-1
16:37:03.549,-1
16:37:03.750,-1
16:37:03.952,-1
16:37:04.153,-1
16:37:04.355,-1
16:37:04.556,-1
16:37:04.757,-1
16:37:04.958,-1
16:37:05.159,-1
16:37:05.360,-1
16:37:05.561,-1
16:37:05.762,-1
16:37:05.963,-1
16:37:06.165,-1
16:37:06.366,-1
16:37:06.566,-1
16:37:06.767,-1
16:37:06.969,-1
16:37:07.169,-1
16:37:07.370,-1
16:37:07.571,-1
16:37:07.772,-1
16:37:07.973,-1
16:37:08.174,-1
16:37:08.376,-1
16:37:08.577,-1
16:37:08.778,-1
16:37:08.979,-1
16:37:09.179,-1
16:37:09.380,-1
16:37:09.581,-1
16:37:09.782,-1
16:37:09.983,-1
16:37:10.184,-1
16:37:10.385,-1
16:37:10.585,-1
16:37:10.786,-1
16:37:10.987,-1
16:37:11.188,-1
16:37:11.389,-1
16:37:11.591,-1
16:37:11.792,-1
16:37:11.993,-1
16:37:12.194,-1
16:37:12.395,-1
16:37:12.596,-1
16:37:12.799,-1
16:37:13.000,-1
16:37:13.200,-1
16:37:13.401,-1
16:37:13.602,-1
16:37:13.803,-1
16:37:14.005,-1
16:37:14.205,-1
16:37:14.406,-1
16:37:14.607,-1
16:37:14.808,-1
16:37:15.009,-1
16:37:15.209,-1
16:37:15.410,-1
16:37:15.611,-1
16:37:15.813,-1
16:37:16.014,-1
16:37:16.215,-1
16:37:16.416,-1
16:37:16.617,-1
16:37:16.818,-1
16:37:17.019,-1
16:37:17.220,-1
16:37:17.421,-1
16:37:17.622,-1
16:37:17.823,-1
16:37:18.025,-1
16:37:18.227,-1
16:37:18.428,-1
16:37:18.629,-1
16:37:18.830,-1
16:37:19.030,-1
16:37:19.231,-1
16:37:19.432,-1
16:37:19.634,-1
16:37:19.836,-1
16:37:20.037,-1
16:37:20.240,-1
16:37:20.441,-1
16:37:20.642,-1
16:37:20.843,-1
16:37:21.044,-1
16:37:21.244,-1
16:37:21.445,-1
16:37:21.646,-1
16:37:21.848,-1
16:37:22.049,-1
16:37:22.250,-1
16:37:22.451,-1
16:37:22.652,-1
16:37:22.853,-1
16:37:23.053,-1
16:37:23.254,-1
16:37:23.455,-1
16:37:23.655,-1
16:37:23.857,-1
16:37:24.058,-1
16:37:24.260,-1
16:37:24.461,-1
16:37:24.662,-1
16:37:24.863,-1
16:37:25.064,-1
16:37:25.265,-1
16:37:25.466,-1
16:37:25.667,-1
16:37:25.868,-1
16:37:26.069,-1
16:37:26.271,-1
16:37:26.472,-1
16:37:26.673,-1
16:37:26.895,-1
16:37:27.096,-1
16:37:27.298,-1
16:37:27.500,-1
16:37:27.702,-1
16:37:27.903,-1
16:37:28.105,-1
16:37:28.306,-1
16:37:28.507,-1
16:37:28.708,-1
16:37:28.909,-1
16:37:29.110,-1
16:37:29.311,-1
16:37:29.512,-1
16:37:29.713,-1
16:37:29.914,-1
16:37:30.116,-1
16:37:30.316,-1
16:37:30.517,-1
16:37:30.718,-1
16:37:30.919,-1
16:37:31.120,-1
16:37:31.322,-1
16:37:31.523,-1
16:37:31.725,-1
16:37:31.925,-1
16:37:32.126,-1
16:37:32.327,-1
16:37:32.528,-1
16:37:32.729,-1
16:37:32.930,-1
16:37:33.130,-1
16:37:33.331,-1
16:37:33.532,-1
16:37:33.733,-1
16:37:33.935,-1
16:37:34.135,-1
16:37:34.336,-1
16:37:34.537,-1
16:37:34.738,-1
16:37:34.939,-1
16:37:35.140,-1
16:37:35.341,-1
16:37:35.542,-1
16:37:35.743,-1
16:37:35.944,-1
16:37:36.145,-1
16:37:36.346,-1
16:37:36.547,-1
16:37:36.748,-1
16:37:36.949,-1
16:37:37.150,-1
16:37:37.351,-1
16:37:37.552,-1
16:37:37.753,-1
16:37:37.954,-1
16:37:38.156,-1
16:37:38.357,-1
16:37:38.558,-1
16:37:38.759,-1
16:37:38.961,-1
16:37:39.162,-1
16:37:39.364,-1
16:37:39.566,-1
16:37:39.767,-1
16:37:39.971,-1
16:37:40.172,-1
16:37:40.373,-1
16:37:40.574,-1
16:37:40.775,-1
16:37:40.976,-1
16:37:41.177,-1
16:37:41.378,-1
16:37:41.579,-1
16:37:41.780,-1
16:37:41.981,-1
16:37:42.183,-1
16:37:42.385,-1
16:37:42.586,-1
16:37:42.787,-1
16:37:42.988,-1
16:37:43.189,-1
16:37:43.390,-1
16:37:43.591,-1
16:37:43.792,-1
16:37:43.994,-1
16:37:44.195,-1
16:37:44.397,-1
16:37:44.598,-1
16:37:44.799,-1
16:37:45.000,-1
16:37:45.201,-1
16:37:45.402,-1
16:37:45.604,-1
16:37:45.805,-1
16:37:46.006,-1
16:37:46.207,-1
16:37:46.409,-1
16:37:46.610,-1
16:37:46.815,-1
16:37:47.016,-1
16:37:47.217,-1
16:37:47.419,-1
16:37:47.620,-1
16:37:47.822,-1
16:37:48.022,-1
16:37:48.223,-1
16:37:48.425,-1
16:37:48.626,-1
16:37:48.827,-1
16:37:49.027,-1
16:37:49.228,-1
16:37:49.429,-1
16:37:49.630,-1
16:37:49.830,-1
16:37:50.031,-1
16:37:50.232,-1
16:37:50.434,-1
16:37:50.635,-1
16:37:50.836,-1
16:37:51.037,-1
16:37:51.239,-1
16:37:51.440,-1
16:37:51.641,-1
16:37:51.842,-1
16:37:52.043,-1
16:37:52.244,-1
16:37:52.447,-1
16:37:52.648,-1
16:37:52.849,-1
16:37:53.049,-1
16:37:53.250,-1
16:37:53.451,-1
16:37:53.652,-1
16:37:53.854,-1
16:37:54.056,-1
16:37:54.256,-1
16:37:54.457,-1
16:37:54.658,-1
16:37:54.860,-1
16:37:55.062,-1
16:37:55.265,-1
16:37:55.466,-1
16:37:55.667,-1
16:37:55.868,-1
16:37:56.070,-1
