time_stamp,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
18:49:58,-35.3632621,149.1652375,0.0,-2.0,2.0,0.0,1500.0,STABILIZE,0.0,1.0,-1000.0,1.0,0.0,0.0,-0.0001515163094154559,0.0015114849084056914,0.0249244486913085,0.0003469157818472013,0.00031481918995268643,0.002210613223724067
18:50:00,-35.3632622,149.1652376,0.0,-1.0,4.0,4.0,1500.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0006368884933181107,0.0011304907966405153,0.02387167140841484,0.00013686675811186433,0.00020519329700618982,0.0019171005114912987
18:50:02,-35.3632622,149.1652376,0.0,-1.0,0.0,2.0,1500.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,1.0,-0.00157551362644881,0.0009328522137366235,0.023287180811166763,0.00018823909340426326,0.0003035156987607479,0.0018232327420264482
18:50:11,-35.3632622,149.16523746000001,0.0,-0.2,0.6,0.0,1500.0,AUTO,0.0,1.0,-1000.0,0.2,0.2,0.6,-0.0006268889759667218,0.0010707068722695112,0.02136209048330784,0.0002734877984039485,0.00027643740177154543,0.0015288421884179116
18:50:13,-35.3632622,149.1652374,0.0,0.0,0.0,0.0,1500.0,AUTO,0.0,1.4,-1000.0,0.0,0.2,0.4,-0.00025113192095886915,0.0015186446253210306,0.020847519114613532,0.00028707667952403425,0.00029349575052037833,0.0014740887563675642
18:50:19,-35.3632621,149.1652374,662.0,0.0,0.0,-121.5,1500.0,AUTO,0.0,0.0,-1084.5,19.5,0.0,0.0,0.002966122527141124,0.0014748088433407247,0.020455933175981045,0.019178242655470967,-0.0003272981848567724,0.0005082974676042795
18:50:21,-35.363261,149.1652434,3908.0,4.0,50.0,-147.0,1500.0,AUTO,4.5,-12.0,-1002.5,-130.0,13.5,-74.0,-0.01946149207651615,0.023286959156394005,-0.061312299221754074,-0.0809863805770874,-0.006533854641020298,-0.06606805324554443
18:50:22,-35.363261019999996,149.16524547999998,5829.6,-2.4,-20.6,-149.6,1500.0,AUTO,-0.8,2.2,-1001.6,13.8,-11.4,-4.4,-0.06248142719268799,-0.005767672928050161,-0.08685525506734848,0.013372740801423788,-0.01225801013642922,-0.00438952874392271
18:50:23,-35.3632615,149.16523746666667,8227.0,-5.333333333333333,-49.0,-152.66666666666666,1500.0,AUTO,-6.666666666666667,11.666666666666666,-1003.3333333333334,65.0,12.0,2.6666666666666665,0.024547074921429157,0.004523521095203857,-0.09043507029612859,0.06467701494693756,0.011838386456171671,0.003196949682508906
18:50:25,-35.363262433333325,149.1652351166667,10843.0,-1.8333333333333333,13.166666666666666,-150.66666666666666,1500.0,AUTO,1.3333333333333333,-1.6666666666666667,-999.8333333333334,-48.833333333333336,-2.0,-10.0,0.011317320905315379,-0.004358481150120497,-0.08261196563641231,-0.05008917053540548,-0.002710090125522887,-0.009793196766016385
18:50:27,-35.36326195,149.16523591666666,13958.166666666666,3.0,-3.1666666666666665,-153.0,1500.0,AUTO,-1.0,0.0,-999.8333333333334,12.0,5.5,-20.333333333333332,0.0014622142965284486,0.0032069144363049418,-0.1296903652449449,0.011812364760165414,0.00532018036271135,-0.020204123730460804
18:50:29,-35.363261599999994,149.16523535000002,17082.5,-2.1666666666666665,4.166666666666667,-153.0,1500.0,AUTO,0.0,0.0,-999.8333333333334,-1.5,-0.5,-12.833333333333334,0.007448555435985327,0.0054018686059862375,-0.16172956426938376,-0.0026986675996643803,-0.0015724430365177493,-0.012817334073285261
18:50:31,-35.3632617,149.16523604999998,20207.833333333332,-3.0,4.833333333333333,-153.0,1500.0,AUTO,0.0,0.0,-1000.0,0.8333333333333334,0.6666666666666666,-19.5,0.0024566830058271685,0.0035905155430858335,-0.19646735737721124,8.800830012963463e-05,0.0004577645643924673,-0.01979893632233143
18:50:33,-35.3632618,149.16523655,23337.833333333332,-2.0,3.0,-154.0,1500.0,AUTO,0.0,0.0,-999.6666666666666,0.6666666666666666,0.3333333333333333,-19.666666666666668,0.00233280755734692,0.0029132732888683677,-0.23614161213239035,-6.866382318548858e-05,-0.00014219305982502797,-0.01986852629731099
18:50:35,-35.36326211666667,149.16523658333332,26458.833333333332,-4.166666666666667,0.16666666666666666,-153.16666666666666,1500.0,AUTO,0.0,0.5,-1000.6666666666666,15.5,-0.5,18.833333333333332,0.0035778524664541087,0.003528627062526842,-0.24562875678141913,0.014609894870469967,-0.0016170328793426354,0.01956924198505779
18:50:37,-35.3632624,149.16523721666667,29578.0,-0.16666666666666666,7.5,-153.0,1500.0,AUTO,0.3333333333333333,-0.8333333333333334,-1000.1666666666666,-3.3333333333333335,1.1666666666666667,20.333333333333332,0.0030619116102267676,0.0017913354483122628,-0.20044544587532678,-0.00473458634223789,0.0007707325567025691,0.020933840113381546
18:50:39,-35.36326231666667,149.16523798333333,32687.833333333332,0.0,1.6666666666666667,-153.0,1500.0,AUTO,0.0,0.0,-999.8333333333334,1.5,1.1666666666666667,14.5,0.00014993986163365966,0.0011740063006679218,-0.16614450265963873,0.0008169440843630582,0.00042983687793215114,0.014972831588238478
18:50:41,-35.3632622,149.16523788333333,35812.833333333336,0.0,0.0,-153.0,1500.0,AUTO,0.0,0.0,-1000.0,2.1666666666666665,0.8333333333333334,11.0,0.001942359337893625,0.001031953317578882,-0.14028865347305933,0.0014192043939450134,0.00016844543279148638,0.011484160553663969
18:50:43,-35.36326211666667,149.16523753333334,38929.833333333336,0.0,0.0,-153.0,1500.0,AUTO,0.0,0.0,-999.6666666666666,1.0,1.3333333333333333,9.0,0.002540503473331531,0.0015667810221202672,-0.12113849570353825,0.0001241006733228763,0.0008245204032088319,0.00938043394125998
18:50:55,-35.36326414,149.16523296,49670.8,14.4,16.6,-48.8,1500.0,AUTO,-2.0,-5.2,-976.6,-34.2,39.8,-32.6,0.03234019391238689,-0.0262960322201252,0.2773400068283081,-0.0353615190833807,0.039183171838521956,-0.03349542841315269
18:50:57,-35.36326138571429,149.16523782857143,50130.0,4.0,14.857142857142858,-0.2857142857142857,1500.0,AUTO,0.42857142857142855,16.142857142857142,-988.0,416.0,0.5714285714285714,-24.428571428571427,-0.010493965320555227,0.025129745049136027,0.21688511967658997,0.4140553687300001,-0.00034512731612526944,-0.02548299610082592
18:50:59,-35.36326386,149.16523592000001,49984.4,-34.8,-33.0,1.0,1500.0,AUTO,4.0,10.4,-1008.6,-0.6,27.6,-84.8,-0.027562635578215124,0.030708179995417594,0.16946182250976563,-0.0014319628477096557,0.026700964476913214,-0.08574824184179305
